team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NO,pass,1.0,exclusive,17.04,33.78,1.9832,16.75
ARI,pass,1.0,exclusive,16.57,31.24,1.8849,14.67
PIT,pass,1.0,exclusive,18.13,32.84,1.8113,14.71
SEA,pass,1.0,exclusive,19.86,33.19,1.6715,13.33
TEN,rush,0.2467,recent,17.7,6.98,0.3942,10.73
CAR,pass,1.0,exclusive,22.15,31.67,1.4299,9.52
PHI,pass,1.0,exclusive,22.33,30.23,1.3539,7.9
NE,rush,0.479,recent,21.32,13.94,0.6538,7.38
BUF,pass,1.0,exclusive,52.84,37.09,0.702,15.75
PHI,rush,0.8354,recent,33.79,23.98,0.7097,9.81
CAR,rush,0.7786,recent,29.09,20.81,0.7154,8.28
ARI,rush,0.5938,recent,24.93,17.85,0.7159,7.08
BAL,rush,0.7407,recent,30.02,22.09,0.7357,7.93
NYJ,recv,0.8841,recent,42.04,31.68,0.7535,10.36
KC,pass,1.0,exclusive,53.13,40.22,0.7569,12.92
SEA,recv,0.9683,recent,24.51,30.39,1.2396,5.87
NO,rush,0.3333,recent,11.6,9.04,0.7796,2.56
SF,pass,1.0,exclusive,29.33,35.25,1.2017,5.92
PHI,recv,0.8182,recent,19.71,23.47,1.1905,3.76
MIA,recv,0.9109,recent,38.08,31.31,0.8221,6.77
LA,recv,0.8342,recent,36.98,30.46,0.8237,6.52
BUF,recv,0.9516,recent,41.74,34.45,0.8253,7.29
SF,rush,0.7203,recent,20.89,17.46,0.8361,3.42
GB,pass,1.0,exclusive,30.85,35.56,1.1526,4.71
TB,rush,0.7176,recent,16.88,19.45,1.1522,2.57
NO,recv,0.681,recent,26.01,22.09,0.8491,3.93
BAL,recv,0.8556,recent,34.93,29.94,0.8571,4.99
ATL,rush,0.9677,recent,25.94,22.28,0.8589,3.66
TB,recv,0.8116,recent,35.34,30.66,0.8676,4.68
PIT,rush,0.9034,recent,30.89,26.94,0.8722,3.95
TEN,recv,0.8168,recent,28.52,24.87,0.8723,3.64
SF,recv,0.675,recent,26.16,22.89,0.875,3.27
TEN,pass,1.0,exclusive,28.34,31.77,1.1211,3.43
DET,recv,0.8772,recent,31.06,27.33,0.8799,3.73
SEA,rush,0.7218,recent,20.89,18.43,0.8822,2.46
CAR,recv,0.811,recent,27.57,24.45,0.8867,3.12
KC,recv,0.9686,recent,42.23,37.49,0.8878,4.74
ATL,pass,1.0,exclusive,42.12,37.48,0.89,4.63
MIA,pass,1.0,exclusive,39.79,35.73,0.8981,4.06
ATL,recv,0.7348,recent,29.44,26.46,0.8986,2.99
DET,rush,0.5752,recent,15.92,14.31,0.8991,1.61
NYJ,rush,0.9074,recent,23.54,21.17,0.8992,2.37
DET,pass,1.0,exclusive,36.54,32.88,0.9,3.66
MIN,rush,0.963,recent,26.35,23.88,0.9061,2.48
WAS,rush,0.9925,recent,26.07,23.66,0.9075,2.41
DAL,pass,1.0,exclusive,43.65,39.73,0.9103,3.91
JAX,recv,0.8448,recent,31.05,28.37,0.9138,2.68
CLE,rush,0.3835,recent,10.93,10.07,0.9211,0.86
PIT,recv,0.7455,recent,25.67,23.79,0.9265,1.89
DAL,recv,0.8689,recent,36.15,33.66,0.9311,2.49
IND,recv,0.9226,recent,33.48,31.22,0.9326,2.25
GB,recv,0.828,recent,30.21,28.22,0.9343,1.98
BUF,rush,0.9688,recent,25.48,27.1,1.0635,1.62
WAS,recv,0.9301,recent,35.1,32.88,0.9367,2.22
NE,recv,0.8369,recent,24.5,26.05,1.0632,1.55
MIN,pass,1.0,exclusive,35.27,37.43,1.0612,2.16
LA,rush,0.9179,recent,22.83,24.2,1.0599,1.37
LAC,rush,0.9483,recent,22.43,23.69,1.056,1.26
CLE,pass,1.0,exclusive,30.33,31.96,1.0538,1.63
LA,pass,1.0,exclusive,39.32,37.4,0.9511,1.92
JAX,pass,1.0,exclusive,36.68,34.94,0.9526,1.74
LV,recv,0.8837,recent,33.87,32.32,0.9542,1.55
MIA,rush,0.9245,recent,23.79,22.72,0.955,1.07
DAL,rush,0.9931,recent,27.1,25.94,0.9572,1.16
CLE,recv,0.7324,recent,23.39,22.4,0.9577,0.99
WAS,pass,1.0,exclusive,38.26,36.73,0.96,1.53
IND,pass,1.0,exclusive,33.65,34.94,1.0383,1.29
GB,rush,0.9291,recent,25.5,24.59,0.9641,0.92
TB,pass,1.0,exclusive,39.76,38.44,0.9669,1.32
NYJ,pass,1.0,exclusive,37.95,36.72,0.9676,1.23
DEN,rush,1.0,recent,26.54,27.29,1.0283,0.75
DEN,pass,1.0,exclusive,31.82,32.7,1.0276,0.88
LV,pass,1.0,exclusive,36.92,37.82,1.0244,0.9
DEN,recv,0.9024,recent,27.59,28.19,1.0215,0.59
LAC,recv,0.9632,recent,36.53,35.86,0.9815,0.68
ARI,recv,0.8014,recent,24.55,24.19,0.9853,0.36
MIN,recv,0.9538,recent,33.68,34.09,1.012,0.41
LAC,pass,1.0,exclusive,38.05,38.4,1.0091,0.35
LV,rush,0.9375,recent,22.74,22.61,0.9943,0.13
KC,rush,0.931,recent,23.22,23.35,1.0055,0.13
IND,rush,0.8963,recent,25.41,25.55,1.0054,0.14
JAX,rush,0.9603,recent,23.11,23.2,1.004,0.09
NE,pass,1.0,exclusive,32.11,32.24,1.004,0.13
BAL,pass,1.0,exclusive,35.62,35.65,1.0009,0.03
