player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0033908,Cooper Kupp,WR,LA,9100,5552,22.8437,22.8437,1.2186143075310052,1.1860299358517463,33.0162425503825,MIN,26.0,48.5,11.7695,statline_mc+recal_10_4b,8.684522052414476,67.13301109935678,0.0,0.0,0.0,0.34275,2.778184486139393,0.01475,12.02775,8.5765,157.4317410176856,1.16725,85.63078703703704,15.698375016117753
00-0036355,Justin Herbert,QB,LAC,7200,1552,23.249,23.249,0.988347732979401,1.3570919458303634,31.18345142973365,HOU,29.75,46.0,8.4754,statline_mc+recal_10_4b,12.744269512092528,52.347362860838736,37.0365,373.7955667644249,2.81675,4.1945,26.02878759156657,0.256,0.0,0.0,0.0,0.0,84.35350529100529,11.240186472478564
00-0019596,Tom Brady,QB,TB,7400,1131,25.7679,25.7679,0.9055107916305342,1.2772630078403422,29.80255584088039,CAR,28.0,44.5,8.4366,statline_mc+recal_10_4b,12.269506131261968,49.41534179249183,45.82975,381.21624328513855,2.99725,2.4485,10.111561094748486,0.132,0.0,0.0,0.0,0.0,81.97337962962962,9.590954266083196
00-0026498,Matthew Stafford,QB,LA,6700,1340,21.1826,21.1826,1.1096297259755172,1.1860299358517463,27.877402006607248,MIN,26.0,48.5,8.4105,statline_mc+recal_10_4b,10.65548472969104,47.10505493812383,33.266,363.55031797307424,2.88125,1.3745,5.328892876842754,0.0635,0.0,0.0,0.0,0.0,76.70221560846562,6.749101976870339
00-0033873,Patrick Mahomes II,QB,KC,7700,1523,20.9377,20.9377,0.989687865498695,1.243050605844619,25.75826699237315,PIT,27.25,44.0,8.3113,statline_mc+recal_10_4b,10.4880006666284,43.67098797876941,35.00475,312.8038027027109,2.3005,3.99125,24.453648842647155,0.19825,0.0,0.0,0.0,0.0,91.739417989418,18.391518629529664
00-0036322,Justin Jefferson,WR,MIN,8100,5835,22.8345,22.8345,1.0100657958066557,1.0263720598717034,23.6726455492741,LA,22.5,48.5,10.48,statline_mc+recal_10_4b,6.234057441783265,48.1109968355386,0.0,0.0,0.0,0.50375,2.985722107832984,0.018,11.292,7.23175,111.360733384908,0.65275,78.34829227812719,9.660617351889115
00-0036442,Joe Burrow,QB,CIN,5900,1550,18.2319,18.2319,1.0897790130334737,1.1518175338560228,22.8852100005607,BAL,25.25,43.0,8.2088,statline_mc+recal_10_4b,8.59511833870913,39.48671342919568,29.48025,305.5345724780566,2.07775,2.77875,11.935771014384343,0.145,0.0,0.0,0.0,0.0,68.17708333333333,3.823121761355487
00-0036389,Jalen Hurts,QB,PHI,6400,1554,19.0076,19.0076,0.9319784088865928,1.1860299358517463,21.01008774472641,NYG,26.0,41.0,8.3246,statline_mc+recal_10_4b,7.149192793904243,37.710150043411616,26.23875,211.78102136915945,1.10025,8.81125,49.5509688996003,0.5745,0.0,0.0,0.0,0.0,65.15459656084656,3.125418473455708
00-0034753,Mark Andrews,TE,BAL,7000,4721,22.4298,22.4298,1.1155445419799237,0.8096935138987883,20.259679842648417,CIN,17.75,43.0,8.2451,statline_mc+recal_10_4b,6.083268908590296,39.570742218781945,0.0,0.0,0.0,0.0,0.0,0.0,11.109,7.64675,83.10179842648417,0.59175,70.41517114024137,3.9781147978540816
00-0036997,Javonte Williams,RB,DEN,6100,5905,16.6173,16.6173,1.240966692812086,0.9807555238774056,20.22462783352386,LV,21.5,42.0,9.575,statline_mc+recal_10_4b,4.7019243769183365,42.48582966153778,0.0,0.0,0.0,16.0545,90.4277583560044,0.4235,4.3655,3.3715,30.84101997923419,0.19825,75.28146043771044,8.246808588450163
00-0029263,Russell Wilson,QB,SEA,6100,1412,16.7569,16.7569,1.0989924241036204,1.0947968638631504,20.16142806468569,CHI,24.0,41.0,8.099,statline_mc+recal_10_4b,7.611140601985726,35.1403408873442,30.85375,285.57268480610173,1.799,1.4465,7.592706724416232,0.06125,0.0,0.0,0.0,0.0,60.76223544973545,2.332041610635572
00-0033040,Tyreek Hill,WR,KC,8400,5485,15.653,15.653,1.012979647267874,1.243050605844619,19.71001803429993,PIT,27.25,44.0,9.7912,statline_mc+recal_10_4b,4.933696913442511,41.58090206255541,0.0,0.0,0.0,0.222,1.605978556117523,0.0065,8.974,6.12825,88.84420178688177,0.61575,83.27131376659679,13.413464109768652
00-0026143,Matt Ryan,QB,ATL,5400,1301,16.0678,16.0678,1.008114687638989,1.1404133998574484,18.47266400899701,DET,25.0,42.5,8.0279,statline_mc+recal_10_4b,6.955801938112594,32.35250681149583,32.3345,257.7097139730146,1.44325,3.94525,14.382754500764374,0.16925,0.0,0.0,0.0,0.0,54.654431216931215,1.5520197742202528
00-0035685,David Montgomery,RB,CHI,5700,5713,18.9965,18.9965,1.248751929278912,0.7754811119030649,18.39586217017808,SEA,17.0,41.0,9.1287,statline_mc+recal_10_4b,4.725063591270268,36.784231394801495,0.0,0.0,0.0,15.9915,64.30518169166463,0.40575,5.9125,4.6395,34.458440010116114,0.12225,64.94844276094277,4.141087533634371
