player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status
00-0037834,Brock Purdy,QB,SF,6200,44173858,13.2296,13.2296,0.9575735950044604,1.310762587339191,16.60513227826133,MIA,29.14,45.0,1.0,1.0,7.9344,statline_mc+recal_10_4b,6.067526780469776,29.74301430334544,24.44125,201.0079699929257,1.65375,2.62,14.683134785443023,0.13225,0.0,0.0,0.0,0.0,89.66940154440154,17.483938479737496,,classic,True,,ACTIVE
00-0033077,Dak Prescott,QB,DAL,6400,44173856,12.3858,12.3858,1.0822622658340768,1.2383422796653374,16.599547333012108,WAS,27.53,50.89,1.0,1.0,7.9591,statline_mc+recal_10_4b,5.853061328068201,30.05904520552119,25.62725,214.13298748240865,1.65525,1.73125,9.832278337157623,0.0955,0.0,0.0,0.0,0.0,93.9394305019305,23.71919715325082,,classic,True,,ACTIVE
00-0033280,Christian McCaffrey,RB,SF,8000,44173888,10.1161,10.1161,1.1168572581730123,1.310762587339191,14.8093339943731,MIA,29.14,45.0,1.0,1.0,8.5885,statline_mc+recal_10_4b,3.1633055374262797,31.583542632756583,0.0,0.0,0.0,8.32575,56.97501239084087,0.32125,3.75275,2.75,28.915827552890143,0.1515,91.54440154440154,38.70220956388469,,classic,True,,ACTIVE
00-0036355,Justin Herbert,QB,LAC,6000,44173859,12.1121,12.1121,0.990686886708296,1.1272378324886796,13.526031258968214,LV,25.06,43.5,1.0,1.0,7.7727,statline_mc+recal_10_4b,4.384521216012071,24.527749199808465,22.63,188.8633272795996,1.11975,2.39075,11.264981677842322,0.10775,0.0,0.0,0.0,0.0,78.63778957528959,7.951100723165752,,classic,True,,ACTIVE
00-0039910,Jayden Daniels,QB,WAS,6300,44173857,11.3718,11.3718,1.103728813559322,1.0507691846343,13.18863785993167,DAL,23.36,50.89,1.0,1.0,7.765,statline_mc+recal_10_4b,4.176809843901713,24.195077593832576,22.97225,164.03956247893126,1.27925,2.4585,12.268053607744186,0.109,0.0,0.0,0.0,0.0,82.8758445945946,10.762077265234836,,classic,True,,ACTIVE
00-0036971,Trevor Lawrence,QB,JAX,5800,44173860,12.8785,12.8785,1.0473220338983051,0.9644045941164124,13.007815847348525,DEN,21.44,45.44,1.0,1.0,7.7911,statline_mc+recal_10_4b,3.66438409229716,24.35278543132938,20.09125,172.0147641338758,1.325,1.64075,6.99475281993492,0.0665,0.0,0.0,0.0,0.0,73.71923262548263,5.595624082346575,,classic,True,,ACTIVE
00-0038543,Jaxon Smith-Njigba,WR,SEA,8100,44174012,12.2206,12.2206,0.9813896789922796,1.0071370737997425,12.078811513753774,ARI,22.39,40.83,1.0,1.0,8.467,statline_mc+recal_10_4b,2.305096268549483,26.71917324046008,0.0,0.0,0.0,0.04775,0.2746409892406571,0.00225,6.475,4.13375,54.13097414829706,0.34525,73.29140418614102,7.1352473402080845,,classic,True,,ACTIVE
00-0036358,CeeDee Lamb,WR,DAL,7300,44174014,9.644,9.644,0.969687119057294,1.2383422796653374,11.580540629768851,WAS,27.53,50.89,1.0,1.0,8.4457,statline_mc+recal_10_4b,2.28457100628368,25.206383480517367,0.0,0.0,0.0,0.46225,3.1528476281372586,0.02425,5.66975,3.51575,50.32255866955127,0.3615,94.29140418614102,24.54089804432589,,classic,True,,ACTIVE
00-0036997,Javonte Williams,RB,DAL,6400,44173896,10.3471,10.3471,0.8990178931790662,1.2383422796653374,11.519303812512454,WAS,27.53,50.89,1.0,1.0,7.9853,statline_mc+recal_10_4b,2.247219293026096,25.12826662600197,0.0,0.0,0.0,9.16375,39.77806205266392,0.356,2.99075,2.32675,20.37497607246063,0.11675,92.19547888902729,41.06209949255726,,classic,True,,ACTIVE
00-0037744,Trey McBride,TE,ARI,6900,44174200,12.6162,12.6162,0.9918501170960188,0.8294599214322129,10.379363212114155,SEA,18.44,40.83,1.0,1.0,6.7971,statline_mc+recal_10_4b,2.645677617933338,21.30432498888015,0.0,0.0,0.0,0.0,0.0,0.0,6.49425,4.3825,39.37863212114157,0.3035,68.18790218790218,3.3455851122388185,,classic,True,,ACTIVE
00-0039732,Bo Nix,QB,DEN,5700,44173861,9.9872,9.9872,0.95985727029438,1.079557381473596,10.348931370043628,JAX,24.0,45.44,1.0,1.0,7.5522,statline_mc+recal_10_4b,2.9163103008501623,19.60114837407576,21.808,139.3040593774055,0.985,2.0285,8.425189949474087,0.08575,0.0,0.0,0.0,0.0,75.09350868725869,6.172768583758417,,classic,True,,ACTIVE
00-0040122,Ashton Jeanty,RB,LV,6800,44173890,12.1758,12.1758,0.9894255347773444,0.8294599214322129,9.992577495676848,LAC,18.44,43.5,1.0,1.0,7.5536,statline_mc+recal_10_4b,2.091324209678704,21.027456694243035,0.0,0.0,0.0,10.674,38.30367531680317,0.231,2.98575,2.342,15.33459963996529,0.10825,70.87152821023788,5.909401585910275,,classic,True,,ACTIVE
DST_SF,49ers,DST,SF,3800,44174316,9.9202250115,9.9202250115,1.4118816358657678,1.4176957864069226,9.9202250115,MIA,29.14,45.0,,,5.8938,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.04440154440154,31.91934380881845,,classic,True,,ACTIVE
00-0035704,Drew Lock,QB,SEA,4900,44173866,9.3029,9.3029,0.9514076717216772,1.0071370737997425,8.91403879473204,ARI,22.39,40.83,1.0,1.0,7.4564,statline_mc+recal_10_4b,2.54080715921621,17.05871455945357,17.445,128.18463138652922,0.746,1.834,7.72153539270871,0.07075,0.0,0.0,0.0,0.0,57.8456805019305,1.8006716365618851,,classic,True,,ACTIVE
00-0037247,George Pickens,WR,DAL,6300,44174020,7.3877,7.3877,0.969687119057294,1.2383422796653374,8.871156095384613,WAS,27.53,50.89,1.0,1.0,7.6498,statline_mc+recal_10_4b,1.453881282460216,20.4633923192997,0.0,0.0,0.0,0.06075,0.4418662153070696,0.0015,4.63925,2.7965,42.00719473853904,0.25325,90.23877260719364,19.33565770663984,,classic,True,,ACTIVE
DST_LAC,Chargers,DST,LAC,3200,44174318,8.8688891025,8.8688891025,1.2622517775387037,1.2193413867903358,8.8688891025,LV,25.06,43.5,,,5.7709,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.07528957528959,24.49832506194174,,classic,True,,ACTIVE
00-0031588,Stefon Diggs,WR,WAS,5300,44174032,8.6815,8.6815,0.9436814303128808,1.0507691846343,8.608537735518263,DAL,23.36,50.89,1.0,1.0,7.4023,statline_mc+recal_10_4b,1.4954571286728513,19.106708585110265,0.0,0.0,0.0,0.047,0.3245852062494089,0.00175,5.15775,3.00575,37.085792148933216,0.268,86.12091038406827,15.176129279262875,,classic,True,,ACTIVE
00-0031408,Mike Evans,WR,SF,6600,44174016,6.9265,6.9265,0.946281999187322,1.310762587339191,8.591344460629843,MIA,29.14,45.0,1.0,1.0,7.7365,statline_mc+recal_10_4b,1.2650126527094538,20.371742040147804,0.0,0.0,0.0,0.059,0.3531002143021209,0.0025,4.095,2.63025,40.00784439199629,0.27075,85.49176996545418,14.624752813632805,,classic,True,,ACTIVE
00-0039915,Ladd McConkey,WR,LAC,6200,44174022,7.9279,7.9279,0.9573344169036976,1.1272378324886796,8.555335876834818,LV,25.06,43.5,1.0,1.0,7.4633,statline_mc+recal_10_4b,1.349802690878117,18.98642896722418,0.0,0.0,0.0,0.0405,0.2212505021690595,0.00175,4.46425,2.8335,38.58960826617911,0.25975,78.15423694371063,9.49813916288398,,classic,True,Questionable,QUESTIONABLE
00-0033119,Jacoby Brissett,QB,ARI,5000,44173864,11.0667,11.0667,0.912128456735058,0.8294599214322129,8.372796088286892,SEA,18.44,40.83,1.0,1.0,7.3631,statline_mc+recal_10_4b,2.4255845370853555,15.545562632429224,22.311,123.3536903490031,0.70125,2.5,7.396484743267679,0.08075,0.0,0.0,0.0,0.0,51.614985521235525,1.15385681729191,,classic,True,,ACTIVE
00-0041052,Kaelon Black,RB,SF,4500,44173918,5.6633,5.6633,1.1168572581730123,1.310762587339191,8.29073959255165,MIA,29.14,45.0,1.0,1.0,7.5334,statline_mc+recal_10_4b,0.9382063534948498,20.011040629841787,0.0,0.0,0.0,7.356,45.50921323320154,0.2935,0.9045,0.68475,7.370682692314955,0.0375,82.27020799601445,16.65629442752433,,classic,True,Questionable,QUESTIONABLE
00-0035719,Deebo Samuel Sr.,WR,SF,5300,44174030,6.6833,6.6833,0.946281999187322,1.310762587339191,8.289664384147615,MIA,29.14,45.0,1.0,1.0,7.6019,statline_mc+recal_10_4b,1.1203503321373824,19.41311443107757,0.0,0.0,0.0,0.39075,3.333292928084009,0.01725,3.76325,2.42925,36.23835091339214,0.25375,86.12334891282259,15.178306342908735,,classic,True,,ACTIVE
00-0040719,Bhayshul Tuten,RB,JAX,5600,44173900,7.2523,7.2523,1.1693797928158216,0.9644045941164124,8.178799286007997,DEN,21.44,45.44,1.0,1.0,7.5244,statline_mc+recal_10_4b,1.0075145694962306,19.051054591101035,0.0,0.0,0.0,8.92025,42.7338349849027,0.2605,1.21625,0.9275,8.789157875177262,0.043,76.4964503674181,9.854233221459404,,classic,True,,ACTIVE
DST_SEA,Seahawks,DST,SEA,3500,44174317,7.8609291885,7.8609291885,1.1187953447848409,1.2193413867903358,7.8609291885,ARI,22.39,40.83,,,5.7489,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0019305019305,2.8874703637851686,,classic,True,,ACTIVE
00-0040242,Jacory Croskey-Merritt,RB,WAS,5500,44173904,7.1427,7.1427,1.0350598681555223,1.0507691846343,7.768472626159753,DAL,23.36,50.89,1.0,1.0,7.357,statline_mc+recal_10_4b,0.9897337495890928,18.370917131936324,0.0,0.0,0.0,8.35325,38.29196402690714,0.31075,1.17625,0.89575,7.410262234690388,0.0345,81.93330427201396,16.153884990200687,,classic,True,,ACTIVE
00-0029604,Kirk Cousins,QB,LV,5000,44173865,9.0497,9.0497,0.9881748438893844,0.8294599214322129,7.417591899435791,LAC,18.44,43.5,1.0,1.0,7.3373,statline_mc+recal_10_4b,1.6799880188184295,15.005941977378864,17.87725,93.11752407775356,0.80925,2.04425,6.203909363256482,0.069,0.0,0.0,0.0,0.0,53.06406853281854,1.2796876371190258,,classic,True,,ACTIVE
DST_DEN,Broncos,DST,DEN,2800,44174320,7.380110375999999,7.380110375999999,1.050363504704543,1.0487245882655687,7.380110375999999,JAX,24.0,45.44,,,5.8307,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.18725868725869,11.090283425177017,,classic,True,,ACTIVE
00-0038606,Parker Washington,WR,JAX,5900,44174024,8.523,8.523,0.8955709061357172,0.9644045941164124,7.361236663935864,DEN,21.44,45.44,1.0,1.0,7.1744,statline_mc+recal_10_4b,1.1716987144983015,16.321274897008664,0.0,0.0,0.0,0.06475,0.328578447486706,0.00225,4.25175,2.7095,32.35628819187193,0.1965,74.09916683600895,7.48246562051263,,classic,True,,ACTIVE
DST_DAL,Cowboys,DST,DAL,2900,44174319,7.342626968999999,7.342626968999999,1.0450287331714747,0.962528046764289,7.342626968999999,WAS,27.53,50.89,,,5.8047,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5019305019305,12.106156749925232,,classic,True,,ACTIVE
00-0039040,De'Von Achane,RB,MIA,6700,44173892,9.9468,9.9468,1.0092291134131577,0.7134075029238013,7.161591060376802,SF,15.86,45.0,1.0,1.0,6.643,statline_mc+recal_10_4b,1.4943829742215902,15.401365977617424,0.0,0.0,0.0,7.64225,22.503119999247005,0.15575,2.9565,2.2565,12.707790604521009,0.061,64.96170133266907,3.4531525034364003,,classic,True,,ACTIVE
00-0041027,Jeremiyah Love,RB,ARI,5900,44173898,8.5026,8.5026,0.959289654244585,0.8294599214322129,6.765436196822807,SEA,18.44,40.83,1.0,1.0,6.822,statline_mc+recal_10_4b,1.1523411676564048,14.688700491094355,0.0,0.0,0.0,7.13075,23.75295867178493,0.207,2.2735,1.67575,10.821403296443131,0.05075,61.892203263171,2.612329374278624,,classic,True,,ACTIVE
00-0038128,Malik Willis,QB,MIA,5200,44173863,10.9023,10.9023,0.863029438001784,0.7134075029238013,6.712483051719659,SF,15.86,45.0,1.0,1.0,7.2313,statline_mc+recal_10_4b,1.7724131743628513,13.1651090213781,22.418,103.64346119867552,0.51225,2.85425,7.819946037726385,0.07325,0.0,0.0,0.0,0.0,52.96573359073359,1.270730701101394,,classic,True,,ACTIVE
00-0040134,Pat Bryant,WR,DEN,4200,44174052,6.3513,6.3513,0.9709874034945144,1.079557381473596,6.657700180780273,JAX,24.0,45.44,1.0,1.0,7.1109,statline_mc+recal_10_4b,1.030208240480593,15.17051520714197,0.0,0.0,0.0,0.0535,0.3556477455717141,0.00175,3.6195,2.2545,30.69385406223101,0.18325,80.0030481609429,10.589357664278031,,classic,True,,ACTIVE
00-0038544,Quentin Johnston,WR,LAC,5000,44174036,6.0171,6.0171,0.9573344169036976,1.1272378324886796,6.493351930126239,LV,25.06,43.5,1.0,1.0,6.9894,statline_mc+recal_10_4b,1.0448300311701315,14.659469907521206,0.0,0.0,0.0,0.0485,0.3531382846616028,0.00225,3.7645,2.204,29.025381016600782,0.1985,74.206868522658,7.530020463572008,,classic,True,,ACTIVE
DST_JAX,Jaguars,DST,JAX,2400,44174324,6.3869637735,6.3869637735,0.9090153550237924,0.936860632183908,6.3869637735,DEN,21.44,45.44,,,5.8829,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.12548262548263,12.620018046126583,,classic,True,,ACTIVE
00-0038559,Michael Wilson,WR,ARI,5400,44174028,8.1705,8.1705,0.9410808614384396,0.8294599214322129,6.377806731821489,SEA,18.44,40.83,1.0,1.0,6.5557,statline_mc+recal_10_4b,1.175464464607802,13.562668109842717,0.0,0.0,0.0,0.0515,0.1706468325709538,0.00075,4.238,2.6775,26.229920485643937,0.15375,60.521235521235525,3.366455882417548,,classic,True,,ACTIVE
00-0033307,Kendrick Bourne,WR,ARI,3900,44174062,8.0849,8.0849,0.9410808614384396,0.8294599214322129,6.310945331137593,SEA,18.44,40.83,1.0,1.0,6.6368,statline_mc+recal_10_4b,1.1423897950458426,13.26957774967006,0.0,0.0,0.0,0.045,0.1580517353215725,0.0005,4.03225,2.7625,25.67140157605436,0.141,60.52123552123552,3.3664558824175463,,classic,True,,ACTIVE
DST_ARI,Cardinals,DST,ARI,2500,44174322,6.253889494500001,6.253889494500001,0.890075751284122,1.0042275646455467,6.253889494500001,SEA,18.44,40.83,,,5.7863,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.521235521235525,1.343127898972906,,classic,True,,ACTIVE
DST_LV,Raiders,DST,LV,2600,44174321,6.1689380175,6.1689380175,0.877985155538871,0.8972328480612048,6.1689380175,LAC,18.44,43.5,,,5.9527,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.03281853281853,0.8714820719063037,,classic,True,,ACTIVE
