team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
TEN,pass,1.0,exclusive,2.5,27.52,11.0087,25.02
LV,pass,1.0,exclusive,4.25,32.0,7.5294,27.75
IND,pass,1.0,exclusive,25.99,28.34,1.0903,2.35
BAL,pass,1.0,exclusive,33.14,35.59,1.0738,2.45
CAR,pass,1.0,exclusive,28.32,30.22,1.0672,1.9
TEN,recv,0.887,recent,24.66,23.4,0.9487,1.27
BAL,rush,0.9825,recent,23.57,24.5,1.0393,0.93
GB,rush,0.4405,recent,8.79,9.1,1.0356,0.31
IND,rush,0.9386,recent,27.9,26.96,0.9665,0.93
NYG,recv,0.9458,recent,39.71,40.98,1.032,1.27
LA,rush,0.9661,recent,29.4,28.57,0.9718,0.83
NYG,rush,0.5733,recent,11.63,11.9,1.0231,0.27
ARI,recv,0.9121,recent,43.22,42.32,0.9793,0.89
SF,recv,0.9384,recent,35.45,36.16,1.02,0.71
CLE,pass,1.0,exclusive,40.98,41.79,1.0198,0.81
DET,rush,0.9083,recent,25.41,24.92,0.9805,0.5
SEA,rush,0.4818,recent,13.68,13.94,1.0184,0.25
GB,recv,0.8313,recent,32.0,31.43,0.9823,0.57
SEA,recv,0.8143,recent,27.96,28.45,1.0174,0.49
BAL,recv,0.9032,recent,31.81,31.26,0.9827,0.55
JAX,pass,1.0,exclusive,31.87,32.41,1.0171,0.54
MIA,pass,1.0,exclusive,34.25,34.81,1.0164,0.56
NYJ,rush,0.783,recent,22.93,22.55,0.9837,0.37
IND,recv,0.7798,recent,21.29,21.63,1.0158,0.34
LAC,recv,0.9189,recent,33.93,34.42,1.0144,0.49
PHI,recv,0.8194,recent,28.74,28.33,0.9858,0.41
NYJ,pass,1.0,exclusive,28.35,28.73,1.0134,0.38
CIN,recv,0.9483,recent,27.86,27.5,0.9872,0.36
TEN,rush,0.8108,recent,21.86,22.14,1.0128,0.28
PIT,recv,0.9214,recent,32.02,31.62,0.9876,0.4
LA,pass,1.0,exclusive,30.3,30.65,1.0115,0.35
CAR,recv,0.8889,recent,26.84,26.55,0.9891,0.29
BUF,recv,0.8163,recent,19.5,19.29,0.9894,0.21
LV,recv,0.856,recent,27.45,27.16,0.9894,0.29
GB,pass,1.0,exclusive,37.65,38.03,1.0101,0.38
PHI,rush,0.6393,recent,21.17,21.36,1.009,0.19
NYJ,recv,0.8362,recent,23.39,23.6,1.0089,0.21
JAX,rush,0.971,recent,33.57,33.86,1.0087,0.29
LA,recv,0.9576,recent,29.22,28.99,0.9921,0.23
ARI,rush,0.8605,recent,18.66,18.81,1.0077,0.14
CLE,rush,0.9524,recent,19.19,19.05,0.9926,0.14
MIA,rush,1.0,recent,19.13,19.25,1.0062,0.12
PIT,rush,0.963,recent,28.56,28.67,1.0039,0.11
DAL,recv,0.9929,recent,33.45,33.57,1.0036,0.12
JAX,recv,0.925,recent,29.32,29.23,0.9967,0.1
MIA,recv,0.9813,recent,34.06,34.16,1.0031,0.11
DAL,rush,1.0,recent,24.5,24.42,0.997,0.07
CAR,rush,0.9658,recent,27.02,27.1,1.0028,0.08
DET,recv,0.7941,recent,26.8,26.74,0.9977,0.06
LAC,rush,0.76,recent,13.6,13.62,1.0018,0.02
CIN,rush,0.9906,recent,27.43,27.39,0.9984,0.04
LV,rush,0.8095,recent,15.27,15.29,1.0015,0.02
SF,rush,0.9787,recent,24.82,24.79,0.9989,0.03
BUF,rush,0.7388,recent,24.51,24.48,0.9989,0.03
CLE,recv,0.7107,recent,29.26,29.24,0.9993,0.02
CIN,pass,1.0,exclusive,30.4,30.4,1.0,0.0
ARI,pass,1.0,exclusive,46.53,46.53,1.0,0.0
BUF,pass,1.0,exclusive,23.76,23.76,1.0,0.0
LAC,pass,1.0,exclusive,38.11,38.11,1.0,0.0
DAL,pass,1.0,exclusive,34.54,34.54,1.0,0.0
DET,pass,1.0,exclusive,33.93,33.93,1.0,0.0
NYG,pass,1.0,exclusive,43.33,43.33,1.0,0.0
PHI,pass,1.0,exclusive,35.3,35.3,1.0,0.0
PIT,pass,1.0,exclusive,34.32,34.32,1.0,0.0
SEA,pass,1.0,exclusive,35.21,35.21,1.0,0.0
SF,pass,1.0,exclusive,39.13,39.13,1.0,0.0
