cash_player_name,cash_position,cash_team,cash_salary,cash_final_projection,cash_estimated_ownership_pct,cash_roster_role,pivot_rank,pivot_player_name,pivot_team,pivot_salary,pivot_final_projection,pivot_estimated_ownership_pct,pivot_roster_role,salary_diff,salary_diff_pct,projection_diff,projection_diff_pct,ownership_edge_pts,outprojects_cash_player,leverage_score,lineup_salary_after_swap,site_salary_cap
Patrick Mahomes,QB,KC,6200,21.08097311588135,15.262671917484823,,1,Justin Herbert,LAC,5800,15.474172017039882,0.5915189770156123,,-400,-0.8,-5.606801098841467,-26.596500398824496,14.671152940469211,False,10.769139690145165,49600,50000
Patrick Mahomes,QB,KC,6200,21.08097311588135,15.262671917484823,,2,C.J. Stroud,HOU,5500,15.36621492338043,0.7331371135521358,,-700,-1.4000000000000001,-5.71475819250092,-27.108607183772303,14.529534803932687,False,10.590780288305094,49300,50000
Patrick Mahomes,QB,KC,6200,21.08097311588135,15.262671917484823,,3,Drake Maye,NE,6100,16.120477665036773,1.5391824196580692,,-100,-0.2,-4.960495450844576,-23.53067585436835,13.723489497826755,False,10.494259668184858,49900,50000
Titans,DST,TEN,2400,7.762801230000001,8.080196238345842,,1,Dolphins,MIA,2000,5.3960268915,0.7741648413250839,,-400,-0.8,-2.366774338500001,-30.488663413838314,7.3060313970207575,False,5.07852007547375,49600,50000
Titans,DST,TEN,2400,7.762801230000001,8.080196238345842,,2,Cowboys,DAL,2400,5.686155009,1.502573090743237,,0,0.0,-2.0766462210000007,-26.751248157361367,6.577623147602605,False,4.818026856531389,50000,50000
Titans,DST,TEN,2400,7.762801230000001,8.080196238345842,,3,Commanders,WAS,2300,5.939863659,1.98222637391926,,-100,-0.2,-1.8229375710000006,-23.482986579059947,6.097969864426582,False,4.665984419568168,49900,50000
Kenneth Walker III,RB,KC,7400,21.99362953161612,39.03915065661755,,1,Ashton Jeanty,LV,7100,17.883162133732093,5.178188593248327,,-300,-0.6,-4.110467397884026,-18.689354533207798,33.86096206336922,False,27.532566814991153,49700,50000
Kenneth Walker III,RB,KC,7400,21.99362953161612,39.03915065661755,,2,Bucky Irving,TB,6300,14.857798984859803,3.708072373807741,,-1100,-2.1999999999999997,-7.135830546756315,-32.44498838401579,35.33107828280981,False,23.867914038004646,48900,50000
Kenneth Walker III,RB,KC,7400,21.99362953161612,39.03915065661755,,3,Javonte Williams,DAL,6700,14.74285420587745,3.440810082699534,,-700,-1.4000000000000001,-7.250775325738669,-32.96761598769129,35.598340573918016,False,23.862416355518224,49300,50000
Ashton Jeanty,RB,LV,7100,17.883162133732093,5.178188593248327,,1,Cam Skattebo,NYG,6200,12.234547170582244,1.3678068317125265,,-900,-1.7999999999999998,-5.648614963149848,-31.58622016010891,3.810381761535801,False,2.6068261893964673,49100,50000
Ashton Jeanty,RB,LV,7100,17.883162133732093,5.178188593248327,,2,Aaron Jones Sr.,MIN,5900,12.38509346435458,2.0870357142298497,,-1200,-2.4,-5.498068669377513,-30.744387532039358,3.0911528790184777,False,2.140796858685245,48800,50000
Ashton Jeanty,RB,LV,7100,17.883162133732093,5.178188593248327,,3,David Montgomery,HOU,6000,11.69958580683736,2.0171393213431457,,-1100,-2.1999999999999997,-6.183576326894732,-34.577645053225616,3.1610492719051817,False,2.068032874708235,48900,50000
Parker Washington,WR,JAX,6000,16.152019164247797,20.31372250303108,,1,Stefon Diggs,WAS,5500,11.851804845927642,1.135087157407665,,-500,-1.0,-4.300214318320155,-26.623385439255802,19.178635345623416,False,14.072633335568746,49500,50000
Parker Washington,WR,JAX,6000,16.152019164247797,20.31372250303108,,2,Josh Downs,IND,5700,11.775847834707657,1.659308362078527,,-300,-0.6,-4.37617132954014,-27.093648695184292,18.654414140952554,False,13.600252707458088,49700,50000
Parker Washington,WR,JAX,6000,16.152019164247797,20.31372250303108,,3,DK Metcalf,PIT,5400,11.389401285125322,1.465425623850004,,-600,-1.2,-4.762617879122475,-29.486207456120678,18.848296879181078,False,13.290648959440224,49400,50000
Jalen Coker,WR,CAR,5500,13.460764887390246,24.711235652392983,,1,Stefon Diggs,WAS,5500,11.851804845927642,1.135087157407665,,0,0.0,-1.6089600414626037,-11.952961476727394,23.57614849498532,False,20.75810054768368,50000,50000
Jalen Coker,WR,CAR,5500,13.460764887390246,24.711235652392983,,2,DK Metcalf,PIT,5400,11.389401285125322,1.465425623850004,,-100,-0.2,-2.071363602264924,-15.388156762215887,23.24581002854298,False,19.668708340703883,49900,50000
Jalen Coker,WR,CAR,5500,13.460764887390246,24.711235652392983,,3,Deebo Samuel Sr.,SF,5300,12.484128172740911,4.118406549621896,,-200,-0.4,-0.9766367146493344,-7.255432531655215,20.592829102771088,False,19.098730280860472,49800,50000
Malik Washington,WR,MIA,4200,9.62530393243978,6.841523420579629,,1,Rashid Shaheed,SEA,4200,7.847401760623289,0.4382119135061054,,0,0.0,-1.77790217181649,-18.47112760589821,6.403311507073524,False,5.22054766759881,50000,50000
Malik Washington,WR,MIA,4200,9.62530393243978,6.841523420579629,,2,Mack Hollins,NE,4200,8.621657873688688,1.0525898083788991,,0,0.0,-1.003646058751091,-10.42716225685656,5.78893361220073,False,5.185312111514853,50000,50000
Malik Washington,WR,MIA,4200,9.62530393243978,6.841523420579629,,3,Jerry Jeudy,CLE,3800,7.347372048331824,0.3537748519056446,,-400,-0.8,-2.2779318841079554,-23.6660774568451,6.487748568673985,False,4.95235296720624,49600,50000
Trey McBride,TE,ARI,6700,17.124672916920748,6.990079947207635,,1,Brock Bowers,LV,6600,10.839458202705734,0.3204052560641687,,-100,-0.2,-6.285214714215014,-36.70268474444639,6.669674691143466,False,4.221725015772951,49900,50000
Trey McBride,TE,ARI,6700,17.124672916920748,6.990079947207635,,2,Tyler Warren,IND,5300,10.915243271514026,1.5908492967942252,,-1400,-2.8000000000000003,-6.209429645406722,-36.26013574408908,5.3992306504134095,False,3.4414622874370435,48600,50000
Trey McBride,TE,ARI,6700,17.124672916920748,6.990079947207635,,3,Mark Andrews,BAL,4400,11.040170113965612,2.5111220923060813,,-2300,-4.6,-6.084502802955136,-35.53062200062863,4.478957854901553,False,2.887556269909018,47700,50000
Travis Kelce,TE,KC,4500,12.136783996291443,19.212065998750735,,1,Mark Andrews,BAL,4400,11.040170113965612,2.5111220923060813,,-100,-0.2,-1.0966138823258316,-9.035456861232074,16.700943906444653,False,15.19193732435928,49900,50000
Travis Kelce,TE,KC,4500,12.136783996291443,19.212065998750735,,2,Sam LaPorta,DET,4300,10.161308357502769,3.764917340138528,,-200,-0.4,-1.9754756387886747,-16.27676359233474,15.447148658612207,False,12.93285278969339,49800,50000
Travis Kelce,TE,KC,4500,12.136783996291443,19.212065998750735,,3,Michael Mayer,LV,3300,8.374527728003098,2.066533333617953,,-1200,-2.4,-3.762256268288345,-30.99879069643122,17.14553266513278,False,11.830624880480023,48800,50000
Colts,DST,IND,2500,7.819926597,3.9394717206076,,1,Dolphins,MIA,2000,5.3960268915,0.7741648413250839,,-500,-1.0,-2.4238997055000002,-30.996450867325198,3.1653068792825163,False,2.184174087645647,49500,50000
Derrick Henry,RB,BAL,7700,20.636508622777605,9.866554833337052,,1,Aaron Jones Sr.,MIN,5900,12.38509346435458,2.0870357142298497,,-1800,-3.5999999999999996,-8.251415158423026,-39.984550241776375,7.779519119107202,False,4.668913388359184,48200,50000
Derrick Henry,RB,BAL,7700,20.636508622777605,9.866554833337052,,2,Javonte Williams,DAL,6700,14.74285420587745,3.440810082699534,,-1000,-2.0,-5.893654416900155,-28.559358196836733,6.425744750637518,False,4.590593290488516,49000,50000
Derrick Henry,RB,BAL,7700,20.636508622777605,9.866554833337052,,3,Bucky Irving,TB,6300,14.857798984859803,3.708072373807741,,-1400,-2.8000000000000003,-5.778709637917801,-28.002360978540402,6.158482459529311,False,4.43396197041182,48600,50000
Khalil Shakir,WR,BUF,4800,11.583879248534505,4.864767269480412,,1,Rashid Shaheed,SEA,4200,7.847401760623289,0.4382119135061054,,-600,-1.2,-3.7364774879112153,-32.25583941048007,4.4265553559743065,False,2.9987327689352297,49400,50000
Khalil Shakir,WR,BUF,4800,11.583879248534505,4.864767269480412,,2,Malachi Fields,NYG,4400,8.318070267204195,0.7777070123483292,,-400,-0.8,-3.2658089813303093,-28.19270566674348,4.087060257132083,False,2.9348073884163854,49600,50000
Khalil Shakir,WR,BUF,4800,11.583879248534505,4.864767269480412,,3,Kayshon Boutte,HOU,4500,7.515104397023562,0.4489321131009045,,-300,-0.6,-4.068774851510943,-35.124458432400274,4.415835156379507,False,2.8647969724336693,49700,50000
Jahmyr Gibbs,RB,DET,8800,24.37990512490291,44.45174455169745,,1,Christian McCaffrey,SF,8300,19.2021021229448,5.018583497225021,,-500,-1.0,-5.177803001958107,-21.23799487910734,39.43316105447243,False,31.058348329053427,49500,50000
Jahmyr Gibbs,RB,DET,8800,24.37990512490291,44.45174455169745,,2,Derrick Henry,BAL,7700,20.636508622777605,9.866554833337052,,-1100,-2.1999999999999997,-3.7433965021253037,-15.354434247988943,34.5851897183604,False,29.274829503512517,48900,50000
Jahmyr Gibbs,RB,DET,8800,24.37990512490291,44.45174455169745,,3,Ashton Jeanty,LV,7100,17.883162133732093,5.178188593248327,,-1700,-3.4000000000000004,-6.496742991170816,-26.647942056733857,39.27355595844912,False,28.80796152302265,48300,50000
Justin Jefferson,WR,MIN,7500,18.605202799315528,4.834729712592576,,1,Stefon Diggs,WAS,5500,11.851804845927642,1.135087157407665,,-2000,-4.0,-6.753397953387886,-36.29843773396729,3.6996425551849113,False,2.3567301059117596,48000,50000
Justin Jefferson,WR,MIN,7500,18.605202799315528,4.834729712592576,,2,Malik Nabers,NYG,6500,12.972205726772357,1.6803985121135867,,-1000,-2.0,-5.632997072543171,-30.276461553810126,3.15433120047899,False,2.199311327286131,49000,50000
Justin Jefferson,WR,MIN,7500,18.605202799315528,4.834729712592576,,3,DK Metcalf,PIT,5400,11.389401285125322,1.465425623850004,,-2100,-4.2,-7.215801514190206,-38.783783181636,3.369304088742572,False,2.0625604962346564,47900,50000
Dalton Schultz,TE,HOU,4200,10.526607235783494,15.09810193793105,,1,Michael Mayer,LV,3300,8.374527728003098,2.066533333617953,,-900,-1.7999999999999998,-2.152079507780396,-20.444189277479175,13.031568604313097,False,10.367370053022777,49100,50000
Dalton Schultz,TE,HOU,4200,10.526607235783494,15.09810193793105,,2,Pat Freiermuth,PIT,3800,7.723419285803518,1.0963332007120936,,-400,-0.8,-2.803187949979976,-26.629548221871456,14.001768737218956,False,10.273160979426311,49600,50000
Dalton Schultz,TE,HOU,4200,10.526607235783494,15.09810193793105,,3,Juwan Johnson,NO,3700,8.036643374724278,1.746304645989255,,-500,-1.0,-2.4899638610592163,-23.654001762267598,13.351797291941795,False,10.193562925211486,49500,50000
