player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_status
00-0036973,Travis Etienne Jr.,RB,NO,6800,133104-89956,7.8962,7.8962,1.0,0.9344779839379674,7.378870379542838,DET,21.09,49.19,0.0,0.0,6.6225,statline_mc+recal_10_4b,1.1562487334776417,16.704759725356187,0.0,0.0,0.0,8.751,34.56742045504653,0.245,2.227,1.677,13.381283340381854,0.06475,75.58201827242524,3.806006866520264,,classic,True,ACTIVE
00-0039040,De'Von Achane,RB,MIA,8500,133104-138820,9.0092,9.0092,1.0,0.8183882581002493,7.373064256442916,LV,18.47,40.44,0.0,0.0,6.5517,statline_mc+recal_10_4b,1.2960896940079525,16.396476974811776,0.0,0.0,0.0,10.38675,35.53424953675246,0.253,2.42325,1.82475,11.322643027676708,0.0635,60.36191860465115,1.3797568138850291,,classic,True,ACTIVE
00-0023459,Aaron Rodgers,QB,PIT,7100,133104-6894,7.3283,7.3283,1.0,1.0040432013292715,7.357920609623676,ATL,22.66,42.31,0.0,0.0,6.9273,statline_mc+recal_10_4b,2.108736060636596,14.08617638022897,14.09,101.21662245607712,0.61325,2.1315,8.990057113805904,0.0925,0.0,0.0,0.0,0.0,68.83022137745974,1.4907518134294038,,classic,True,ACTIVE
DST_MIN,Minnesota Vikings,D,MIN,4000,133104-12540,7.291967080499999,7.291967080499999,1.0222875840974208,1.0296199603436882,7.291967080499999,GB,22.94,45.19,,,6.1872,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89244186046511,3.2113374036239395,,classic,True,ACTIVE
00-0037238,Drake London,WR,ATL,7900,133104-112745,8.334,8.334,1.0,0.8711160343395182,7.259842603368461,PIT,19.66,42.31,0.0,0.0,6.153,statline_mc+recal_10_4b,1.3011898072893409,16.52723975537336,0.0,0.0,0.0,0.324,1.6386021622265117,0.012,5.6315,3.47075,38.4160738714581,0.2485,68.65821586916513,1.6870583964239363,,classic,True,ACTIVE
DST_CHI,Chicago Bears,D,CHI,4800,133104-12527,7.195721476500001,7.195721476500001,1.0087945602114148,1.0195391240608394,7.195721476500001,CAR,25.03,47.5,,,6.1189,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.55184108527131,2.570192422493024,,classic,True,ACTIVE
00-0037228,Jaylen Warren,RB,PIT,6500,133104-112057,7.1433,7.1433,1.0,1.0040432013292715,7.172175538747052,ATL,22.66,42.31,0.0,0.0,6.6468,statline_mc+recal_10_4b,1.140650898695872,16.093546273292787,0.0,0.0,0.0,8.29975,35.55464684442635,0.247,1.937,1.474,11.697108543044155,0.05575,72.6296719269103,3.126010163587948,,classic,True,ACTIVE
00-0034827,DJ Moore,WR,BUF,6500,133104-63043,7.2319,7.2319,1.0,0.9832179451675438,7.110517539376632,HOU,22.19,44.5,0.0,0.0,6.4881,statline_mc+recal_10_4b,1.0938025600807808,15.966128004778074,0.0,0.0,0.0,0.15725,0.9773169790682265,0.00425,5.07,3.1105,40.515358414698085,0.237,74.85710849924712,2.550389078108345,,classic,True,ACTIVE
00-0040735,Luther Burden III,WR,CHI,6200,133104-166092,6.3672,6.3672,1.0,1.1090556632511772,7.0615790548849295,CAR,25.03,47.5,0.0,0.0,6.3949,statline_mc+recal_10_4b,1.0176840361754096,16.47681058447743,0.0,0.0,0.0,0.14,1.0052354193953732,0.00525,4.58375,2.80825,40.79930512945393,0.247,86.99938305169819,5.730088051399568,,classic,True,QUESTIONABLE
00-0038124,Christian Watson,WR,GB,6400,133104-169776,7.1592,7.1592,1.0,0.9858764885073388,7.058117864542255,MIN,22.25,45.19,0.0,0.0,6.2525,statline_mc+recal_10_4b,1.0890508467073017,16.930934978697238,0.0,0.0,0.0,0.1475,1.049451121934871,0.0055,4.9345,2.98775,40.02797752348767,0.243,76.74010791366905,2.8915110538214988,,classic,True,ACTIVE
00-0035261,Tony Pollard,RB,TEN,6000,133104-63759,7.5041,7.5041,1.0,0.9251730822486848,6.942557548483104,NYJ,20.88,39.25,0.0,0.0,6.6091,statline_mc+recal_10_4b,0.8904033599447101,16.038139756400827,0.0,0.0,0.0,9.77975,37.40034025607744,0.2635,1.58775,1.20825,8.763985228753594,0.044,60.7875830564784,1.4194718870932512,,classic,True,ACTIVE
DST_HOU,Houston Texans,D,HOU,4400,133104-12556,6.920815878000001,6.920815878000001,0.9702545370540214,1.032403971052143,6.920815878000001,BUF,22.31,44.5,,,6.0651,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.60029069767442,0.948579897831415,,classic,True,ACTIVE
