team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
PHI,pass,1.0,exclusive,4.53,34.63,7.6446,30.1
CIN,pass,1.0,exclusive,12.57,33.26,2.6467,20.69
JAX,pass,1.0,exclusive,15.63,38.09,2.4365,22.46
CHI,pass,1.0,exclusive,16.97,39.12,2.3055,22.15
DAL,pass,1.0,exclusive,23.13,39.71,1.7168,16.58
NYJ,pass,1.0,exclusive,16.15,26.2,1.6221,10.05
MIA,pass,1.0,exclusive,23.02,36.24,1.5746,13.22
CAR,pass,1.0,exclusive,26.72,35.11,1.314,8.39
SF,recv,0.7581,recent,24.34,28.22,1.1593,3.88
PIT,rush,0.8384,recent,18.34,16.05,0.875,2.29
PHI,rush,0.7522,recent,15.04,16.62,1.1051,1.58
LAC,recv,0.7366,recent,31.92,35.11,1.1002,3.2
BAL,recv,0.8,recent,19.5,17.58,0.9015,1.92
LV,rush,0.9697,recent,26.3,23.71,0.9016,2.59
HOU,rush,0.8829,recent,17.03,18.61,1.0929,1.58
CLE,rush,1.0,recent,32.54,35.53,1.0918,2.99
DET,rush,0.9828,recent,24.56,22.63,0.9215,1.93
LAC,rush,0.728,recent,15.16,16.31,1.0764,1.16
TB,rush,0.6082,recent,12.49,11.54,0.924,0.95
NYJ,rush,0.8145,recent,20.15,21.67,1.0755,1.52
KC,rush,0.86,recent,19.42,18.08,0.931,1.34
ARI,rush,0.9931,recent,24.8,26.43,1.0655,1.62
NE,recv,0.811,recent,18.47,19.43,1.0522,0.96
GB,rush,0.8696,recent,25.16,23.98,0.9533,1.18
MIN,rush,0.8861,recent,29.53,28.16,0.9535,1.37
BAL,pass,1.0,exclusive,21.2,22.17,1.0458,0.97
SEA,rush,0.7951,recent,19.32,20.2,1.0452,0.87
SF,pass,1.0,exclusive,36.2,37.68,1.0409,1.48
DEN,pass,1.0,exclusive,28.59,27.53,0.9629,1.06
JAX,rush,0.9829,recent,22.1,22.92,1.037,0.82
LV,pass,1.0,exclusive,35.99,37.24,1.0347,1.25
MIA,rush,0.3228,recent,7.9,8.16,1.0339,0.27
NYG,pass,1.0,exclusive,31.26,30.24,0.9675,1.02
CIN,recv,0.9006,recent,30.11,29.14,0.9679,0.97
DET,pass,1.0,exclusive,40.92,39.61,0.968,1.31
NO,recv,0.9313,recent,25.44,24.71,0.9711,0.73
DAL,rush,0.9161,recent,25.4,24.75,0.9744,0.65
ATL,rush,0.9407,recent,22.83,23.4,1.025,0.57
BUF,recv,0.8395,recent,29.17,28.5,0.9769,0.67
TEN,rush,0.8688,recent,27.26,26.64,0.9774,0.62
WAS,pass,1.0,exclusive,36.76,37.57,1.022,0.81
MIA,recv,0.9024,recent,31.28,31.96,1.0214,0.67
MIN,recv,0.7853,recent,28.71,28.11,0.9788,0.61
NYJ,recv,0.6929,recent,16.63,16.96,1.0197,0.33
KC,pass,1.0,exclusive,44.01,44.86,1.0193,0.85
HOU,recv,0.4481,recent,14.52,14.24,0.9809,0.28
CAR,recv,0.6848,recent,22.13,22.54,1.0185,0.41
NO,rush,0.623,recent,23.71,23.27,0.9817,0.43
SF,rush,0.4068,recent,9.76,9.93,1.0167,0.16
BAL,rush,0.872,recent,29.21,28.73,0.9835,0.48
PHI,recv,0.7301,recent,24.08,23.69,0.9837,0.39
CAR,rush,0.7984,recent,21.19,20.87,0.9847,0.32
TEN,recv,0.8732,recent,26.69,27.09,1.0148,0.39
NE,pass,1.0,exclusive,25.53,25.16,0.9856,0.37
CLE,pass,1.0,exclusive,27.6,27.95,1.0127,0.35
BUF,pass,1.0,exclusive,35.8,36.25,1.0126,0.45
KC,recv,0.914,recent,39.13,39.61,1.0125,0.49
WAS,recv,0.9016,recent,32.45,32.06,0.9881,0.39
ATL,recv,0.6879,recent,24.22,24.49,1.011,0.27
NE,rush,0.8644,recent,30.21,30.52,1.0105,0.32
JAX,recv,0.8212,recent,29.54,29.83,1.0098,0.29
CHI,recv,0.9278,recent,34.25,34.58,1.0098,0.33
DEN,recv,0.8129,recent,21.29,21.5,1.0098,0.21
IND,rush,0.9562,recent,26.97,26.74,0.9913,0.23
LV,recv,0.8981,recent,32.23,32.0,0.9928,0.23
CIN,rush,0.932,recent,17.02,17.13,1.0066,0.11
GB,recv,0.9182,recent,29.02,29.21,1.0065,0.19
TB,recv,0.8227,recent,34.23,34.01,0.9935,0.22
SEA,recv,0.9017,recent,31.43,31.25,0.9941,0.18
LA,recv,1.0,recent,41.37,41.58,1.0052,0.21
ARI,recv,0.8862,recent,31.02,30.86,0.9948,0.16
CLE,recv,0.7934,recent,20.6,20.49,0.9948,0.11
PIT,pass,1.0,exclusive,49.38,49.62,1.0049,0.24
DEN,rush,0.9143,recent,27.96,27.83,0.9954,0.13
WAS,rush,0.5317,recent,14.41,14.35,0.9962,0.05
IND,recv,0.8457,recent,31.61,31.52,0.9971,0.09
DAL,recv,0.9135,recent,34.73,34.65,0.9977,0.08
DET,recv,0.8272,recent,32.01,31.94,0.9979,0.07
PIT,recv,0.9793,recent,48.69,48.59,0.998,0.1
CHI,rush,0.9252,recent,20.77,20.81,1.002,0.04
NYG,rush,0.9702,recent,33.69,33.64,0.9984,0.05
TEN,pass,1.0,exclusive,32.54,32.57,1.001,0.03
NYG,recv,0.9503,recent,28.28,28.31,1.0009,0.03
BUF,rush,1.0,recent,25.86,25.87,1.0004,0.01
LA,rush,0.9927,recent,27.45,27.45,0.9999,0.0
ATL,pass,1.0,exclusive,37.4,37.4,1.0,0.0
ARI,pass,1.0,exclusive,36.47,36.47,1.0,0.0
IND,pass,1.0,exclusive,38.65,38.65,1.0,0.0
HOU,pass,1.0,exclusive,33.11,33.11,1.0,0.0
GB,pass,1.0,exclusive,33.31,33.31,1.0,0.0
LA,pass,1.0,exclusive,43.72,43.72,1.0,0.0
MIN,pass,1.0,exclusive,38.22,38.22,1.0,0.0
LAC,pass,1.0,exclusive,48.55,48.55,1.0,0.0
SEA,pass,1.0,exclusive,36.12,36.12,1.0,0.0
TB,pass,1.0,exclusive,41.91,41.91,1.0,0.0
