team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CHI,pass,1.0,exclusive,16.37,31.1,1.8996,14.73
NO,rush,0.1069,recent,6.5,2.71,0.4163,3.79
TEN,rush,0.2945,recent,17.96,7.75,0.4315,10.21
SEA,pass,1.0,exclusive,22.35,33.08,1.4797,10.72
TEN,recv,0.4663,recent,26.23,14.86,0.5668,11.36
CLE,pass,1.0,exclusive,23.06,32.85,1.4248,9.79
PHI,pass,1.0,exclusive,21.95,30.74,1.4003,8.79
BAL,rush,0.7744,recent,35.2,21.93,0.623,13.27
PHI,rush,0.7524,recent,37.15,23.23,0.6253,13.92
NYG,recv,0.4734,recent,22.38,15.13,0.676,7.25
HOU,pass,1.0,exclusive,25.77,33.49,1.2995,7.72
LA,rush,0.9478,recent,18.78,24.32,1.2949,5.54
BUF,rush,0.6495,recent,13.37,17.25,1.2902,3.88
SF,pass,1.0,exclusive,25.97,33.24,1.28,7.27
PHI,recv,0.9537,recent,21.96,27.99,1.2748,6.03
CAR,rush,0.8552,recent,32.06,24.22,0.7553,7.84
DAL,recv,0.5882,recent,28.67,21.86,0.7625,6.81
NYJ,recv,0.6726,recent,30.78,23.53,0.7646,7.24
NO,recv,0.45,recent,19.33,14.81,0.7663,4.52
PIT,recv,0.8608,recent,37.23,29.0,0.7791,8.22
IND,rush,0.9295,recent,31.0,24.44,0.7883,6.56
SF,rush,0.8639,recent,30.62,24.25,0.792,6.37
IND,pass,1.0,exclusive,29.7,35.67,1.2011,5.97
ATL,pass,1.0,exclusive,27.49,33.0,1.2005,5.51
NYJ,rush,0.3048,recent,9.64,7.74,0.803,1.9
HOU,rush,0.5351,recent,18.14,14.6,0.8044,3.55
BAL,recv,0.9301,recent,40.27,32.43,0.8054,7.84
NYG,rush,0.8407,recent,26.2,21.18,0.8085,5.02
ATL,rush,0.8598,recent,18.72,22.29,1.191,3.58
LAC,rush,0.8846,recent,28.37,23.15,0.8158,5.22
TB,rush,0.8793,recent,18.6,21.94,1.18,3.35
DET,pass,1.0,exclusive,25.83,30.47,1.1797,4.64
LV,rush,0.9231,recent,18.13,21.31,1.1749,3.17
BUF,recv,0.8384,recent,34.87,28.8,0.8259,6.07
TB,recv,0.7871,recent,36.3,29.98,0.8259,6.32
JAX,rush,0.9524,recent,20.71,24.19,1.1684,3.49
NYJ,pass,1.0,exclusive,30.98,36.0,1.1619,5.02
CHI,rush,0.6861,recent,22.92,19.22,0.8386,3.7
NE,rush,0.9023,recent,32.21,27.26,0.8464,4.95
SF,recv,0.7652,recent,21.16,24.35,1.1509,3.19
MIN,rush,0.9795,recent,29.94,25.51,0.8519,4.43
MIA,recv,0.8424,recent,31.14,26.58,0.8535,4.56
LAC,recv,0.9946,recent,40.31,34.57,0.8576,5.74
IND,recv,0.9744,recent,29.14,33.27,1.1417,4.13
DAL,rush,0.9032,recent,21.0,23.85,1.136,2.86
LA,recv,0.866,recent,35.32,30.76,0.8707,4.57
NE,recv,0.9161,recent,24.4,27.56,1.1293,3.16
WAS,rush,1.0,recent,31.56,27.55,0.8729,4.01
CLE,rush,0.4889,recent,14.67,12.84,0.8753,1.83
DEN,pass,1.0,exclusive,38.9,34.07,0.8759,4.83
CIN,pass,1.0,exclusive,37.61,33.11,0.8804,4.5
DEN,recv,0.9816,recent,28.58,31.88,1.1156,3.3
PIT,rush,0.951,recent,28.67,25.41,0.8862,3.26
SEA,recv,0.9037,recent,25.63,28.54,1.1138,2.92
TEN,pass,1.0,exclusive,36.47,32.92,0.9027,3.55
CAR,pass,1.0,exclusive,28.07,30.8,1.0971,2.73
MIA,rush,1.0,recent,30.69,27.75,0.9043,2.94
GB,pass,1.0,exclusive,31.51,34.45,1.0934,2.94
LA,pass,1.0,exclusive,39.91,36.21,0.9074,3.7
GB,rush,0.88,recent,24.86,22.81,0.9179,2.04
CHI,recv,0.8345,recent,27.41,25.2,0.9191,2.22
CAR,recv,0.8733,recent,28.19,25.94,0.9203,2.25
ATL,recv,0.8312,recent,28.83,26.57,0.9215,2.26
WAS,pass,1.0,exclusive,31.06,33.5,1.0785,2.44
DET,recv,0.9067,recent,24.57,26.46,1.0769,1.89
NE,pass,1.0,exclusive,28.88,30.99,1.073,2.11
BUF,pass,1.0,exclusive,37.45,35.18,0.9393,2.27
LAC,pass,1.0,exclusive,37.77,35.65,0.9439,2.12
JAX,recv,0.7865,recent,26.93,25.45,0.9451,1.48
PIT,pass,1.0,exclusive,32.89,34.55,1.0503,1.66
CIN,rush,0.9562,recent,28.4,26.98,0.9502,1.41
SEA,rush,0.7217,recent,17.76,18.56,1.0451,0.8
MIA,pass,1.0,exclusive,31.16,32.54,1.0442,1.38
DAL,pass,1.0,exclusive,36.65,38.14,1.0406,1.49
MIN,recv,0.92,recent,32.37,31.24,0.9651,1.13
JAX,pass,1.0,exclusive,32.46,33.51,1.0324,1.05
GB,recv,0.8982,recent,30.55,29.64,0.9702,0.91
TB,pass,1.0,exclusive,40.28,39.08,0.9702,1.2
WAS,recv,0.7744,recent,25.59,24.91,0.9732,0.69
CIN,recv,0.9583,recent,31.58,30.8,0.9754,0.78
HOU,recv,0.7674,recent,24.13,24.69,1.0229,0.55
CLE,recv,0.7305,recent,23.41,22.92,0.9793,0.48
DEN,rush,1.0,recent,25.15,25.6,1.0182,0.46
NYG,pass,1.0,exclusive,32.74,33.32,1.0178,0.58
LV,recv,0.8659,recent,29.16,29.56,1.0138,0.4
LV,pass,1.0,exclusive,35.17,35.65,1.0135,0.48
BAL,pass,1.0,exclusive,35.42,35.71,1.0083,0.29
MIN,pass,1.0,exclusive,35.14,35.37,1.0064,0.23
DET,rush,0.9206,recent,24.98,25.13,1.0057,0.14
NO,pass,1.0,exclusive,34.31,34.46,1.0042,0.15
