player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0030496,Le'Veon Bell,RB,PIT,9500,2888,22.6532,22.6532,1.2350517351890853,1.0908304498269896,30.519113893582862,JAX,24.25,41.0,26.777386673692593,statline_mc,6.743872391109184,61.61400865830257,0.0,0.0,0.0,24.39225,131.03156999061295,1.0465,5.7315,4.287,43.08456894521565,0.18825,84.58030852994555,24.145395370999363
00-0023459,Aaron Rodgers,QB,GB,8100,1252,21.5354,21.5354,1.0878338512370689,1.1133217993079585,26.081768857654065,DAL,24.75,52.0,13.863184199773984,statline_mc,10.29613120721078,45.427116554799305,37.913,328.84809597388886,2.54775,2.9285,14.203450186985085,0.131,0.0,0.0,0.0,0.0,74.11637931034483,13.445993558657468
00-0033045,Ezekiel Elliott,RB,DAL,8800,5444,18.1308,18.1308,1.081219668528523,1.2257785467128028,24.029379321594448,GB,27.25,52.0,20.290654712480922,statline_mc,5.476679762290886,49.645114658660376,0.0,0.0,0.0,19.02925,96.0321187986697,0.746,4.83775,3.79075,37.79167441727474,0.2125,84.17649727767696,23.504054634379838
00-0032950,Carson Wentz,QB,PHI,6600,1514,19.8855,19.8855,1.0462966605042676,1.147058823529412,23.865829974634238,ARI,25.5,45.0,13.045789905458602,statline_mc,9.189444132468918,41.27448656166301,35.35725,304.0445047335967,1.78775,5.30375,27.790497852903705,0.231,0.0,0.0,0.0,0.0,75.8189655172414,15.062179486508484
00-0022803,Eli Manning,QB,NYG,6100,1225,20.1033,20.1033,1.037485741257916,1.0908304498269896,22.75130925208288,LAC,24.25,45.5,12.725546953182365,statline_mc,8.457330087541951,39.39601042858902,43.46125,336.7493103406088,1.9575,1.29175,6.278368384585292,0.0715,0.0,0.0,0.0,0.0,67.88074712643679,8.872639895540377
00-0031045,Carlos Hyde,RB,SF,6900,2933,19.7972,19.7972,1.1460488966211884,1.0008650519031141,22.70822092412306,IND,22.25,43.5,19.273547832642144,statline_mc,5.392584247913387,46.9060183801708,0.0,0.0,0.0,17.44975,94.22851936785015,0.6365,5.5465,4.225,32.83618987338046,0.15875,79.9546279491833,17.73810213061114
00-0032241,Todd Gurley,RB,LA,8000,2992,27.4446,27.4446,0.7504807252083142,1.0908304498269896,22.467406398679064,SEA,24.25,46.5,17.857433830851235,statline_mc,5.824212515752841,43.85242308123983,0.0,0.0,0.0,21.72975,75.09098793928398,0.661,6.482,5.03125,37.60307604750665,0.22575,81.15925589836661,19.2213861016413
00-0029263,Russell Wilson,QB,SEA,7100,1412,21.4717,21.4717,1.006647523895685,1.0008650519031141,21.633157523003145,LA,22.25,46.5,12.074541535346288,statline_mc,8.361596559075544,38.44466537586441,34.99175,255.7206643067734,1.69975,6.42775,30.445809507322092,0.26825,0.0,0.0,0.0,0.0,65.91954022988506,7.78520584599011
00-0024226,Jay Cutler,QB,MIA,5200,1263,14.4866,14.4866,1.506352515438776,0.9333910034602076,20.36835329288399,TEN,20.75,41.5,11.406044126770093,statline_mc,7.362740227911219,35.54380044256121,35.0485,307.6491802735621,1.62825,1.26925,7.326360819415097,0.0645,0.0,0.0,0.0,0.0,55.14367816091954,3.7955694097946004
00-0021429,Carson Palmer,QB,ARI,5900,1207,20.975,20.975,1.089721905361287,0.8771626297577855,20.04920543367698,PHI,19.5,45.0,11.369622617702626,statline_mc,7.446326535487434,35.131411337753995,46.4635,313.5365617114094,1.524,2.35975,8.599929652206054,0.08475,0.0,0.0,0.0,0.0,47.650862068965516,2.3032320344786323
