player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,roster_role,slate_format,chalk_score,estimated_ownership_pct,ownership_available
00-0039342,Xavier Legette,WR,CAR,7600,43716708,2.9958,2.9958,0.9815399007789108,1.0,2.940504948876386,ARI,0.0,0.0,5.4028,statline_mc+recal_10_4b,0.0,7.677824218972303,0.0,0.0,0.0,0.0,0.0,0.0,1.98075,1.11675,12.337549488763855,0.09375,FLEX,showdown,53.979166666666664,10.130973280817347,True
00-0041149,Haynes King,QB,CAR,7600,43716704,2.8248,2.8248,1.0400384303979038,1.0,2.9379344651886536,ARI,0.0,0.0,6.6908,statline_mc+recal_10_4b,0.5225601994925769,6.690305441927767,6.01625,44.267675023878276,0.27,0.39825,1.612274642335226,0.01625,0.0,0.0,0.0,0.0,FLEX,showdown,53.14583333333333,9.583490104230606,True
00-0039344,Jonathon Brooks,RB,CAR,11400,43716758,2.4192,2.4192,1.1940378460178651,1.0,2.8886566472361066,ARI,0.0,0.0,7.53945,statline_mc+recal_10_4b,0.0,8.091926270682794,0.0,0.0,0.0,1.752,8.776664682975015,0.055,0.43475,0.327,2.9685462985990316,0.01425,CPT,showdown,47.3125,1.2991562766735918,True
00-0041485,Miles Davis,RB,CAR,11400,43716785,2.38335,2.38335,1.1940378460178651,1.0,2.8457422651707,ARI,0.0,0.0,7.5891,statline_mc+recal_10_4b,0.0,7.614777010396252,0.0,0.0,0.0,1.79475,8.61176709181464,0.052,0.425,0.31375,3.2423480093233588,0.0135,CPT,showdown,46.47916666666667,1.228949181509042,True
00-0039849,Marvin Harrison Jr.,WR,ARI,11400,43716748,3.2556,3.2556,0.8647810592275972,1.0,2.81538035649313,CAR,0.0,0.0,7.12575,statline_mc+recal_10_4b,0.0,6.993051460768811,0.0,0.0,0.0,0.0,0.0,0.0,1.25575,0.71425,8.429202376620866,0.0515,CPT,showdown,45.64583333333333,1.1625361150536966,True
00-0041366,Jameson Geers,TE,ARI,11400,43716792,2.59785,2.59785,1.0312886580299652,1.0,2.679148316290645,CAR,0.0,0.0,6.6762,statline_mc+recal_10_4b,0.0,7.050817877048808,0.0,0.0,0.0,0.0,0.0,0.0,1.03275,0.672,7.8309887752709635,0.055,CPT,showdown,44.8125,1.0997120459811294,True
00-0040046,Rivaldo Fairweather,TE,ARI,11400,43716788,2.5476,2.5476,1.0312886580299652,1.0,2.62736938956511,CAR,0.0,0.0,6.7212000000000005,statline_mc+recal_10_4b,0.0,6.924310023768275,0.0,0.0,0.0,0.0,0.0,0.0,1.00425,0.6485,7.645795930434064,0.05525,CPT,showdown,43.97916666666667,1.0402830229666824,True
00-0036635,Ihmir Smith-Marsette,WR,ARI,11400,43769786,2.8206,2.8206,0.8647810592275972,1.0,2.4392278119423603,CAR,0.0,0.0,6.975899999999999,statline_mc+recal_10_4b,0.0,6.250269377823897,0.0,0.0,0.0,0.02475,0.07497934318255885,0.0,1.048,0.63525,7.169039403099841,0.04325,CPT,showdown,43.14583333333333,0.9840655759182866,True
00-0041368,Harrison Wallace III,WR,ARI,11400,43716797,2.7795,2.7795,0.8647810592275972,1.0,2.403653441177314,CAR,0.0,0.0,7.0687500000000005,statline_mc+recal_10_4b,0.0,6.00912896213373,0.0,0.0,0.0,0.0245,0.07357110228183843,0.0005,1.0355,0.613,6.995785172233589,0.045,CPT,showdown,42.3125,0.930886149565093,True
00-0041561,Carson Beck,QB,ARI,7600,43716705,2.8107,2.8107,0.8475616769546165,1.0,2.3822564148561205,CAR,0.0,0.0,6.5691,statline_mc+recal_10_4b,0.3798704912031548,5.842943998660221,6.045,36.31730337127067,0.2225,0.4275,1.4281428000529373,0.011,0.0,0.0,0.0,0.0,FLEX,showdown,52.3125,9.065593209271228,True
00-0040383,Bryson Green,WR,ARI,11400,43716799,2.6598,2.6598,0.8647810592275972,1.0,2.300185384375409,CAR,0.0,0.0,6.6915000000000004,statline_mc+recal_10_4b,0.0,5.758516955816543,0.0,0.0,0.0,0.0255,0.10936184032592004,0.0005,1.04025,0.62125,6.532707388843474,0.0405,CPT,showdown,41.47916666666667,0.8805805676552594,True
00-0039397,Tejhaun Palmer,WR,ARI,11400,43716795,2.6253,2.6253,0.8647810592275972,1.0,2.270277706795263,CAR,0.0,0.0,6.772499999999999,statline_mc+recal_10_4b,0.0,5.610948710817878,0.0,0.0,0.0,0.0245,0.09421919414610404,0.00025,1.019,0.6155,6.558465517822315,0.03775,CPT,showdown,40.64583333333333,0.8329935261087865,True
00-0033307,Kendrick Bourne,WR,ARI,7600,43716709,2.6191,2.6191,0.8647810592275972,1.0,2.2649701160985476,CAR,0.0,0.0,5.0875,statline_mc+recal_10_4b,0.0,5.578047402478161,0.0,0.0,0.0,0.0,0.0,0.0,1.39075,0.90675,11.149701160985478,0.03625,FLEX,showdown,51.479166666666664,8.57568373756699,True
00-0041070,Reggie Virgil,WR,ARI,11400,43716781,2.5686,2.5686,0.8647810592275972,1.0,2.2212588842384275,CAR,0.0,0.0,6.631349999999999,statline_mc+recal_10_4b,0.0,5.613361770095536,0.0,0.0,0.0,0.02225,0.12121012230487409,0.00075,1.0095,0.598,6.439682439284643,0.03625,CPT,showdown,39.8125,0.7879781135606421,True
00-0040556,Corey Kiner,RB,ARI,7600,43716725,1.9609,1.9609,1.0994897617548982,1.0,2.1559468178944385,CAR,0.0,0.0,5.0995,statline_mc+recal_10_4b,0.0,5.997059546791552,0.0,0.0,0.0,1.82925,8.732254676858192,0.0515,0.6105,0.44775,4.082213502086191,0.01825,FLEX,showdown,50.64583333333333,8.112249233901254,True
00-0041542,Malick Meiga,WR,CAR,11400,43716801,2.17305,2.17305,0.9815399007789108,1.0,2.1329527659448595,ARI,0.0,0.0,6.888,statline_mc+recal_10_4b,0.0,5.5844462017625105,0.0,0.0,0.0,0.028,0.12839219374298796,0.00075,0.8295,0.50275,6.526292912556075,0.03975,CPT,showdown,38.979166666666664,0.7453953578139797,True
00-0041047,Chris Brazzell II,WR,CAR,11400,43716775,2.16615,2.16615,0.9815399007789108,1.0,2.12621459746242,ARI,0.0,0.0,6.92265,statline_mc+recal_10_4b,0.0,5.562974646706763,0.0,0.0,0.0,0.028,0.12177905689158913,0.00125,0.83025,0.50125,6.512984926191208,0.04,CPT,showdown,38.145833333333336,0.7051137968032808,True
00-0038102,Kenny Pickett,QB,CAR,7600,43716696,2.034,2.034,1.0400384303979038,1.0,2.1154389256886867,ARI,0.0,0.0,6.5507,statline_mc+recal_10_4b,0.2798301868706597,5.5697689338296525,4.9625,29.111082942420264,0.2055,0.44975,1.8974560799187603,0.01625,0.0,0.0,0.0,0.0,FLEX,showdown,49.8125,7.673858976940548,True
00-0041222,Gabriel Benyard,WR,CAR,11400,43761178,2.13915,2.13915,0.9815399007789108,1.0,2.099642677717376,ARI,0.0,0.0,6.7767,statline_mc+recal_10_4b,0.0,5.423359814805524,0.0,0.0,0.0,0.01825,0.12720278990107878,0.0005,0.85375,0.511,6.487915061548093,0.03625,CPT,showdown,37.3125,0.6670090727428644,True
00-0035289,Gardner Minshew II,QB,ARI,11400,43716756,2.3995499999999996,2.3995499999999996,0.8475616769546165,1.0,2.0338299481573627,CAR,0.0,0.0,9.514800000000001,statline_mc+recal_10_4b,0.10992675776750643,6.842733371834214,3.0705,15.839549339271143,0.1035,1.006,2.860546585340628,0.029,0.0,0.0,0.0,0.0,CPT,showdown,36.479166666666664,0.6309635482078342,True
00-0039356,Ja'Tavion Sanders,TE,CAR,11400,43716761,1.59405,1.59405,1.2737366136715011,1.0,2.0303258239852147,ARI,0.0,0.0,6.489599999999999,statline_mc+recal_10_4b,0.0,5.135569503082036,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.52125,5.558005493234763,0.04525,CPT,showdown,35.64583333333333,0.5968659429622108,True
00-0039747,Ainias Smith,WR,CAR,11400,43716798,2.0535,2.0535,0.9815399007789108,1.0,2.0155321757942026,ARI,0.0,0.0,6.6723,statline_mc+recal_10_4b,0.0,5.088339791347282,0.0,0.0,0.0,0.02175,0.1133513529425911,0.0005,0.83575,0.492,6.2610298190187565,0.034,CPT,showdown,34.8125,0.564610990413069,True
00-0035976,Dan Chisena,WR,CAR,11400,43716796,2.0458499999999997,2.0458499999999997,0.9815399007789108,1.0,2.008096353725551,ARI,0.0,0.0,6.67815,statline_mc+recal_10_4b,0.0,5.008700534067052,0.0,0.0,0.0,0.02325,0.0919667156161178,0.00025,0.82775,0.49625,6.050342309220889,0.03675,CPT,showdown,33.979166666666664,0.5340991126300694,True
00-0040265,Ja'seem Reed,WR,CAR,11400,43716800,2.0439,2.0439,0.9815399007789108,1.0,2.006123930329197,ARI,0.0,0.0,6.7844999999999995,statline_mc+recal_10_4b,0.0,5.03361004942144,0.0,0.0,0.0,0.0205,0.13203323503549816,0.00075,0.83125,0.47825,6.22212630049248,0.035,CPT,showdown,33.14583333333333,0.5052361129271151,True
00-0041027,Jeremiyah Love,RB,ARI,7600,43716687,1.8217,1.8217,1.0994897617548982,1.0,2.002931658165417,CAR,0.0,0.0,4.9622,statline_mc+recal_10_4b,0.0,5.337397148432334,0.0,0.0,0.0,1.84625,8.274350983741353,0.058,0.5315,0.4025,3.494965597912818,0.0125,FLEX,showdown,48.979166666666664,7.259159562292093,True
00-0040394,Anthony Tyus III,RB,CAR,7600,43716720,1.6445,1.6445,1.1940378460178651,1.0,1.9636088977453654,ARI,0.0,0.0,5.0519,statline_mc+recal_10_4b,0.0,5.386483704129015,0.0,0.0,0.0,1.7595,8.548556933947129,0.05825,0.451,0.332,3.2325320435065215,0.01575,FLEX,showdown,48.14583333333333,6.866870724255294,True
00-0039344,Jonathon Brooks,RB,CAR,7600,43716699,1.6128,1.6128,1.1940378460178651,1.0,1.9257710981574045,ARI,0.0,0.0,5.0263,statline_mc+recal_10_4b,0.0,5.39461751378853,0.0,0.0,0.0,1.752,8.776664682975015,0.055,0.43475,0.327,2.9685462985990316,0.01425,FLEX,showdown,47.3125,6.495781383367959,True
00-0041485,Miles Davis,RB,CAR,7600,43716726,1.5889,1.5889,1.1940378460178651,1.0,1.8971615101138,ARI,0.0,0.0,5.0594,statline_mc+recal_10_4b,0.0,5.076518006930835,0.0,0.0,0.0,1.79475,8.61176709181464,0.052,0.425,0.31375,3.2423480093233588,0.0135,FLEX,showdown,46.47916666666667,6.14474590754521,True
00-0039849,Marvin Harrison Jr.,WR,ARI,7600,43716689,2.1704,2.1704,0.8647810592275972,1.0,1.8769202376620866,CAR,0.0,0.0,4.7505,statline_mc+recal_10_4b,0.0,4.662034307179208,0.0,0.0,0.0,0.0,0.0,0.0,1.25575,0.71425,8.429202376620866,0.0515,FLEX,showdown,45.64583333333333,5.812680575268483,True
00-0038397,Evan Hull,RB,ARI,11400,43761177,1.69935,1.69935,1.0994897617548982,1.0,1.8683591297963003,CAR,0.0,0.0,6.81255,statline_mc+recal_10_4b,0.0,4.714858048070845,0.0,0.0,0.0,2.10525,8.208242084963919,0.05575,0.05675,0.0415,0.41748544701141854,0.00175,CPT,showdown,32.3125,0.47793288505705267,True
00-0041366,Jameson Geers,TE,ARI,7600,43716733,1.7319,1.7319,1.0312886580299652,1.0,1.7860988775270965,CAR,0.0,0.0,4.4508,statline_mc+recal_10_4b,0.0,4.700545251365872,0.0,0.0,0.0,0.0,0.0,0.0,1.03275,0.672,7.8309887752709635,0.055,FLEX,showdown,44.8125,5.498560229905647,True
00-0040046,Rivaldo Fairweather,TE,ARI,7600,43716729,1.6984,1.6984,1.0312886580299652,1.0,1.7515795930434064,CAR,0.0,0.0,4.4808,statline_mc+recal_10_4b,0.0,4.616206682512183,0.0,0.0,0.0,0.0,0.0,0.0,1.00425,0.6485,7.645795930434064,0.05525,FLEX,showdown,43.97916666666667,5.201415114833412,True
00-0038840,Brycen Tremayne,WR,CAR,11400,43716790,1.7544,1.7544,0.9815399007789108,1.0,1.7220556399619062,ARI,0.0,0.0,6.6669,statline_mc+recal_10_4b,0.0,4.614977046273303,0.0,0.0,0.0,0.0,0.0,0.0,0.67175,0.43775,5.455370933079376,0.02675,CPT,showdown,31.479166666666664,0.4521051381216476,True
00-0036635,Ihmir Smith-Marsette,WR,ARI,7600,43769785,1.8804,1.8804,0.8647810592275972,1.0,1.6261518746282402,CAR,0.0,0.0,4.6506,statline_mc+recal_10_4b,0.0,4.166846251882598,0.0,0.0,0.0,0.02475,0.07497934318255885,0.0,1.048,0.63525,7.169039403099841,0.04325,FLEX,showdown,43.14583333333333,4.920327879591433,True
00-0041368,Harrison Wallace III,WR,ARI,7600,43716738,1.853,1.853,0.8647810592275972,1.0,1.6024356274515428,CAR,0.0,0.0,4.7125,statline_mc+recal_10_4b,0.0,4.00608597475582,0.0,0.0,0.0,0.0245,0.07357110228183843,0.0005,1.0355,0.613,6.995785172233589,0.045,FLEX,showdown,42.3125,4.654430747825465,True
