player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,roster_role,slate_format,chalk_score,estimated_ownership_pct,ownership_available
00-0040218,Jimmy Horn Jr.,WR,CAR,11400,43716780,1.62945,1.62945,0.9815399007789108,1.0,1.5992986943255643,ARI,0.0,0.0,6.5586,statline_mc+recal_10_4b,0.0,4.383672856673948,0.0,0.0,0.0,0.08475,0.6560248548951941,0.00225,0.60425,0.385,4.530966440608565,0.024,CPT,showdown,30.645833333333332,0.4276731363475737,True
00-0040383,Bryson Green,WR,ARI,7600,43716740,1.7732,1.7732,0.8647810592275972,1.0,1.5334569229169395,CAR,0.0,0.0,4.461,statline_mc+recal_10_4b,0.0,3.8390113038776956,0.0,0.0,0.0,0.0255,0.10936184032592004,0.0005,1.04025,0.62125,6.532707388843474,0.0405,FLEX,showdown,41.47916666666667,4.4029028382762965,True
00-0039397,Tejhaun Palmer,WR,ARI,7600,43716736,1.7502,1.7502,0.8647810592275972,1.0,1.513518471196842,CAR,0.0,0.0,4.515,statline_mc+recal_10_4b,0.0,3.740632473878585,0.0,0.0,0.0,0.0245,0.09421919414610404,0.00025,1.019,0.6155,6.558465517822315,0.03775,FLEX,showdown,40.64583333333333,4.1649676305439325,True
00-0041070,Reggie Virgil,WR,ARI,7600,43716722,1.7124,1.7124,0.8647810592275972,1.0,1.4808392561589516,CAR,0.0,0.0,4.4209,statline_mc+recal_10_4b,0.0,3.7422411800636906,0.0,0.0,0.0,0.02225,0.12121012230487409,0.00075,1.0095,0.598,6.439682439284643,0.03625,FLEX,showdown,39.8125,3.9398905678032103,True
00-0041542,Malick Meiga,WR,CAR,7600,43716742,1.4487,1.4487,0.9815399007789108,1.0,1.4219685106299063,ARI,0.0,0.0,4.592,statline_mc+recal_10_4b,0.0,3.72296413450834,0.0,0.0,0.0,0.028,0.12839219374298796,0.00075,0.8295,0.50275,6.526292912556075,0.03975,FLEX,showdown,38.979166666666664,3.726976789069899,True
00-0041047,Chris Brazzell II,WR,CAR,7600,43716716,1.4441,1.4441,0.9815399007789108,1.0,1.4174763983082799,ARI,0.0,0.0,4.6151,statline_mc+recal_10_4b,0.0,3.7086497644711756,0.0,0.0,0.0,0.028,0.12177905689158913,0.00125,0.83025,0.50125,6.512984926191208,0.04,FLEX,showdown,38.145833333333336,3.525568984016404,True
00-0041222,Gabriel Benyard,WR,CAR,7600,43761174,1.4261,1.4261,0.9815399007789108,1.0,1.3997617851449171,ARI,0.0,0.0,4.5178,statline_mc+recal_10_4b,0.0,3.615573209870349,0.0,0.0,0.0,0.01825,0.12720278990107878,0.0005,0.85375,0.511,6.487915061548093,0.03625,FLEX,showdown,37.3125,3.335045363714322,True
00-0035289,Gardner Minshew II,QB,ARI,7600,43716697,1.5997,1.5997,0.8475616769546165,1.0,1.3558866321049086,CAR,0.0,0.0,6.3432,statline_mc+recal_10_4b,0.07328450517833762,4.561822247889476,3.0705,15.839549339271143,0.1035,1.006,2.860546585340628,0.029,0.0,0.0,0.0,0.0,FLEX,showdown,36.479166666666664,3.154817741039171,True
00-0039356,Ja'Tavion Sanders,TE,CAR,7600,43716702,1.0627,1.0627,1.2737366136715011,1.0,1.3535505493234763,ARI,0.0,0.0,4.3264,statline_mc+recal_10_4b,0.0,3.4237130020546904,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.52125,5.558005493234763,0.04525,FLEX,showdown,35.64583333333333,2.9843297148110546,True
00-0039747,Ainias Smith,WR,CAR,7600,43716739,1.369,1.369,0.9815399007789108,1.0,1.343688117196135,ARI,0.0,0.0,4.4482,statline_mc+recal_10_4b,0.0,3.392226527564855,0.0,0.0,0.0,0.02175,0.1133513529425911,0.0005,0.83575,0.492,6.2610298190187565,0.034,FLEX,showdown,34.8125,2.8230549520653447,True
00-0035976,Dan Chisena,WR,CAR,7600,43716737,1.3639,1.3639,0.9815399007789108,1.0,1.3387309024837009,ARI,0.0,0.0,4.4521,statline_mc+recal_10_4b,0.0,3.3391336893780346,0.0,0.0,0.0,0.02325,0.0919667156161178,0.00025,0.82775,0.49625,6.050342309220889,0.03675,FLEX,showdown,33.979166666666664,2.6704955631503466,True
00-0040265,Ja'seem Reed,WR,CAR,7600,43716741,1.3626,1.3626,0.9815399007789108,1.0,1.3374159535527979,ARI,0.0,0.0,4.523,statline_mc+recal_10_4b,0.0,3.3557400329476264,0.0,0.0,0.0,0.0205,0.13203323503549816,0.00075,0.83125,0.47825,6.22212630049248,0.035,FLEX,showdown,33.14583333333333,2.5261805646355757,True
00-0039521,Xavier Weaver,WR,ARI,11400,43716774,1.5067499999999998,1.5067499999999998,0.8647810592275972,1.0,1.3030632977853638,CAR,0.0,0.0,5.88735,statline_mc+recal_10_4b,0.0,3.612820562721211,0.0,0.0,0.0,0.0,0.0,0.0,0.62375,0.36825,3.847088651902425,0.0195,CPT,showdown,29.8125,0.4045614529250415,True
00-0038397,Evan Hull,RB,ARI,7600,43761173,1.1329,1.1329,1.0994897617548982,1.0,1.2455727531975336,CAR,0.0,0.0,4.5417,statline_mc+recal_10_4b,0.0,3.1432386987138963,0.0,0.0,0.0,2.10525,8.208242084963919,0.05575,0.05675,0.0415,0.41748544701141854,0.00175,FLEX,showdown,32.3125,2.3896644252852632,True
00-0038640,Jalen Brooks,WR,ARI,11400,43716793,1.4373,1.4373,0.8647810592275972,1.0,1.2429601439212994,CAR,0.0,0.0,5.87565,statline_mc+recal_10_4b,0.0,3.504468412023181,0.0,0.0,0.0,0.0,0.0,0.0,0.53625,0.31325,3.8039009594753295,0.0225,CPT,showdown,28.979166666666664,0.38269873714912156,True
00-0039577,Kedon Slovis,QB,ARI,11400,43716771,1.44135,1.44135,0.8475616769546165,1.0,1.2216563031480252,CAR,0.0,0.0,9.11685,statline_mc+recal_10_4b,0.0,2.4474649249761677,2.05075,11.680361928390163,0.0825,0.14975,0.44973058296410284,0.0045,0.0,0.0,0.0,0.0,CPT,showdown,28.145833333333332,0.36201749414487294,True
00-0038840,Brycen Tremayne,WR,CAR,7600,43716731,1.1696,1.1696,0.9815399007789108,1.0,1.1480370933079376,ARI,0.0,0.0,4.4446,statline_mc+recal_10_4b,0.0,3.076651364182202,0.0,0.0,0.0,0.0,0.0,0.0,0.67175,0.43775,5.455370933079376,0.02675,FLEX,showdown,31.479166666666664,2.260525690608238,True
00-0040218,Jimmy Horn Jr.,WR,CAR,7600,43716721,1.0863,1.0863,0.9815399007789108,1.0,1.066199129550376,ARI,0.0,0.0,4.3724,statline_mc+recal_10_4b,0.0,2.922448571115965,0.0,0.0,0.0,0.08475,0.6560248548951941,0.00225,0.60425,0.385,4.530966440608565,0.024,FLEX,showdown,30.645833333333332,2.1383656817378687,True
00-0037282,James Mitchell,TE,CAR,11400,43716782,0.6984,0.6984,1.2737366136715011,1.0,0.8896124405210306,ARI,0.0,0.0,5.4924,statline_mc+recal_10_4b,0.0,2.7993797885972627,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.19225,2.725749603473538,0.02125,CPT,showdown,27.3125,0.34245387649624204,True
00-0039521,Xavier Weaver,WR,ARI,7600,43716715,1.0045,1.0045,0.8647810592275972,1.0,0.8687088651902425,CAR,0.0,0.0,3.9249,statline_mc+recal_10_4b,0.0,2.4085470418141406,0.0,0.0,0.0,0.0,0.0,0.0,0.62375,0.36825,3.847088651902425,0.0195,FLEX,showdown,29.8125,2.0228072646252073,True
00-0037277,Teagan Quitoriano,TE,ARI,11400,43716777,0.8283,0.8283,1.0312886580299652,1.0,0.854281297203466,CAR,0.0,0.0,5.250450000000001,statline_mc+recal_10_4b,0.0,2.6512188861564834,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22425,2.3802086480231073,0.01825,CPT,showdown,26.479166666666664,0.3239474871354482,True
00-0038640,Jalen Brooks,WR,ARI,7600,43716734,0.9582,0.9582,0.8647810592275972,1.0,0.828640095947533,CAR,0.0,0.0,3.9171,statline_mc+recal_10_4b,0.0,2.3363122746821205,0.0,0.0,0.0,0.0,0.0,0.0,0.53625,0.31325,3.8039009594753295,0.0225,FLEX,showdown,28.979166666666664,1.9134936857456077,True
00-0039577,Kedon Slovis,QB,ARI,7600,43716712,0.9609,0.9609,0.8475616769546165,1.0,0.8144375354320168,CAR,0.0,0.0,6.0779,statline_mc+recal_10_4b,0.0,1.6316432833174452,2.05075,11.680361928390163,0.0825,0.14975,0.44973058296410284,0.0045,0.0,0.0,0.0,0.0,FLEX,showdown,28.145833333333332,1.8100874707243646,True
00-0037282,James Mitchell,TE,CAR,7600,43716723,0.4656,0.4656,1.2737366136715011,1.0,0.5930749603473537,ARI,0.0,0.0,3.6616,statline_mc+recal_10_4b,0.0,1.866253192398175,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0.19225,2.725749603473538,0.02125,FLEX,showdown,27.3125,1.7122693824812103,True
00-0037277,Teagan Quitoriano,TE,ARI,7600,43716718,0.5522,0.5522,1.0312886580299652,1.0,0.5695208648023107,CAR,0.0,0.0,3.5003,statline_mc+recal_10_4b,0.0,1.7674792574376557,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22425,2.3802086480231073,0.01825,FLEX,showdown,26.479166666666664,1.619737435677241,True
00-0036331,Devin Duvernay,WR,ARI,11400,43716787,0.52605,0.52605,0.8647810592275972,1.0,0.4549349772105823,CAR,0.0,0.0,4.78095,statline_mc+recal_10_4b,0.0,1.7555611617485853,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.12875,1.390399848070549,0.00575,CPT,showdown,25.645833333333332,0.3064411928843298,True
00-0033553,James Conner,RB,ARI,11400,43716765,0.41009999999999996,0.41009999999999996,1.0994897617548982,1.0,0.45097875136933907,CAR,0.0,0.0,5.091749999999999,statline_mc+recal_10_4b,0.0,1.3127336550936624,0.0,0.0,0.0,0.26875,1.0564242915643276,0.00975,0.07975,0.06425,0.5026007175645998,0.00375,CPT,showdown,24.8125,0.28988094807201625,True
00-0036265,A.J. Dillon,RB,CAR,11400,43716773,0.3594,0.3594,1.1940378460178651,1.0,0.4291144882928836,ARI,0.0,0.0,4.97325,statline_mc+recal_10_4b,0.0,1.5928765036673722,0.0,0.0,0.0,0.12975,0.6595868163394634,0.00375,0.12225,0.09475,0.7636764389464277,0.0045,CPT,showdown,23.979166666666664,0.2742156276843941,True
00-0039737,Tip Reiman,TE,ARI,11400,43716762,0.3624,0.3624,1.0312886580299652,1.0,0.37373975205633087,CAR,0.0,0.0,4.697100000000001,statline_mc+recal_10_4b,0.0,1.0197911238863229,0.0,0.0,0.0,0.0,0.0,0.0,0.1345,0.0865,1.0265983470422058,0.01,CPT,showdown,23.145833333333332,0.2593968695302648,True
00-0033589,David Moore,WR,CAR,11400,43716794,0.32415,0.32415,0.9815399007789108,1.0,0.31810972117659186,ARI,0.0,0.0,4.5903,statline_mc+recal_10_4b,0.0,0.5217512313052122,0.0,0.0,0.0,0.00175,0.007675706783652449,0.0,0.12275,0.07575,0.9955557677269599,0.006,CPT,showdown,22.3125,0.24537892493692687,True
00-0036331,Devin Duvernay,WR,ARI,7600,43716728,0.3507,0.3507,0.8647810592275972,1.0,0.3032899848070549,CAR,0.0,0.0,3.1873,statline_mc+recal_10_4b,0.0,1.1703741078323902,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.12875,1.390399848070549,0.00575,FLEX,showdown,25.645833333333332,1.5322059644216488,True
00-0033553,James Conner,RB,ARI,7600,43716706,0.2734,0.2734,1.0994897617548982,1.0,0.3006525009128927,CAR,0.0,0.0,3.3945,statline_mc+recal_10_4b,0.0,0.8751557700624416,0.0,0.0,0.0,0.26875,1.0564242915643276,0.00975,0.07975,0.06425,0.5026007175645998,0.00375,FLEX,showdown,24.8125,1.4494047403600812,True
00-0036265,A.J. Dillon,RB,CAR,7600,43716714,0.2396,0.2396,1.1940378460178651,1.0,0.2860763255285891,ARI,0.0,0.0,3.3155,statline_mc+recal_10_4b,0.0,1.0619176691115815,0.0,0.0,0.0,0.12975,0.6595868163394634,0.00375,0.12225,0.09475,0.7636764389464277,0.0045,FLEX,showdown,23.979166666666664,1.3710781384219708,True
00-0039737,Tip Reiman,TE,ARI,7600,43716703,0.2416,0.2416,1.0312886580299652,1.0,0.24915983470422057,CAR,0.0,0.0,3.1314,statline_mc+recal_10_4b,0.0,0.6798607492575486,0.0,0.0,0.0,0.0,0.0,0.0,0.1345,0.0865,1.0265983470422058,0.01,FLEX,showdown,23.145833333333332,1.296984347651324,True
00-0033589,David Moore,WR,CAR,7600,43716735,0.2161,0.2161,0.9815399007789108,1.0,0.21207314745106123,ARI,0.0,0.0,3.0602,statline_mc+recal_10_4b,0.0,0.3478341542034748,0.0,0.0,0.0,0.00175,0.007675706783652449,0.0,0.12275,0.07575,0.9955557677269599,0.006,FLEX,showdown,22.3125,1.2268946246846344,True
00-0040644,Trevor Etienne,RB,CAR,11400,43716766,0.1179,0.1179,1.1940378460178651,1.0,0.14071940621821172,ARI,0.0,0.0,4.14945,statline_mc+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05525,0.04,0.3931293747880782,0.0025,CPT,showdown,21.479166666666664,0.2321185175142484,True
00-0040644,Trevor Etienne,RB,CAR,7600,43716707,0.0786,0.0786,1.1940378460178651,1.0,0.09381293747880781,ARI,0.0,0.0,2.7663,statline_mc+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05525,0.04,0.3931293747880782,0.0025,FLEX,showdown,21.479166666666664,1.160592587571242,True
00-0039394,Casey Washington,WR,CAR,7600,43761176,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,19.395833333333332,0.0,True
00-0036646,Simi Fehoko,WR,ARI,7600,43716732,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,19.395833333333332,0.0,True
00-0036825,Feleipe Franks,TE,CAR,7600,43716717,0.0,0.0,1.2737366136715011,1.0,0.0,ARI,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,19.395833333333332,0.0,True
00-0039921,Trey Benson,RB,ARI,7600,43716713,0.0,0.0,1.0994897617548982,1.0,0.0,CAR,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,19.395833333333332,0.0,True
00-0039921,Trey Benson,RB,ARI,11400,43716772,0.0,0.0,1.0994897617548982,1.0,0.0,CAR,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,19.395833333333332,0.0,True
00-0036825,Feleipe Franks,TE,CAR,11400,43716776,0.0,0.0,1.2737366136715011,1.0,0.0,ARI,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,19.395833333333332,0.0,True
00-0036646,Simi Fehoko,WR,ARI,11400,43716791,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,19.395833333333332,0.0,True
00-0039394,Casey Washington,WR,CAR,11400,43761180,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,statline_mc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPT,showdown,19.395833333333332,0.0,True
