team,opponent,commence_time,spread,over_under,implied_total
SF,GB,2020-11-05,6.0,48.5,21.25
GB,SF,2020-11-05,-6.0,48.5,27.25
ATL,DEN,2020-11-08,-4.5,50.0,27.25
DEN,ATL,2020-11-08,4.5,50.0,22.75
BUF,SEA,2020-11-08,3.0,55.0,26.0
SEA,BUF,2020-11-08,-3.0,55.0,29.0
IND,BAL,2020-11-08,-1.0,48.0,24.5
BAL,IND,2020-11-08,1.0,48.0,23.5
JAX,HOU,2020-11-08,7.0,49.0,21.0
HOU,JAX,2020-11-08,-7.0,49.0,28.0
KC,CAR,2020-11-08,-10.0,51.5,30.75
CAR,KC,2020-11-08,10.0,51.5,20.75
MIN,DET,2020-11-08,-3.0,51.5,27.25
DET,MIN,2020-11-08,3.0,51.5,24.25
TEN,CHI,2020-11-08,-6.5,46.5,26.5
CHI,TEN,2020-11-08,6.5,46.5,20.0
WAS,NYG,2020-11-08,-3.0,43.0,23.0
NYG,WAS,2020-11-08,3.0,43.0,20.0
LAC,LV,2020-11-08,1.0,52.5,25.75
LV,LAC,2020-11-08,-1.0,52.5,26.75
ARI,MIA,2020-11-08,-6.0,49.0,27.5
MIA,ARI,2020-11-08,6.0,49.0,21.5
DAL,PIT,2020-11-08,14.0,44.0,15.0
PIT,DAL,2020-11-08,-14.0,44.0,29.0
TB,NO,2020-11-08,-3.0,51.0,27.0
NO,TB,2020-11-08,3.0,51.0,24.0
NYJ,NE,2020-11-09,9.5,41.5,16.0
NE,NYJ,2020-11-09,-9.5,41.5,25.5
