team,position,matchup_factor
WAS,QB,1.2801616207832212
ATL,QB,1.1696627543600113
MIN,QB,1.1098475984645058
KC,QB,1.1033131696691987
CHI,QB,1.0992082079900953
TB,QB,1.096881848231608
BAL,QB,1.089992987894149
GB,QB,1.0746622126436203
SF,QB,1.0635201738003397
NYJ,QB,1.0577268291386226
TEN,QB,1.042744041220388
LV,QB,1.0372986838909655
IND,QB,1.0249837988536556
JAX,QB,1.0151821556606946
DET,QB,1.0083126279528074
PHI,QB,1.007139781758778
LAC,QB,1.0068884575743429
NO,QB,0.9981758858472666
SEA,QB,0.9967517154688021
MIA,QB,0.9939871494400182
CLE,QB,0.9912225834112344
PIT,QB,0.9898821877609149
HOU,QB,0.9885417921105955
CIN,QB,0.9806669676649685
NYG,QB,0.9321614000690335
LA,QB,0.9143173829741558
DAL,QB,0.90624923223281
CAR,QB,0.9035942177716002
ARI,QB,0.8919495305594499
DEN,QB,0.8646389691841911
BUF,QB,0.711331216678904
NE,QB,0.6490028189390493
NYJ,RB,1.5412751135922205
LV,RB,1.243076439598619
SEA,RB,1.2343469702194152
DET,RB,1.2270142159408841
HOU,RB,1.16730464538713
PIT,RB,1.1582259972327582
LAC,RB,1.1191179744139252
NYG,RB,1.1023573932058541
ATL,RB,1.0959325037427599
MIN,RB,1.0178561296151614
PHI,RB,1.012618447987639
KC,RB,1.0080791239104532
NE,RB,0.9948103304540633
JAX,RB,0.9944611516788953
CIN,RB,0.982589073323178
SF,RB,0.9794464643466646
CHI,RB,0.968621922316452
WAS,RB,0.9466236594808586
LA,RB,0.9337040447996366
BUF,RB,0.9333548660244687
CLE,RB,0.9242762178700966
DEN,RB,0.9026271338096714
TB,RB,0.8914534130042906
BAL,RB,0.8890091615781135
ARI,RB,0.8729469379203785
IND,RB,0.8593289656888206
MIA,RB,0.8568847142626435
CAR,RB,0.8551388203868028
GB,RB,0.8474568873331034
DAL,RB,0.8425683844807493
NO,RB,0.811840652265952
TEN,RB,0.7856522441283407
LAC,TE,1.4482211519704529
PHI,TE,1.4405916344073901
IND,TE,1.3705387913283595
NYJ,TE,1.3636028662710298
LV,TE,1.337246351053177
BAL,TE,1.2678871004798793
SEA,TE,1.190898332343519
DAL,TE,1.1483117524915143
TB,TE,1.1434566049513835
NYG,TE,1.1337463098711218
HOU,TE,1.131942969356216
CIN,TE,1.1180711192415567
CLE,TE,1.1139095642071586
KC,TE,1.0688260513345151
GB,TE,1.0419146621120758
ATL,TE,1.037059514571945
DET,TE,1.0105642808529454
MIA,TE,0.9946116532210869
JAX,TE,0.993224468209621
WAS,TE,0.9876757281637573
LA,TE,0.9592384354287052
MIN,TE,0.8815560747866119
CAR,TE,0.876700927246481
NO,TE,0.7553222387432104
PIT,TE,0.7317400935482892
TEN,TE,0.7056610153327293
CHI,TE,0.6942860982387085
SF,TE,0.6734783230667192
BUF,TE,0.6325563652284737
DEN,TE,0.6061998500106206
ARI,TE,0.5756817797583696
NE,TE,0.565277892172375
MIN,WR,1.2420307265943313
TEN,WR,1.2000788187359763
WAS,WR,1.1260909085130593
ATL,WR,1.1204973207986118
CHI,WR,1.0922751282393546
MIA,WR,1.0904953503302124
ARI,WR,1.0828677307196022
JAX,WR,1.0754943650960127
NO,WR,1.062781665744996
DAL,WR,1.0526115062641825
SF,WR,1.0507808775576362
NYG,WR,1.0456957978172297
BAL,WR,1.0304914093934134
HOU,WR,1.0243893137049256
PIT,WR,1.018795725990478
IND,WR,1.01269363030199
CIN,WR,1.0084730141174525
GB,WR,1.0078628045486038
DET,WR,0.9997266769639531
TB,WR,0.9994724229769327
LA,WR,0.985996961664855
SEA,WR,0.973792770287879
KC,WR,0.9650464331343795
CLE,WR,0.9463333396896829
DEN,WR,0.9442993077935203
NYJ,WR,0.9210096425824577
CAR,WR,0.8973640217895666
LV,WR,0.8540391424013017
NE,WR,0.8148840284001703
PHI,WR,0.8095446946727433
LAC,WR,0.808527678724662
BUF,WR,0.7355567844498261
