player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0034857,Josh Allen,QB,BUF,8800,1529,21.0156,21.0156,1.3822940134844166,1.1443569553805775,33.243242659444505,KC,27.25,57.0,16.440876986932086,statline_mc,15.145801126175979,54.74267840683636,39.7505,430.61474384833906,3.2355,4.11325,29.69402905510945,0.24725,0.0,0.0,0.0,0.0,95.46143584768372,17.92908626128204,,classic,True
00-0026498,Matthew Stafford,QB,LA,7900,1340,23.8372,23.8372,1.157498316526308,1.1758530183727034,32.443536135304775,SEA,28.0,53.5,16.42287964816492,statline_mc,14.424265721228103,53.75609834965722,37.8875,447.1598384339652,3.25725,3.957,17.69142597946165,0.185,0.0,0.0,0.0,0.0,89.59707737084648,12.127396819020971,,classic,True
00-0035228,Kyler Murray,QB,ARI,8500,1537,22.9552,22.9552,1.2213456150706226,1.1443569553805775,32.083439928722605,SF,27.25,48.5,16.038762354641225,statline_mc,14.074232129564585,53.60855676537529,34.9345,439.801575876445,2.73575,4.889,30.10876893664807,0.3525,0.0,0.0,0.0,0.0,87.2641280620907,10.3805840100616,,classic,True
00-0034796,Lamar Jackson,QB,BAL,8200,1527,21.2405,21.2405,1.0710384330808815,1.1338582677165354,25.79463996833311,IND,27.0,46.5,14.125739844180782,statline_mc,10.266225808193157,43.80196926462546,33.85125,346.03744293862616,1.57025,8.07425,51.60892250788063,0.40075,0.0,0.0,0.0,0.0,80.59119573126364,6.653047256550128,,classic,True
00-0033077,Dak Prescott,QB,DAL,8100,1501,20.9875,20.9875,0.9199331598593364,1.2703412073490814,24.526642113888485,NYG,30.25,53.0,12.711584963675984,statline_mc,10.029329830931628,40.739952991016864,36.1565,328.2301303111827,2.5295,3.8115,17.04686901441173,0.1485,0.0,0.0,0.0,0.0,86.3233689061363,9.749537637623732,,classic,True
00-0033908,Cooper Kupp,WR,LA,8400,5552,18.6693,18.6693,1.1156194926021556,1.1758530183727034,24.490433882250844,SEA,28.0,53.5,26.6731770451138,statline_mc,4.5199566680872,54.3141406752405,0.0,0.0,0.0,0.20325,1.2979958721476337,0.00675,12.353,7.70775,143.17259295036078,1.04025,96.12126828290923,17.229196700228908,,classic,True
00-0031503,Jameis Winston,QB,NO,7000,1465,16.8966,16.8966,1.476734809247882,0.9658792650918635,24.100394420088872,WAS,23.0,43.5,12.495121381718013,statline_mc,9.873011684179831,40.36355929371221,29.8465,300.3703664282173,2.71425,2.36325,14.100797629601802,0.13875,0.0,0.0,0.0,0.0,59.93784865389279,1.6789778382274394,,classic,True
00-0032764,Derrick Henry,RB,TEN,10400,5445,16.9835,16.9835,1.187920513221718,1.1128608923884515,22.452041461026994,JAX,26.5,49.0,23.446269511659327,statline_mc,3.39508648069859,49.426445765814556,0.0,0.0,0.0,23.40975,131.96626584415222,0.9345,2.657,2.11125,23.752898766117724,0.0855,89.41537311019485,11.72706458595525,,classic,True
00-0034383,Dalton Schultz,TE,DAL,6200,4742,9.79,9.79,1.7824435730385648,1.2703412073490814,22.167665063178767,NYG,30.25,53.0,21.90636920303396,statline_mc,3.6048951883295564,48.202505020812495,0.0,0.0,0.0,0.0,0.0,0.0,7.2705,5.3675,129.2591506317877,1.10675,96.42242272044736,13.029596018461485,,classic,True
00-0029604,Kirk Cousins,QB,MIN,7500,1415,18.3989,18.3989,0.9603697822707358,1.2493438320209973,22.075609059487167,DET,29.75,49.5,11.539702673480823,statline_mc,8.985817080684146,37.385614533258654,36.939,319.69005852539965,2.30125,1.2185,6.382567184711845,0.05175,0.0,0.0,0.0,0.0,76.03716953674508,4.91097863925877,,classic,True
00-0029701,Ryan Tannehill,QB,TEN,7200,1410,17.1522,17.1522,1.1402063398372224,1.1128608923884515,21.7642391469973,JAX,26.5,49.0,11.550410402073124,statline_mc,8.910956643164614,36.88052072286865,36.88575,327.3562938200945,1.7695,2.90675,18.599873941935208,0.15875,0.0,0.0,0.0,0.0,69.50309240844045,3.176779969561357,,classic,True
