team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
GB,pass,1.0,exclusive,4.73,34.39,7.2777,29.67
HOU,pass,1.0,exclusive,10.4,33.63,3.2327,23.23
MIA,pass,1.0,exclusive,15.11,35.3,2.3366,20.19
NO,pass,1.0,exclusive,15.03,32.69,2.1741,17.65
ARI,pass,1.0,exclusive,15.14,32.13,2.1227,16.99
TEN,rush,0.1118,recent,6.97,2.79,0.4007,4.17
CHI,rush,0.8204,recent,37.36,22.95,0.6142,14.41
CLE,pass,1.0,exclusive,24.55,33.84,1.3782,9.29
JAX,pass,1.0,exclusive,55.35,36.02,0.6507,19.33
PHI,rush,0.7609,recent,31.04,20.54,0.6617,10.5
NYG,recv,0.5722,recent,29.33,19.48,0.6644,9.84
SF,rush,0.5078,recent,20.61,14.19,0.6886,6.42
JAX,rush,0.4375,recent,14.51,10.16,0.7004,4.35
NYG,rush,0.7281,recent,25.65,18.46,0.7199,7.18
PHI,pass,1.0,exclusive,26.88,33.68,1.2528,6.8
ATL,recv,0.7647,recent,32.61,24.42,0.7489,8.19
IND,pass,1.0,exclusive,45.55,34.67,0.7611,10.88
ATL,pass,1.0,exclusive,42.51,32.92,0.7744,9.59
NE,pass,1.0,exclusive,40.69,31.99,0.786,8.71
NYJ,recv,0.8245,recent,35.8,28.2,0.7877,7.6
SF,pass,1.0,exclusive,26.88,32.55,1.211,5.67
JAX,recv,0.7654,recent,33.31,26.51,0.7959,6.8
LAC,rush,0.9279,recent,19.44,23.26,1.1962,3.82
CLE,rush,0.6689,recent,21.52,17.53,0.8146,3.99
ARI,rush,0.764,recent,25.15,20.5,0.8149,4.66
KC,recv,0.8802,recent,40.15,32.96,0.8211,7.18
PIT,recv,0.8418,recent,32.29,26.78,0.8294,5.51
MIA,recv,0.8073,recent,33.32,27.78,0.8338,5.54
NO,rush,0.9387,recent,33.13,27.77,0.8382,5.36
DEN,rush,1.0,recent,19.8,22.64,1.1432,2.84
CIN,pass,1.0,exclusive,40.7,34.89,0.8572,5.81
CAR,rush,0.8652,recent,28.14,24.17,0.859,3.97
NYJ,pass,1.0,exclusive,30.97,35.22,1.1373,4.25
DAL,rush,0.9941,recent,33.15,28.62,0.8632,4.53
MIN,rush,0.9172,recent,26.16,22.78,0.8709,3.38
BAL,pass,1.0,exclusive,33.12,37.21,1.1234,4.09
MIA,rush,0.7113,recent,17.04,19.03,1.1168,1.99
KC,pass,1.0,exclusive,43.83,38.73,0.8837,5.1
BAL,rush,0.6115,recent,18.94,16.79,0.8863,2.15
NO,recv,0.844,recent,29.8,26.43,0.8872,3.36
PIT,pass,1.0,exclusive,36.34,32.29,0.8886,4.05
DEN,recv,0.774,recent,29.41,26.16,0.8896,3.25
CAR,recv,0.8736,recent,30.06,26.82,0.8921,3.24
CIN,rush,0.9508,recent,22.74,25.03,1.1008,2.29
KC,rush,0.7154,recent,17.61,19.36,1.0995,1.75
NE,rush,0.8971,recent,29.0,26.26,0.9053,2.75
LA,pass,1.0,exclusive,34.77,37.99,1.0926,3.22
DAL,recv,0.9527,recent,38.22,34.7,0.908,3.52
DAL,pass,1.0,exclusive,34.16,37.29,1.0917,3.13
CHI,pass,1.0,exclusive,26.61,29.01,1.0902,2.4
CLE,recv,0.6039,recent,21.57,19.69,0.9128,1.88
BAL,recv,0.7168,recent,28.36,25.92,0.9139,2.44
GB,rush,0.8667,recent,23.95,21.9,0.9142,2.05
HOU,recv,0.859,recent,30.3,27.71,0.9146,2.59
BUF,recv,0.875,recent,34.27,31.39,0.916,2.88
DEN,pass,1.0,exclusive,32.99,35.32,1.0706,2.33
GB,recv,0.7875,recent,27.72,25.81,0.9312,1.91
SF,recv,0.761,recent,25.73,23.98,0.9321,1.75
MIN,recv,0.9508,recent,35.9,33.5,0.9333,2.4
LV,pass,1.0,exclusive,36.61,34.24,0.9354,2.36
IND,recv,0.8481,recent,30.45,28.52,0.9364,1.94
LAC,recv,0.9521,recent,36.04,33.82,0.9383,2.22
NYJ,rush,0.87,recent,19.62,20.81,1.0604,1.18
LV,rush,0.7638,recent,21.78,20.53,0.9427,1.25
LV,recv,0.7892,recent,27.65,26.14,0.9454,1.51
TEN,pass,1.0,exclusive,34.29,36.12,1.0534,1.83
ARI,recv,0.7083,recent,22.84,21.71,0.9508,1.12
IND,rush,0.8333,recent,25.05,23.83,0.9514,1.22
BUF,pass,1.0,exclusive,38.69,36.82,0.9516,1.87
CAR,pass,1.0,exclusive,30.41,31.82,1.0463,1.41
LAC,pass,1.0,exclusive,38.2,36.6,0.9582,1.6
MIN,pass,1.0,exclusive,38.65,37.04,0.9584,1.61
PHI,recv,0.7718,recent,23.88,24.67,1.0327,0.78
BUF,rush,0.9388,recent,26.51,27.25,1.0277,0.73
ATL,rush,0.916,recent,22.79,23.38,1.0256,0.58
LA,rush,0.9853,recent,27.04,26.36,0.9747,0.69
NYG,pass,1.0,exclusive,34.41,35.27,1.025,0.86
PIT,rush,0.9688,recent,29.45,28.78,0.9774,0.67
TEN,recv,0.7792,recent,26.32,26.67,1.0133,0.35
NE,recv,0.7758,recent,24.46,24.16,0.9877,0.3
LA,recv,0.9337,recent,34.85,34.54,0.9912,0.31
HOU,rush,0.49,recent,12.06,12.13,1.0065,0.08
CHI,recv,0.875,recent,24.44,24.35,0.9961,0.1
CIN,recv,0.9762,recent,33.05,32.93,0.9964,0.12
