team,position,matchup_factor
WAS,QB,1.476734809247882
KC,QB,1.3822940134844166
ATL,QB,1.3639379151529258
DAL,QB,1.249810869004963
SF,QB,1.2213456150706226
TB,QB,1.1989990605801124
HOU,QB,1.1864956312818509
SEA,QB,1.157498316526308
JAX,QB,1.1402063398372224
PIT,QB,1.1050903256378493
TEN,QB,1.0949811700349996
IND,QB,1.0710384330808815
LA,QB,1.063057520762842
PHI,QB,1.0476277569479662
GB,QB,1.039114783808724
MIN,QB,1.0329960843648938
LV,QB,0.9760655764962131
DET,QB,0.9603697822707358
MIA,QB,0.9425457447604478
CLE,QB,0.9284461329985783
BAL,QB,0.9247217072501601
NYG,QB,0.9199331598593363
CHI,QB,0.9087598826140814
ARI,QB,0.8805606590903422
CIN,QB,0.8680572297920804
CAR,QB,0.8566179221362242
NO,QB,0.7890461978434911
NYJ,QB,0.7597828526773467
LAC,QB,0.746481332147281
DEN,QB,0.6682683914304952
NE,QB,0.5780840822366506
BUF,QB,0.4610307015720735
NYJ,RB,1.4708183382882178
DET,RB,1.4044750430292599
SEA,RB,1.3456423094977312
KC,RB,1.2993271788452512
MIA,RB,1.293068377405727
LV,RB,1.224221561570959
JAX,RB,1.187920513221718
PHI,RB,1.1841652323580034
SF,RB,1.1653888280394304
ATL,RB,1.1553747457361914
LA,RB,1.1453606634329525
MIN,RB,1.1278360194022845
WAS,RB,1.1190736973869504
HOU,RB,1.1002972930683774
NYG,RB,1.0890314504772336
BAL,RB,1.067751525582851
NE,RB,0.9964011891722734
LAC,RB,0.9938976685964638
TEN,RB,0.9801283054295101
CHI,RB,0.9325614144891253
CIN,RB,0.9237990924737913
ARI,RB,0.9175402910342668
NO,RB,0.8461899546236895
GB,RB,0.8249100297293068
IND,RB,0.8236582694414019
TB,RB,0.7836019402284462
DAL,RB,0.7723360976373025
PIT,RB,0.6934751994992958
BUF,RB,0.5758097324362385
CAR,RB,0.5733062118604286
CLE,RB,0.5357534032232828
DEN,RB,0.44687842278203727
NYG,TE,1.7824435730385648
BAL,TE,1.6722759131750393
HOU,TE,1.5907617253836417
TB,TE,1.4178528421897676
LAC,TE,1.3635100503288358
DAL,TE,1.361039923426066
KC,TE,1.341278908203909
GB,TE,1.3393028066816934
JAX,TE,1.3091672584679037
LV,TE,1.26717510112082
LA,TE,1.2647049742180505
MIA,TE,1.2647049742180505
PHI,TE,1.2350634513848149
SEA,TE,1.0967363448297156
ATL,TE,1.0819155834130978
WAS,TE,1.0349831722604748
CAR,TE,1.0004013956217
DET,TE,0.9411183499552289
IND,TE,0.9262975885386111
MIN,TE,0.8596041621638313
CLE,TE,0.7706795936641245
PIT,TE,0.760799086053046
SF,TE,0.7509185784419675
NO,TE,0.6842251520671874
NYJ,TE,0.6669342637478001
CHI,TE,0.6372927409145644
CIN,TE,0.5829499490536326
BUF,TE,0.5681291876370148
DEN,TE,0.4495630963040726
NE,TE,0.43968258869299404
ARI,TE,0.3902800506376015
TEN,TE,0.14820761416617778
TEN,WR,1.4320259027009306
TB,WR,1.4287470797983524
DAL,WR,1.2361162342718965
ARI,WR,1.2148038854051395
CHI,WR,1.2082462395999836
PIT,WR,1.2000491823435386
WAS,WR,1.193491536538383
ATL,WR,1.1877535964588712
NO,WR,1.1205377269560228
SEA,WR,1.1156194926021556
IND,WR,1.1082421410713552
MIN,WR,1.0910283208328209
JAX,WR,1.086110086478954
KC,WR,1.071355383417353
LA,WR,1.0090577482683716
CIN,WR,0.9962703389483175
DEN,WR,0.9910242223041928
SF,WR,0.9483995245706791
NYG,WR,0.9156112955448994
MIA,WR,0.9106930611910324
DET,WR,0.9074142382884546
GB,WR,0.8574121890241403
PHI,WR,0.8574121890241403
HOU,WR,0.8483954260420509
CLE,WR,0.8410180745112504
BAL,WR,0.83364072298045
LV,WR,0.830361900077872
CAR,WR,0.8098692569367596
NE,WR,0.772162793557113
NYJ,WR,0.7582277962211565
LAC,WR,0.6680601664002623
BUF,WR,0.5508422476330997
