team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CAR,pass,1.0,exclusive,1.6,33.38,20.8625,31.78
DAL,pass,1.0,exclusive,14.65,36.82,2.5126,22.17
JAX,pass,1.0,exclusive,14.5,36.35,2.5069,21.85
WAS,pass,1.0,exclusive,22.99,41.44,1.8027,18.45
NYJ,pass,1.0,exclusive,17.34,28.77,1.659,11.43
HOU,rush,0.5702,recent,17.24,13.74,0.797,3.5
DET,rush,0.5041,recent,9.71,11.26,1.1603,1.56
LAC,rush,0.7654,recent,21.05,24.42,1.1602,3.37
MIA,pass,1.0,exclusive,30.37,25.87,0.8517,4.5
CIN,rush,0.6343,recent,18.32,16.26,0.8876,2.06
CLE,recv,0.8162,recent,22.31,20.13,0.9023,2.18
DET,pass,1.0,exclusive,34.75,38.0,1.0935,3.25
KC,rush,0.9832,recent,18.34,20.03,1.0919,1.69
MIA,recv,0.6562,recent,17.89,16.37,0.9147,1.53
LV,recv,0.8806,recent,23.49,21.71,0.9242,1.78
NYJ,rush,0.8435,recent,19.92,18.41,0.9243,1.51
NE,pass,1.0,exclusive,23.5,25.21,1.0728,1.71
NYJ,recv,0.9161,recent,26.44,24.51,0.9273,1.92
NE,recv,0.8537,recent,21.94,20.36,0.928,1.58
CAR,rush,0.6095,recent,11.38,12.19,1.0716,0.81
NO,rush,0.6689,recent,19.51,20.89,1.0708,1.38
MIN,rush,0.9613,recent,28.57,30.46,1.0663,1.89
JAX,recv,0.7174,recent,26.78,25.11,0.9375,1.67
MIA,rush,0.5143,recent,15.41,14.45,0.9377,0.96
CLE,rush,0.95,recent,26.42,28.05,1.0619,1.64
CLE,pass,1.0,exclusive,23.97,25.45,1.0617,1.48
JAX,rush,0.8584,recent,21.43,20.36,0.9503,1.07
CAR,recv,0.8421,recent,25.27,26.44,1.0464,1.17
TEN,rush,0.993,recent,28.19,29.46,1.045,1.27
KC,pass,1.0,exclusive,37.41,39.06,1.0441,1.65
PIT,rush,0.9914,recent,21.38,20.48,0.9578,0.9
LA,rush,1.0,recent,28.23,29.28,1.0373,1.05
IND,recv,0.9891,recent,35.11,36.4,1.0367,1.29
DET,recv,0.6313,recent,23.93,23.05,0.9634,0.88
PIT,recv,0.9744,recent,39.03,40.41,1.0354,1.38
DEN,recv,0.7895,recent,31.38,32.43,1.0334,1.05
SEA,recv,0.8571,recent,31.45,32.24,1.025,0.79
BAL,rush,0.9885,recent,35.53,34.66,0.9754,0.87
LV,rush,0.9298,recent,33.84,33.04,0.9763,0.8
GB,recv,0.9157,recent,31.04,30.41,0.9798,0.63
ARI,rush,1.0,recent,35.42,34.7,0.9798,0.72
CIN,recv,0.883,recent,34.59,33.95,0.9815,0.64
DAL,recv,0.9945,recent,35.99,35.33,0.9817,0.66
TB,recv,0.7705,recent,29.44,28.99,0.9847,0.45
LA,recv,1.0,recent,39.25,39.81,1.0143,0.56
SEA,rush,0.646,recent,14.3,14.49,1.0134,0.19
KC,recv,0.9672,recent,37.67,37.17,0.9868,0.5
DEN,rush,0.8976,recent,20.25,19.99,0.987,0.26
TB,rush,0.8651,recent,21.2,21.45,1.0121,0.26
TEN,recv,0.8986,recent,24.34,24.61,1.0111,0.27
LAC,recv,0.873,recent,33.06,32.69,0.989,0.36
ATL,recv,0.9831,recent,34.75,34.4,0.9898,0.35
BAL,recv,0.8681,recent,25.19,24.94,0.9899,0.26
ARI,recv,0.956,recent,30.83,30.53,0.9903,0.3
PHI,recv,0.7416,recent,26.08,25.85,0.9912,0.23
LAC,pass,1.0,exclusive,38.18,38.5,1.0084,0.32
ATL,rush,0.9806,recent,31.4,31.15,0.9918,0.26
WAS,recv,0.9333,recent,36.3,36.58,1.0075,0.27
GB,rush,0.7422,recent,19.58,19.46,0.9937,0.12
MIN,recv,0.9424,recent,24.87,24.73,0.9942,0.14
HOU,recv,0.8982,recent,28.79,28.64,0.9949,0.15
NE,rush,0.9876,recent,35.08,34.9,0.995,0.18
CIN,pass,1.0,exclusive,39.73,39.93,1.005,0.2
WAS,rush,0.9375,recent,21.61,21.7,1.0044,0.09
TEN,pass,1.0,exclusive,27.58,27.7,1.0044,0.12
HOU,pass,1.0,exclusive,33.54,33.66,1.0036,0.12
NO,recv,0.8056,recent,26.26,26.35,1.0033,0.09
DAL,rush,0.8986,recent,27.21,27.28,1.0026,0.07
TB,pass,1.0,exclusive,38.71,38.79,1.0021,0.08
IND,rush,0.9754,recent,25.75,25.79,1.0015,0.04
PIT,pass,1.0,exclusive,41.51,41.47,0.9991,0.04
PHI,rush,0.8991,recent,20.86,20.85,0.9996,0.01
IND,pass,1.0,exclusive,39.38,39.37,0.9998,0.01
ARI,pass,1.0,exclusive,33.14,33.14,1.0,0.0
BAL,pass,1.0,exclusive,29.45,29.45,1.0,0.0
GB,pass,1.0,exclusive,34.73,34.73,1.0,0.0
DEN,pass,1.0,exclusive,43.37,43.37,1.0,0.0
ATL,pass,1.0,exclusive,35.91,35.91,1.0,0.0
LA,pass,1.0,exclusive,41.76,41.76,1.0,0.0
MIN,pass,1.0,exclusive,27.84,27.84,1.0,0.0
LV,pass,1.0,exclusive,26.1,26.1,1.0,0.0
PHI,pass,1.0,exclusive,36.23,36.23,1.0,0.0
SEA,pass,1.0,exclusive,39.16,39.16,1.0,0.0
