team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
DEN,pass,1.0,exclusive,19.31,33.8,1.7503,14.49
NE,pass,1.0,exclusive,19.69,34.46,1.7503,14.77
NYJ,pass,1.0,exclusive,20.43,35.0,1.7132,14.57
CAR,pass,1.0,exclusive,20.31,34.8,1.7132,14.49
MIN,rush,1.0,price,51.56,26.8,0.5197,24.76
SEA,rush,1.0,price,50.31,26.43,0.5255,23.87
NO,pass,1.0,exclusive,68.33,36.54,0.5347,31.79
CLE,rush,1.0,price,43.66,23.62,0.5409,20.05
HOU,rush,1.0,price,45.28,25.69,0.5673,19.6
TEN,rush,1.0,price,44.25,25.41,0.5743,18.84
NYG,rush,1.0,price,44.59,26.52,0.5948,18.07
LAC,rush,1.0,price,43.04,25.9,0.6017,17.14
SF,rush,1.0,price,46.94,28.37,0.6043,18.57
DAL,rush,1.0,price,36.1,23.02,0.6377,13.08
NE,rush,1.0,price,42.97,27.55,0.641,15.42
GB,pass,1.0,exclusive,56.23,36.31,0.6457,19.92
WAS,rush,1.0,price,41.24,26.97,0.6538,14.28
LV,rush,1.0,price,37.52,24.88,0.6632,12.63
MIA,pass,1.0,exclusive,52.21,34.66,0.6638,17.55
SF,pass,1.0,exclusive,52.93,35.14,0.6638,17.79
WAS,pass,1.0,exclusive,52.98,35.17,0.6638,17.81
LV,pass,1.0,exclusive,55.76,37.02,0.6638,18.74
BAL,rush,1.0,price,39.4,26.16,0.6639,13.24
KC,rush,1.0,price,38.83,25.96,0.6687,12.86
CHI,rush,1.0,price,35.75,24.32,0.6802,11.43
TB,rush,1.0,price,39.12,27.29,0.6975,11.83
GB,recv,1.0,price,51.29,35.8,0.6979,15.5
GB,rush,1.0,price,38.08,26.65,0.6998,11.43
MIA,rush,1.0,price,37.22,26.05,0.7,11.17
PIT,recv,1.0,price,50.86,35.76,0.7031,15.1
DET,rush,1.0,price,34.4,24.32,0.7069,10.08
LA,rush,1.0,price,39.91,28.37,0.7108,11.54
KC,recv,1.0,price,52.2,37.64,0.7212,14.55
PIT,rush,1.0,price,33.48,24.59,0.7346,8.88
MIN,recv,1.0,price,47.15,35.14,0.7452,12.01
LAC,recv,1.0,price,46.47,34.79,0.7485,11.69
JAX,rush,1.0,price,36.13,27.18,0.7522,8.95
PHI,rush,1.0,price,33.22,25.05,0.7539,8.18
SEA,recv,1.0,price,47.04,35.83,0.7617,11.21
NE,recv,1.0,price,44.31,33.92,0.7656,10.38
DAL,recv,1.0,price,47.28,37.41,0.7912,9.87
IND,rush,1.0,price,31.69,25.16,0.7938,6.54
NYJ,rush,1.0,price,32.5,25.87,0.7961,6.63
DET,pass,1.0,exclusive,29.64,35.68,1.2037,6.04
CHI,recv,1.0,price,44.06,35.16,0.7981,8.89
ARI,rush,1.0,price,30.44,24.35,0.7999,6.09
TB,recv,1.0,price,45.86,36.82,0.8029,9.04
JAX,recv,1.0,price,42.93,34.61,0.8061,8.33
TEN,recv,1.0,price,45.22,37.56,0.8305,7.66
NO,rush,1.0,price,29.79,24.94,0.8371,4.85
NYG,recv,1.0,price,39.86,33.43,0.8385,6.44
ATL,rush,1.0,price,31.56,26.54,0.8411,5.02
BUF,recv,1.0,price,41.84,35.38,0.8456,6.46
DEN,recv,1.0,price,38.53,33.25,0.8631,5.28
CHI,pass,1.0,exclusive,40.77,35.68,0.8751,5.09
LA,recv,1.0,price,39.38,34.61,0.8787,4.78
MIA,recv,1.0,price,38.59,34.13,0.8844,4.46
CAR,rush,1.0,price,30.78,27.36,0.889,3.42
LV,recv,1.0,price,40.33,36.52,0.9055,3.81
CLE,recv,1.0,price,41.86,37.96,0.907,3.89
ARI,recv,1.0,price,41.01,37.7,0.9194,3.3
SF,recv,1.0,price,37.59,34.61,0.9207,2.98
PHI,recv,1.0,price,38.71,36.02,0.9305,2.69
NYG,pass,1.0,exclusive,31.76,33.97,1.0695,2.21
IND,pass,1.0,exclusive,34.14,36.51,1.0695,2.37
HOU,pass,1.0,exclusive,33.04,35.34,1.0695,2.3
CIN,pass,1.0,exclusive,33.5,35.83,1.0695,2.33
CIN,rush,1.0,price,27.24,25.52,0.9368,1.72
WAS,recv,1.0,price,36.47,34.64,0.9498,1.83
BAL,recv,1.0,price,38.25,36.34,0.9501,1.91
CLE,pass,1.0,exclusive,36.68,38.44,1.0481,1.76
IND,recv,1.0,price,37.82,36.0,0.952,1.81
ATL,pass,1.0,exclusive,35.11,36.32,1.0345,1.21
ATL,recv,1.0,price,37.06,35.81,0.9662,1.25
PIT,pass,1.0,exclusive,35.11,36.27,1.0329,1.16
JAX,pass,1.0,exclusive,34.07,35.14,1.0313,1.07
DAL,pass,1.0,exclusive,36.74,37.89,1.0313,1.15
LA,pass,1.0,exclusive,34.07,35.14,1.0313,1.07
PHI,pass,1.0,exclusive,35.45,36.52,1.0304,1.08
MIN,pass,1.0,exclusive,34.61,35.66,1.0304,1.05
TEN,pass,1.0,exclusive,36.92,38.04,1.0303,1.12
LAC,pass,1.0,exclusive,34.44,35.31,1.0254,0.87
TB,pass,1.0,exclusive,36.4,37.32,1.0254,0.92
BUF,pass,1.0,exclusive,35.08,35.9,1.0232,0.81
SEA,pass,1.0,exclusive,35.51,36.34,1.0232,0.82
ARI,pass,1.0,exclusive,37.32,38.19,1.0231,0.86
BAL,pass,1.0,exclusive,36.04,36.84,1.0225,0.81
KC,pass,1.0,exclusive,37.38,38.13,1.0201,0.75
CAR,recv,1.0,price,34.62,34.27,0.9899,0.35
DET,recv,1.0,price,35.32,35.16,0.9955,0.16
CIN,recv,0.9206,price,32.51,32.51,1.0,0.0
HOU,recv,0.9515,price,33.13,33.13,1.0,0.0
NYJ,recv,0.9871,price,34.02,34.02,1.0,0.0
NO,recv,0.7959,price,28.68,28.68,1.0,0.0
BUF,rush,0.8844,price,24.2,24.2,1.0,0.0
DEN,rush,0.8767,price,24.38,24.38,1.0,0.0
