team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
SF,pass,1.0,exclusive,11.65,35.33,3.0328,23.68
HOU,pass,1.0,exclusive,16.68,28.61,1.715,11.93
NO,pass,1.0,exclusive,21.85,30.03,1.3747,8.19
PIT,rush,1.0,recent,19.29,25.58,1.3264,6.3
LV,pass,1.0,exclusive,50.84,35.71,0.7025,15.12
CAR,rush,0.547,recent,21.08,15.14,0.7185,5.93
PIT,recv,0.9172,recent,42.32,30.55,0.7218,11.77
BUF,rush,0.8672,recent,30.67,22.18,0.7232,8.49
SEA,rush,0.3626,recent,12.05,8.75,0.7265,3.3
NE,recv,0.8931,recent,40.46,29.49,0.7289,10.97
TB,pass,1.0,exclusive,52.5,38.35,0.7304,14.16
NE,rush,0.8101,recent,17.8,22.38,1.2573,4.58
NO,recv,0.8506,recent,19.57,24.54,1.2538,4.97
DAL,pass,1.0,exclusive,28.87,35.95,1.2451,7.08
SF,recv,0.5615,recent,25.17,19.01,0.7553,6.16
DEN,pass,1.0,exclusive,24.97,31.07,1.2446,6.11
CIN,pass,1.0,exclusive,27.11,33.72,1.244,6.61
DEN,recv,0.7692,recent,30.75,23.36,0.7598,7.38
CLE,rush,0.9286,recent,34.33,26.23,0.7639,8.1
PIT,pass,1.0,exclusive,43.85,33.76,0.7699,10.09
SF,rush,0.7414,recent,24.54,19.01,0.7746,5.53
LV,rush,0.6061,recent,21.38,16.59,0.776,4.79
TB,rush,1.0,recent,22.39,27.32,1.2203,4.93
NYG,pass,1.0,exclusive,47.74,37.26,0.7805,10.48
TEN,recv,0.7333,recent,33.52,26.37,0.7867,7.15
CHI,rush,0.3839,recent,12.82,10.11,0.789,2.7
PHI,rush,1.0,recent,20.85,25.23,1.2102,4.38
ATL,recv,0.6433,recent,28.19,22.35,0.7927,5.84
CHI,recv,0.87,recent,21.05,25.4,1.2066,4.35
TEN,rush,0.9853,recent,35.57,28.28,0.7951,7.29
WAS,recv,0.7355,recent,28.68,22.86,0.797,5.82
NYJ,recv,0.8971,recent,36.33,29.23,0.8045,7.1
MIN,rush,0.4906,recent,16.7,13.69,0.8196,3.01
NE,pass,1.0,exclusive,40.68,33.37,0.8203,7.31
TB,recv,0.8531,recent,39.01,32.15,0.8239,6.87
DAL,recv,0.9466,recent,28.03,32.87,1.1729,4.85
ARI,rush,0.9839,recent,33.83,28.02,0.8283,5.81
MIA,recv,0.6164,recent,25.24,20.92,0.8291,4.31
SEA,recv,0.8431,recent,24.13,28.13,1.166,4.01
BAL,rush,0.9449,recent,32.48,27.26,0.8395,5.21
DAL,rush,0.9758,recent,32.39,27.33,0.8439,5.05
LV,recv,0.9193,recent,37.64,31.77,0.8441,5.87
KC,rush,0.9709,recent,28.8,24.41,0.8476,4.39
NYG,recv,0.7266,recent,30.5,25.86,0.848,4.64
NO,rush,0.7143,recent,24.53,20.86,0.8504,3.67
CAR,recv,0.766,recent,30.03,25.88,0.8618,4.15
LAC,recv,0.9434,recent,37.93,32.82,0.8654,5.11
NYG,rush,0.9263,recent,24.99,21.75,0.8702,3.25
HOU,rush,0.9327,recent,21.48,24.24,1.1284,2.76
NYJ,rush,1.0,recent,22.65,25.48,1.1247,2.83
KC,pass,1.0,exclusive,34.8,39.03,1.1214,4.22
CLE,pass,1.0,exclusive,29.2,32.72,1.1206,3.52
ATL,pass,1.0,exclusive,40.33,35.59,0.8825,4.74
MIA,rush,0.6628,recent,13.88,15.45,1.1132,1.57
CHI,pass,1.0,exclusive,27.5,30.55,1.111,3.05
MIN,recv,0.8824,recent,35.49,31.8,0.8959,3.7
GB,pass,1.0,exclusive,32.18,35.49,1.1027,3.31
LAC,pass,1.0,exclusive,39.83,35.86,0.9003,3.97
LAC,rush,0.8942,recent,26.79,24.32,0.9077,2.47
PHI,pass,1.0,exclusive,38.42,34.99,0.9106,3.43
PHI,recv,0.9783,recent,36.06,32.88,0.9118,3.18
JAX,pass,1.0,exclusive,32.2,34.53,1.0726,2.34
DET,recv,0.9423,recent,35.03,32.55,0.929,2.49
BUF,pass,1.0,exclusive,36.92,39.53,1.0705,2.6
SEA,pass,1.0,exclusive,37.77,35.25,0.9333,2.52
ATL,rush,0.9362,recent,23.66,25.18,1.0644,1.52
TEN,pass,1.0,exclusive,39.24,36.8,0.9378,2.44
DEN,rush,0.9732,recent,26.11,27.64,1.0588,1.53
BAL,pass,1.0,exclusive,32.07,33.94,1.0585,1.88
GB,rush,0.9712,recent,27.47,25.87,0.9418,1.6
CAR,pass,1.0,exclusive,36.9,34.77,0.9421,2.14
CIN,recv,0.9429,recent,28.88,30.54,1.0574,1.66
MIA,pass,1.0,exclusive,33.42,35.25,1.0547,1.83
LA,pass,1.0,exclusive,35.84,37.77,1.0539,1.93
CLE,recv,0.9352,recent,27.78,29.23,1.0522,1.45
ARI,pass,1.0,exclusive,33.41,35.1,1.0506,1.69
DET,pass,1.0,exclusive,37.87,36.04,0.9517,1.83
IND,recv,0.9779,recent,33.51,31.91,0.9521,1.6
GB,recv,0.8571,recent,30.46,29.29,0.9615,1.17
BAL,recv,0.9569,recent,30.02,31.14,1.0373,1.12
JAX,rush,1.0,recent,26.12,25.15,0.9629,0.97
LA,recv,0.9925,recent,35.15,36.42,1.036,1.27
IND,rush,1.0,recent,26.38,25.46,0.9651,0.92
WAS,pass,1.0,exclusive,31.03,32.09,1.0342,1.06
MIN,pass,1.0,exclusive,38.13,37.01,0.9705,1.12
BUF,recv,0.9801,recent,36.19,37.12,1.0257,0.93
NYJ,pass,1.0,exclusive,34.45,33.64,0.9766,0.8
WAS,rush,0.9706,recent,25.35,25.92,1.0225,0.57
ARI,recv,0.9767,recent,32.62,33.03,1.0127,0.41
DET,rush,1.0,recent,24.13,23.84,0.9878,0.29
KC,recv,0.9403,recent,35.59,35.16,0.9879,0.43
LA,rush,0.9798,recent,24.55,24.82,1.0109,0.27
HOU,recv,0.7714,recent,20.75,20.97,1.0105,0.22
JAX,recv,0.7883,recent,25.86,26.04,1.0068,0.18
CIN,rush,1.0,recent,24.98,25.12,1.0057,0.14
IND,pass,1.0,exclusive,33.92,34.02,1.0028,0.09
