team,position,matchup_factor
WAS,QB,1.4612523110507205
KC,QB,1.3496981712070926
ATL,QB,1.330096006058851
TB,QB,1.3051477958701803
SF,QB,1.2342235983338157
GB,QB,1.2267391352772148
MIN,QB,1.2181854632125273
IND,QB,1.1718530728621388
DET,QB,1.1572405497516318
TEN,QB,1.1518945047112021
JAX,QB,1.1297975185440938
DAL,QB,1.112333771412024
HOU,QB,1.1023544873365558
BAL,QB,1.072773038112846
CLE,QB,1.0635065600427684
PIT,QB,1.0506760519457374
SEA,QB,1.0342815138217538
LA,QB,1.0246586327489808
NYG,QB,1.0000668255630054
MIA,QB,0.9433987481344529
LV,QB,0.9284298220212505
CHI,QB,0.9188069409484775
CIN,QB,0.846457131401332
PHI,QB,0.8382598623393402
ARI,QB,0.835765041320473
LAC,QB,0.7427438576170003
BUF,QB,0.6946294522531352
NYJ,QB,0.6825117501614951
CAR,QB,0.6661172120375113
NO,QB,0.5798676853852495
NE,QB,0.5773728643663821
DEN,QB,0.5488606241507584
SEA,RB,1.6589312327017247
NYJ,RB,1.3676814988290398
KC,RB,1.3574622099212263
MIA,RB,1.3540557802852886
JAX,RB,1.345539706195444
DET,RB,1.2757078986587185
SF,RB,1.263785394932936
NYG,RB,1.2297210985735576
LAC,RB,1.2092825207579307
BAL,RB,1.1956568022141794
HOU,RB,1.1121992761337025
LV,RB,1.0798381945922932
PHI,RB,1.0798381945922932
TEN,RB,1.0559931871407282
ATL,RB,1.0508835426868215
MIN,RB,1.0440706834149458
CHI,RB,1.0389610389610389
ARI,RB,1.0236321055993187
IND,RB,1.0219288907813497
LA,RB,0.9538002980625933
NE,RB,0.9486906536086864
CIN,RB,0.9095167127954014
TB,RB,0.8924845646157121
GB,RB,0.8141366829891421
DAL,RB,0.7681498829039812
WAS,RB,0.7630402384500746
NO,RB,0.6608473493719397
BUF,RB,0.6387055567383436
PIT,RB,0.609750904832872
CLE,RB,0.5910155418352141
DEN,RB,0.3644879710453481
CAR,RB,0.3202043857781563
BAL,TE,1.7994473126111268
DAL,TE,1.7857372378483753
GB,TE,1.6904522182472528
HOU,TE,1.5835136350977914
NYG,TE,1.5629485229536644
LAC,TE,1.4464128874702773
ATL,TE,1.4018551444913347
PHI,TE,1.3367322893682656
DET,TE,1.2681819155545084
LA,TE,1.2373342473383175
TB,TE,1.227051691266254
KC,TE,1.0693858314946125
MIA,TE,1.0214005698249824
SEA,TE,1.0214005698249822
MIN,TE,1.0179730511342946
WAS,TE,1.0179730511342946
JAX,TE,0.9939804202994794
SF,TE,0.9905529016087917
PIT,TE,0.9528501960112252
CLE,TE,0.9391401212484739
BUF,TE,0.7780467427861443
LV,TE,0.7780467427861443
IND,TE,0.7437715558792657
CHI,TE,0.6717936633748207
NO,TE,0.6649386259934448
NYJ,TE,0.5963882521796878
CAR,TE,0.5963882521796877
CIN,TE,0.5586855465821212
NE,TE,0.47642509800561256
DEN,TE,0.30847668216190743
ARI,TE,0.3016216447805317
TEN,TE,0.16109337846232943
TB,WR,1.580627019994986
WAS,WR,1.405001795551099
TEN,WR,1.3800673501053613
MIN,WR,1.3085163327393334
IND,WR,1.2163672952224789
PIT,WR,1.2066103383089295
DAL,WR,1.165414298007277
ARI,WR,1.1643301916835493
CHI,WR,1.1383116399140845
ATL,WR,1.0841063237276996
JAX,WR,1.0808540047565163
KC,WR,1.0797698984327886
CIN,WR,1.0628578397826365
NO,WR,1.0407420707785915
SEA,WR,1.0299010075413146
LA,WR,1.0082188810667605
MIA,WR,0.9800321166498405
LV,WR,0.967022840765108
BAL,WR,0.9572658838515586
SF,WR,0.9464248206142818
DET,WR,0.9410042889956433
NYG,WR,0.9399201826719156
DEN,WR,0.8933036107516245
HOU,WR,0.8174161680906855
GB,WR,0.7935658289686761
CAR,WR,0.7816406594076712
CLE,WR,0.7783883404364883
NE,WR,0.7198465989551925
NYJ,WR,0.6905757282145446
BUF,WR,0.6417909436467981
LAC,WR,0.613604179229878
PHI,WR,0.5865015211366855
