season,week,player_id,site_player_id,player_name,position,team,salary,final_projection,sigma,statline_p10,statline_p90,sigma_source,actual_points,joined
2021,1,00-0033906,5562,Alvin Kamara,RB,NO,8600,12.218126904897192,11.925568383902958,2.192381457180603,26.325003471380366,statline_mc,16.6,True
2021,1,00-0035710,1539,Daniel Jones,QB,NYG,6700,12.170603282372385,7.378075360072166,3.938101317248543,21.90894408531545,statline_mc,21.38,True
2021,1,00-0036328,5827,Antonio Gibson,RB,WAS,7000,12.04481179112438,12.01181160838576,2.0671261414044317,25.98043935003463,statline_mc,10.3,True
2021,1,00-0036223,5820,Jonathan Taylor,RB,IND,7900,11.82997428554687,11.679252955321486,2.1460352641084453,25.457068507906456,statline_mc,14.6,True
2021,1,00-0033106,1490,Jared Goff,QB,DET,6500,11.74967870558563,7.139769231750224,3.731250304447393,20.95755149471657,statline_mc,29.92,True
2021,1,00-0036322,5835,Justin Jefferson,WR,MIN,8000,11.7134854954544,13.111621207584712,2.1725697334162737,26.097485826636703,statline_mc,10.04,True
2021,1,00-0036261,5830,Brandon Aiyuk,WR,SF,6500,11.62919808685443,12.975195543133314,2.177706621316039,26.17859277134461,statline_mc,0.0,True
2021,1,00-0035640,5725,D.K. Metcalf,WR,SEA,7700,11.170854445184636,11.43771947803982,2.1141724593503626,25.032351966046267,statline_mc,14.0,True
2021,1,00-0033897,5535,Joe Mixon,RB,CIN,7200,11.017863393315473,10.958898766020114,1.9737829994674627,23.698099385495095,statline_mc,23.0,True
2021,1,00-0035719,5726,Deebo Samuel,WR,SF,6300,10.93713391983991,11.871479379749491,1.8942436622354728,24.53131802279284,statline_mc,27.4,True
2021,1,00-0033288,4703,George Kittle,TE,SF,7000,10.91043927455568,11.011135529976938,2.1009937552697613,23.213170559341386,statline_mc,9.8,True
2021,1,00-0031687,5414,Raheem Mostert,RB,SF,6100,10.796301357650924,11.273918370889112,1.6356690676746246,24.29617929517833,statline_mc,2.0,True
2021,1,00-0031382,5335,Jarvis Landry,WR,CLE,6400,10.711343503645312,11.36528243720227,2.058694049085425,23.191135765588516,statline_mc,16.9,True
2021,1,00-0034791,5622,Nick Chubb,RB,CLE,7700,10.7107322627557,10.736855352891771,2.0360583583783654,23.44218380435092,statline_mc,21.1,True
2021,1,00-0030035,5333,Adam Thielen,WR,MIN,7300,10.701686612361996,11.83504595012175,2.012965249940476,23.795622706576047,statline_mc,25.7,True
2021,1,00-0032211,5386,Tyler Lockett,WR,SEA,6800,10.66624897997551,11.734452872240574,1.8668567700645629,22.76214074674055,statline_mc,24.0,True
2021,1,00-0034837,5631,Calvin Ridley,WR,ATL,8100,10.580271516441666,11.41445944639804,1.9168541524185276,22.91515364616265,statline_mc,7.6,True
2021,1,00-0033594,5565,Chris Carson,RB,SEA,6700,10.576271202789997,10.619744195036423,1.7528776843771927,22.930236205397428,statline_mc,11.2,True
2021,1,00-0035659,5757,Terry McLaurin,WR,WAS,6900,10.456659488088114,11.74464910987219,1.9918245241771744,22.82260490131312,statline_mc,8.2,True
2021,1,00-0031381,5263,Davante Adams,WR,GB,8600,10.409560830643342,11.846177929186776,1.849421123336972,22.74097749218586,statline_mc,8.1,True
2021,1,00-0035243,5714,Miles Sanders,RB,PHI,6600,10.00043777595454,9.669121052213956,1.7389804860982634,22.053150527135085,statline_mc,15.3,True
2021,1,00-0033699,5575,Austin Ekeler,RB,LAC,6900,9.991084506703558,10.248222761269377,1.5991618108688477,21.821055724094258,statline_mc,11.7,True
2021,1,00-0034844,5614,Saquon Barkley,RB,NYG,8500,9.651308479107174,9.51595502929887,1.7812679382536432,21.57418201543884,statline_mc,3.2,True
2021,1,00-0034827,5633,D.J. Moore,WR,CAR,6700,9.536540694130984,10.57133426474093,1.7539160658845665,21.005365658412224,statline_mc,12.4,True
2021,1,00-0023682,1242,Ryan Fitzpatrick,QB,WAS,6600,9.35628093061291,6.187647158329112,2.5952155465569438,17.74773281376452,statline_mc,0.72,True
2021,1,00-0032063,5320,Mike Davis,RB,ATL,6200,9.195170754092478,9.61850153376009,1.4316182874862249,20.80316643952621,statline_mc,8.7,True
2021,1,DST_SF,7027,San Francisco,DST,SF,5000,9.0949353255,6.1071,0.0,0.0,dst_simulated_session_10_4,10.0,True
2021,1,00-0034777,5659,D.J. Chark,WR,JAX,6100,9.033478731252885,9.867498210327074,1.6051616824305122,20.27875523400784,statline_mc,16.1,True
2021,1,00-0034681,5619,Chase Edmonds,RB,ARI,5900,9.028819373934809,9.261486888046612,1.4863016454426188,20.014839194231364,statline_mc,12.6,True
2021,1,DST_DEN,7010,Denver,DST,DEN,4100,8.9508942855,6.1925,0.0,0.0,dst_simulated_session_10_4,8.0,True
2021,1,00-0035831,5849,James Robinson,RB,JAX,5900,8.75390726354904,8.998385077808928,1.3338316339222278,19.403943737220946,statline_mc,6.9,True
2021,1,00-0030279,5198,Keenan Allen,WR,LAC,7400,8.707405315653526,9.616510948746445,1.6319682382543212,19.4235471352817,statline_mc,14.5,True
2021,1,00-0031236,5255,Brandin Cooks,WR,HOU,6300,8.695820558901628,10.351511175553426,1.6929380308258386,19.209513504974897,statline_mc,15.7,True
2021,1,00-0031503,1465,Jameis Winston,QB,NO,6700,8.542063873348136,5.755239016186197,2.299583422053022,16.157281673065263,statline_mc,29.62,True
2021,1,00-0033357,1530,Taysom Hill,QB,NO,6700,8.488824609669038,5.853063364858588,2.326890282544502,16.26492519508405,statline_mc,0.22,True
2021,1,00-0035657,5715,Damien Harris,RB,NE,5800,8.469286952559905,8.972110799437344,1.2019510032208225,19.322452139046103,statline_mc,10.7,True
2021,1,00-0032688,5502,Robby Anderson,WR,CAR,6200,8.418627855142603,9.27424927326371,1.4640786287405654,18.99624505599748,statline_mc,12.2,True
2021,1,00-0031800,1487,Taylor Heinicke,QB,WAS,6500,8.415878738428393,5.773574185652416,2.265530329989865,16.18860592628743,statline_mc,10.58,True
2021,1,DST_NE,7018,New England,DST,NE,4400,8.360162338499999,6.0838,0.0,0.0,dst_simulated_session_10_4,5.0,True
2021,1,00-0036212,1551,Tua Tagovailoa,QB,MIA,6600,8.281623697838326,5.685337543177726,2.222734279409688,15.797155877097053,statline_mc,17.18,True
2021,1,00-0036893,5904,Najee Harris,RB,PIT,6500,8.252619947678419,8.707680637524728,1.2724482180455108,18.68401529707337,statline_mc,5.4,True
2021,1,DST_BUF,7004,Buffalo,DST,BUF,3600,8.2347811605,6.1997,0.0,0.0,dst_simulated_session_10_4,3.0,True
2021,1,DST_CAR,7005,Carolina,DST,CAR,4600,8.0727349905,6.1709,0.0,0.0,dst_simulated_session_10_4,9.0,True
2021,1,00-0037012,1569,Trey Lance,QB,SF,6300,7.962564254664384,5.6299138770322905,2.0180369581582127,15.730798186330809,statline_mc,4.4,True
2021,1,00-0035140,5727,Mecole Hardman,WR,KC,5400,7.938300904165786,9.35606688933812,1.063905432382355,18.570827955447747,statline_mc,3.4,True
2021,1,00-0036410,5839,Tee Higgins,WR,CIN,6000,7.876648189243128,9.005922070955773,1.3456881282316342,17.757791934688054,statline_mc,13.8,True
2021,1,00-0029000,5163,Cole Beasley,WR,BUF,5500,7.836749138145695,9.46222520576409,1.1440793080212606,17.81368330341247,statline_mc,10.0,True
2021,1,00-0035216,5754,Diontae Johnson,WR,PIT,6600,7.757090458014333,8.385729213711574,1.4603711349655728,17.214510168429115,statline_mc,12.1,True
2021,1,00-0031547,5380,DeVante Parker,WR,MIA,6100,7.720830164502551,8.400934669109,1.3876516987875982,17.238449348880607,statline_mc,10.1,True
2021,1,00-0033553,5537,James Conner,RB,ARI,5500,7.68884084796761,7.781116420021932,1.293052774100082,17.40140619967077,statline_mc,5.3,True
2021,1,00-0029293,5168,Marvin Jones,WR,JAX,5800,7.673029168725054,8.546158085061615,1.2442959010601724,17.382271778665263,statline_mc,16.2,True
2021,1,00-0034351,4725,Dallas Goedert,TE,PHI,5900,7.666016280297796,7.455102168404059,1.4839911979217038,16.75743213270677,statline_mc,12.2,True
2021,1,00-0036268,5847,Laviska Shenault Jr.,WR,JAX,5600,7.61948704154002,8.845662801576255,1.236169193915665,17.27514813069543,statline_mc,9.4,True
2021,1,00-0035311,5789,Myles Gaskin,RB,MIA,6000,7.602090159415166,7.972299497579285,1.2262261645554968,17.01442997912474,statline_mc,10.1,True
2021,1,00-0027942,5091,A.J. Green,WR,ARI,5400,7.591170635506521,8.548852459090813,1.2129268807250535,17.33021149511073,statline_mc,3.5,True
2021,1,DST_NYG,7020,New York G,DST,NYG,3700,7.579476270000001,6.1497,0.0,0.0,dst_simulated_session_10_4,4.0,True
2021,1,DST_JAX,7014,Jacksonville,DST,JAX,3900,7.513675704000001,6.1093,0.0,0.0,dst_simulated_session_10_4,-3.0,True
2021,1,00-0036275,5822,D'Andre Swift,RB,DET,6400,7.509112862569878,7.936091760460554,1.308614572436008,16.41971011549808,statline_mc,20.4,True
2021,1,DST_GB,7012,Green Bay,DST,GB,4500,7.50254526,6.2,0.0,0.0,dst_simulated_session_10_4,-4.0,True
2021,1,00-0034411,5680,Russell Gage,WR,ATL,5700,7.481227148950255,8.796650527895396,1.0882786999672236,17.549138490613245,statline_mc,0.0,True
2021,1,00-0033923,5560,Kareem Hunt,RB,CLE,6000,7.47081957069711,7.665114133723878,1.252200264291048,16.621700452150797,statline_mc,15.6,True
2021,1,DST_MIN,7017,Minnesota,DST,MIN,3800,7.415384062499999,6.054,0.0,0.0,dst_simulated_session_10_4,5.0,True
2021,1,00-0033932,5554,Kenny Golladay,WR,NYG,6200,7.390444933944792,7.827242127029369,1.3475227769565157,16.534300662790994,statline_mc,8.4,True
2021,1,00-0033857,5553,JuJu Smith-Schuster,WR,PIT,6400,7.38374196376572,7.8413504579744435,1.3683464963480465,16.415934696778994,statline_mc,7.2,True
2021,1,00-0033009,5455,Tyler Boyd,WR,CIN,5900,7.382334475350117,8.24176366603905,1.241543786341616,16.85283348016817,statline_mc,4.7,True
2021,1,00-0036997,5905,Javonte Williams,RB,DEN,5600,7.3563922537939535,7.585162503686717,1.0459679717719284,16.821346156421736,statline_mc,4.6,True
2021,1,00-0036970,4801,Kyle Pitts,TE,ATL,6000,7.342357151080625,7.606297225034571,1.193041237808273,16.484486851064407,statline_mc,5.1,True
2021,1,DST_WAS,7031,Washington,DST,WAS,4200,7.341317504999999,6.1188,0.0,0.0,dst_simulated_session_10_4,7.0,True
2021,1,DST_SEA,7028,Seattle,DST,SEA,4800,7.334442818999999,6.2483,0.0,0.0,dst_simulated_session_10_4,6.0,True
2021,1,00-0032144,2991,Melvin Gordon,RB,DEN,5600,7.291661361951416,7.674706038078885,1.0871094603028724,16.725878873576537,statline_mc,19.3,True
2021,1,00-0031260,1463,Logan Thomas,TE,WAS,5600,7.285177230449304,7.411392611816584,1.2929691058878876,16.132957350925405,statline_mc,10.5,True
2021,1,00-0034348,5637,Courtland Sutton,WR,DEN,5800,7.237605328013618,8.474467819314269,1.2234312660004232,16.313534910114942,statline_mc,1.9,True
2021,1,00-0031549,5378,Nelson Agholor,WR,NE,5600,7.231060410337935,8.284592292405776,1.2668343205491908,16.399349950318687,statline_mc,15.7,True
2021,1,00-0032187,5395,David Johnson,RB,HOU,5700,7.195544598450092,7.577923934474978,1.16508878836469,16.125510814638886,statline_mc,10.3,True
2021,1,DST_ATL,7002,Atlanta,DST,ATL,3900,7.151281542000001,6.1279,0.0,0.0,dst_simulated_session_10_4,0.0,True
2021,1,DST_MIA,7016,Miami,DST,MIA,4000,7.101030861,6.231,0.0,0.0,dst_simulated_session_10_4,6.0,True
2021,1,00-0033871,5550,Corey Davis,WR,NYJ,5800,7.014273157711974,7.876990878522698,1.1814167326761549,15.613634520072296,statline_mc,24.2,True
2021,1,00-0034521,5711,Allen Lazard,WR,GB,5600,7.011497803630759,8.442411771692475,1.021462247417726,15.796625181027276,statline_mc,2.6,True
2021,1,DST_LAC,7026,LA Chargers,DST,LAC,4300,6.8603350095,6.186,0.0,0.0,dst_simulated_session_10_4,4.0,True
2021,1,00-0035250,5717,Devin Singletary,RB,BUF,5300,6.858870634412153,7.223054611624526,0.9725915025783456,15.93818171278744,statline_mc,9.5,True
2021,1,00-0036264,1571,Jordan Love,QB,GB,6200,6.827980168460666,4.992820406612549,1.7101184260149187,13.381345276761929,statline_mc,0.72,True
2021,1,DST_CIN,7007,Cincinnati,DST,CIN,3000,6.819005052,6.2263,0.0,0.0,dst_simulated_session_10_4,5.0,True
2021,1,DST_KC,7015,Kansas City,DST,KC,3600,6.7914244665000005,6.2356,0.0,0.0,dst_simulated_session_10_4,5.0,True
2021,1,00-0033536,5594,Mike Williams,WR,LAC,5700,6.76937179346694,7.61292600820119,1.1175282815416951,15.482847039975756,statline_mc,18.2,True
2021,1,00-0036387,5834,Jalen Reagor,WR,PHI,5400,6.743630125000198,7.726123664689949,1.0715208768346862,15.655101705015868,statline_mc,13.9,True
2021,1,00-0034775,5636,Christian Kirk,WR,ARI,5200,6.703862356294845,8.060874644928719,0.9861111733821368,15.588182338753928,statline_mc,21.5,True
2021,1,DST_NYJ,7021,New York J,DST,NYJ,3500,6.702462756000001,6.2206,0.0,0.0,dst_simulated_session_10_4,4.0,True
2021,1,00-0027685,3983,Emmanuel Sanders,WR,BUF,5300,6.632369498034808,7.992708983866092,0.8632028187701754,15.75575775161692,statline_mc,7.2,True
2021,1,00-0036326,5861,Chase Claypool,WR,PIT,6000,6.5389328569367935,7.565411371482626,1.132528961907458,14.645248608006929,statline_mc,8.5,True
2021,1,00-0036900,5924,Ja'Marr Chase,WR,CIN,5500,6.478040761578499,7.642332859913061,1.060532055894007,14.587016257486162,statline_mc,18.4,True
2021,1,00-0036407,5832,Jerry Jeudy,WR,DEN,5500,6.456480366149257,7.588652662629197,1.020036148786729,15.038883428547608,statline_mc,10.2,True
2021,1,00-0032392,4677,Austin Hooper,TE,CLE,5100,6.439338708140893,6.92886253845977,1.033981916335551,14.46009593508496,statline_mc,4.2,True
2021,1,00-0034367,5623,Nyheim Hines,RB,IND,5400,6.425923319184054,6.823117356647736,0.9708742961533412,14.538318493208893,statline_mc,11.2,True
2021,1,DST_TEN,7030,Tennessee,DST,TEN,3500,6.399731047500001,6.2488,0.0,0.0,dst_simulated_session_10_4,0.0,True
2021,1,DST_HOU,7032,Houston,DST,HOU,3400,6.344979084,6.1266,0.0,0.0,dst_simulated_session_10_4,7.0,True
2021,1,00-0034960,5749,Jakobi Meyers,WR,NE,5400,6.317022647284446,7.278913610823519,0.9655099808310132,14.803833592687164,statline_mc,7.4,True
2021,1,00-0033090,4675,Hunter Henry,TE,NE,5300,6.286498176147613,6.5739263991550425,1.0535110660304592,13.920027884533242,statline_mc,4.6,True
2021,1,00-0028002,5125,Randall Cobb,WR,GB,5400,6.227713182502359,7.623588811193336,0.7801377156700998,15.022101348660769,statline_mc,3.8,True
2021,1,00-0036252,5837,Michael Pittman Jr.,WR,IND,5300,6.132270716564948,7.043232753767519,0.8327388371697367,14.440986036761975,statline_mc,4.4,True
2021,1,00-0033757,4744,Robert Tonyan,TE,GB,5400,6.068312231164064,6.658735990523211,0.8049650135066457,14.010953215916553,statline_mc,1.8,True
2021,1,00-0035215,5760,Deonte Harris,WR,NO,5300,6.02678893849196,7.113561445850649,0.8824710257357443,13.930316361182356,statline_mc,14.2,True
2021,1,00-0036912,5925,Devonta Smith,WR,PHI,5300,6.022778149032053,6.880939098957385,0.9448113147364594,14.349520960310333,statline_mc,16.1,True
2021,1,DST_IND,7013,Indianapolis,DST,IND,4100,6.0104928735000005,6.1564,0.0,0.0,dst_simulated_session_10_4,4.0,True
2021,1,00-0032385,5456,Sterling Shepard,WR,NYG,5500,5.98476327464047,7.044035915975754,0.9262493996509994,13.700572868399986,statline_mc,20.8,True
2021,1,00-0032058,2994,Tevin Coleman,RB,NYJ,5400,5.975357354156238,6.584390259363883,0.9094874490339014,13.64242803220881,statline_mc,2.4,True
2021,1,DST_PIT,7024,Pittsburgh,DST,PIT,4000,5.904835496999999,6.1513,0.0,0.0,dst_simulated_session_10_4,14.0,True
2021,1,00-0035229,4749,T.J. Hockenson,TE,DET,5700,5.891887806203388,5.818947878335879,1.115613092732387,13.162959496670588,statline_mc,21.7,True
2021,1,00-0035689,4750,Dawson Knox,TE,BUF,5000,5.778612533183161,6.307171091922211,0.806981598257142,13.37371802724929,statline_mc,6.1,True
2021,1,00-0034829,4719,Mike Gesicki,TE,MIA,5500,5.764264769020634,6.001162882722513,1.0187163737013942,12.83102811511885,statline_mc,0.0,True
2021,1,00-0035644,4748,Noah Fant,TE,DEN,5400,5.755857338344216,6.07725772248265,0.8907360536780172,13.048261191138897,statline_mc,9.2,True
2021,1,00-0033455,4738,Anthony Firkser,TE,TEN,4700,5.647284939835965,6.420412621255169,0.7356087589914998,13.231017318531377,statline_mc,3.4,True
2021,1,DST_NO,7019,New Orleans,DST,NO,3700,5.6382777315000006,6.0397,0.0,0.0,dst_simulated_session_10_4,15.0,True
2021,1,DST_PHI,7023,Philadelphia,DST,PHI,3800,5.579679217500001,6.0461,0.0,0.0,dst_simulated_session_10_4,10.0,True
2021,1,00-0033119,1496,Jacoby Brissett,QB,MIA,6300,5.573909199522923,4.448560466288882,1.2533303074081683,11.565234814129823,statline_mc,0.4,True
2021,1,DST_DET,7011,Detroit,DST,DET,3300,5.559464367,6.1681,0.0,0.0,dst_simulated_session_10_4,1.0,True
2021,1,00-0034301,5708,Darrel Williams,RB,KC,5100,5.549568929755828,6.2842774930339065,0.7126532449747895,12.955987141650612,statline_mc,0.4,True
2021,1,00-0036219,5877,Marquez Callaway,WR,NO,5200,5.53358629081055,6.642925974408239,0.8044936480943528,12.679657216975308,statline_mc,1.9,True
2021,1,00-0036924,5907,Michael Carter,RB,NYJ,5300,5.518436989037282,5.986124284131202,0.858487723952236,13.002458761167818,statline_mc,2.5,True
2021,1,00-0030061,4569,Zach Ertz,TE,PHI,5000,5.413563790014661,5.829928619400236,0.7833131857486257,12.11967721083218,statline_mc,4.4,True
2021,1,00-0030578,5208,Cordarrelle Patterson,RB,ATL,5200,5.385755056895595,6.084814517366205,0.6778168474904733,12.491077279766849,statline_mc,7.7,True
2021,1,00-0032160,5432,Tyrell Williams,WR,DET,5400,5.369362774912376,5.953139145928957,0.913936650791592,12.286219267230814,statline_mc,2.4,True
2021,1,DST_ARI,7001,Arizona,DST,ARI,3400,5.321387443500001,6.0756,0.0,0.0,dst_simulated_session_10_4,16.0,True
2021,1,00-0027061,4437,Jared Cook,TE,LAC,5200,5.150232800867325,5.7412238658279975,0.7451844684062179,12.295339083272404,statline_mc,8.1,True
2021,1,00-0032602,5586,J.D. McKissic,RB,WAS,5100,5.139802345125414,5.801063842975087,0.6991870372567945,11.893238683622148,statline_mc,0.8,True
2021,1,00-0036232,4780,Harrison Bryant,TE,CLE,4700,5.0658275175397804,5.910681549500793,0.6633802191172287,11.888875748043242,statline_mc,2.2,True
2021,1,00-0036936,5934,Rondale Moore,WR,ARI,4900,5.046322365121688,6.266194646357418,0.5778704387532565,12.212986850771156,statline_mc,8.8,True
2021,1,00-0034272,5656,Marquez Valdes-Scantling,WR,GB,5200,5.042280109549878,6.405644165699006,0.5797280158511235,12.255969770220403,statline_mc,3.2,True
2021,1,00-0033895,4705,Gerald Everett,TE,SEA,4800,4.934522999933056,5.740740622779217,0.6119273549868895,11.64261259600537,statline_mc,9.0,True
2021,1,00-0032775,5515,Demarcus Robinson,WR,KC,4900,4.829456320372472,5.99228265693069,0.4255445761323118,11.803066965676525,statline_mc,1.4,True
2021,1,00-0033858,4706,Jonnu Smith,TE,NE,4900,4.82905222176888,5.6436744818874205,0.6986547013543976,11.127918589313497,statline_mc,7.3,True
2021,1,00-0034109,5630,Phillip Lindsay,RB,HOU,5200,4.786000850537943,5.504691265574071,0.6652712444592576,11.117136791061323,statline_mc,8.5,True
2021,1,00-0030181,4594,Jack Doyle,TE,IND,4800,4.732329064840547,5.199514194377432,0.641288879610553,11.23050955918275,statline_mc,3.6,True
2021,1,DST_CLE,7008,Cleveland,DST,CLE,3100,4.730737337999999,6.1033,0.0,0.0,dst_simulated_session_10_4,1.0,True
2021,1,00-0036613,5926,Jaylen Waddle,WR,MIA,5200,4.730360101466765,5.569291475956581,0.6547952739160207,11.352799368221069,statline_mc,14.1,True
2021,1,00-0032128,5385,Chris Conley,WR,HOU,5100,4.72118712830328,5.712551219071523,0.6001380939865677,11.3704450067975,statline_mc,3.7,True
2021,1,00-0034830,4720,Hayden Hurst,TE,ATL,4900,4.702548004880714,5.470253633320777,0.5696499440389383,11.448760513220504,statline_mc,4.8,True
2021,1,00-0033885,4702,David Njoku,TE,CLE,4600,4.647466298015332,5.566932717515176,0.5415681664418072,11.13519440511559,statline_mc,9.1,True
2021,1,00-0036412,5842,KJ Hamler,WR,DEN,5100,4.568299216645206,5.800542057201678,0.5397444760120916,11.167561323365316,statline_mc,5.6,True
2021,1,00-0031387,4601,Eric Ebron,TE,PIT,5200,4.55055623348436,5.283165147720047,0.63977528407767,10.747401241584766,statline_mc,2.4,True
2021,1,00-0033217,4736,Mo Alie-Cox,TE,IND,4700,4.542389809910524,5.003638493950249,0.5865808441611597,10.765113351180185,statline_mc,0.0,True
2021,1,00-0032972,5468,Devontae Booker,RB,NYG,5300,4.530856070471131,4.818158294744337,0.6670095678357795,10.621693384720498,statline_mc,1.8,True
2021,1,00-0036196,5858,Gabriel Davis,WR,BUF,4900,4.487956708244938,5.825092591095396,0.3493348277274792,11.091564059907371,statline_mc,11.0,True
2021,1,00-0033308,5567,Matt Breida,RB,BUF,4900,4.484226653793044,5.158266567959773,0.5254176985168278,10.79043566611554,statline_mc,0.4,True
2021,1,00-0035639,5729,Parris Campbell,WR,IND,5000,4.3855439618357375,5.443858203787259,0.5180989498877309,10.661025426466155,statline_mc,2.9,True
2021,1,00-0032134,4656,C.J. Uzomah,TE,CIN,4800,4.35496529579453,5.153040085685907,0.5489674989425829,10.13333687762081,statline_mc,4.5,True
2021,1,00-0035414,5801,Jalen Guyton,WR,LAC,5100,4.312557456536319,5.455109200511153,0.5252724692188088,10.490289736057024,statline_mc,6.4,True
2021,1,00-0034364,4729,Jordan Akins,TE,HOU,4800,4.305759278555921,4.796672901305676,0.5948658287516192,10.305937969980782,statline_mc,0.0,True
2021,1,00-0033251,5647,Zach Pascal,WR,IND,4900,4.268956473884686,5.425001025350606,0.5055381306887806,10.58665534807757,statline_mc,18.3,True
2021,1,00-0032009,5412,Adam Humphries,WR,WAS,4900,4.268015222679496,5.790001954643314,0.3635574448660736,10.334795776846498,statline_mc,2.0,True
2021,1,00-0036422,4784,Adam Trautman,TE,NO,4600,4.18604907774041,4.780037268470663,0.4013652084072804,9.876817150470352,statline_mc,3.3,True
