team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
LV,rush,0.973,recent,37.23,28.56,0.7671,8.67
ARI,rush,1.0,recent,36.48,28.98,0.7944,7.5
SEA,pass,1.0,exclusive,38.05,30.38,0.7983,7.67
SF,recv,0.9706,recent,39.81,32.77,0.8231,7.04
WAS,rush,1.0,recent,33.68,27.97,0.8303,5.71
ARI,pass,1.0,exclusive,40.97,34.19,0.8345,6.78
ARI,recv,1.0,recent,40.02,33.7,0.8422,6.31
LV,pass,1.0,exclusive,38.76,32.84,0.8472,5.93
JAX,rush,0.9688,recent,33.13,28.12,0.8488,5.01
SF,rush,1.0,recent,36.13,30.87,0.8542,5.27
LV,recv,1.0,recent,36.81,31.75,0.8624,5.07
LAC,rush,1.0,full_season,29.1,25.38,0.8724,3.71
WAS,pass,1.0,exclusive,40.99,35.88,0.8753,5.11
MIA,recv,1.0,recent,35.54,31.45,0.8849,4.09
SF,pass,1.0,exclusive,38.52,34.31,0.8908,4.21
SEA,rush,1.0,full_season,29.03,25.95,0.894,3.08
LAC,recv,1.0,recent,34.67,31.13,0.8978,3.54
WAS,recv,1.0,recent,37.31,33.52,0.8983,3.79
MIA,rush,1.0,full_season,25.39,22.89,0.9015,2.5
DAL,pass,1.0,exclusive,39.62,35.85,0.9049,3.77
DEN,pass,1.0,exclusive,35.65,32.72,0.9176,2.94
SEA,recv,1.0,full_season,31.99,29.52,0.9229,2.47
DEN,recv,1.0,recent,33.83,31.58,0.9336,2.25
DAL,recv,1.0,recent,36.15,33.85,0.9366,2.29
MIA,pass,1.0,exclusive,34.48,32.38,0.939,2.1
LAC,pass,1.0,exclusive,33.99,31.92,0.9392,2.07
JAX,recv,0.9524,full_season,29.98,28.22,0.9412,1.76
DAL,rush,1.0,full_season,24.64,24.26,0.9848,0.37
JAX,pass,1.0,exclusive,31.42,31.28,0.9957,0.14
DEN,rush,1.0,full_season,23.63,23.59,0.9984,0.04
