team,position,matchup_factor
WAS,QB,1.3513700226628738
BAL,QB,1.1728753204957187
ATL,QB,1.1351319473502413
CHI,QB,1.0967595179856722
TB,QB,1.0804883048900698
KC,QB,1.0727767496328167
MIN,QB,1.0679801959622455
SF,QB,1.055477703607806
IND,QB,1.0481649250608698
GB,QB,1.0479290289787107
JAX,QB,1.04399742760939
NYJ,QB,1.042070942938423
TEN,QB,1.0305513509263136
PIT,QB,1.0168693781610776
LAC,QB,1.0160830578872135
CLE,QB,1.0089275433950502
SEA,QB,1.001614764848114
LV,QB,1.0016147648481137
DET,QB,0.9979190595609525
CIN,QB,0.9957959948215194
HOU,QB,0.9944592503559504
NO,QB,0.9762952520296893
PHI,QB,0.9729140748520736
MIA,QB,0.9408322076784177
NYG,QB,0.9404390475414854
LA,QB,0.9222750492152244
ARI,QB,0.905605059409305
CAR,QB,0.9046614750806681
DAL,QB,0.8943831457865871
DEN,QB,0.8451370303491544
NE,QB,0.730884694556698
BUF,QB,0.687715711521558
NYJ,RB,1.4910724119785101
SEA,RB,1.2557773344918595
HOU,RB,1.1980141878689234
LV,RB,1.1927926604905787
PIT,RB,1.1852867148842086
DET,RB,1.1852867148842083
LAC,RB,1.1480833323135036
NYG,RB,1.1056584223644543
ATL,RB,1.0709352652984634
MIN,RB,1.0217876388497953
NE,RB,0.9969853838026588
KC,RB,0.9963326928803659
JAX,RB,0.9947009655746331
CHI,RB,0.9878477108905559
BUF,RB,0.9803417652841856
PHI,RB,0.9787100379784529
WAS,RB,0.9646771831491521
SF,RB,0.9584766193873678
CIN,RB,0.9571712375427818
BAL,RB,0.9294318733453265
LA,RB,0.9274738005784472
CLE,RB,0.9235576550446889
DEN,RB,0.9121355639045602
GB,RB,0.8997344363809918
CAR,RB,0.890596763468889
IND,RB,0.8781956359453208
ARI,RB,0.8586149082765289
TB,RB,0.8524143445147446
DAL,RB,0.8452347443695208
MIA,RB,0.8308755440790736
TEN,RB,0.7917140887414894
NO,RB,0.7900823614357568
PHI,TE,1.4289626532272237
LAC,TE,1.4283086657429094
IND,TE,1.3589859924055703
NYJ,TE,1.3504841551094817
LV,TE,1.290317306552546
BAL,TE,1.247808120072102
SEA,TE,1.2334203954171825
CIN,TE,1.2013750086857713
HOU,TE,1.1588658222053274
DAL,TE,1.1586042272116017
TB,TE,1.1049772534978113
DET,TE,1.0986989736483916
NYG,TE,1.0938594662644643
CLE,TE,1.0679615618856093
GB,TE,1.052396659758924
WAS,TE,1.0503038998091174
KC,TE,1.0489959248404883
ATL,TE,0.9902678487490446
JAX,TE,0.9652855268482301
MIA,TE,0.9495898272246817
LA,TE,0.946319889803109
CAR,TE,0.8979248159638346
MIN,TE,0.8743812665285119
NO,TE,0.7664733316166161
CHI,TE,0.7514316194773822
PIT,TE,0.7148083203557692
TEN,TE,0.6856404785553416
SF,TE,0.6631433090949223
DEN,TE,0.6284819724262526
BUF,TE,0.6219420975831075
NE,TE,0.5859727859458089
ARI,TE,0.5840108234928654
MIN,WR,1.2401576842968527
TEN,WR,1.2091300569777372
WAS,WR,1.16839149286409
ATL,WR,1.125521259697984
BAL,WR,1.124336999113285
ARI,WR,1.0947304844958083
CHI,WR,1.0641765614105727
SF,WR,1.056549923245111
MIA,WR,1.0537550682652213
NO,WR,1.051386547095823
PIT,WR,1.0402544975996517
JAX,WR,1.0397807933657721
NYG,WR,1.0328647115511298
DAL,WR,1.0222537367122262
HOU,WR,1.0151481732040317
CIN,WR,1.0126375407644699
LA,WR,1.0047266800586803
GB,WR,1.0009370461876432
TB,WR,0.996200003848847
IND,WR,0.9954894474980275
CLE,WR,0.9767781302597823
KC,WR,0.9601037412272196
DET,WR,0.9564088482029586
SEA,WR,0.9469347635253661
DEN,WR,0.9410134606018709
NYJ,WR,0.9306867083032951
CAR,WR,0.8977642640486613
NE,WR,0.8697209734029876
LAC,WR,0.8415355714871501
LV,WR,0.8325351910434372
PHI,WR,0.7794803168489195
BUF,WR,0.718609322795388
