team,position,matchup_factor
DET,QB,1.292301114673996
WAS,QB,1.1990716139868682
IND,QB,1.1937944724385403
HOU,QB,1.1732722553061536
DAL,QB,1.1560726828523438
BUF,QB,1.1185463429531224
MIA,QB,1.0778928080622996
NYG,QB,1.0710520690181706
CHI,QB,1.059129638112689
CLE,QB,1.037825622232402
PHI,QB,1.0348938769277751
LAC,QB,1.0253168422659948
CAR,QB,1.0249259428920445
ATL,QB,1.0206260497785922
ARI,QB,1.0053809741945334
GB,QB,1.0030355779508322
TB,QB,0.9977584364025042
BAL,QB,0.9737181249045657
NO,QB,0.9719590777217896
MIN,QB,0.9535868071461291
CIN,QB,0.9467460681020002
JAX,QB,0.9414689265536723
DEN,QB,0.9385371812490456
NYJ,QB,0.9158650175599328
TEN,QB,0.9154741181859826
LV,QB,0.9068743319590777
LA,QB,0.905506184150252
SF,QB,0.8425713849442663
NE,QB,0.838466941517789
KC,QB,0.8312353030997098
SEA,QB,0.826153611238357
PIT,QB,0.8009406016185677
CAR,RB,1.275277939504838
IND,RB,1.2291441403975714
MIA,RB,1.1847847181790458
DEN,RB,1.169702514624747
BUF,RB,1.1519587457373368
NO,RB,1.1315534115168149
PIT,RB,1.0925171199645125
NYG,RB,1.0880811777426598
CHI,RB,1.0694502204108793
DAL,RB,1.0596911475228035
GB,RB,1.0410601901910228
DET,RB,1.0339626826360586
TEN,RB,1.0215420444148715
SF,RB,0.9967007679724972
KC,RB,0.9940392026393857
BAL,RB,0.9780698106407164
PHI,RB,0.9629876070864177
TB,RB,0.9505669688652305
JAX,RB,0.940807895977155
LV,RB,0.9275000693115972
CLE,RB,0.9266128808672267
LAC,RB,0.9239513155341151
NE,RB,0.9212897502010037
CIN,RB,0.9195153733122626
LA,RB,0.9133050542016691
SEA,RB,0.8999972275361113
ATL,RB,0.8937869084255178
ARI,RB,0.8875765893149241
MIN,RB,0.8778175164268486
HOU,RB,0.8565249937619562
NYJ,RB,0.8547506168732152
WAS,RB,0.8254733982089882
DET,TE,1.4729884200586454
WAS,TE,1.3028179513940659
TB,TE,1.2503354704040555
ATL,TE,1.229660553650415
IND,TE,1.146960886635853
CIN,TE,1.1199244570349387
DAL,TE,1.1151533223994832
KC,TE,1.0753938671040206
LAC,TE,1.070622732468565
SEA,TE,1.0626708414094728
BUF,TE,1.0578997067740172
NYG,TE,1.0451766810794691
MIA,TE,1.0197306296903732
ARI,TE,1.0101883604194624
GB,TE,0.9688385269121813
BAL,TE,0.9640673922767258
JAX,TE,0.9608866358530888
HOU,TE,0.9561155012176332
CLE,TE,0.9370309626758114
LV,TE,0.9306694498285374
CHI,TE,0.9290790716167189
MIN,TE,0.9243079369812633
NO,TE,0.9243079369812633
CAR,TE,0.9131752894985339
DEN,TE,0.9036330202276229
TEN,TE,0.8940907509567119
LA,TE,0.840017891754883
PIT,TE,0.8098007057303315
NE,TE,0.808210327518513
NYJ,TE,0.801848814671239
PHI,TE,0.7811738979175985
SF,TE,0.773222006858506
HOU,WR,1.142613981762918
IND,WR,1.1393718338399188
BUF,WR,1.1309422492401218
DET,WR,1.126403242147923
ARI,WR,1.1160283687943262
TEN,WR,1.106950354609929
CLE,WR,1.1056534954407296
LAC,WR,1.1030597771023303
WAS,WR,1.0900911854103343
MIN,WR,1.0829584599797366
NYG,WR,1.0738804457953395
GB,WR,1.0459979736575482
NO,WR,1.0343262411347518
LA,WR,0.9993110435663627
PHI,WR,0.985694022289767
BAL,WR,0.9843971631205674
JAX,WR,0.9837487335359677
DAL,WR,0.9798581560283687
ATL,WR,0.9779128672745694
CHI,WR,0.9772644376899695
CAR,WR,0.9617021276595744
NE,WR,0.9506788247213779
NYJ,WR,0.947436676798379
TB,WR,0.924741641337386
CIN,WR,0.9221479229989868
SF,WR,0.9202026342451873
MIA,WR,0.9072340425531915
DEN,WR,0.8890780141843971
LV,WR,0.8884295845997974
KC,WR,0.8728672745694022
PIT,WR,0.828774062816616
SEA,WR,0.800243161094225
