team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYG,pass,1.0,exclusive,13.91,33.02,2.3739,19.11
ARI,pass,1.0,exclusive,21.63,34.61,1.6004,12.98
NO,rush,0.2941,recent,16.15,8.22,0.5093,7.92
HOU,pass,1.0,exclusive,20.18,29.73,1.4732,9.55
CHI,pass,1.0,exclusive,22.5,32.7,1.4534,10.2
DET,rush,0.0873,recent,3.97,2.18,0.5496,1.79
NO,recv,0.4011,recent,21.04,12.99,0.6173,8.05
NYJ,pass,1.0,exclusive,24.51,32.69,1.3338,8.18
WAS,rush,0.883,recent,34.48,23.8,0.6902,10.68
TEN,rush,0.6,recent,25.17,17.73,0.7045,7.44
LAC,pass,1.0,exclusive,48.89,34.66,0.7089,14.23
TEN,recv,0.6178,recent,27.75,19.89,0.7169,7.86
SF,rush,0.3913,recent,15.24,10.92,0.7169,4.31
ARI,rush,0.6735,recent,25.11,18.28,0.7282,6.82
SF,pass,1.0,exclusive,26.88,33.44,1.2439,6.56
BAL,rush,0.9,recent,32.58,25.09,0.77,7.49
DAL,recv,0.7413,recent,34.29,26.99,0.7871,7.3
CHI,rush,0.9348,recent,30.15,23.74,0.7875,6.41
NYJ,rush,0.1696,recent,5.59,4.41,0.7891,1.18
NYG,recv,0.8387,recent,33.06,26.21,0.7928,6.85
KC,pass,1.0,exclusive,45.71,36.25,0.793,9.46
SEA,rush,0.7677,recent,18.12,21.83,1.2051,3.71
NYJ,recv,0.5,recent,19.62,15.73,0.8014,3.9
LA,recv,0.6834,recent,30.92,24.91,0.8057,6.01
TB,rush,0.9082,recent,19.09,22.67,1.1874,3.58
LV,recv,0.6816,recent,28.03,22.78,0.8128,5.25
DET,pass,1.0,exclusive,26.05,30.71,1.179,4.66
LAC,rush,0.9279,recent,21.98,25.91,1.1787,3.93
WAS,pass,1.0,exclusive,40.83,33.56,0.8221,7.26
CHI,recv,0.8675,recent,32.99,27.34,0.8288,5.65
GB,pass,1.0,exclusive,41.2,34.28,0.8321,6.92
CAR,pass,1.0,exclusive,26.6,30.8,1.1579,4.2
LV,rush,0.767,recent,21.21,18.08,0.8527,3.12
CIN,rush,0.95,recent,29.34,25.08,0.8549,4.26
BUF,pass,1.0,exclusive,31.62,36.2,1.1449,4.58
PIT,recv,0.8942,recent,34.8,29.8,0.8563,5.0
DET,recv,0.5423,recent,18.36,15.88,0.8651,2.48
BAL,recv,0.9358,recent,35.3,30.64,0.868,4.66
BAL,pass,1.0,exclusive,38.41,33.55,0.8735,4.86
ATL,recv,0.8013,recent,27.95,24.48,0.8759,3.47
LAC,recv,0.6947,recent,26.98,23.75,0.8801,3.24
MIN,recv,0.7471,recent,28.18,24.92,0.8844,3.26
CLE,pass,1.0,exclusive,29.4,32.57,1.1077,3.17
CLE,rush,0.9832,recent,29.73,26.69,0.8979,3.03
DAL,pass,1.0,exclusive,41.19,37.09,0.9004,4.1
TB,recv,0.9369,recent,39.67,36.09,0.9098,3.58
GB,recv,0.8136,recent,29.85,27.21,0.9118,2.63
HOU,recv,0.6755,recent,20.89,19.17,0.9181,1.71
TB,pass,1.0,exclusive,42.83,39.35,0.9187,3.48
LA,rush,0.4771,recent,12.59,11.57,0.9189,1.02
BUF,recv,0.9286,recent,29.86,32.27,1.0808,2.41
SEA,pass,1.0,exclusive,29.37,31.58,1.0752,2.21
GB,rush,0.9155,recent,29.34,27.24,0.9281,2.11
ATL,rush,0.7692,recent,19.21,20.58,1.071,1.36
JAX,rush,0.95,recent,22.33,23.84,1.0676,1.51
HOU,rush,0.4956,recent,13.57,12.66,0.9331,0.91
CLE,recv,0.6853,recent,22.88,21.41,0.9359,1.47
CAR,rush,0.5548,recent,16.59,15.56,0.9378,1.03
ARI,recv,0.8414,recent,26.51,28.09,1.0596,1.58
PIT,rush,0.9174,recent,22.25,23.45,1.0539,1.2
CIN,pass,1.0,exclusive,33.32,35.05,1.0519,1.73
DAL,rush,0.6283,recent,16.01,16.79,1.0485,0.78
NYG,rush,0.75,recent,19.19,18.27,0.9521,0.92
LA,pass,1.0,exclusive,39.32,37.5,0.9536,1.82
DEN,pass,1.0,exclusive,31.14,32.45,1.042,1.31
MIN,pass,1.0,exclusive,35.68,34.21,0.9588,1.47
LV,pass,1.0,exclusive,36.33,34.91,0.9608,1.42
DEN,recv,0.9577,recent,28.76,29.85,1.0378,1.09
PIT,pass,1.0,exclusive,33.22,34.42,1.0361,1.2
SEA,recv,0.9281,recent,29.66,28.73,0.9686,0.93
KC,rush,0.9528,recent,25.82,26.56,1.0287,0.74
MIN,rush,0.9618,recent,27.08,26.4,0.9746,0.69
KC,recv,0.8824,recent,31.44,30.74,0.9776,0.71
JAX,pass,1.0,exclusive,31.58,32.23,1.0207,0.65
SF,recv,0.7836,recent,24.71,25.22,1.0205,0.51
WAS,recv,0.7582,recent,24.9,24.4,0.9797,0.51
ATL,pass,1.0,exclusive,32.12,31.48,0.9801,0.64
CIN,recv,0.9636,recent,31.8,32.43,1.0197,0.63
CAR,recv,0.7692,recent,23.38,22.98,0.9829,0.4
JAX,recv,0.7742,recent,24.32,24.05,0.9887,0.28
DEN,rush,0.9722,recent,29.92,29.62,0.9897,0.31
BUF,rush,0.787,recent,19.11,19.07,0.998,0.04
TEN,pass,1.0,exclusive,33.05,33.02,0.999,0.03
