cash_player_name,cash_position,cash_team,cash_salary,cash_final_projection,cash_estimated_ownership_pct,cash_roster_role,pivot_rank,pivot_player_name,pivot_team,pivot_salary,pivot_final_projection,pivot_estimated_ownership_pct,pivot_roster_role,salary_diff,salary_diff_pct,projection_diff,projection_diff_pct,ownership_edge_pts,outprojects_cash_player,leverage_score,lineup_salary_after_swap,site_salary_cap
Trey McBride,TE,ARI,6800,10.190199714221327,13.506452309834485,,1,Dallas Goedert,PHI,4100,7.561926141258458,9.89949501672735,,-2700,-5.4,-2.6282735729628692,-25.792169404637676,3.6069572931071345,False,2.6766447577160086,47300,50000
Tucker Kraft,TE,GB,4500,7.734511204039158,17.73574452863236,,1,Michael Mayer,LV,2900,5.106328088670458,3.3076682368914674,,-1600,-3.2,-2.6281831153687003,-33.97995097603836,14.428076291740892,False,9.525423041021924,48400,50000
Tucker Kraft,TE,GB,4500,7.734511204039158,17.73574452863236,,2,Dallas Goedert,PHI,4100,7.561926141258458,9.89949501672735,,-400,-0.8,-0.1725850627807004,-2.231363537111073,7.8362495119050095,False,7.661394297619316,49600,50000
Raiders,DST,LV,2900,8.576469423,18.727886167906373,,1,Dolphins,MIA,2700,7.875496975500001,5.045066228038785,,-200,-0.4,-0.7009724474999999,-8.173205230816338,13.682819939867588,False,12.56449498481915,49800,50000
Raiders,DST,LV,2900,8.576469423,18.727886167906373,,2,Vikings,MIN,2800,6.880222494,4.239170947940551,,-100,-0.2,-1.6962469290000008,-19.777916125382315,14.488715219965822,False,11.62314927611548,49900,50000
Raiders,DST,LV,2900,8.576469423,18.727886167906373,,3,Commanders,WAS,2300,5.557254646500001,1.5880544723953467,,-600,-1.2,-3.0192147765,-35.203469255113326,17.139831695511027,False,11.106016314203636,49400,50000
Omarion Hampton,RB,LAC,6800,11.812418057783598,34.24196265461391,,1,Ashton Jeanty,LV,6600,11.525649968152129,18.81879335155485,,-200,-0.4,-0.2867680896314688,-2.4276832078636748,15.423169303059058,False,15.048743611768309,49800,50000
Omarion Hampton,RB,LAC,6800,11.812418057783598,34.24196265461391,,2,Aaron Jones Sr.,MIN,5300,7.90417212244486,14.559493538368876,,-1500,-3.0,-3.908245935338738,-33.08590938976685,19.68246911624503,False,13.170345218775356,48500,50000
Omarion Hampton,RB,LAC,6800,11.812418057783598,34.24196265461391,,3,Tank Bigsby,PHI,4900,7.5031111307909395,24.328155113787137,,-1900,-3.8,-4.309306926992658,-36.48115826846402,9.91380754082677,False,6.2971357214268355,48100,50000
Ashton Jeanty,RB,LV,6600,11.525649968152129,18.81879335155485,,1,Aaron Jones Sr.,MIN,5300,7.90417212244486,14.559493538368876,,-1300,-2.6,-3.621477845707269,-31.421029232313995,4.259299813185972,False,2.920983973792912,48700,50000
Justin Jefferson,WR,MIN,7300,12.057427265025831,43.27109424211701,,1,Michael Wilson,ARI,5300,8.67230205413048,19.64715854330796,,-2000,-4.0,-3.3851252108953513,-28.07502078585501,23.62393569880905,False,16.991510840931387,48000,50000
Justin Jefferson,WR,MIN,7300,12.057427265025831,43.27109424211701,,2,Jauan Jennings,MIN,4300,9.136454116218353,28.033436974930144,,-3000,-6.0,-2.9209731488074784,-24.225509178729602,15.237657267186865,False,11.546257207301153,47000,50000
Jauan Jennings,WR,MIN,4300,9.136454116218353,28.033436974930144,,1,Tre Tucker,LV,4000,6.915038630199344,9.868654708639069,,-300,-0.6,-2.2214154860190085,-24.313759558817434,18.164782266291077,False,13.748240781682357,49700,50000
Oronde Gadsden II,TE,LAC,3500,6.370338690454558,33.76694520407401,,1,Michael Mayer,LV,2900,5.106328088670458,3.3076682368914674,,-600,-1.2,-1.2640106017840997,-19.842125563560984,30.459276967182547,False,24.415508985601374,49300,50000
Michael Wilson,WR,ARI,5300,8.67230205413048,19.64715854330796,,1,Tre Tucker,LV,4000,6.915038630199344,9.868654708639069,,-1300,-2.6,-1.7572634239311355,-20.262940715887297,9.778503834668891,False,7.797091399749167,48600,50000
Saquon Barkley,RB,PHI,6900,11.041562144776414,18.61471409990697,,1,Aaron Jones Sr.,MIN,5300,7.90417212244486,14.559493538368876,,-1600,-3.2,-3.1373900223315543,-28.41436728964844,4.055220561538093,False,2.902955296777315,48300,50000
Chargers,DST,LAC,3500,8.520817203,24.92071679664928,,1,Dolphins,MIA,2700,7.875496975500001,5.045066228038785,,-800,-1.6,-0.6453202274999992,-7.573454659639871,19.875650568610496,False,18.370377184488326,49000,50000
Chargers,DST,LAC,3500,8.520817203,24.92071679664928,,2,Vikings,MIN,2800,6.880222494,4.239170947940551,,-700,-1.4000000000000001,-1.6405947090000002,-19.253959683847945,20.68154584870873,False,16.69952934900182,49100,50000
Chargers,DST,LAC,3500,8.520817203,24.92071679664928,,3,Commanders,WAS,2300,5.557254646500001,1.5880544723953467,,-1200,-2.4,-2.9635625564999994,-34.78026210275455,23.332662324253935,False,15.217501212327754,48600,50000
