player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0019596,Tom Brady,QB,TB,8300,1131,22.2908,22.2908,1.3671729242155577,1.2698884758364313,38.70039420652963,WAS,30.5,51.0,19.031149483075062,statline_mc,17.623051341621075,64.38967357988903,38.50425,509.3288146209415,4.316,1.81625,12.484916216919663,0.13525,0.0,0.0,0.0,0.0,93.39732596544715,13.478123286705046,,classic,True
00-0034796,Lamar Jackson,QB,BAL,8600,1527,24.3767,24.3767,1.102767712589623,1.1449814126394053,30.77914810506979,MIA,27.5,46.5,17.572901230192716,statline_mc,12.372752672529577,52.762122523835465,35.73925,365.9152958374666,2.1585,10.471,74.19786271571127,0.387,0.0,0.0,0.0,0.0,84.8709032012195,7.6342117329374695,,classic,True
00-0026498,Matthew Stafford,QB,LA,8000,1340,22.5655,22.5655,1.162485544676586,1.1137546468401487,29.2160718560123,SF,26.75,50.0,14.871429811225696,statline_mc,12.564757755896224,48.7254689468552,37.3925,416.37890942503486,3.14575,1.50575,6.1391547901090595,0.063,0.0,0.0,0.0,0.0,85.32774390243901,7.87029649818772,,classic,True
00-0036355,Justin Herbert,QB,LAC,8000,1552,20.582,20.582,1.0178860535039702,1.1762081784386618,24.641701426886957,MIN,28.25,53.5,12.728531798374549,statline_mc,10.237649822475168,42.02110967401986,38.37375,339.0671543239229,2.421,3.5505,16.105152539300377,0.18125,0.0,0.0,0.0,0.0,85.74647484756098,8.093094219508359,,classic,True
00-0031280,Derek Carr,QB,LV,7400,1441,18.995,18.995,1.214894765245548,1.0617100371747212,24.501062516678303,KC,25.5,53.5,12.444951468025145,statline_mc,10.726061963750267,41.003421660763564,38.03775,396.2206039416041,2.09,2.1985,9.182383590141395,0.09175,0.0,0.0,0.0,0.0,78.13786204268293,4.87329489863979,,classic,True
00-0032950,Carson Wentz,QB,IND,7500,1514,18.8449,18.8449,1.0700639888983114,1.2074349442379182,24.34819209164013,JAX,29.0,47.5,12.709427707180879,statline_mc,9.98336064562943,41.17041641384715,34.81875,328.985580801334,2.3765,3.33075,18.27268859586771,0.1595,0.0,0.0,0.0,0.0,78.63567073170732,5.037739778357256,,classic,True
00-0034857,Josh Allen,QB,BUF,8700,1529,18.8008,18.8008,1.028848970780973,1.2490706319702602,24.161049965582343,NYJ,30.0,47.0,14.143107078604181,statline_mc,9.235866849482955,42.05822939848367,29.26025,267.59044785640134,1.94275,7.66725,48.71932051326291,0.41,0.0,0.0,0.0,0.0,82.25165142276423,6.4110489752267075,,classic,True
00-0033077,Dak Prescott,QB,DAL,8100,1501,16.0422,16.0422,1.1426412766941638,1.3115241635687733,24.040831062588587,ATL,31.5,55.0,12.383062501456127,statline_mc,9.830506200291218,40.41996517956282,27.26275,320.7845654514868,2.54925,2.3485,13.84698444529111,0.0965,0.0,0.0,0.0,0.0,88.56993140243902,9.76926828842194,,classic,True
00-0023459,Aaron Rodgers,QB,GB,7800,1252,19.4765,19.4765,0.9983193277310924,1.0929368029739777,21.250846070437944,SEA,26.25,49.5,11.483687202074798,statline_mc,8.157627975412348,36.64621946870276,35.5485,283.6781909568282,2.287,2.48425,10.087184321648143,0.12875,0.0,0.0,0.0,0.0,73.59771976626016,3.6005770602309988,,classic,True
00-0036223,Jonathan Taylor,RB,IND,9400,5820,17.3201,17.3201,0.9878265447127724,1.2074349442379182,20.658304033279286,JAX,29.0,47.5,21.233432871030075,statline_mc,3.093509497560262,45.700454274666086,0.0,0.0,0.0,17.31175,112.90813197479993,0.91025,2.6345,2.05125,25.04365835799295,0.098,89.1688829787234,13.120068982375415,,classic,True
