team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CHI,pass,1.0,exclusive,14.21,30.23,2.1273,16.02
HOU,pass,1.0,exclusive,19.08,32.48,1.7027,13.4
TB,rush,0.9375,recent,15.57,23.47,1.5067,7.89
SF,rush,0.4368,recent,23.21,11.5,0.4954,11.71
CAR,rush,0.4301,recent,21.28,11.12,0.5226,10.16
NO,pass,1.0,exclusive,22.28,29.57,1.3274,7.29
PIT,recv,0.7538,recent,37.61,26.92,0.7156,10.7
PIT,rush,0.96,recent,17.85,22.86,1.281,5.01
NO,recv,0.918,recent,20.37,26.02,1.2772,5.65
NYJ,rush,1.0,recent,19.41,24.77,1.2764,5.36
NYG,recv,0.6117,recent,26.57,19.23,0.7238,7.34
CIN,pass,1.0,exclusive,24.86,31.6,1.2712,6.74
ATL,pass,1.0,exclusive,48.03,35.94,0.7483,12.09
TB,recv,0.7015,recent,35.68,26.88,0.7534,8.8
CLE,pass,1.0,exclusive,27.99,34.74,1.2414,6.76
CLE,rush,0.9216,recent,33.08,25.36,0.7666,7.72
MIA,recv,0.9741,recent,41.65,32.46,0.7792,9.2
NYJ,recv,0.7745,recent,31.79,24.79,0.7798,7.0
TEN,recv,0.6139,recent,25.19,19.89,0.7898,5.29
NE,recv,0.8718,recent,39.67,31.36,0.7905,8.31
DEN,pass,1.0,exclusive,39.92,32.15,0.8054,7.77
BAL,rush,0.701,recent,24.21,19.55,0.8076,4.66
CAR,recv,0.7255,recent,31.01,25.34,0.8171,5.67
PIT,pass,1.0,exclusive,44.09,36.27,0.8226,7.82
CHI,rush,0.9452,recent,22.1,25.91,1.1725,3.81
SEA,pass,1.0,exclusive,30.05,35.19,1.1709,5.14
LV,rush,0.9753,recent,29.68,24.78,0.835,4.9
ARI,pass,1.0,exclusive,44.04,37.04,0.841,7.0
MIN,rush,0.9759,recent,29.89,25.23,0.844,4.66
WAS,pass,1.0,exclusive,29.12,33.56,1.1527,4.45
TB,pass,1.0,exclusive,46.4,39.34,0.8478,7.06
DEN,rush,0.9684,recent,32.48,27.67,0.8519,4.81
LV,recv,0.8992,recent,39.57,33.82,0.8547,5.75
MIA,rush,0.9429,recent,22.76,26.04,1.1442,3.28
BUF,pass,1.0,exclusive,43.81,37.62,0.8587,6.19
JAX,recv,0.7652,recent,29.57,25.54,0.8636,4.04
ATL,recv,0.8462,recent,34.32,29.66,0.8642,4.66
ARI,rush,1.0,recent,28.78,24.93,0.8663,3.85
SEA,recv,0.85,recent,25.0,28.29,1.1316,3.29
LA,pass,1.0,exclusive,32.92,36.94,1.1218,4.01
CIN,recv,0.7534,recent,20.55,22.95,1.1164,2.39
TEN,rush,0.9697,recent,32.43,28.69,0.8847,3.74
DAL,rush,0.9667,recent,30.11,26.66,0.8853,3.45
DET,recv,0.9244,recent,33.56,29.76,0.8865,3.81
DET,pass,1.0,exclusive,37.59,33.33,0.8865,4.27
IND,rush,1.0,recent,23.97,26.67,1.1127,2.7
HOU,rush,0.9419,recent,24.52,21.76,0.8876,2.76
SF,recv,0.8242,recent,32.12,28.81,0.897,3.31
GB,rush,0.9577,recent,24.11,26.56,1.1016,2.45
CIN,rush,1.0,recent,25.43,27.97,1.1002,2.55
PHI,pass,1.0,exclusive,33.32,36.64,1.0995,3.32
IND,recv,0.9712,recent,33.69,30.35,0.9009,3.34
GB,pass,1.0,exclusive,30.14,33.12,1.099,2.98
LV,pass,1.0,exclusive,43.37,39.11,0.9016,4.27
DET,rush,1.0,recent,24.18,26.53,1.0973,2.35
NO,rush,0.8936,recent,29.1,26.59,0.9136,2.51
BUF,recv,0.9833,recent,39.38,36.05,0.9155,3.33
CHI,recv,0.9277,recent,25.09,27.17,1.0831,2.09
BAL,pass,1.0,exclusive,29.38,31.69,1.0788,2.31
DEN,recv,0.8172,recent,27.56,25.42,0.9226,2.13
GB,recv,0.7802,recent,27.0,24.96,0.9245,2.04
MIN,recv,0.9658,recent,38.14,35.41,0.9284,2.73
CLE,recv,0.8571,recent,26.6,28.43,1.0686,1.83
WAS,recv,0.8295,recent,28.78,26.81,0.9317,1.97
JAX,pass,1.0,exclusive,37.03,34.57,0.9335,2.46
LAC,recv,0.9587,recent,38.14,35.67,0.9354,2.46
ARI,recv,1.0,recent,33.51,35.66,1.0642,2.15
DAL,pass,1.0,exclusive,34.42,36.58,1.0628,2.16
ATL,rush,0.9394,recent,25.38,23.79,0.9375,1.59
NE,pass,1.0,exclusive,39.46,37.1,0.9401,2.36
SEA,rush,0.9365,recent,21.19,22.38,1.0562,1.19
PHI,recv,0.9681,recent,32.12,33.87,1.0545,1.75
HOU,recv,0.8824,recent,25.63,26.93,1.0505,1.29
LAC,pass,1.0,exclusive,40.58,38.55,0.9499,2.03
IND,pass,1.0,exclusive,34.23,32.57,0.9515,1.66
LA,recv,1.0,recent,34.11,35.75,1.0481,1.64
