player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0033077,Dak Prescott,QB,DAL,7200,1501,24.413,24.413,1.2179717134624362,1.1472480343102216,34.112612744552045,KC,26.75,56.0,8.5543,statline_mc+recal_10_4b,14.374960013106088,56.0829647716126,39.06675,439.89032066066,3.41125,1.95,10.542499181256478,0.1075,0.0,0.0,0.0,0.0,80.47496790757381,9.54977894699932
00-0034857,Josh Allen,QB,BUF,8100,1529,23.8724,23.8724,1.1149743842875626,1.2223016440314511,32.53414886250829,IND,28.5,49.5,8.5604,statline_mc+recal_10_4b,13.54930792513835,53.65070464237765,37.883,383.05913489098185,2.67025,5.64175,37.300334668690105,0.31775,0.0,0.0,0.0,0.0,80.7910783055199,9.75316681531017
00-0033873,Patrick Mahomes II,QB,KC,7600,1523,25.8627,25.8627,0.9799208656051484,1.2544674767691208,31.792455643682104,DAL,29.25,56.0,8.5097,statline_mc+recal_10_4b,13.157189254800336,52.6359653893584,46.2845,405.8642645413352,3.23575,2.15,13.938850620286972,0.08475,0.0,0.0,0.0,0.0,97.93003851091144,30.57520483167
00-0036442,Joe Burrow,QB,CIN,6600,1550,23.775,23.775,1.0594011000844163,1.104360257326662,27.815814006494307,LV,25.75,50.5,8.4046,statline_mc+recal_10_4b,10.696590490384896,46.64629373506647,37.6145,375.665602942608,2.75125,2.01075,8.164398887899905,0.07675,0.0,0.0,0.0,0.0,70.92265725288833,5.051560962454124
00-0033040,Tyreek Hill,WR,KC,8200,5485,20.995,20.995,1.0107619779525576,1.2544674767691208,26.62104898594377,DAL,29.25,56.0,10.9321,statline_mc+recal_10_4b,6.929383967289457,53.2066584845039,0.0,0.0,0.0,0.768,5.08370943645438,0.023,11.9045,7.80975,117.77178042298333,0.889,88.15659828783717,19.25640788170758
00-0026158,Joe Flacco,QB,NYJ,4600,1302,24.6979,24.6979,1.0991286413375818,0.8791994281629736,23.86685408069417,MIA,20.5,44.5,8.2696,statline_mc+recal_10_4b,8.957601039224192,40.99124965568503,46.64375,352.5088520173543,2.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.51187419768935,3.5218218497029934
00-0036212,Tua Tagovailoa,QB,MIA,5500,1551,20.1238,20.1238,1.062167817107429,1.0293066476054324,22.001289852878653,NYJ,24.0,44.5,8.2023,statline_mc+recal_10_4b,8.2955012085344,38.66502439684036,39.81475,309.5201144348157,1.87275,2.41175,10.507352754860245,0.14525,0.0,0.0,0.0,0.0,54.63254172015404,1.7052122585735816
00-0036900,Ja'Marr Chase,WR,CIN,7200,5924,22.3462,22.3462,0.8797722636758398,1.104360257326662,21.711198163775794,LV,25.75,50.5,10.4144,statline_mc+recal_10_4b,5.4732443037277045,44.21162150963171,0.0,0.0,0.0,0.9375,4.944085700500402,0.0285,10.25125,6.12225,102.3553959372575,0.6305,79.84998384752059,11.068127552446464
00-0031588,Stefon Diggs,WR,BUF,7900,5424,15.6202,15.6202,1.1315810966255784,1.2223016440314511,21.604786732602683,IND,28.5,49.5,10.3195,statline_mc+recal_10_4b,5.190105382499571,46.04750178801152,0.0,0.0,0.0,0.0,0.0,0.0,9.487,6.04625,109.30536732602684,0.6135,85.01554676142788,15.618255387310636
00-0030506,Travis Kelce,TE,KC,7100,4582,15.8842,15.8842,1.070235865450139,1.2544674767691208,21.32574149223132,DAL,29.25,56.0,8.8189,statline_mc+recal_10_4b,5.264736812680749,43.36646553472622,0.0,0.0,0.0,0.0,0.0,0.0,9.03025,6.1265,101.81241492231317,0.684,86.65054667788057,12.722739214810003
00-0031280,Derek Carr,QB,LV,5900,1441,19.5164,19.5164,1.0145048283928042,1.0614724803431022,21.01655459990191,CIN,24.75,50.5,8.1101,statline_mc+recal_10_4b,8.007428816301097,35.65217455034173,36.5365,314.5431277516132,1.7035,2.39875,8.605794898373789,0.073,0.0,0.0,0.0,0.0,59.592426187419775,2.3734594141952265
00-0027939,Cam Newton,QB,CAR,5100,1378,15.8041,15.8041,1.3207300988944135,0.9971408148677628,20.813254964235576,WAS,23.25,43.0,8.1623,statline_mc+recal_10_4b,7.552310145124103,37.20014456195943,32.6095,286.21715658988666,2.1315,0.58775,3.128187006401136,0.03575,0.0,0.0,0.0,0.0,57.89473684210527,2.119476808145053
00-0034301,Darrel Williams,RB,KC,5400,5708,18.6905,18.6905,0.8797270176147418,1.2544674767691208,20.62667230583096,DAL,29.25,56.0,9.663,statline_mc+recal_10_4b,5.292336327766476,41.69250518648237,0.0,0.0,0.0,14.5145,59.4884778847055,0.5295,6.16875,4.87125,47.053245173604125,0.192,79.87335834896811,11.6745187539095
