team,position,matchup_factor
NO,QB,1.9796802394266364
NYG,QB,1.892730566275498
DEN,QB,1.6822871544459321
IND,QB,1.4151374340395368
LAC,QB,1.3269276206978027
KC,QB,1.262660470977396
GB,QB,1.168149956682681
BAL,QB,1.1555485547767188
TB,QB,1.1467275734425457
BUF,QB,1.131605891155391
PHI,QB,1.09884224619989
CLE,QB,1.0963219658186976
DAL,QB,1.0799401433409468
CHI,QB,1.0597779002914074
CIN,QB,1.0396156572418682
ATL,QB,0.9778687879026542
JAX,QB,0.9375443018035758
LA,QB,0.9136016381822478
CAR,QB,0.8833582736079388
NYJ,QB,0.878317712845554
WAS,QB,0.834212806174687
NE,QB,0.8140505631251478
PIT,QB,0.7989288808379933
LV,QB,0.7964086004568008
ARI,QB,0.7888477593132236
MIA,QB,0.6464519177758526
TEN,QB,0.6099078522485626
SEA,QB,0.6023470111049855
SF,QB,0.5821847680554462
HOU,QB,0.5595022446247144
MIN,QB,0.4297078049933055
DET,QB,0.4108057021343624
ATL,RB,1.8929096007477633
CLE,RB,1.6536253171317934
LV,RB,1.568166644411804
JAX,RB,1.5382561089598077
LA,RB,1.5254373080518095
NE,RB,1.504072639871812
NO,RB,1.4997997062358126
CHI,RB,1.3587928962478302
PIT,RB,1.2605154226198425
LAC,RB,1.2434236880758447
GB,RB,1.20069435171585
SF,RB,1.128054479903859
NYG,RB,1.0853251435438644
BUF,RB,1.081052209907865
MIA,RB,1.072506342635866
DEN,RB,0.9229536653758847
DET,RB,0.8759513953798905
CIN,RB,0.816130324475898
IND,RB,0.8118573908398985
BAL,RB,0.807584457203899
WAS,RB,0.7776739217519028
DAL,RB,0.752036319935906
HOU,RB,0.7349445853919083
ARI,RB,0.6793964481239151
MIN,RB,0.6494859126719189
KC,RB,0.6409400453999199
SEA,RB,0.6409400453999199
TB,RB,0.5939377754039258
PHI,RB,0.5084791026839365
CAR,RB,0.4529309654159434
TEN,RB,0.40592869541994925
NYJ,RB,0.3161970890639605
IND,TE,2.623760193960767
JAX,TE,1.8972889574608771
CIN,TE,1.8126515318492398
BUF,TE,1.6363235618249945
TB,TE,1.5728454926162663
DEN,TE,1.516420542208508
DAL,TE,1.43883623539784
TEN,TE,1.3965175225920212
ARI,TE,1.3048269781794137
MIA,TE,1.3048269781794137
DET,TE,1.290720740577474
ATL,TE,1.2131364337668065
KC,TE,1.2060833149658365
CAR,TE,1.0932334141503197
MIN,TE,1.0015428697377122
HOU,TE,0.9874366321357726
PIT,TE,0.9874366321357726
LA,TE,0.9027992065241349
LV,TE,0.8252148997134671
NO,TE,0.7687899493057087
BAL,TE,0.7264712364998899
PHI,TE,0.6700462860921313
GB,TE,0.5854088604804938
NE,TE,0.5854088604804938
NYJ,TE,0.5854088604804938
NYG,TE,0.5289839100727353
CLE,TE,0.394974652854309
LAC,TE,0.394974652854309
SEA,TE,0.394974652854309
SF,TE,0.23980603923297336
WAS,TE,0.11284990081551687
CHI,TE,0.0
NO,WR,1.8297405918889296
NYG,WR,1.4936061381074173
PHI,WR,1.3679210814760687
CLE,WR,1.31823164048228
DEN,WR,1.297771282426014
SF,WR,1.2860796492510047
CIN,WR,1.2685421994884911
KC,WR,1.2656192911947388
BAL,WR,1.2130069419071978
BUF,WR,1.1399342345633907
LAC,WR,1.101936426744611
ATL,WR,1.0668615272195836
WAS,WR,1.031786627694556
SEA,WR,1.0259408111070516
GB,WR,1.0230179028132993
HOU,WR,0.9996346364632811
PIT,WR,0.9937888198757764
MIA,WR,0.9031786627694557
NYJ,WR,0.9002557544757034
TB,WR,0.8593350383631715
MIN,WR,0.8534892217756667
JAX,WR,0.8417975886006578
DAL,WR,0.8096455973693826
IND,WR,0.7950310559006213
ARI,WR,0.7774936061381075
CAR,WR,0.7687248812568506
LV,WR,0.7628790646693461
NE,WR,0.7482645232005847
CHI,WR,0.6868834490317867
LA,WR,0.6518085495067593
TEN,WR,0.5436609426379247
DET,WR,0.37413226160029234
