player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0027793,Antonio Brown,WR,PIT,9100,3474,26.9039,26.9039,1.1292265245071256,1.1433962264150943,34.73705399188869,NE,25.25,53.0,34.395469763714644,statline_mc,8.928499216595736,70.38521042544781,0.0,0.0,0.0,0.0,0.0,0.0,15.02075,9.3025,180.43553991888697,1.004,86.22001124578283,17.199722833191107
00-0022924,Ben Roethlisberger,QB,PIT,6700,1232,25.929,25.929,1.159846333723067,1.1433962264150943,34.38609810649438,NE,25.25,53.0,16.903202692273677,statline_mc,14.674617805586374,56.409022507560366,50.2755,499.7362032158366,3.08,1.445,6.033999778609159,0.077,0.0,0.0,0.0,0.0,82.81603773584905,14.608350884316323
00-0020531,Drew Brees,QB,NO,6500,1151,18.8097,18.8097,1.190555294046191,1.437735849056604,32.19663775532051,NYJ,31.75,47.0,16.40136909022287,statline_mc,13.040017149077261,53.8704322587615,33.98625,471.28291459341233,2.5565,1.74675,7.973211715840133,0.13875,0.0,0.0,0.0,0.0,83.58018867924528,15.371831940359233
00-0030496,Le'Veon Bell,RB,PIT,9300,2888,23.9748,23.9748,1.0689790564981665,1.1433962264150943,29.30361832218263,NE,25.25,53.0,22.948226560236627,statline_mc,8.638457842274883,56.99734005409432,0.0,0.0,0.0,16.41725,78.75394965662413,0.52675,9.84375,7.85525,73.2272335652021,0.306,86.3954769881855,17.86620140652518
00-0027944,Julio Jones,WR,ATL,8500,5089,16.1276,16.1276,1.3116511858870834,1.279245283018868,27.060807384478398,TB,28.25,49.5,27.7862409771971,statline_mc,5.700724779985378,57.92424009141767,0.0,0.0,0.0,0.19125,1.8382374414568443,0.0085,9.89,6.13275,156.8873364033271,0.6215,87.57016899912534,18.819692334518987
00-0029567,Nick Foles,QB,PHI,5500,1413,19.9566,19.9566,1.2291358549584706,1.0867924528301887,26.65835660991147,NYG,24.0,40.5,13.579689692424882,statline_mc,10.554441435977239,44.90743085748534,41.88825,394.77902015908256,2.26625,1.15275,5.359458035481657,0.055,0.0,0.0,0.0,0.0,60.908018867924525,3.390775825810769
00-0028986,Case Keenum,QB,MIN,6100,1435,20.3673,20.3673,0.999693274822722,1.2452830188679247,25.355274658915377,CIN,27.5,42.5,13.299575452442566,statline_mc,10.030613258331705,42.56242198675131,35.74325,324.93504044050184,1.97375,4.847,25.126230412953014,0.23075,0.0,0.0,0.0,0.0,71.05306603773585,6.668501889099485
00-0032765,Michael Thomas,WR,NO,7400,5459,17.0522,17.0522,1.006064521192619,1.437735849056604,24.66523951575071,NYJ,31.75,47.0,24.485253862289827,statline_mc,5.85123318394758,51.60647786992774,0.0,0.0,0.0,0.0,0.0,0.0,10.87275,7.215,125.17489515750707,0.6465,87.48664563288767,18.715191276839192
00-0031407,Blake Bortles,QB,JAX,5700,1442,18.4437,18.4437,1.1855991010826488,1.120754716981132,24.507366779258152,HOU,24.75,39.0,13.807994259148288,statline_mc,9.299115773464274,43.137914586882495,32.8535,302.552184491583,1.7615,5.19675,33.12779399594835,0.272,0.0,0.0,0.0,0.0,64.87971698113208,4.418669473128699
00-0022942,Philip Rivers,QB,LAC,7200,1231,20.1272,20.1272,1.147018540170369,1.0415094339622641,24.04452826786795,KC,23.0,47.0,13.129696341796015,statline_mc,8.948324868292737,41.46732319631377,36.8265,342.63171819493306,2.15425,1.65325,5.690095400706247,0.071,0.0,0.0,0.0,0.0,67.52712264150944,5.271591647145522
