team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CHI,pass,1.0,exclusive,13.6,32.21,2.3687,18.61
MIN,rush,0.1429,recent,8.05,3.51,0.4363,4.54
HOU,pass,1.0,exclusive,21.18,31.32,1.4786,10.14
SF,rush,0.3485,recent,18.21,9.74,0.5348,8.47
JAX,rush,1.0,recent,15.47,22.19,1.4344,6.72
PIT,rush,0.9429,recent,18.24,24.57,1.3474,6.34
NO,recv,0.9512,recent,20.25,26.74,1.3208,6.5
MIA,pass,1.0,exclusive,25.92,34.03,1.3127,8.1
NO,pass,1.0,exclusive,23.97,29.59,1.2343,5.62
TB,rush,0.8857,recent,16.88,20.8,1.2322,3.92
LA,rush,0.4231,recent,13.57,10.49,0.773,3.08
BAL,rush,0.9733,recent,35.77,28.6,0.7995,7.17
PIT,recv,0.6806,recent,27.57,22.19,0.8049,5.38
LA,pass,1.0,exclusive,30.47,36.28,1.1906,5.81
MIA,recv,0.7391,recent,30.0,24.32,0.8107,5.68
SEA,pass,1.0,exclusive,29.97,35.59,1.1874,5.62
LV,recv,0.8764,recent,38.43,31.24,0.8128,7.19
KC,rush,0.9512,recent,19.99,23.64,1.1825,3.65
GB,pass,1.0,exclusive,29.38,34.72,1.1819,5.34
HOU,rush,0.9275,recent,30.6,25.36,0.8287,5.24
BAL,pass,1.0,exclusive,29.7,34.75,1.17,5.05
CLE,recv,0.6875,recent,24.75,20.68,0.8355,4.07
BUF,pass,1.0,exclusive,42.74,35.73,0.8359,7.01
PHI,pass,1.0,exclusive,29.83,34.7,1.1631,4.87
NYG,recv,0.8529,recent,34.57,28.96,0.8377,5.61
ATL,recv,0.8272,recent,35.15,29.72,0.8454,5.43
PHI,recv,0.9821,recent,28.23,32.46,1.1501,4.24
MIA,rush,0.6977,recent,15.48,17.62,1.1378,2.13
JAX,recv,0.8434,recent,35.37,30.78,0.8702,4.59
BAL,recv,1.0,recent,29.62,33.4,1.1278,3.79
LV,pass,1.0,exclusive,41.5,36.51,0.8799,4.98
CLE,rush,0.9167,recent,30.23,26.72,0.8839,3.51
DET,recv,0.9451,recent,39.97,35.35,0.8844,4.62
NYJ,rush,0.7083,recent,16.28,18.05,1.1087,1.77
KC,pass,1.0,exclusive,34.45,37.89,1.0996,3.43
TEN,recv,0.9333,recent,36.09,32.53,0.9015,3.55
TB,recv,0.875,recent,37.09,33.45,0.902,3.63
TEN,rush,1.0,recent,31.65,28.57,0.9026,3.08
