team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
BAL,pass,1.0,exclusive,9.02,34.49,3.8248,25.47
NYJ,pass,1.0,exclusive,12.32,36.45,2.9599,24.14
DET,pass,1.0,exclusive,12.92,31.34,2.4259,18.42
ARI,pass,1.0,exclusive,13.5,32.52,2.4086,19.02
CAR,pass,1.0,exclusive,20.2,32.41,1.6041,12.2
TEN,rush,0.3497,recent,23.42,10.28,0.4392,13.13
SF,rush,0.3383,recent,21.49,9.65,0.4492,11.84
CAR,rush,0.3469,recent,21.16,10.1,0.4771,11.06
BAL,rush,0.3742,recent,19.26,10.89,0.5655,8.37
SEA,pass,1.0,exclusive,23.62,33.18,1.4047,9.56
HOU,pass,1.0,exclusive,24.71,34.06,1.3784,9.35
PHI,pass,1.0,exclusive,21.26,29.21,1.374,7.95
CHI,rush,0.8571,recent,34.72,23.31,0.6714,11.41
PHI,rush,0.8743,recent,38.64,26.4,0.6833,12.24
NYJ,recv,0.8813,recent,44.83,31.58,0.7043,13.26
NE,pass,1.0,exclusive,25.55,33.07,1.2945,7.52
NYG,rush,0.84,recent,28.46,20.15,0.7079,8.31
CLE,pass,1.0,exclusive,24.72,31.76,1.2848,7.04
NO,recv,0.6512,recent,27.56,20.85,0.7567,6.7
BAL,recv,0.6166,recent,27.46,20.84,0.7589,6.62
MIA,pass,1.0,exclusive,28.26,34.92,1.2356,6.66
ATL,rush,0.5583,recent,17.57,13.78,0.7843,3.79
NYG,recv,0.7219,recent,29.4,23.43,0.797,5.97
TB,rush,1.0,recent,22.38,26.84,1.199,4.45
DET,rush,0.8819,recent,27.93,22.45,0.8039,5.48
NE,rush,0.8538,recent,31.31,25.18,0.8043,6.13
NYG,pass,1.0,exclusive,28.76,34.16,1.1879,5.4
TB,recv,0.8832,recent,39.4,32.15,0.8161,7.24
NE,recv,0.9928,recent,26.83,31.7,1.1814,4.87
ARI,rush,0.6405,recent,20.83,17.08,0.8203,3.74
IND,rush,0.9412,recent,28.47,23.38,0.8214,5.09
LAC,rush,0.901,recent,20.15,23.71,1.1767,3.56
GB,recv,0.535,recent,21.72,17.99,0.8285,3.72
GB,rush,0.5912,recent,19.12,15.94,0.8337,3.18
ATL,recv,0.6369,recent,24.55,20.5,0.8352,4.05
PIT,rush,0.95,recent,30.07,25.2,0.8381,4.87
PIT,pass,1.0,exclusive,30.62,35.55,1.161,4.93
LV,rush,0.8981,recent,18.96,21.97,1.1592,3.02
DAL,rush,0.9728,recent,28.4,24.05,0.847,4.35
TEN,pass,1.0,exclusive,28.36,32.31,1.1394,3.95
JAX,recv,0.9305,recent,35.71,30.75,0.8612,4.96
IND,pass,1.0,exclusive,40.81,35.15,0.8614,5.66
SEA,rush,0.9091,recent,21.24,24.08,1.1334,2.83
PIT,recv,0.9314,recent,36.73,31.98,0.8706,4.75
KC,recv,0.905,recent,41.66,36.29,0.8711,5.37
DAL,pass,1.0,exclusive,35.01,39.45,1.127,4.45
CHI,pass,1.0,exclusive,35.28,30.81,0.8732,4.47
CAR,recv,0.821,recent,29.27,25.61,0.8748,3.67
WAS,recv,0.8,recent,29.24,25.67,0.878,3.57
BUF,recv,0.9945,recent,39.71,35.52,0.8943,4.2
MIA,recv,0.8376,recent,31.56,28.28,0.8961,3.28
TEN,recv,0.5912,recent,20.58,18.49,0.8988,2.08
DAL,recv,0.799,recent,33.72,30.39,0.9011,3.34
TB,pass,1.0,exclusive,40.94,37.14,0.9073,3.8
MIA,rush,0.6891,recent,20.59,18.71,0.9086,1.88
WAS,pass,1.0,exclusive,36.31,33.01,0.9092,3.3
DET,recv,0.8101,recent,26.35,23.97,0.9098,2.38
SEA,recv,0.9789,recent,28.56,31.05,1.0872,2.49
