player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,chalk_score,estimated_ownership_pct
00-0033906,Alvin Kamara,RB,NO,7900,5562,29.520000000000003,27.634,1.3462324332927549,1.154744525547445,44.42450487408727,CAR,28.25,49.5,87.58713136729223,20.52024674961577
00-0035228,Kyler Murray,QB,ARI,7100,1537,26.413333333333338,26.496200000000005,1.2904208587218364,1.0627737226277372,36.28073842283223,SEA,26.0,55.5,76.94816800714925,8.13046298583536
00-0033873,Patrick Mahomes II,QB,KC,7400,1523,26.41,25.6814,1.1074110811959756,1.0832116788321169,31.243395947079517,DEN,26.5,46.0,92.40244265713434,22.78045306253339
00-0029263,Russell Wilson,QB,SEA,8000,1412,29.476,27.7058,0.8906050729771859,1.205839416058394,30.70453091955081,ARI,29.5,55.5,84.59785522788204,13.539306097252265
00-0030564,DeAndre Hopkins,WR,ARI,8200,5206,19.85,16.258000000000003,1.5515406847576083,1.0627737226277372,29.76990262841298,SEA,26.0,55.5,79.31027831889985,11.414012967185256
00-0026498,Matthew Stafford,QB,DET,6500,1340,17.1,16.8306,1.5449199376505598,1.0832116788321169,28.39101083492189,ATL,26.5,54.0,70.87466487935657,5.423371452358819
00-0036355,Justin Herbert,QB,LAC,6400,1552,21.825000000000003,22.755217391304345,1.0544494827830524,1.1445255474452554,26.90069222026544,JAX,28.0,48.0,71.4525618111409,5.636391880918822
00-0034857,Josh Allen,QB,BUF,7700,1529,25.12333333333333,20.9508,0.9759812951679184,1.154744525547445,25.96298279460231,NYJ,28.25,47.0,75.22602025618112,7.248597629197184
00-0034816,Ronald Jones,RB,TB,6200,5617,15.1,18.742,1.3511878901024212,1.124087591240876,25.700520762169,LV,27.5,51.5,80.8334054022889,13.081037303041072
00-0023459,Aaron Rodgers,QB,GB,7000,1252,21.572,18.3938,1.0677341646592038,1.1854014598540146,25.292229389258896,HOU,29.0,55.5,78.06560917485851,8.75928208316039
00-0031381,Davante Adams,WR,GB,7900,5263,20.1,17.75625,1.089111102157509,1.1854014598540146,24.43685085749837,HOU,29.0,55.5,85.23487376318784,16.942323456378844
00-0036326,Chase Claypool,WR,PIT,5700,5861,17.72,20.337,1.2393802871571489,1.021897810218978,24.099975848056737,TEN,25.0,51.0,71.07161455821938,6.590291343516875
00-0033537,Deshaun Watson,QB,HOU,6800,1518,21.723333333333333,24.8182,0.9424684710216804,1.0832116788321169,23.75695941436209,GB,26.5,55.5,69.06910932380103,4.808317788735863
00-0033594,Chris Carson,RB,SEA,6400,5565,19.98,19.679,0.986273556701696,1.205839416058394,23.582977069928532,ARI,29.5,55.5,85.56559716336591,17.933009095093375
00-0035592,Travis Fulgham,WR,PHI,5400,5809,21.46666666666667,21.70625,1.056605743710457,1.0116788321167882,23.07475105390796,NYG,24.75,44.5,69.55281887090864,5.955674792437369
00-0019596,Tom Brady,QB,TB,6600,1131,19.040000000000003,18.706000000000003,1.064262434462236,1.124087591240876,22.578226558710156,LV,27.5,51.5,67.88985701519213,4.444780428360974
00-0026143,Matt Ryan,QB,ATL,6700,1301,19.136666666666667,18.941000000000003,1.0493835907609468,1.124087591240876,22.45819014769205,DET,27.5,54.0,65.8065236818588,3.868402307702887
00-0033757,Robert Tonyan,TE,GB,4600,4744,16.45,16.124999999999996,1.148525520148319,1.1854014598540146,22.17484210284027,HOU,29.0,55.5,84.34446920371853,11.414857986933107
00-0035640,D.K. Metcalf,WR,SEA,7200,5725,19.92,20.869,0.901615109997838,1.205839416058394,22.172962353376423,ARI,29.5,55.5,84.52591278183887,16.16018938490181
00-0034837,Calvin Ridley,WR,ATL,7300,5631,20.166666666666668,16.411,1.0694081334898826,1.124087591240876,21.98516041080995,DET,27.5,54.0,79.21779466507223,11.34385549514346
00-0027944,Julio Jones,WR,ATL,7100,5089,17.5,18.95543478260869,1.0694081334898826,1.124087591240876,21.911692422738987,DET,27.5,54.0,79.93721912550389,11.901183654844928
00-0032241,Todd Gurley,RB,ATL,6000,2992,14.833333333333334,15.816999999999998,1.2595119391235894,1.124087591240876,21.69739765986665,DET,27.5,54.0,77.82265271411687,10.7021729631749
00-0031588,Stefon Diggs,WR,BUF,7000,5424,19.25,18.592,0.9665350298013076,1.154744525547445,21.117747672126416,NYJ,28.25,47.0,81.29216733851526,13.026265507858938
00-0029701,Ryan Tannehill,QB,TEN,6200,1410,23.5,24.832000000000004,0.8204619526711068,1.0627737226277372,21.07191594616931,PIT,26.0,51.0,56.94816800714924,2.1431667746220477
00-0033932,Kenny Golladay,WR,DET,6700,5554,16.133333333333333,15.83125,1.2103252181541972,1.0832116788321169,20.95339827863103,ATL,26.5,54.0,77.088693656335,9.842760044099492
00-0034775,Christian Kirk,WR,ARI,4900,5636,11.06,14.33,1.5515406847576083,1.0627737226277372,20.9332510173758,SEA,26.0,55.5,70.0297027793315,6.1480611516536
00-0035676,A.J. Brown,WR,TEN,6300,5728,17.633333333333336,18.825000000000003,1.077579871646963,1.0627737226277372,20.87647135763733,PIT,26.0,51.0,74.77790421818042,8.437478725808282
00-0027939,Cam Newton,QB,NE,6300,1378,22.485,20.93804347826087,0.9942255916111664,0.9605839416058394,20.735309575444678,SF,23.5,44.0,49.71812630324695,1.3235026648526949
00-0022924,Ben Roethlisberger,QB,PIT,6600,1232,18.364,16.9726,1.1184639365169335,1.021897810218978,20.194086801012403,TEN,25.0,51.0,52.50446827524576,1.593667378498322
00-0032187,David Johnson,RB,HOU,5300,5395,12.816666666666668,12.252,1.4271715611839757,1.0832116788321169,19.37718817697283,GB,26.5,55.5,71.37197670731356,6.961547101897383
00-0030506,Travis Kelce,TE,KC,6300,4582,18.666666666666668,19.409,0.9340326746636664,1.0832116788321169,19.26162499853394,DEN,26.5,46.0,78.68310643779813,7.82631406997803
00-0035229,T.J. Hockenson,TE,DET,5000,4749,11.34,10.531999999999998,1.594751770801971,1.0832116788321169,18.891434133129696,ATL,26.5,54.0,79.46232721701891,8.243621143423187
00-0030279,Keenan Allen,WR,LAC,6200,5198,15.920000000000002,16.013,0.9901422733662056,1.1445255474452554,18.09392639479999,JAX,28.0,48.0,75.55827723879878,8.8880564435448
00-0035289,Gardner Minshew,QB,JAX,5900,1540,18.73,18.4708,1.1898823862831234,0.8175182481751825,18.093549590043125,LAC,20.0,48.0,37.69399761691987,0.5937322475659991
00-0032211,Tyler Lockett,WR,SEA,6600,5386,17.64,15.555000000000003,0.901615109997838,1.205839416058394,18.044852419042645,ARI,29.5,55.5,79.59785522788204,11.634951195570324
00-0032950,Carson Wentz,QB,PHI,5700,1514,19.19,22.5064,0.8551792546407823,1.0116788321167882,18.037169428708253,NYG,24.75,44.5,43.02204349121239,0.8469414063124956
00-0032764,Derrick Henry,RB,TEN,7500,5445,22.24,26.661,0.6830271302657105,1.0627737226277372,17.748698291610154,PIT,26.0,51.0,71.67935080284816,7.105672017137115
00-0031237,Teddy Bridgewater,QB,CAR,5800,1439,16.523333333333333,16.203400000000002,1.2364319115771576,0.8686131386861313,17.573944953087945,NO,21.25,49.5,35.13591003872505,0.5006410034164519
00-0036275,D'Andre Swift,RB,DET,5400,5822,13.78,16.303,1.0674879877490095,1.0832116788321169,17.39271892153756,ATL,26.5,54.0,70.56552509441033,6.597153667684225
00-0033856,Leonard Fournette,RB,TB,4600,5534,11.566666666666668,11.1875,1.3511878901024212,1.124087591240876,17.280123303661735,LV,27.5,51.5,70.24200755282654,6.456390770694586
00-0033040,Tyreek Hill,WR,KC,6400,5485,16.46666666666667,14.068,1.0357405722827129,1.0832116788321169,17.128822555346016,DEN,26.5,46.0,70.25416128223428,6.240751903097422
