player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_status
00-0041562,Fernando Mendoza,QB,LV,5000,44095910,4.3311,4.3311,1.1138774626542542,0.9761476147614764,4.709297547160624,MIA,21.69,40.39,0.0,0.0,6.9547,statline_mc+recal_10_4b,1.1290405002877948,9.82006980896542,8.65775,67.10927236082873,0.4425,0.67575,3.001766527274749,0.032,0.0,0.0,0.0,0.0,16.741449583554843,0.1424163007529093,,classic,True,ACTIVE
00-0039874,Jaylen Wright,RB,MIA,4500,44095963,5.2447,5.2447,1.0448500756652517,0.8411341134113413,4.609344637362183,LV,18.69,40.39,9.0,1.0,6.0277,statline_mc+recal_10_4b,0.4866832483149578,10.520081477033369,0.0,0.0,0.0,5.30225,19.10788884704369,0.1335,1.37,0.9755,6.755557526578141,0.035,48.18181818181818,1.1186039181639318,,classic,True,ACTIVE
00-0040398,Brady Cook,QB,MIA,4000,44095916,5.3153,5.3153,0.9867215125929134,0.8411341134113413,0.0,LV,18.69,40.39,5.0,1.0,6.9581,statline_mc+recal_10_4b,0.8407257927616738,9.466623451607113,15.507,68.81551034956107,0.36375,1.44875,4.839128694155447,0.044,0.0,0.0,0.0,0.0,40.77441077441077,0.7926601355042427,,classic,True,OUT
00-0037291,Jalen Nailor,WR,LV,4300,44096053,4.5808,4.5808,0.9705645898263214,0.9761476147614764,4.339929681190308,MIA,21.69,40.39,17.0,1.0,6.0651,statline_mc+recal_10_4b,0.053549195607738,10.538146960376809,0.0,0.0,0.0,0.079,0.4264282376503044,0.0025,2.52925,1.44625,19.370368574252783,0.13625,58.5151078193616,5.800216210091989,,classic,True,ACTIVE
00-0038685,Chris Brooks,RB,GB,4500,44095967,4.8049,4.8049,0.8913768397369797,1.0,4.283012652592907,MIN,22.22,46.06,17.0,1.0,6.0855,statline_mc+recal_10_4b,0.349957694668798,10.17647196773397,0.0,0.0,0.0,6.3975,23.508198674832084,0.148,0.70575,0.54425,3.399427851096989,0.0155,63.808133971291866,4.63045700688472,,classic,True,ACTIVE
00-0040024,Darius Cooper,WR,PHI,3000,44096145,3.292,3.292,1.1341729570755004,1.1264626462646266,4.205873988642678,WAS,25.03,44.17,6.0,0.8,6.1792,statline_mc+recal_10_4b,0.0,9.861233807126442,0.0,0.0,0.0,0.0,0.0,0.0,2.042,1.345,20.73873988642678,0.1155,61.67793635708199,6.986250002590791,,classic,True,ACTIVE
00-0040311,Theo Wease Jr.,WR,LAC,3000,44096121,3.3174,3.3174,0.980121153333867,1.2686768676867688,4.125061993530364,ARI,28.19,47.17,3.0,0.6,6.3054,statline_mc+recal_10_4b,0.0,9.975829247581714,0.0,0.0,0.0,0.00425,0.0583397375104433,0.0,1.8885,1.15075,21.407280197793188,0.12,59.21321688405322,6.043361721719664,,classic,True,ACTIVE
00-0039041,Elijah Higgins,TE,ARI,2500,44096231,6.0237,6.0237,0.7860774817983541,0.8537353735373537,4.042496690396385,LAC,18.97,47.17,17.0,1.0,5.1579,statline_mc+recal_10_4b,0.2727911661394042,8.880469159572016,0.0,0.0,0.0,0.0,0.0,0.0,2.734,2.02775,15.09746690396385,0.081,63.592503987240825,4.5003432487259545,,classic,True,ACTIVE
00-0041483,Eli Stowers,TE,PHI,3100,44096191,2.9939,2.9939,1.1948200778488207,1.1264626462646266,4.029582525399861,WAS,25.03,44.17,0.0,0.0,5.512,statline_mc+recal_10_4b,0.0,9.8265839685868,0.0,0.0,0.0,0.0,0.0,0.0,1.87375,1.23675,18.8733252539986,0.13975,25.24776010882822,0.4716965050628748,,classic,True,ACTIVE
00-0041550,Brenen Thompson,WR,LAC,3300,44096081,3.2142,3.2142,0.980121153333867,1.2686768676867688,3.9967060956965472,ARI,28.19,47.17,0.0,0.0,6.0692,statline_mc+recal_10_4b,0.0,9.904540788620317,0.0,0.0,0.0,0.0435,0.3212841066160498,0.00175,1.9855,1.2055,19.248276850349423,0.12225,26.61584027003998,0.8882231180884606,,classic,True,ACTIVE
