team,position,matchup_factor
WAS,QB,1.321106514763109
KC,QB,1.2183188425851488
ATL,QB,1.2019779802477153
CLE,QB,1.1391807633204878
SF,QB,1.115556329548586
IND,QB,1.1152921585639162
TEN,QB,1.106687732206099
MIA,QB,1.0994418994837265
HOU,QB,1.0815914886624654
BAL,QB,1.0710246492756723
NYJ,QB,1.0624705412006494
LV,QB,1.0597030356469654
CHI,QB,1.0565581429723245
TB,QB,1.0556775730234251
DET,QB,1.0473750563623734
CIN,QB,1.0147939682530944
JAX,QB,1.0146681725461089
MIN,QB,0.9981889349309911
DAL,QB,0.9802001488320458
PHI,QB,0.9759230947945344
SEA,QB,0.9708912665151092
NO,QB,0.9652304597007556
LA,QB,0.924636185056492
PIT,QB,0.9067354559524365
NYG,QB,0.8995651006542554
GB,QB,0.8778779207699327
LAC,QB,0.866229238303063
DEN,QB,0.8477624285175722
ARI,QB,0.8410826764766353
CAR,QB,0.8303271435293637
NE,QB,0.7292251338250111
BUF,QB,0.6046999634799339
NYJ,RB,1.6723585351757473
SEA,RB,1.2720012609677929
DET,RB,1.2446802921242053
ATL,RB,1.1987600483370986
LAC,RB,1.187936741449062
CIN,RB,1.1327694005148952
NYG,RB,1.1217359323280616
LV,RB,1.0902117375085378
PHI,RB,1.0771817369831345
HOU,RB,1.068670204381863
MIN,RB,1.0555351232070613
JAX,RB,1.0103504439657436
SF,RB,1.0029947985078547
NE,RB,0.9939578626595913
BAL,RB,0.9867072978511007
WAS,RB,0.9688435874533705
CLE,RB,0.9556559659538696
CHI,RB,0.9520306835496243
KC,RB,0.9386329007513267
MIA,RB,0.9353228602952766
DEN,RB,0.9182997950927336
TB,RB,0.9147270530131876
LA,RB,0.9064782220354121
ARI,RB,0.8818893500761833
TEN,RB,0.8790521725424262
PIT,RB,0.8747964062417904
DAL,RB,0.8632375348079651
GB,RB,0.8549361635054905
NO,RB,0.774444386066306
CAR,RB,0.7736037408711185
IND,RB,0.7702937004150685
BUF,RB,0.7219040613670993
PHI,TE,1.5663746806226482
LV,TE,1.4481822295972244
LAC,TE,1.407052988397901
BAL,TE,1.3983942007769912
HOU,TE,1.374582534819488
IND,TE,1.296545211386035
KC,TE,1.2283572588713678
NYG,TE,1.155515208010461
LA,TE,1.1377646933875953
TB,TE,1.1375482236970724
NYJ,TE,1.1234776938130933
MIA,TE,1.1143859668111378
JAX,TE,1.0964189824977493
DAL,TE,1.078019058803315
WAS,TE,1.0671955742771773
GB,TE,1.0590563139135216
CLE,TE,0.9916476522847363
SEA,TE,0.9849370918785307
ATL,TE,0.9721653801376882
CAR,TE,0.8815728146539158
PIT,TE,0.8344906569652168
CIN,TE,0.8160907332707826
DET,TE,0.8139260363655552
SF,TE,0.7836202796923695
TEN,TE,0.746560668674874
NO,TE,0.7121852818198607
NE,TE,0.6935688884349038
BUF,TE,0.682961873599289
CHI,TE,0.6537384653787173
MIN,TE,0.6331738447790556
DEN,TE,0.5805717099820262
ARI,TE,0.5299178023997018
TEN,WR,1.3198678404583835
WAS,WR,1.199705352365459
MIA,WR,1.1654225722162639
CHI,WR,1.1624664982280353
IND,WR,1.155057117971826
NO,WR,1.141351684026403
MIN,WR,1.1140943784206598
ATL,WR,1.0814623928363196
CLE,WR,1.0486384543956004
JAX,WR,1.033474178741701
DAL,WR,1.0288673101886177
HOU,WR,1.0277155930503468
PIT,WR,1.02733168733759
TB,WR,1.0250282530610482
CIN,WR,1.0163519839527413
NYJ,WR,1.0152002668144704
NYG,WR,1.0130503948230316
ARI,WR,0.997502213456375
DET,WR,0.9874054932108676
DEN,WR,0.9822995472312
KC,WR,0.9776696443353514
LA,WR,0.9712430627038001
BAL,WR,0.9701297361368049
SEA,WR,0.9670584904347493
SF,WR,0.9609927801731896
NE,WR,0.8921200953045932
LV,WR,0.8614844194265888
GB,WR,0.8309639152624116
PHI,WR,0.7922662194165113
CAR,WR,0.7906768497656976
BUF,WR,0.7225105514085741
LAC,WR,0.7205910228447893
