team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
IND,pass,1.0,exclusive,3.0,21.0,7.0,18.0
HOU,pass,1.0,exclusive,23.0,36.0,1.5652,13.0
LA,pass,1.0,exclusive,29.0,30.0,1.0345,1.0
ATL,recv,0.9333,recent,28.0,28.0,1.0,0.0
CAR,recv,1.0,full_season,24.0,24.0,1.0,0.0
CHI,recv,0.9,recent,36.0,36.0,1.0,0.0
BAL,recv,0.8235,full_season,14.0,14.0,1.0,0.0
BUF,recv,0.8889,recent,24.0,24.0,1.0,0.0
ARI,recv,0.5319,recent,25.0,25.0,1.0,0.0
DEN,recv,1.0,recent,28.0,28.0,1.0,0.0
DET,recv,0.8974,recent,35.0,35.0,1.0,0.0
GB,recv,0.8095,recent,34.0,34.0,1.0,0.0
HOU,recv,0.6667,recent,24.0,24.0,1.0,0.0
IND,recv,0.9524,full_season,20.0,20.0,1.0,0.0
JAX,recv,0.8571,full_season,18.0,18.0,1.0,0.0
KC,recv,0.9118,recent,31.0,31.0,1.0,0.0
LA,recv,1.0,recent,30.0,30.0,1.0,0.0
LAC,recv,1.0,recent,33.0,33.0,1.0,0.0
LV,recv,1.0,recent,32.0,32.0,1.0,0.0
MIN,recv,1.0,recent,32.0,32.0,1.0,0.0
NE,recv,0.8056,recent,29.0,29.0,1.0,0.0
NO,recv,1.0,recent,37.0,37.0,1.0,0.0
CIN,recv,0.7931,recent,23.0,23.0,1.0,0.0
CLE,recv,0.9333,recent,28.0,28.0,1.0,0.0
DAL,recv,1.0,recent,38.0,38.0,1.0,0.0
PHI,recv,0.9474,recent,36.0,36.0,1.0,0.0
NYJ,recv,0.8158,recent,31.0,31.0,1.0,0.0
NYG,recv,1.0,recent,38.0,38.0,1.0,0.0
PIT,recv,0.9722,recent,35.0,35.0,1.0,0.0
WAS,recv,0.975,recent,39.0,39.0,1.0,0.0
SEA,recv,0.963,recent,26.0,26.0,1.0,0.0
SF,recv,0.8286,recent,29.0,29.0,1.0,0.0
TEN,recv,1.0,recent,41.0,41.0,1.0,0.0
BUF,rush,0.7143,recent,30.0,30.0,1.0,0.0
CAR,rush,0.9737,recent,37.0,37.0,1.0,0.0
CHI,rush,0.9474,full_season,18.0,18.0,1.0,0.0
CIN,rush,1.0,full_season,22.0,22.0,1.0,0.0
CLE,rush,1.0,recent,25.0,25.0,1.0,0.0
ARI,rush,0.3333,full_season,6.0,6.0,1.0,0.0
ATL,rush,1.0,full_season,23.0,23.0,1.0,0.0
BAL,rush,0.9762,recent,41.0,41.0,1.0,0.0
GB,rush,1.0,recent,28.0,28.0,1.0,0.0
HOU,rush,1.0,full_season,23.0,23.0,1.0,0.0
IND,rush,0.9167,full_season,22.0,22.0,1.0,0.0
JAX,rush,0.9744,recent,38.0,38.0,1.0,0.0
KC,rush,0.9259,recent,25.0,25.0,1.0,0.0
LA,rush,0.8788,recent,29.0,29.0,1.0,0.0
LAC,rush,1.0,full_season,22.0,22.0,1.0,0.0
LV,rush,1.0,recent,29.0,29.0,1.0,0.0
MIN,rush,0.9333,recent,28.0,28.0,1.0,0.0
NE,rush,1.0,recent,35.0,35.0,1.0,0.0
NO,rush,0.9524,full_season,20.0,20.0,1.0,0.0
NYG,rush,1.0,full_season,12.0,12.0,1.0,0.0
NYJ,rush,1.0,full_season,15.0,15.0,1.0,0.0
DAL,rush,0.871,recent,27.0,27.0,1.0,0.0
DEN,rush,1.0,recent,36.0,36.0,1.0,0.0
DET,rush,0.963,recent,26.0,26.0,1.0,0.0
SEA,rush,0.7222,full_season,13.0,13.0,1.0,0.0
PIT,rush,1.0,full_season,17.0,17.0,1.0,0.0
PHI,rush,1.0,full_season,24.0,24.0,1.0,0.0
SF,rush,0.9333,full_season,14.0,14.0,1.0,0.0
ATL,pass,1.0,exclusive,30.0,30.0,1.0,0.0
BAL,pass,1.0,exclusive,17.0,17.0,1.0,0.0
WAS,rush,1.0,full_season,17.0,17.0,1.0,0.0
TEN,rush,1.0,full_season,21.0,21.0,1.0,0.0
CAR,pass,1.0,exclusive,25.0,25.0,1.0,0.0
CHI,pass,1.0,exclusive,40.0,40.0,1.0,0.0
CLE,pass,1.0,exclusive,30.0,30.0,1.0,0.0
CIN,pass,1.0,exclusive,31.0,31.0,1.0,0.0
DAL,pass,1.0,exclusive,39.0,39.0,1.0,0.0
DEN,pass,1.0,exclusive,28.0,28.0,1.0,0.0
BUF,pass,1.0,exclusive,28.0,28.0,1.0,0.0
ARI,pass,1.0,exclusive,48.0,48.0,1.0,0.0
GB,pass,1.0,exclusive,42.0,42.0,1.0,0.0
DET,pass,1.0,exclusive,41.0,41.0,1.0,0.0
JAX,pass,1.0,exclusive,21.0,21.0,1.0,0.0
KC,pass,1.0,exclusive,35.0,35.0,1.0,0.0
LAC,pass,1.0,exclusive,33.0,33.0,1.0,0.0
LV,pass,1.0,exclusive,32.0,32.0,1.0,0.0
NE,pass,1.0,exclusive,36.0,36.0,1.0,0.0
NO,pass,1.0,exclusive,37.0,37.0,1.0,0.0
NYG,pass,1.0,exclusive,38.0,38.0,1.0,0.0
NYJ,pass,1.0,exclusive,39.0,39.0,1.0,0.0
PHI,pass,1.0,exclusive,39.0,39.0,1.0,0.0
PIT,pass,1.0,exclusive,36.0,36.0,1.0,0.0
SEA,pass,1.0,exclusive,27.0,27.0,1.0,0.0
SF,pass,1.0,exclusive,35.0,35.0,1.0,0.0
TEN,pass,1.0,exclusive,41.0,41.0,1.0,0.0
WAS,pass,1.0,exclusive,40.0,40.0,1.0,0.0
