team,position,matchup_factor
WAS,QB,1.3671729242155577
KC,QB,1.214894765245548
SF,QB,1.162485544676586
IND,QB,1.1548222958908334
ATL,QB,1.1426412766941638
MIA,QB,1.102767712589623
DAL,QB,1.0865777503662013
TEN,QB,1.0829080255955592
CLE,QB,1.0739033227970087
JAX,QB,1.0700639888983114
HOU,QB,1.060581296738879
TB,QB,1.05535425179246
BAL,QB,1.0499421787063448
DET,QB,1.049387094287256
CHI,QB,1.0360342302058438
NYJ,QB,1.028848970780973
MIN,QB,1.0178860535039702
PHI,QB,1.0075398966926221
SEA,QB,0.9983193277310923
CIN,QB,0.9950813352864079
PIT,QB,0.9686223113098449
NO,QB,0.9355947883740652
GB,QB,0.9216868398735639
LV,QB,0.918942255801403
LA,QB,0.9125587849818827
CAR,QB,0.8922056896152957
NYG,QB,0.8820908179785674
LAC,QB,0.834430652995143
ARI,QB,0.8115334207077326
DEN,QB,0.8088196746588542
NE,QB,0.7441831778582993
BUF,QB,0.6121193431501041
NYJ,RB,1.668289794038297
DET,RB,1.3099953938277291
SEA,RB,1.2140554056721722
LAC,RB,1.198065407646246
ATL,RB,1.1435809699282753
CIN,RB,1.134960847535698
NYG,RB,1.1239060340856748
PHI,RB,1.1218003553332894
HOU,RB,1.0707376455879452
SF,RB,1.0701454234388366
BAL,RB,1.0665920905441864
MIN,RB,1.0654076462459696
LV,RB,1.0482332039218267
WAS,RB,1.006185431335132
NE,RB,1.0054616042639994
MIA,RB,1.0023030861354214
JAX,RB,0.9878265447127723
KC,RB,0.9870369151806277
CHI,RB,0.9538724748305586
LA,RB,0.94650259919721
DEN,RB,0.9080739619661776
GB,RB,0.9022833453971179
DAL,RB,0.888333223662565
CLE,RB,0.8796472988089754
TEN,RB,0.8754359413042048
TB,RB,0.8687898927419887
NO,RB,0.7983154569980918
ARI,RB,0.7875238533921167
CAR,RB,0.7764690399420938
PIT,RB,0.768704349542673
IND,RB,0.7664670658682636
BUF,RB,0.6549976969138646
PHI,TE,1.5349932502369952
BAL,TE,1.4651842869536962
LAC,TE,1.368711247483494
HOU,TE,1.3613417791906313
LV,TE,1.3385634226490557
IND,TE,1.30667372349085
KC,TE,1.30452987816929
NYJ,TE,1.225207601271568
TB,TE,1.1649119516026918
NYG,TE,1.1443846326487543
JAX,TE,1.128734561801366
LA,TE,1.1072961085857655
DAL,TE,1.1046163019338153
WAS,TE,1.1034103889404379
MIA,TE,1.0622753568330043
SEA,TE,1.039497000291429
ATL,TE,1.0300908789430843
GB,TE,1.0206847575947395
PIT,TE,0.9213175269404312
CAR,TE,0.8993431123944408
CLE,TE,0.8682573552318199
DET,TE,0.8356977044106266
CIN,TE,0.8082296862281386
SF,TE,0.7500778818808223
BUF,TE,0.7295773609934043
MIN,TE,0.6608403203708852
TEN,TE,0.6603043590404952
NO,TE,0.6487811904371099
CHI,TE,0.647441287111135
NE,TE,0.6034924580191539
DEN,TE,0.5809820821427734
ARI,TE,0.5745505461780932
TEN,WR,1.3235297611270151
WAS,WR,1.2123011866440185
MIA,WR,1.1923931248292494
NO,WR,1.1913478328007887
IND,WR,1.1783291957190538
CHI,WR,1.1509615498829986
MIN,WR,1.1434544525876917
DAL,WR,1.1220734792782734
JAX,WR,1.0887191609155806
PIT,WR,1.077173435328495
TB,WR,1.0279971967168327
ATL,WR,1.0254314799197026
ARI,WR,1.0179243826243958
HOU,WR,1.0175442764322282
CLE,WR,1.008801834012377
CIN,WR,1.006293133144072
NYG,WR,1.003024219891432
SEA,WR,0.9890838252936914
DEN,WR,0.9787734448311497
DET,WR,0.9754000023756637
NE,WR,0.9559670733011034
SF,WR,0.9476902609666575
BAL,WR,0.94760473707342
LA,WR,0.944183781343913
KC,WR,0.9409908893297064
NYJ,WR,0.8904747763906541
GB,WR,0.8856474277501276
CAR,WR,0.8230819485193677
PHI,WR,0.8149476760069845
LV,WR,0.7607350303491037
LAC,WR,0.6854740042999513
BUF,WR,0.6726454203143003
