team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
DEN,pass,1.0,exclusive,0.8,38.47,48.0875,37.67
HOU,pass,1.0,exclusive,1.08,30.67,28.3108,29.59
ARI,pass,1.0,exclusive,2.8,35.46,12.6643,32.66
GB,pass,1.0,exclusive,12.9,30.4,2.3566,17.5
SF,pass,1.0,exclusive,21.97,40.94,1.863,18.96
MIA,pass,1.0,exclusive,20.74,36.73,1.7706,15.99
TEN,pass,1.0,exclusive,22.32,31.26,1.4005,8.94
PHI,rush,1.0,recent,51.45,31.82,0.6185,19.63
LV,pass,1.0,exclusive,32.63,42.07,1.2892,9.44
NYG,recv,0.6085,recent,24.16,21.23,0.8789,2.93
WAS,rush,0.8968,recent,22.6,19.9,0.8806,2.7
BAL,pass,1.0,exclusive,30.24,32.69,1.081,2.45
JAX,rush,0.4598,recent,17.12,15.78,0.922,1.34
MIA,rush,0.1818,recent,4.72,4.37,0.9253,0.35
NYJ,recv,0.9573,recent,29.26,31.38,1.0726,2.12
TB,pass,1.0,exclusive,38.68,41.26,1.0668,2.58
TB,rush,1.0,recent,21.06,22.19,1.0535,1.13
NYJ,rush,0.9831,recent,21.22,22.33,1.0523,1.11
IND,recv,0.907,recent,31.1,32.61,1.0484,1.5
SEA,rush,0.7879,recent,19.41,20.34,1.0481,0.93
NO,rush,0.9177,recent,31.24,29.75,0.9525,1.48
BUF,rush,0.816,recent,28.14,26.89,0.9558,1.24
NYG,rush,0.8403,recent,19.07,19.89,1.0431,0.82
GB,rush,0.9035,recent,20.48,21.36,1.0431,0.88
HOU,rush,0.7622,recent,25.75,24.66,0.9574,1.1
WAS,recv,0.6686,recent,23.3,24.16,1.0368,0.86
DET,rush,0.9057,recent,18.15,18.74,1.0323,0.59
GB,recv,0.8491,recent,26.42,25.64,0.9704,0.78
PHI,recv,0.8571,recent,26.0,25.24,0.9707,0.76
LA,rush,1.0,recent,31.75,32.68,1.0292,0.93
LV,recv,0.9791,recent,39.92,41.07,1.0287,1.15
DET,recv,0.7778,recent,32.45,33.3,1.0264,0.86
TEN,rush,0.9929,recent,29.25,28.57,0.977,0.67
LV,rush,0.9175,recent,17.61,17.2,0.9771,0.4
IND,rush,0.8583,recent,21.74,21.29,0.9792,0.45
ARI,rush,0.6923,recent,14.17,13.89,0.9807,0.27
JAX,pass,1.0,exclusive,27.33,27.84,1.0187,0.51
DAL,pass,1.0,exclusive,26.91,27.41,1.0186,0.5
BAL,recv,0.7414,recent,23.42,23.86,1.0186,0.44
JAX,recv,0.8369,recent,23.49,23.1,0.9832,0.39
SF,recv,0.7512,recent,30.93,30.42,0.9834,0.51
CAR,rush,0.993,recent,28.39,28.83,1.0155,0.44
ARI,recv,0.934,recent,33.61,33.12,0.9854,0.49
SF,rush,0.9478,recent,21.24,21.52,1.013,0.28
KC,recv,0.8817,recent,29.28,28.91,0.9873,0.37
KC,rush,0.9692,recent,24.05,23.78,0.9884,0.28
ATL,recv,0.9532,recent,30.48,30.83,1.0112,0.34
DEN,recv,0.8836,recent,33.36,33.71,1.0104,0.35
KC,pass,1.0,exclusive,34.05,34.4,1.0103,0.35
MIA,recv,0.8383,recent,30.7,30.48,0.9929,0.22
TEN,recv,0.9527,recent,29.31,29.51,1.0068,0.2
BAL,rush,0.9071,recent,27.46,27.29,0.9935,0.18
CIN,rush,0.8,recent,18.52,18.4,0.9935,0.12
CAR,recv,0.7809,recent,27.7,27.86,1.0059,0.16
LA,recv,1.0,recent,33.66,33.84,1.0052,0.18
SEA,pass,1.0,exclusive,38.54,38.74,1.0052,0.2
DEN,rush,0.877,recent,21.75,21.65,0.995,0.11
NO,recv,0.9085,recent,29.27,29.14,0.9956,0.13
CIN,recv,0.9184,recent,27.01,27.12,1.0042,0.11
SEA,recv,0.8757,recent,32.14,32.01,0.9961,0.13
DAL,rush,0.9882,recent,36.41,36.29,0.9968,0.12
LA,pass,1.0,exclusive,34.24,34.16,0.9976,0.08
NYJ,pass,1.0,exclusive,33.78,33.86,1.0024,0.08
TB,recv,1.0,recent,40.52,40.44,0.9981,0.08
DAL,recv,0.9638,recent,26.25,26.3,1.0019,0.05
ATL,rush,0.9923,recent,26.06,26.02,0.9984,0.04
HOU,recv,0.7871,recent,23.86,23.83,0.9985,0.04
BUF,recv,0.85,recent,24.56,24.59,1.0014,0.04
ATL,pass,1.0,exclusive,33.24,33.24,1.0,0.0
CIN,pass,1.0,exclusive,30.61,30.61,1.0,0.0
DET,pass,1.0,exclusive,43.07,43.07,1.0,0.0
BUF,pass,1.0,exclusive,29.58,29.58,1.0,0.0
CAR,pass,1.0,exclusive,36.38,36.38,1.0,0.0
IND,pass,1.0,exclusive,36.7,36.7,1.0,0.0
NO,pass,1.0,exclusive,32.54,32.54,1.0,0.0
NYG,pass,1.0,exclusive,35.24,35.24,1.0,0.0
PHI,pass,1.0,exclusive,29.53,29.53,1.0,0.0
WAS,pass,1.0,exclusive,36.33,36.33,1.0,0.0
