player_id,player_name,position,season_avg,recent_form,games_played
00-0034796,L.Jackson,QB,23.784,22.5248,5
00-0036223,J.Taylor,RB,23.422222222222224,22.997000000000003,9
00-0034857,J.Allen,QB,23.165,23.2912,8
00-0033873,P.Mahomes,QB,22.94,20.5782,9
00-0033280,C.McCaffrey,RB,22.3,24.709,9
00-0036389,J.Hurts,QB,21.7225,22.901999999999997,8
00-0039851,D.Maye,QB,21.011111111111113,21.150399999999998,9
00-0036355,J.Herbert,QB,20.9,25.0174,9
00-0026498,M.Stafford,QB,20.16,23.3662,8
00-0039732,B.Nix,QB,19.971111111111114,23.4526,9
00-0035710,D.Jones,QB,19.684444444444445,19.198999999999998,9
00-0039918,C.Williams,QB,19.517500000000002,20.409,8
00-0039067,R.Rice,WR,19.099999999999998,18.75,3
00-0033077,D.Prescott,QB,18.76222222222222,16.6402,9
00-0039075,P.Nacua,WR,18.728571428571428,16.529,7
00-0039910,J.Daniels,QB,18.593333333333334,17.7228,6
00-0038542,B.Robinson,RB,18.5375,15.499000000000002,8
00-0038543,J.Smith-Njigba,WR,18.5,20.778999999999996,8
00-0035700,J.Jacobs,RB,18.1625,18.876,8
00-0037248,J.Cook,RB,18.15,16.958,8
00-0034855,B.Mayfield,QB,17.57,12.844000000000001,8
00-0036264,J.Love,QB,17.48,16.8016,8
00-0037834,B.Purdy,QB,17.22,17.293333333333333,2
00-0034869,S.Darnold,QB,17.1825,20.2782,8
00-0033106,J.Goff,QB,17.1125,16.157000000000004,8
00-0036963,A.St. Brown,WR,16.9875,14.690000000000001,8
00-0039040,D.Achane,RB,16.833333333333332,15.988000000000001,9
00-0040691,J.Dart,QB,16.7625,24.151400000000002,8
00-0036971,T.Lawrence,QB,16.6625,19.7556,8
00-0036900,J.Chase,WR,16.633333333333336,19.222,9
00-0036945,J.Fields,QB,16.622857142857146,14.572600000000001,7
00-0039139,J.Gibbs,RB,16.4125,14.950000000000001,8
00-0023459,A.Rodgers,QB,16.185,16.067999999999998,8
00-0036997,J.Williams,RB,15.933333333333334,13.21,9
00-0037238,D.London,WR,15.742857142857142,22.075,7
00-0026158,J.Flacco,QB,15.7075,24.372999999999998,8
00-0039361,B.Irving,RB,15.625,16.89673913043478,4
00-0035228,K.Murray,QB,15.556000000000001,15.337599999999998,5
00-0036972,M.Jones,QB,15.34,14.186999999999998,7
00-0037247,G.Pickens,WR,15.211111111111112,12.972000000000001,9
00-0039163,C.Stroud,QB,15.1225,14.612799999999998,8
00-0036275,D.Swift,RB,14.657142857142858,17.334000000000003,7
00-0039923,J.McCarthy,QB,14.65333333333333,14.713749999999997,3
00-0037840,K.Williams,RB,14.65,15.068999999999999,8
00-0036358,C.Lamb,WR,14.560000000000002,13.919,5
00-0039917,M.Penix,QB,14.485714285714286,16.487799999999996,7
00-0034844,S.Barkley,RB,14.475000000000001,16.893,8
00-0040715,C.Skattebo,RB,14.4625,15.878,8
00-0031381,D.Adams,WR,14.387500000000001,16.799,8
00-0039338,B.Bowers,TE,14.26,18.169999999999998,5
00-0032950,C.Wentz,QB,14.068000000000001,12.2636,5
00-0038544,Q.Johnston,WR,13.814285714285715,11.463,7
00-0036139,R.Dowdle,RB,13.800000000000002,19.155,9
00-0037740,G.Wilson,WR,13.583333333333334,11.333,6
00-0040666,O.Hampton,RB,13.4,15.058,5
00-0036252,M.Pittman,WR,13.344444444444443,15.287,9
00-0040129,E.Egbuka,WR,13.262500000000001,9.164,8
00-0040122,A.Jeanty,RB,13.25,14.392999999999999,8
00-0033119,J.Brissett,QB,13.1,17.789999999999996,5
00-0037744,T.McBride,TE,12.95,15.927999999999999,8
00-0040784,Q.Judkins,RB,12.942857142857145,11.596,7
00-0032268,M.Mariota,QB,12.940000000000001,11.547391304347826,4
00-0032764,D.Henry,RB,12.8125,13.545,8
00-0038996,T.Kraft,TE,12.65,13.363999999999999,8
00-0036322,J.Jefferson,WR,12.6,12.904,8
00-0037228,J.Warren,RB,12.6,12.924,7
00-0038120,B.Hall,RB,12.57,16.829,8
00-0036212,T.Tagovailoa,QB,12.562222222222223,11.3702,9
00-0030565,G.Smith,QB,12.5175,13.110799999999998,8
00-0039376,S.Rattler,QB,12.33,8.757200000000001,8
00-0036973,T.Etienne,RB,12.3,10.296,8
00-0034351,D.Goedert,TE,12.271428571428572,13.374,7
00-0038994,J.Addison,WR,12.16,11.159,5
00-0035100,J.Browning,QB,12.045000000000002,12.345434782608695,4
00-0039337,M.Nabers,WR,12.025,10.235869565217392,4
00-0039146,J.Reed,WR,12.0,12.0,1
00-0039150,B.Young,QB,11.925,9.6314,8
00-0035993,T.Huntley,QB,11.680000000000001,12.523333333333337,2
00-0036912,D.Smith,WR,11.6,14.73,8
00-0039919,R.Odunze,WR,11.6,6.241,8
00-0036613,J.Waddle,WR,11.491111111111111,12.058399999999999,9
00-0035640,D.Metcalf,WR,11.4,9.148,8
00-0036410,T.Higgins,WR,11.344444444444443,18.625,9
00-0034348,C.Sutton,WR,11.28888888888889,9.616,9
00-0036158,J.Dobbins,RB,11.277777777777779,8.887,9
00-0038933,D.Kincaid,TE,11.22857142857143,12.469000000000001,7
00-0030279,K.Allen,WR,11.222222222222221,9.293,9
00-0038041,J.Ferguson,TE,11.155555555555557,8.533,9
00-0035685,D.Montgomery,RB,11.09,8.3674,8
00-0037239,C.Olave,WR,11.022222222222222,12.168000000000001,9
00-0038597,C.Brown,RB,10.955555555555556,15.132,9
00-0037816,R.Doubs,WR,10.8875,11.528999999999998,8
00-0035719,D.Samuel,WR,10.825000000000001,7.49,8
00-0040128,T.Warren,TE,10.822222222222223,9.418000000000001,9
00-0033040,T.Hill,WR,10.75,11.13586956521739,4
00-0038563,T.Tucker,WR,10.7,6.553000000000002,8
00-0036554,N.Collins,WR,10.671428571428573,10.485,7
00-0039916,R.Pearsall,WR,10.575000000000001,10.01195652173913,4
00-0039064,Z.Flowers,WR,10.5,8.921000000000001,8
00-0030506,T.Kelce,TE,10.5,12.359,9
00-0039915,L.McConkey,WR,10.433333333333334,12.682,9
00-0039849,M.Harrison,WR,10.3375,11.889000000000001,8
00-0035676,A.Brown,WR,10.285714285714286,15.041,7
00-0040189,O.Gadsden,TE,10.185714285714287,13.633000000000001,7
00-0031610,D.Waller,TE,10.175,7.884782608695652,4
00-0038117,W.Robinson,WR,9.966666666666667,9.804,9
00-0039065,S.LaPorta,TE,9.887500000000001,12.651000000000002,8
00-0040124,T.McMillan,WR,9.81111111111111,9.411999999999999,9
00-0038134,K.Walker,RB,9.775,6.986999999999999,8
00-0033553,J.Conner,RB,9.766666666666667,9.03125,3
00-0037329,B.Brown,RB,9.7,9.7,1
00-0037261,K.Shakir,WR,9.675,10.332,8
00-0036555,C.Hubbard,RB,9.6,5.941,7
00-0034827,D.Moore,WR,9.5975,12.351,8
00-0039868,T.Franklin,WR,9.544444444444444,11.212,9
00-0031588,S.Diggs,WR,9.47777777777778,10.344,9
00-0040730,R.Harvey,RB,9.399999999999999,13.075,9
00-0038608,K.Boutte,WR,9.399999999999999,9.57,9
00-0029263,R.Wilson,QB,9.368,5.6255999999999995,5
00-0037256,R.White,RB,9.3625,10.365000000000002,8
00-0037545,R.Shaheed,WR,9.155555555555557,9.083,9
00-0037525,J.Mason,RB,9.15,6.1129999999999995,8
00-0028118,T.Taylor,QB,9.053333333333333,8.23375,3
00-0039165,Z.Charbonnet,RB,8.885714285714286,9.518,7
00-0035662,M.Brown,WR,8.877777777777778,7.349000000000001,9
00-0037664,A.Pierce,WR,8.871428571428572,10.902,7
00-0035261,T.Pollard,RB,8.866666666666667,7.573000000000001,9
00-0039893,B.Thomas,WR,8.825,9.248,8
00-0038124,C.Watson,WR,8.65,8.341666666666667,2
00-0039391,K.Vidal,RB,8.566666666666668,9.698,6
00-0037112,J.Tonges,TE,8.514285714285714,9.109,7
00-0033923,K.Hunt,RB,8.466666666666667,10.658999999999999,9
00-0033090,H.Henry,TE,8.366666666666667,6.297000000000001,9
00-0036875,R.Stevenson,RB,8.350000000000001,8.212,8
00-0040663,H.Fannin,TE,8.35,10.505999999999998,8
00-0038997,J.Downs,WR,8.35,11.995,8
00-0040242,J.Croskey-Merritt,RB,8.255555555555555,5.691000000000001,9
00-0036970,K.Pitts,TE,8.2125,8.206000000000001,8
00-0035659,T.McLaurin,WR,8.200000000000001,9.395652173913042,4
00-0040583,W.Marks,RB,8.1375,8.780000000000001,8
00-0040676,C.Ward,QB,8.11111111111111,8.9356,9
00-0039793,A.Barner,TE,8.1,8.922,8
00-0038104,T.Thornton,WR,8.014285714285714,5.36,7
00-0037240,J.Williams,WR,8.012500000000001,8.786,8
00-0036442,J.Burrow,QB,7.93,7.781666666666668,2
00-0036919,K.Gainwell,RB,7.925,6.079,8
00-0040704,D.Gabriel,QB,7.846666666666667,9.199,6
00-0030061,Z.Ertz,TE,7.844444444444444,7.046,9
00-0033293,A.Jones,RB,7.825,7.547826086956521,4
00-0036040,J.Johnson,TE,7.711111111111112,8.016,9
00-0033307,K.Bourne,WR,7.662500000000001,7.035000000000001,8
00-0033906,A.Kamara,RB,7.633333333333334,4.1370000000000005,9
00-0034753,M.Andrews,TE,7.6,8.509,8
00-0039032,T.Spears,RB,7.460000000000001,8.672,5
00-0039847,T.Johnson,TE,7.433333333333334,9.173,9
00-0037252,G.Dulcich,TE,7.4,7.4,1
00-0034960,J.Meyers,WR,7.385714285714286,5.244,7
00-0033885,D.Njoku,TE,7.357142857142857,9.082,7
00-0040648,T.Horton,WR,7.325,8.068,8
00-0037837,C.Austin,WR,7.300000000000001,6.019,6
00-0039894,X.Worthy,WR,7.271428571428572,6.585,7
00-0034791,N.Chubb,RB,7.2375,5.513,8
00-0039921,T.Benson,RB,7.2250000000000005,7.233695652173913,4
00-0035644,N.Fant,TE,7.214285714285714,8.122,7
00-0034383,D.Schultz,TE,7.1875,8.915,8
00-0036259,J.Jennings,WR,7.185714285714285,7.456,7
00-0036894,P.Freiermuth,TE,7.171428571428572,9.67,7
00-0038979,C.Tillman,WR,7.0249999999999995,5.319565217391304,4
00-0036924,M.Carter,RB,6.975,7.208695652173913,4
00-0033288,G.Kittle,TE,6.925000000000001,6.576086956521739,4
00-0038606,P.Washington,WR,6.8875,8.883999999999999,8
00-0040236,K.Monangai,RB,6.875,12.066999999999998,8
00-0037197,I.Pacheco,RB,6.8375,7.921000000000001,8
00-0031408,M.Evans,WR,6.750000000000001,5.822826086956521,4
00-0038621,D.Douglas,WR,6.737500000000001,10.208,8
00-0039901,K.Coleman,WR,6.612500000000001,4.066,8
00-0038976,M.Mims,WR,6.4750000000000005,6.338,8
00-0033908,C.Kupp,WR,6.471428571428571,6.005,7
00-0038618,X.Hutchinson,WR,6.4,7.837000000000001,8
00-0040170,E.Ayomanor,WR,6.366666666666667,5.4430000000000005,9
00-0040466,R.Sanders,RB,6.3,6.3,1
00-0040126,C.Loveland,TE,6.271428571428572,12.024999999999999,7
00-0035891,C.White,WR,6.25,7.291666666666667,2
00-0037263,T.Allgeier,RB,6.2250000000000005,4.7540000000000004,8
00-0035229,T.Hockenson,TE,6.225,6.483,8
00-0034837,C.Ridley,WR,6.166666666666667,6.465,6
00-0040734,T.Henderson,RB,6.155555555555556,6.008,9
00-0036423,A.Okwuegbunam,TE,6.1,6.1,1
00-0038935,B.Strange,TE,6.08,5.656000000000001,5
00-0035208,O.Zaccheaus,WR,6.0375000000000005,8.244,8
00-0040237,T.Johnson,WR,5.9,9.122,7
00-0034975,J.Hill,RB,5.862500000000001,4.605,8
00-0040736,M.Taylor,TE,5.8375,7.758999999999999,8
00-0037157,Z.Knight,RB,5.733333333333333,7.417999999999999,6
00-0038129,C.Otton,TE,5.728571428571429,7.524,7
00-0039342,X.Legette,WR,5.728571428571429,6.62,7
00-0036626,D.Brown,WR,5.714285714285714,4.076,7
00-0035243,M.Sanders,RB,5.675000000000001,5.570652173913043,4
00-0032385,S.Shepard,WR,5.6375,4.103000000000001,8
00-0032688,R.Chosen,WR,5.6,5.6,1
00-0039384,T.Tracy,RB,5.557142857142858,5.955000000000001,7
00-0039880,M.Washington,WR,5.522222222222222,6.635999999999999,9
00-0033555,M.Hollins,WR,5.5125,6.033,8
00-0038619,A.Iosivas,WR,5.5,7.681,7
00-0038558,D.Washington,TE,5.4399999999999995,6.25,5
00-0040719,B.Tuten,RB,5.375,4.903,8
00-0033699,A.Ekeler,RB,5.300000000000001,4.983333333333333,2
00-0033857,J.Smith-Schuster,WR,5.288888888888889,3.3000000000000003,9
00-0040667,M.Golden,WR,5.275,4.388,8
00-0034613,T.Hudson,TE,5.2,4.9625,3
00-0033858,J.Smith,TE,5.175000000000001,4.779000000000001,8
00-0033881,E.Engram,TE,5.15,4.532,8
00-0034775,C.Kirk,WR,5.125,5.315217391304348,4
00-0039355,L.McCaffrey,WR,5.0888888888888895,2.591,9
00-0036988,J.Palmer,WR,5.066666666666667,4.876,6
00-0038611,C.Rodriguez,RB,5.066666666666666,6.421,6
00-0036427,T.Johnson,WR,4.95,7.244,6
00-0037801,K.Turpin,WR,4.928571428571429,2.532,7
00-0033955,J.McNichols,RB,4.9,4.2090000000000005,8
00-0036849,T.Atwell,WR,4.88,6.767,5
00-0039792,D.Walker,WR,4.875,2.882608695652174,4
00-0033891,Z.Jones,WR,4.86,6.147,5
00-0040705,C.Dike,WR,4.844444444444445,9.086999999999998,9
00-0033110,T.Higbee,TE,4.771428571428571,6.75,7
00-0036550,R.Bateman,WR,4.737500000000001,4.922000000000001,8
00-0039757,T.Jennings,RB,4.733333333333333,5.6875,3
00-0037809,C.Okonkwo,TE,4.733333333333333,3.9810000000000003,9
00-0034983,H.Renfrow,WR,4.733333333333333,2.936,6
00-0036754,B.Wright,TE,4.720000000000001,3.9140000000000006,5
00-0035535,D.Slayton,WR,4.7,5.573,7
00-0040737,T.Ferguson,TE,4.65,5.382608695652174,4
00-0036407,J.Jeudy,WR,4.5875,2.839,8
00-0032398,C.Moore,WR,4.550000000000001,5.828,6
00-0039410,R.Flournoy,WR,4.5375,4.978,8
00-0030564,D.Hopkins,WR,4.525,1.747,8
00-0040743,T.Shough,QB,4.52,5.392499999999998,3
00-0039066,M.Mayer,TE,4.466666666666667,4.662,6
00-0036328,A.Gibson,RB,4.44,4.56,5
00-0038115,D.Bellinger,TE,4.414285714285715,6.729000000000001,7
00-0038551,K.Miller,RB,4.4,4.118,7
00-0040130,J.Higgins,WR,4.3625,4.501,8
00-0038559,Mi.Wilson,WR,4.3375,5.867000000000001,8
00-0039738,B.Corum,RB,4.325,4.054,8
00-0040735,L.Burden,WR,4.314285714285714,3.7460000000000004,7
00-0040162,D.Sampson,RB,4.300000000000001,3.188,8
00-0038046,C.Kolar,TE,4.3,5.566,5
00-0037291,J.Nailor,WR,4.2875000000000005,3.055,8
00-0040187,M.Evans,TE,4.250000000000001,4.508,6
00-0039359,C.Stover,TE,4.2,4.2,1
00-0029604,K.Cousins,QB,4.14,4.636666666666667,2
00-0035249,J.Oliver,TE,4.119999999999999,4.119,5
00-0033921,C.Godwin,WR,4.1,4.1,2
00-0040590,K.Mumpfield,WR,4.1,4.583333333333334,2
00-0037666,J.Tolbert,WR,4.025,5.528,8
00-0039739,R.Wilson,WR,3.9800000000000004,4.305,5
00-0039798,I.Davis,RB,3.95,7.4319999999999995,8
00-0038705,E.Demercado,RB,3.9333333333333336,5.242,6
00-0036309,D.Mooney,WR,3.8833333333333333,3.512,6
00-0038440,Z.Scott,RB,3.866666666666667,2.118,6
00-0040584,G.Helm,TE,3.855555555555556,4.877000000000001,9
00-0037004,H.Long,TE,3.7857142857142856,2.4950000000000006,7
00-0040669,I.TeSlaa,WR,3.78,2.9570000000000003,5
00-0035406,L.Humphrey,WR,3.75,3.125,2
00-0032392,A.Hooper,TE,3.7375000000000003,4.047000000000001,8
00-0036755,J.Patterson,RB,3.7,3.816666666666667,2
00-0036898,D.Mills,QB,3.7,4.113333333333334,2
00-0040138,J.Noel,WR,3.7,5.131,8
00-0036290,C.Kmet,TE,3.6,2.4819999999999998,7
00-0036414,C.Akers,RB,3.5900000000000003,3.8716666666666675,2
00-0037741,J.Dotson,WR,3.585714285714286,4.901,7
00-0039794,B.Allen,RB,3.575,2.916304347826087,4
00-0033943,J.Reynolds,WR,3.5200000000000005,4.0440000000000005,5
00-0038797,E.Wilson,RB,3.5125,4.632000000000001,8
00-0040739,E.Arroyo,TE,3.425,5.3469999999999995,8
00-0040164,J.Lane,WR,3.4222222222222225,3.9210000000000003,9
00-0039074,D.Allen,TE,3.3875,2.733,8
00-0036415,V.Jefferson,WR,3.385714285714286,3.6330000000000005,7
00-0036893,N.Harris,RB,3.366666666666667,3.4125,3
00-0033526,S.Perine,RB,3.3666666666666667,5.736,9
00-0040198,O.Gordon,RB,3.355555555555556,4.193,9
00-0038393,D.Wicks,WR,3.316666666666667,2.439,6
00-0039874,J.Wright,RB,3.3000000000000003,3.3000000000000003,1
00-0039458,B.Bates,TE,3.3000000000000003,3.3000000000000003,1
00-0037746,B.Robinson,RB,3.2555555555555555,5.047,9
00-0035689,D.Knox,TE,3.185714285714286,3.705,7
00-0039356,J.Sanders,TE,3.1833333333333336,2.164,6
00-0037267,J.Ford,RB,3.1750000000000003,2.38,8
00-0036980,E.Moore,WR,3.1571428571428575,2.0380000000000003,7
00-0037838,I.Likely,TE,3.1500000000000004,3.9119565217391306,4
00-0037005,T.Tremble,TE,3.111111111111111,1.129,9
00-0038839,M.Tinsley,WR,3.1,2.615217391304348,4
00-0039424,D.Vele,WR,3.0999999999999996,2.908695652173913,4
00-0040727,T.Harris,WR,3.075,4.154,8
00-0040078,B.Smith,RB,3.0444444444444443,3.405,9
00-0040194,J.Hawes,TE,3.033333333333333,2.75,6
00-0033282,C.Samuel,WR,3.025,2.688043478260869,4
00-0040134,P.Bryant,WR,3.0142857142857147,4.404,7
00-0038728,J.Wayne,WR,3.0,3.0,1
00-0039398,J.Milton,QB,2.9800000000000004,3.536666666666667,2
00-0031236,B.Cooks,WR,2.888888888888889,2.387,9
00-0037805,J.Ruckert,TE,2.8714285714285714,1.8150000000000002,7
00-0037012,T.Lance,QB,2.8600000000000003,2.8600000000000003,1
