team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CAR,pass,1.0,exclusive,2.57,33.48,13.0442,30.91
ARI,pass,1.0,exclusive,5.93,29.38,4.9505,23.45
NYJ,pass,1.0,exclusive,16.12,45.41,2.8161,29.28
SEA,pass,1.0,exclusive,9.32,26.1,2.7992,16.78
NO,pass,1.0,exclusive,14.4,37.48,2.6028,23.08
SF,pass,1.0,exclusive,25.89,33.16,1.2809,7.27
GB,pass,1.0,exclusive,27.09,34.03,1.2563,6.94
PHI,rush,0.8354,recent,26.29,29.73,1.1311,3.45
CAR,rush,0.7786,recent,20.06,22.08,1.1009,2.02
BAL,rush,0.7407,recent,28.43,25.74,0.9053,2.69
NE,rush,0.479,recent,15.76,16.98,1.0773,1.22
BAL,pass,1.0,exclusive,35.62,38.37,1.0772,2.75
TEN,rush,0.2467,recent,7.85,7.24,0.9233,0.6
DET,rush,0.6018,recent,14.19,13.11,0.9236,1.08
SF,rush,0.7203,recent,16.23,15.0,0.9248,1.22
NO,rush,0.3333,recent,10.34,9.61,0.9294,0.73
MIN,rush,0.963,recent,24.18,25.81,1.0672,1.63
JAX,rush,0.9603,recent,22.03,23.16,1.0514,1.13
TEN,recv,0.8168,recent,23.37,22.2,0.95,1.17
MIA,pass,1.0,exclusive,39.79,41.68,1.0476,1.89
DAL,pass,1.0,exclusive,38.02,39.82,1.0475,1.8
TB,rush,0.7176,recent,16.65,17.4,1.0452,0.75
PHI,recv,0.8182,recent,18.27,17.51,0.9584,0.76
DAL,recv,0.8689,recent,32.8,34.15,1.0411,1.35
LA,recv,0.738,recent,30.41,29.19,0.9598,1.22
TB,recv,0.8116,recent,34.6,33.26,0.9613,1.34
MIA,rush,0.9245,recent,22.51,21.65,0.9619,0.86
TB,pass,1.0,exclusive,39.76,41.22,1.0367,1.46
IND,rush,0.8963,recent,25.35,24.47,0.9652,0.88
ARI,recv,0.8014,recent,23.29,22.48,0.9654,0.81
IND,recv,0.9226,recent,30.67,29.73,0.9694,0.94
PIT,recv,0.7455,recent,24.69,23.94,0.97,0.74
DAL,rush,0.9931,recent,25.8,25.02,0.9701,0.77
ARI,rush,0.5938,recent,19.91,19.39,0.9737,0.52
PIT,rush,0.9034,recent,27.03,27.72,1.0253,0.69
BUF,rush,0.9688,recent,21.62,21.13,0.9771,0.49
NYJ,rush,0.9074,recent,20.11,19.65,0.9772,0.46
DEN,recv,0.9024,recent,26.13,26.72,1.0226,0.59
LA,rush,0.9179,recent,22.71,23.22,1.0226,0.51
PHI,pass,1.0,exclusive,22.33,22.83,1.0224,0.5
BUF,recv,0.9516,recent,39.23,38.41,0.979,0.82
SF,recv,0.675,recent,22.25,21.79,0.9791,0.47
SEA,rush,0.7218,recent,19.45,19.05,0.9792,0.41
BAL,recv,0.8556,recent,33.16,32.48,0.9796,0.68
ATL,rush,0.9677,recent,23.56,23.1,0.9805,0.46
JAX,pass,1.0,exclusive,36.68,37.38,1.0191,0.7
LA,pass,1.0,exclusive,39.32,40.06,1.0188,0.74
NE,recv,0.8369,recent,23.49,23.06,0.982,0.42
WAS,rush,0.9925,recent,25.04,25.46,1.0167,0.42
TEN,pass,1.0,exclusive,28.34,28.79,1.0159,0.45
DET,recv,0.8947,recent,30.6,30.13,0.9849,0.46
NYJ,recv,0.8841,recent,39.34,39.86,1.0134,0.53
CLE,rush,0.3835,recent,9.9,9.77,0.9871,0.13
CLE,recv,0.7324,recent,19.42,19.66,1.0124,0.24
NE,pass,1.0,exclusive,27.84,28.17,1.012,0.33
MIA,recv,0.9109,recent,35.81,36.22,1.0114,0.41
ATL,recv,0.7348,recent,24.95,24.73,0.991,0.22
SEA,recv,0.9683,recent,23.68,23.48,0.9917,0.2
GB,rush,0.9291,recent,23.71,23.91,1.0082,0.19
BUF,pass,1.0,exclusive,41.87,42.2,1.0079,0.33
NO,recv,0.681,recent,23.85,24.03,1.0078,0.19
MIN,pass,1.0,exclusive,35.27,35.52,1.0071,0.25
LAC,recv,0.9632,recent,36.21,35.95,0.9929,0.26
KC,rush,0.931,recent,21.85,21.69,0.993,0.15
DET,pass,1.0,exclusive,36.54,36.79,1.0068,0.25
LV,rush,0.9375,recent,21.35,21.5,1.0067,0.14
MIN,recv,0.9538,recent,31.88,32.09,1.0067,0.21
GB,recv,0.828,recent,26.7,26.55,0.9946,0.14
LV,recv,0.8547,recent,31.24,31.08,0.9948,0.16
JAX,recv,0.8448,recent,30.71,30.56,0.995,0.15
DEN,rush,1.0,recent,26.48,26.6,1.0047,0.13
KC,recv,0.9686,recent,41.31,41.14,0.9957,0.18
CAR,recv,0.811,recent,25.36,25.26,0.9963,0.09
ATL,pass,1.0,exclusive,34.01,34.13,1.0035,0.12
LAC,rush,0.9483,recent,21.25,21.17,0.9965,0.07
CLE,pass,1.0,exclusive,27.89,27.98,1.0031,0.09
LAC,pass,1.0,exclusive,38.05,38.13,1.0021,0.08
WAS,recv,0.9301,recent,34.77,34.7,0.998,0.07
DEN,pass,1.0,exclusive,31.82,31.82,1.0,0.0
IND,pass,1.0,exclusive,33.65,33.65,1.0,0.0
KC,pass,1.0,exclusive,45.11,45.11,1.0,0.0
LV,pass,1.0,exclusive,36.92,36.92,1.0,0.0
WAS,pass,1.0,exclusive,38.26,38.26,1.0,0.0
