team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CHI,pass,1.0,exclusive,16.97,29.5,1.7384,12.53
SEA,pass,1.0,exclusive,20.17,31.06,1.5399,10.89
CHI,rush,0.2953,recent,11.98,8.03,0.6706,3.94
SEA,rush,0.3534,recent,13.46,9.14,0.6795,4.31
HOU,pass,1.0,exclusive,23.27,30.48,1.31,7.21
TEN,rush,0.9477,recent,35.48,24.67,0.6953,10.81
MIA,pass,1.0,exclusive,50.77,35.81,0.7054,14.96
CAR,rush,0.6395,recent,24.06,17.26,0.7172,6.8
MIA,rush,0.9895,recent,19.38,24.76,1.2773,5.38
NYG,pass,1.0,exclusive,28.35,35.98,1.269,7.63
BAL,rush,0.7763,recent,28.06,20.78,0.7405,7.28
CLE,rush,0.4571,recent,17.63,13.19,0.7481,4.44
CIN,pass,1.0,exclusive,44.15,33.38,0.7561,10.77
NYG,recv,0.6193,recent,28.11,21.33,0.7587,6.78
LA,pass,1.0,exclusive,47.41,36.42,0.7682,10.99
NYG,rush,0.4833,recent,15.13,11.74,0.7756,3.4
BAL,pass,1.0,exclusive,46.95,36.53,0.778,10.42
BAL,recv,0.717,recent,32.42,25.24,0.7786,7.18
KC,rush,0.4524,recent,15.03,11.83,0.7868,3.21
DAL,rush,0.9816,recent,34.99,27.75,0.793,7.24
MIA,recv,0.7135,recent,30.87,24.92,0.8071,5.95
PIT,recv,0.8144,recent,33.48,27.07,0.8087,6.41
CHI,recv,0.8083,recent,19.14,22.74,1.188,3.6
LV,rush,0.6612,recent,20.68,16.85,0.815,3.83
DAL,pass,1.0,exclusive,29.78,35.0,1.1752,5.22
BUF,rush,0.9103,recent,30.19,24.95,0.8266,5.24
CAR,recv,0.8114,recent,32.05,26.81,0.8366,5.24
DEN,pass,1.0,exclusive,29.26,34.03,1.1631,4.77
ARI,rush,1.0,recent,31.78,26.66,0.8389,5.12
MIN,rush,0.9701,recent,31.66,26.68,0.8427,4.98
TB,recv,0.8174,recent,37.58,32.1,0.8542,5.48
TB,rush,0.9417,recent,21.23,24.32,1.1456,3.09
LAC,rush,0.8031,recent,23.63,20.21,0.8552,3.42
LV,recv,0.9031,recent,35.14,30.12,0.8571,5.02
DEN,recv,0.8242,recent,31.66,27.16,0.8578,4.5
WAS,rush,0.9778,recent,27.58,23.92,0.8674,3.66
IND,rush,1.0,recent,25.78,29.16,1.1308,3.37
LAC,recv,0.9751,recent,40.67,35.41,0.8707,5.26
BUF,pass,1.0,exclusive,33.24,37.37,1.1241,4.13
ARI,pass,1.0,exclusive,38.65,34.23,0.8857,4.42
TEN,pass,1.0,exclusive,32.95,36.63,1.1117,3.68
MIN,recv,0.9783,recent,36.56,32.61,0.8919,3.95
PHI,rush,1.0,recent,20.81,23.01,1.1056,2.2
PIT,pass,1.0,exclusive,37.71,33.81,0.8964,3.9
DET,recv,0.754,recent,27.77,24.98,0.8997,2.79
JAX,rush,0.8033,recent,23.36,21.05,0.9014,2.3
BUF,recv,1.0,recent,32.66,35.88,1.0986,3.22
IND,recv,0.9588,recent,34.73,31.33,0.9022,3.4
GB,recv,0.7888,recent,28.28,25.52,0.9026,2.75
LV,pass,1.0,exclusive,38.27,34.56,0.903,3.71
PIT,rush,0.9703,recent,24.48,26.79,1.0945,2.31
TB,pass,1.0,exclusive,44.42,40.3,0.9073,4.12
WAS,pass,1.0,exclusive,34.12,37.26,1.0921,3.14
NE,recv,0.893,recent,34.82,31.67,0.9096,3.15
NE,rush,0.8532,recent,19.07,20.66,1.0831,1.58
LAC,pass,1.0,exclusive,40.83,37.58,0.9204,3.25
CLE,pass,1.0,exclusive,36.71,33.95,0.9249,2.76
CLE,recv,0.8394,recent,25.31,27.2,1.0745,1.89
DAL,recv,0.9571,recent,30.15,32.31,1.0718,2.17
CAR,pass,1.0,exclusive,36.86,34.3,0.9306,2.56
GB,rush,0.9683,recent,25.44,27.16,1.0676,1.72
DEN,rush,0.9769,recent,24.94,26.62,1.0675,1.68
MIN,pass,1.0,exclusive,36.76,34.53,0.9393,2.23
KC,recv,0.875,recent,35.53,33.44,0.9411,2.09
TEN,recv,0.731,recent,27.29,25.7,0.9417,1.59
DET,rush,1.0,recent,24.33,25.63,1.0534,1.3
DET,pass,1.0,exclusive,36.63,34.68,0.9469,1.95
JAX,pass,1.0,exclusive,32.39,34.0,1.0497,1.61
KC,pass,1.0,exclusive,41.8,39.72,0.9504,2.08
HOU,rush,0.9531,recent,22.54,23.58,1.0462,1.04
JAX,recv,0.8294,recent,28.37,27.14,0.9566,1.23
ARI,recv,0.8917,recent,27.89,29.09,1.043,1.2
CIN,rush,0.8413,recent,23.35,22.56,0.966,0.79
GB,pass,1.0,exclusive,34.73,33.6,0.9676,1.13
HOU,recv,0.8636,recent,24.14,24.88,1.0309,0.75
SEA,recv,0.9403,recent,27.15,27.87,1.0264,0.72
IND,pass,1.0,exclusive,34.41,33.55,0.9749,0.86
LA,rush,0.9922,recent,27.77,27.1,0.9758,0.67
CIN,recv,0.9014,recent,28.56,29.16,1.021,0.6
NE,pass,1.0,exclusive,37.42,36.72,0.9814,0.7
WAS,recv,0.858,recent,31.41,30.82,0.9815,0.58
PHI,pass,1.0,exclusive,38.31,37.79,0.9864,0.52
PHI,recv,0.8547,recent,30.98,30.72,0.9916,0.26
LA,recv,0.9941,recent,35.31,35.23,0.9977,0.08
