player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0033873,Patrick Mahomes II,QB,KC,9000,1523,24.785,24.785,1.4504291347715148,1.2453669384729429,44.769550743912326,WAS,30.0,54.0,21.75997313810163,statline_mc,20.412352746718504,73.35643044728839,39.398,538.3928737471272,4.77625,4.19575,39.445857940272404,0.2945,0.0,0.0,0.0,0.0,100.0,25.266319054977853,,classic,True
00-0034857,Josh Allen,QB,BUF,8800,1529,22.5612,22.5612,1.1032508201610498,1.234988880652335,30.73964835740866,TEN,29.75,53.5,15.23403860375679,statline_mc,13.435696119444009,51.12841599726097,37.3985,377.64820009382964,2.886,6.07875,36.96970353655476,0.329,0.0,0.0,0.0,0.0,93.76987802995214,16.678672067432963,,classic,True
00-0031800,Taylor Heinicke,QB,WAS,7300,1487,20.2154,20.2154,1.4890280677337049,0.9962935507783542,29.989719270832204,KC,24.0,54.0,14.986646334430171,statline_mc,12.968361188532965,49.94082158755237,37.181,411.75472086104253,2.6735,4.6255,29.61030436390505,0.24725,0.0,0.0,0.0,0.0,77.95931758530183,5.812980409067766,,classic,True
00-0019596,Tom Brady,QB,TB,8700,1131,22.5808,22.5808,0.8996520528879611,1.2453669384729429,25.29940872528917,PHI,30.0,53.0,12.864778826857187,statline_mc,11.003236489658171,42.27440597776885,40.39925,350.71601666618085,2.62175,2.439,11.19768058641933,0.119,0.0,0.0,0.0,0.0,89.99884205650764,12.971159374475702,,classic,True
00-0036389,Jalen Hurts,QB,PHI,8300,1554,22.5864,22.5864,1.114915332869404,0.9547813194959228,24.043177693854727,TB,23.0,53.0,14.752283097274752,statline_mc,9.348042905308619,41.89959074740404,37.49525,293.6641247952528,1.633,9.58775,51.01112702044618,0.455,0.0,0.0,0.0,0.0,75.42496526169523,4.9093256830467995,,classic,True
00-0033040,Tyreek Hill,WR,KC,8700,5485,15.7548,15.7548,1.21058607022678,1.2453669384729429,23.75234098129907,WAS,30.0,54.0,27.7701551402206,statline_mc,4.202536753973233,50.73958788932103,0.0,0.0,0.0,0.5965,5.8819872120366306,0.02425,10.0495,6.7335,144.68392260095413,0.879,99.01574803149606,24.39155810001144,,classic,True
00-0036893,Najee Harris,RB,PIT,8500,5904,17.1131,17.1131,1.307883415136642,1.0066716085989622,22.53120621896715,SEA,24.25,43.0,20.501236808363462,statline_mc,4.721083208164953,47.088934104020474,0.0,0.0,0.0,18.72,101.84869984008523,0.699,6.60225,4.826,45.79336234958625,0.23575,78.38401183894565,7.1642988850855716,,classic,True
00-0035228,Kyler Murray,QB,ARI,8400,1537,18.4881,18.4881,1.1942340192862115,0.9340252038547071,20.622483899746683,CLE,22.5,48.0,10.949164272758946,statline_mc,8.279017455448168,35.381666277753716,28.99125,280.5766792223746,1.71825,5.32425,22.08416730851699,0.28575,0.0,0.0,0.0,0.0,67.00440018527095,2.800409318992971,,classic,True
00-0032950,Carson Wentz,QB,IND,6700,1514,17.163,17.163,1.068257282035988,1.1208302446256486,20.54984073043275,HOU,27.0,43.5,10.9308079453956,statline_mc,8.166387983102265,34.55289815280158,33.81175,308.1189616093168,1.708,3.17825,16.670822660600795,0.126,0.0,0.0,0.0,0.0,68.31403427512737,3.0559011701646033,,classic,True
00-0036355,Justin Herbert,QB,LAC,8000,1552,20.7462,20.7462,0.976637836763098,0.9859154929577464,19.976113229115356,BAL,23.75,50.5,10.799149219163363,statline_mc,7.8971717509444,34.07262960126631,37.92575,277.4250722483332,2.057,3.1705,11.706103391820307,0.12075,0.0,0.0,0.0,0.0,68.45800524934383,3.085373118654685,,classic,True
00-0033908,Cooper Kupp,WR,LA,8200,5552,16.8256,16.8256,1.000602505932839,1.1830985915492958,19.918300098233804,NYG,28.5,49.5,22.545085193931417,statline_mc,3.8350590219770098,43.179589661918335,0.0,0.0,0.0,0.127,0.536525043187065,0.00375,11.33375,7.16375,116.69272593915093,0.7805,91.9827958149067,15.262114968366442,,classic,True
00-0031381,Davante Adams,WR,GB,8500,5263,17.2232,17.2232,1.09975776802292,1.027427724240178,19.460844598120968,CHI,24.75,44.0,22.382318125326385,statline_mc,3.9289536086451005,40.85840529253215,0.0,0.0,0.0,0.0,0.0,0.0,12.1395,7.92175,120.76469598120963,0.587,80.45778952288498,7.078343129202606,,classic,True
00-0026498,Matthew Stafford,QB,LA,7900,1340,17.075,17.075,0.9526725651986612,1.1830985915492958,19.245274215789937,NYG,28.5,49.5,10.34014025467267,statline_mc,7.674024897524831,33.21037582211145,28.13575,278.7498788338505,1.86675,2.832,10.052790624359146,0.10525,0.0,0.0,0.0,0.0,71.85386753126447,3.869260544135617,,classic,True
