team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
PHI,pass,1.0,exclusive,0.4,24.77,61.925,24.37
NYJ,pass,1.0,exclusive,4.84,37.71,7.7978,32.87
CHI,pass,1.0,exclusive,9.58,33.75,3.5215,24.17
ARI,pass,1.0,exclusive,12.33,34.25,2.7773,21.92
SEA,pass,1.0,exclusive,17.47,29.99,1.7171,12.52
MIA,pass,1.0,exclusive,23.66,34.83,1.4719,11.17
PIT,pass,1.0,exclusive,30.9,41.75,1.351,10.85
BAL,pass,1.0,exclusive,28.82,37.08,1.2864,8.26
DAL,pass,1.0,exclusive,33.73,42.16,1.25,8.43
NYG,rush,0.6393,recent,13.45,15.2,1.1305,1.76
SEA,rush,0.4,recent,7.99,6.96,0.8709,1.03
DET,pass,1.0,exclusive,23.58,26.54,1.1253,2.96
CHI,rush,0.7429,recent,18.17,20.05,1.1037,1.88
NO,rush,0.456,recent,12.07,10.95,0.9074,1.12
DEN,pass,1.0,exclusive,26.66,29.11,1.0919,2.45
ARI,rush,0.7047,recent,22.98,20.94,0.9111,2.04
SF,recv,0.6183,recent,16.72,15.3,0.9148,1.42
ATL,pass,1.0,exclusive,27.11,29.31,1.0812,2.2
LV,rush,0.9138,recent,24.06,22.18,0.9218,1.88
MIA,rush,0.8521,recent,24.68,26.53,1.0752,1.85
KC,rush,0.7586,recent,17.45,18.68,1.071,1.24
PHI,rush,0.4831,recent,18.23,19.43,1.0654,1.19
MIN,rush,0.2734,recent,7.28,6.82,0.9373,0.46
NYJ,recv,0.7415,recent,28.46,26.81,0.942,1.65
SF,rush,0.6111,recent,21.01,22.21,1.0572,1.2
HOU,rush,0.4862,recent,12.49,11.85,0.9488,0.64
ARI,recv,0.8671,recent,30.82,29.32,0.9513,1.5
JAX,recv,0.6592,recent,24.02,22.91,0.9538,1.11
NYJ,rush,0.4672,recent,11.4,11.9,1.0446,0.51
JAX,rush,0.9561,recent,21.38,22.34,1.0446,0.95
NYG,recv,0.7067,recent,20.08,20.92,1.0418,0.84
WAS,rush,0.8647,recent,30.79,32.04,1.0405,1.25
BUF,pass,1.0,exclusive,33.15,34.48,1.0401,1.33
KC,pass,1.0,exclusive,41.41,42.94,1.0369,1.53
ATL,rush,0.7719,recent,17.54,18.18,1.0364,0.64
LAC,rush,0.844,recent,18.4,17.8,0.9672,0.6
HOU,recv,0.5897,recent,18.04,17.49,0.9692,0.56
LV,recv,0.7288,recent,25.99,25.21,0.9701,0.78
CIN,recv,0.9325,recent,27.67,28.5,1.0299,0.83
PIT,rush,0.9062,recent,19.67,20.25,1.0296,0.58
WAS,recv,0.6541,recent,20.64,20.03,0.9705,0.61
CIN,pass,1.0,exclusive,30.77,31.64,1.0283,0.87
NO,recv,0.7557,recent,26.13,25.42,0.9728,0.71
CIN,rush,0.9496,recent,28.94,29.67,1.0251,0.73
SEA,recv,0.9704,recent,27.34,28.0,1.0245,0.67
BUF,rush,0.9623,recent,21.39,21.91,1.0242,0.52
TB,pass,1.0,exclusive,37.88,38.74,1.0227,0.86
NE,pass,1.0,exclusive,27.26,27.86,1.022,0.6
BUF,recv,0.9274,recent,30.07,30.72,1.0217,0.65
LA,pass,1.0,exclusive,40.27,41.11,1.0209,0.84
DET,rush,0.3701,recent,8.94,9.1,1.0189,0.17
HOU,pass,1.0,exclusive,30.62,31.14,1.017,0.52
NE,rush,0.9157,recent,28.31,27.93,0.9864,0.39
LA,recv,0.798,recent,33.09,32.65,0.9867,0.44
NE,recv,0.6222,recent,17.39,17.16,0.9871,0.23
MIN,pass,1.0,exclusive,33.51,33.94,1.0128,0.43
TB,rush,0.9018,recent,20.97,20.71,0.9874,0.26
DAL,recv,0.8416,recent,35.36,34.93,0.9879,0.43
PIT,recv,0.9175,recent,36.79,37.15,1.0099,0.36
IND,rush,1.0,recent,28.83,29.1,1.0094,0.27
LAC,recv,0.963,recent,37.6,37.95,1.0093,0.35
PHI,recv,0.9245,recent,21.92,21.73,0.991,0.2
ATL,recv,0.8811,recent,25.11,25.3,1.0074,0.19
KC,recv,0.875,recent,35.02,34.78,0.9931,0.24
TB,recv,0.9124,recent,34.71,34.93,1.0066,0.23
IND,recv,0.9827,recent,33.17,33.38,1.0065,0.21
LA,rush,0.3069,recent,5.85,5.81,0.9937,0.04
BAL,rush,0.8284,recent,29.55,29.38,0.9944,0.16
BAL,recv,0.9634,recent,35.44,35.26,0.9949,0.18
JAX,pass,1.0,exclusive,35.79,35.63,0.9955,0.16
DAL,rush,0.9646,recent,21.53,21.45,0.9962,0.08
DEN,recv,0.8623,recent,23.12,23.2,1.0037,0.09
CHI,recv,0.7134,recent,23.43,23.34,0.9964,0.08
DEN,rush,0.4882,recent,13.58,13.62,1.0029,0.04
MIA,recv,0.8971,recent,30.42,30.35,0.9978,0.07
DET,recv,0.75,recent,19.3,19.27,0.9988,0.02
MIN,recv,0.7963,recent,26.07,26.04,0.999,0.03
IND,pass,1.0,exclusive,34.88,34.88,1.0,0.0
LAC,pass,1.0,exclusive,39.81,39.81,1.0,0.0
LV,pass,1.0,exclusive,35.64,35.64,1.0,0.0
SF,pass,1.0,exclusive,25.44,25.44,1.0,0.0
WAS,pass,1.0,exclusive,31.79,31.79,1.0,0.0
