player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0029604,Kirk Cousins,QB,MIN,6300,1415,24.7069,24.7069,1.2505021187485343,1.2208835341365465,37.72043390052063,DET,28.5,54.0,8.6855,statline_mc+recal_10_4b,15.988489264549369,62.161464144041176,39.0665,476.2820271280525,3.7655,2.39975,17.704028153985334,0.11325,0.0,0.0,0.0,0.0,77.71367521367522,10.20242816899035
00-0032764,Derrick Henry,RB,TEN,9400,5445,19.0526,19.0526,1.385885428791433,1.3386880856760377,35.34776725590082,HOU,31.25,55.5,12.6751,statline_mc+recal_10_4b,4.211350111128219,78.89568387892514,0.0,0.0,0.0,22.6935,212.7244105200741,1.649,1.39375,0.9545,12.663262038934135,0.0605,89.04320987654322,19.37270605306076
00-0019596,Tom Brady,QB,TB,7200,1131,22.6376,22.6376,1.2353846438148457,1.2530120481927711,35.04187339572479,ATL,29.25,51.0,8.5923,statline_mc+recal_10_4b,14.818804340536598,57.15910049142853,39.33225,453.3402262334666,3.65325,1.2355,4.927643463861262,0.09125,0.0,0.0,0.0,0.0,80.34662867996201,12.16004988395573
00-0033537,Deshaun Watson,QB,HOU,7700,1518,24.238,24.238,1.1360547946659831,1.0388219544846051,28.60465072799698,TEN,24.25,55.5,8.4105,statline_mc+recal_10_4b,11.887628687721405,47.44934816908316,34.29725,346.4546237584754,2.29425,6.10425,33.2796577765796,0.237,0.0,0.0,0.0,0.0,72.85375118708453,7.378946019569639
00-0036322,Justin Jefferson,WR,MIN,7600,5835,19.7564,19.7564,1.1715694300423871,1.2208835341365465,28.2586088864678,DET,28.5,54.0,11.2737,statline_mc+recal_10_4b,6.580615844018784,60.37799363333447,0.0,0.0,0.0,0.1245,0.9665737379585267,0.00425,10.42325,6.99375,151.07701512671943,0.7945,85.55555555555556,16.67175296456367
00-0022942,Philip Rivers,QB,IND,6000,1231,16.3731,16.3731,1.2200215378261048,1.360107095046854,27.16889070501553,JAX,31.75,48.0,8.3524,statline_mc+recal_10_4b,10.486192430921252,45.32241768234727,32.0225,406.937959381159,2.31575,0.5115,2.2937232976917423,0.0285,0.0,0.0,0.0,0.0,75.97340930674264,9.084848452251649
00-0031280,Derek Carr,QB,LV,5700,1441,21.3112,21.3112,1.0807387608184924,1.1352074966532797,26.14591714817369,DEN,26.5,50.5,8.3117,statline_mc+recal_10_4b,10.478339190179575,43.623638414516094,38.1125,364.494109340993,2.3335,1.6405,7.751527745339771,0.09225,0.0,0.0,0.0,0.0,67.9320987654321,5.314934303813619
00-0029701,Ryan Tannehill,QB,TEN,7000,1410,18.2,18.2,1.068852371013198,1.3386880856760377,26.04159810290608,HOU,31.25,55.5,8.3067,statline_mc+recal_10_4b,10.37671365910121,44.25559868929106,28.03125,313.3191920446364,2.61725,1.87125,13.845804211206216,0.154,0.0,0.0,0.0,0.0,75.06885090218424,8.553188410793087
00-0031408,Mike Evans,WR,TB,7500,5253,16.5303,16.5303,1.1686586985391767,1.2530120481927711,24.206080003340453,ATL,29.25,51.0,10.9506,statline_mc+recal_10_4b,5.0159879366068365,51.64670316709745,0.0,0.0,0.0,0.0,0.0,0.0,8.90175,5.5965,112.99830003340448,1.06025,85.36265432098766,16.458725560150647
00-0034796,Lamar Jackson,QB,BAL,8000,1527,19.521,19.521,0.970225919885622,1.2744310575635878,24.137410831911712,CIN,29.75,46.0,8.4991,statline_mc+recal_10_4b,8.380584633175294,43.960250748948496,22.3775,202.1481446228109,1.6325,9.31725,66.29985046999273,0.496,0.0,0.0,0.0,0.0,74.51804368471035,8.244807809643138
00-0031381,Davante Adams,WR,GB,9200,5263,23.6545,23.6545,0.8983245101784643,1.1352074966532797,24.12248455935685,CHI,26.5,48.5,10.5439,statline_mc+recal_10_4b,6.391880423960367,49.80740942175886,0.0,0.0,0.0,0.0,0.0,0.0,10.62675,7.7315,99.25234559356852,0.933,80.22376543209877,11.68449995332881
00-0036223,Jonathan Taylor,RB,IND,7400,5820,13.0838,13.0838,1.2162670343641997,1.360107095046854,21.644002648146376,JAX,31.75,48.0,10.4287,statline_mc+recal_10_4b,3.054131987296195,48.190646522603565,0.0,0.0,0.0,14.275,109.6189469679134,0.927,1.73925,1.46925,20.506079513550333,0.08825,87.26417355867194,17.206078968459355
00-0023459,Aaron Rodgers,QB,GB,7400,1252,21.7316,21.7316,0.8667370903728017,1.1352074966532797,21.38224948676045,CHI,26.5,48.5,8.1809,statline_mc+recal_10_4b,8.159120341338769,37.70104423900562,29.1245,228.110202072981,2.26275,4.6325,18.278414038412123,0.23325,0.0,0.0,0.0,0.0,63.18850902184236,3.8739758649356673
00-0036355,Justin Herbert,QB,LAC,7100,1552,20.3256,20.3256,0.980531259149872,1.07095046854083,21.343915598324187,KC,25.0,43.0,8.1542,statline_mc+recal_10_4b,8.026806378519836,36.80273424217343,38.615,287.77156535014063,1.95225,2.322,10.588029843185607,0.12475,0.0,0.0,0.0,0.0,59.36372269705603,3.002050574390308
00-0034855,Baker Mayfield,QB,CLE,5500,1528,23.3907,23.3907,0.7639014161654618,1.1887550200803212,21.24090482198162,PIT,27.75,45.0,8.1631,statline_mc+recal_10_4b,8.095810879689433,36.93077931261694,42.4905,281.5372295636139,2.05425,3.86575,11.434156394370644,0.1095,0.0,0.0,0.0,0.0,62.58309591642926,3.7207321419036834
00-0031588,Stefon Diggs,WR,BUF,8100,5424,26.2121,26.2121,0.9672724626607726,0.8353413654618473,21.179481032408965,MIA,19.5,42.5,9.577,statline_mc+recal_10_4b,6.828953168899742,42.83863755095609,0.0,0.0,0.0,0.20225,0.9654058317148364,0.00475,12.021,8.77825,86.11190449237486,0.48975,67.5655864197531,5.024794574215665
00-0029263,Russell Wilson,QB,SEA,7300,1412,21.2108,21.2108,0.8945324772615887,1.1137884872824633,21.132760506060787,SF,26.0,45.0,8.1887,statline_mc+recal_10_4b,7.9951945257912,37.47509083273253,32.009,245.1871840904538,2.1475,3.87175,21.22523142442632,0.124,0.0,0.0,0.0,0.0,61.80436847103514,3.532498101836107
00-0034837,Calvin Ridley,WR,ATL,8500,5631,21.5198,21.5198,1.053903109025087,0.931726907630522,21.131348823155097,TB,21.75,51.0,9.9318,statline_mc+recal_10_4b,5.621185681483941,42.40622654620141,0.0,0.0,0.0,0.3575,1.914375085922263,0.00775,10.7005,6.6155,97.7241131456287,0.60275,69.86111111111111,5.855723457639955
00-0035685,David Montgomery,RB,CHI,7700,5713,19.0553,19.0553,1.1477893379653672,0.9424364123159304,20.612444349363614,GB,22.0,48.5,10.0858,statline_mc+recal_10_4b,3.4944216461439304,45.70881188133048,0.0,0.0,0.0,21.968,105.94190751700238,0.73075,2.9235,2.17725,19.67003597663373,0.08725,75.86269926884815,8.045914634494896
00-0035676,A.J. Brown,WR,TEN,7200,5728,14.2563,14.2563,1.077152576906984,1.3386880856760377,20.55712248257157,HOU,31.25,55.5,10.407,statline_mc+recal_10_4b,4.221175338287936,43.858582596064544,0.0,0.0,0.0,0.0,0.0,0.0,7.71275,4.8185,100.25372482571574,0.8045,84.66820987654322,15.7141168296575
00-0020531,Drew Brees,QB,NO,5900,1151,17.1782,17.1782,1.008108927603499,1.1352074966532797,19.65890456323811,CAR,26.5,47.0,8.1037,statline_mc+recal_10_4b,7.061478991816709,35.20022065044521,31.4895,272.9317489968472,2.02,0.50025,1.63384603364222,0.029,0.0,0.0,0.0,0.0,61.26543209876544,3.4078316413989054
00-0031610,Darren Waller,TE,LV,7100,5419,17.9458,17.9458,0.9614603337125948,1.1352074966532797,19.58709212460943,DEN,26.5,50.5,8.1642,statline_mc+recal_10_4b,5.769870066352268,38.34102769772719,0.0,0.0,0.0,0.0,0.0,0.0,9.92225,7.06325,81.98842124609429,0.602,82.5762935219864,8.701578262734564
00-0026498,Matthew Stafford,QB,DET,5600,1340,18.9521,18.9521,0.9221827185269356,1.0923694779116466,19.091708386082217,MIN,25.5,54.0,8.0962,statline_mc+recal_10_4b,6.954852249319208,34.227169431103945,36.87875,282.5530122244076,1.74125,1.06975,4.275878971059093,0.03,0.0,0.0,0.0,0.0,56.70465337132005,2.5143750700602565
00-0033921,Chris Godwin,WR,TB,6600,5579,12.4761,12.4761,1.1686586985391767,1.2530120481927711,18.26930647855287,ATL,29.25,51.0,9.8998,statline_mc+recal_10_4b,4.030467543571778,39.273649160175566,0.0,0.0,0.0,0.0,0.0,0.0,7.1575,5.144,90.71556478552868,0.5415,82.13348765432099,13.270957327687585
00-0034857,Josh Allen,QB,BUF,7600,1529,24.1847,24.1847,0.8966370888014705,0.8353413654618473,18.11431166622124,MIA,19.5,42.5,8.0102,statline_mc+recal_10_4b,6.73870094211444,32.43134316393023,38.709,226.0183035177369,1.68525,4.87975,15.360795255117644,0.202,0.0,0.0,0.0,0.0,45.37274453941121,1.1812387816819316
00-0030564,DeAndre Hopkins,WR,ARI,7900,5206,26.6338,26.6338,0.7635212574360094,0.8781793842034806,17.858198948923558,LA,20.5,42.0,8.937,statline_mc+recal_10_4b,5.978393609106814,35.232533300086295,0.0,0.0,0.0,0.24725,0.8926812735210051,0.00325,11.59875,8.208,69.61930821571455,0.33375,62.96296296296297,3.697078852733863
00-0035640,D.K. Metcalf,WR,SEA,7300,5725,16.3722,16.3722,0.9728756208044534,1.1137884872824633,17.740521167013114,SF,26.0,45.0,9.6929,statline_mc+recal_10_4b,4.042697835955851,38.25660386954488,0.0,0.0,0.0,0.0,0.0,0.0,8.0175,5.1795,85.86771167013111,0.54125,73.0516975308642,7.243650652586369
00-0031549,Nelson Agholor,WR,LV,5400,5378,15.9838,15.9838,0.9754952791573434,1.1352074966532797,17.700242272475133,DEN,26.5,50.5,9.7032,statline_mc+recal_10_4b,3.5444333756668667,38.173726391163285,0.0,0.0,0.0,0.0,0.0,0.0,7.868,4.7255,85.92742272475135,0.602,76.78626543209876,9.291467505648392
00-0033293,Aaron Jones,RB,GB,7100,5543,17.5352,17.5352,0.880468456207582,1.1352074966532797,17.526696545754724,CHI,26.5,48.5,9.3361,statline_mc+recal_10_4b,3.4176234649615664,37.83913802342542,0.0,0.0,0.0,16.22775,84.47931184164412,0.60025,3.14775,2.32775,17.447653615903118,0.102,80.03565863598226,10.626615549092865
00-0035704,Drew Lock,QB,DEN,5000,1547,15.8018,15.8018,1.0737873222101626,1.0281124497991967,17.444780207715695,LV,24.0,50.5,7.9653,statline_mc+recal_10_4b,6.360710667806299,31.299602613841508,33.97575,243.20690282399352,1.3955,3.60275,15.102540947559543,0.17725,0.0,0.0,0.0,0.0,59.1951566951567,2.968503181579598
00-0036212,Tua Tagovailoa,QB,MIA,5100,1551,17.2585,17.2585,1.0088346557206995,0.9852744310575636,17.154623847215458,BUF,23.0,42.5,7.9831,statline_mc+recal_10_4b,6.150457809175021,30.904517547892457,36.023,229.0855742582497,1.556,2.917,10.40950876885473,0.15225,0.0,0.0,0.0,0.0,53.27397910731244,2.000331014240281
00-0034791,Nick Chubb,RB,CLE,7600,5622,18.0901,18.0901,0.7959457765521193,1.1887550200803212,17.116565369387907,PIT,27.75,45.0,9.2759,statline_mc+recal_10_4b,3.188097890869922,37.18588216016725,0.0,0.0,0.0,14.619,73.7223877465989,0.704,3.16675,2.51075,19.31826594728016,0.0655,81.90099484597867,12.033777679512186
00-0035228,Kyler Murray,QB,ARI,7500,1537,25.9268,25.9268,0.7440890385658825,0.8781793842034806,16.94171992735842,LA,20.5,42.0,8.0649,statline_mc+recal_10_4b,5.71997464221888,31.0722674897677,41.20275,191.42916668751823,1.2525,8.4545,32.335532598576854,0.32925,0.0,0.0,0.0,0.0,44.18091168091168,1.091014698095711
00-0031428,Allen Robinson,WR,CHI,7700,5258,19.9955,19.9955,0.8894103949498808,0.9424364123159304,16.760451006770932,GB,22.0,48.5,9.0503,statline_mc+recal_10_4b,5.081906252072539,34.61036316049175,0.0,0.0,0.0,0.0,0.0,0.0,10.12375,6.737,72.3545100677093,0.363,64.5756172839506,4.116705866701593
00-0034367,Nyheim Hines,RB,IND,4900,5623,10.0621,10.0621,1.2162670343641997,1.360107095046854,16.645337131083018,JAX,31.75,48.0,9.5025,statline_mc+recal_10_4b,3.18401443309788,35.52721883635304,0.0,0.0,0.0,7.164,49.59933071671187,0.36325,3.951,3.1565,40.83654059411828,0.2705,78.76902792760399,9.766124439813632
00-0035216,Diontae Johnson,WR,PIT,6700,5754,21.1327,21.1327,1.0559770052211246,0.7389558232931727,16.490247566204584,CLE,17.25,45.0,8.8107,statline_mc+recal_10_4b,5.199989172355628,32.54097184049741,0.0,0.0,0.0,0.3435,1.51641873680335,0.007,11.69,7.076,60.01105692524247,0.45675,59.7260802469136,2.9794860747300835
00-0029293,Marvin Jones,WR,DET,5100,5168,14.0515,14.0515,1.0653277301751896,1.0923694779116466,16.352146367254786,MIN,25.5,54.0,9.4179,statline_mc+recal_10_4b,3.7293467124163233,34.91087385695288,0.0,0.0,0.0,0.0,0.0,0.0,8.126,5.15825,73.24396367254786,0.545,72.3804012345679,6.926621849023086
00-0033936,C.J. Beathard,QB,SF,5200,1520,18.1927,18.1927,1.0951963016675834,0.8139223560910308,16.217026221649256,SEA,19.0,45.0,7.9206,statline_mc+recal_10_4b,5.558276500463179,29.21980158922873,35.042,232.83464346079523,1.699,0.345,1.326404832174476,0.00975,0.0,0.0,0.0,0.0,41.08736942070276,0.8876941936790833
00-0033699,Austin Ekeler,RB,LAC,7500,5575,15.21,15.21,0.9798900488870584,1.07095046854083,15.961627231859849,KC,25.0,43.0,8.7086,statline_mc+recal_10_4b,4.218729633635336,32.94820771909571,0.0,0.0,0.0,10.695,49.71849786720602,0.20275,5.7775,4.56725,37.52777445139246,0.1475,76.44612249790244,8.365025189453808
00-0030431,Robert Woods,WR,LA,6300,5217,17.1146,17.1146,1.0108970510651458,0.9210174029451138,15.934615664834812,ARI,21.5,42.0,9.1219,statline_mc+recal_10_4b,4.448527437280325,32.872126804226234,0.0,0.0,0.0,1.15075,7.638196207538736,0.042,8.697,5.88825,61.57296044080937,0.38975,65.45524691358025,4.365336478749861
00-0033869,Mitchell Trubisky,QB,CHI,5600,1519,18.7651,18.7651,0.8985965547179126,0.9424364123159304,15.891597118081345,GB,22.0,48.5,7.9307,statline_mc+recal_10_4b,5.501512671724915,29.25996557936678,32.23125,194.69737193281964,1.55975,4.26875,17.08702240768559,0.1275,0.0,0.0,0.0,0.0,42.68993352326686,0.987784853116386
00-0026143,Matt Ryan,QB,ATL,5900,1301,18.3672,18.3672,0.9255936406777788,0.931726907630522,15.839890686136656,TB,21.75,51.0,7.8978,statline_mc+recal_10_4b,5.555258740911803,28.77988995330961,38.9025,246.1428405415407,1.401,0.86975,2.824270644750285,0.031,0.0,0.0,0.0,0.0,44.97863247863248,1.1506069265863332
00-0029608,T.Y. Hilton,WR,IND,5800,5151,10.8656,10.8656,1.0680565409594498,1.360107095046854,15.78412243332536,JAX,31.75,48.0,9.3213,statline_mc+recal_10_4b,3.141777426029129,35.51017858727608,0.0,0.0,0.0,0.0,0.0,0.0,6.8945,4.18875,81.02622433325358,0.46125,80.97608024691358,12.285472836561976
00-0033594,Chris Carson,RB,SEA,6200,5565,15.6702,15.6702,0.8612717798112566,1.1137884872824633,15.032049117625496,SF,26.0,45.0,8.817,statline_mc+recal_10_4b,3.0993836423203325,31.70851297594375,0.0,0.0,0.0,13.39925,60.38146730098335,0.42025,3.691,2.82175,21.41152387527161,0.159,75.56214790842623,7.886304965181436
00-0030035,Adam Thielen,WR,MIN,7400,5333,10.2966,10.2966,1.1715694300423871,1.2208835341365465,14.727682877791858,DET,28.5,54.0,9.1539,statline_mc+recal_10_4b,2.5376769069299616,33.17912823655692,0.0,0.0,0.0,0.0,0.0,0.0,5.45775,3.58625,65.06432877791858,0.6795,68.75,5.437641818871321
