player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0019596,Tom Brady,QB,TB,7600,1131,24.3137,24.3137,1.1024126329600907,1.2147505422993492,32.559876129559214,IND,28.0,53.0,8.5328,statline_mc+recal_10_4b,13.391353727586404,54.07529026819941,41.442,414.3081688140143,3.50375,1.15875,5.705493769986435,0.06075,0.0,0.0,0.0,0.0,85.86101175268269,15.017700634682516
00-0036223,Jonathan Taylor,RB,IND,9100,5820,28.8761,28.8761,0.9405547653673842,1.084598698481562,29.457262191567867,TB,25.0,53.0,11.3772,statline_mc+recal_10_4b,5.965051946503779,61.45455722774497,0.0,0.0,0.0,23.73475,132.56249440498792,1.25325,4.2605,3.37525,31.297627510690724,0.1445,85.57038834951456,16.23147196115358
00-0033908,Cooper Kupp,WR,LA,9600,5552,25.8334,25.8334,0.9323602768487584,1.0629067245119306,25.60121307736393,GB,24.5,47.0,10.5761,statline_mc+recal_10_4b,7.30686682692845,52.15950790823439,0.0,0.0,0.0,0.0,0.0,0.0,12.4425,8.68225,111.34213077363928,0.801,81.62818266572366,11.80305119224752
00-0026498,Matthew Stafford,QB,LA,7100,1340,24.5883,24.5883,0.9379401999403776,1.0629067245119306,24.51312747195253,GB,24.5,47.0,8.2984,statline_mc+recal_10_4b,9.309088743212158,42.37257419245312,40.82075,335.8390554053221,2.48675,1.296,4.015652557396408,0.04225,0.0,0.0,0.0,0.0,72.10047266223812,6.00060486521049
00-0036442,Joe Burrow,QB,CIN,6200,1550,20.5872,20.5872,1.0209774523352766,1.019522776572668,21.429447312832465,PIT,23.5,43.5,8.1562,statline_mc+recal_10_4b,7.954702273080034,37.36441376325258,33.85475,291.3006428280645,2.135,2.21425,7.7317159970988145,0.06725,0.0,0.0,0.0,0.0,64.76462698007154,3.679599431808815
00-0036900,Ja'Marr Chase,WR,CIN,7300,5924,19.7197,19.7197,1.0618273839983827,1.019522776572668,21.34767974647264,PIT,23.5,43.5,10.4166,statline_mc+recal_10_4b,4.6895773783561285,45.93702504205986,0.0,0.0,0.0,1.34075,8.531320041041425,0.04325,8.96925,5.3295,99.18297742368492,0.6775,78.79826239310744,9.773715808516643
00-0036389,Jalen Hurts,QB,PHI,7300,1554,21.3017,21.3017,0.9300026625340496,1.0737527114967462,21.27175556056895,NYG,24.75,45.5,8.5209,statline_mc+recal_10_4b,6.268415487559235,40.53902762049395,22.17125,158.7989071634518,0.91175,14.42825,72.03799274030881,0.776,0.0,0.0,0.0,0.0,63.13234542667348,3.3002067762455254
00-0029604,Kirk Cousins,QB,MIN,6300,1415,19.8989,19.8989,1.0669797988762744,0.9869848156182212,20.955417985339825,SF,22.75,49.0,8.1306,statline_mc+recal_10_4b,7.972275373320276,36.84292994983486,35.311,276.02967877968854,1.98725,2.44,9.947308341522817,0.0975,0.0,0.0,0.0,0.0,62.54918242207461,3.1743649364994977
00-0036355,Justin Herbert,QB,LAC,6600,1552,22.146,22.146,0.8568795295994788,1.084598698481562,20.58184609571377,DEN,25.0,47.5,8.1391,statline_mc+recal_10_4b,7.7234932691405564,36.79315818733891,37.6285,259.04146289399046,1.82425,4.96975,20.47937579954156,0.17675,0.0,0.0,0.0,0.0,65.1756515074093,3.781820590426024
00-0033921,Chris Godwin,WR,TB,7000,5579,15.0285,15.0285,1.1260941090618382,1.2147505422993492,20.55781041874804,IND,28.0,53.0,10.3911,statline_mc+recal_10_4b,4.777353137173825,43.00236156132673,0.0,0.0,0.0,0.36125,3.075920782514796,0.01975,8.06575,5.6915,100.86718340496569,0.5805,86.76637947662832,16.624949147183575
