player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0033873,Patrick Mahomes II,QB,KC,8300,1523,28.4008,28.4008,1.449948653393845,1.2453669384729429,51.283926040838764,WAS,30.0,54.0,8.8733,statline_mc+recal_10_4b,24.741411395046946,82.41347354792622,41.875,571.764198894892,5.13825,4.779,44.40358085043087,0.3195,0.0,0.0,0.0,0.0,100.0,38.13823058871305
00-0031800,Taylor Heinicke,QB,WAS,5800,1487,21.2474,21.2474,1.488534799748236,0.9962935507783542,31.51028087067704,KC,24.0,54.0,8.5263,statline_mc+recal_10_4b,13.170264200995788,52.48893721035644,34.8465,388.19991663862027,2.42,5.3035,36.12534205132231,0.308,0.0,0.0,0.0,0.0,59.609254696643056,2.5818362046117938
00-0033040,Tyreek Hill,WR,KC,8500,5485,19.0076,19.0076,1.21071327273464,1.2453669384729429,28.659370291183723,WAS,30.0,54.0,11.4101,statline_mc+recal_10_4b,6.79837711398098,58.59073722570342,0.0,0.0,0.0,0.67975,6.45055473408642,0.0305,10.5925,7.14875,140.7206481777508,0.8965,88.72662032857917,21.02838067425651
00-0031381,Davante Adams,WR,GB,9000,5263,23.7715,23.7715,1.0869946919866558,1.027427724240178,26.548171418649005,CHI,24.75,44.0,10.8735,statline_mc+recal_10_4b,7.335904214859961,53.67849126788014,0.0,0.0,0.0,0.0,0.0,0.0,13.06875,8.5205,131.89921418649,0.62,78.71384726484925,10.787141055610276
00-0026498,Matthew Stafford,QB,LA,6700,1340,23.1661,23.1661,0.9523569748567264,1.1830985915492958,26.10204252752025,NYG,28.5,49.5,8.2977,statline_mc+recal_10_4b,10.61949307806503,43.9438908377391,36.165,356.1386642130359,2.38175,2.87975,10.10745958998816,0.10375,0.0,0.0,0.0,0.0,72.79065291037881,6.216833751140742
00-0034796,Lamar Jackson,QB,BAL,7400,1527,27.7768,27.7768,0.8387186537251136,1.1104521868050408,25.87012232780877,LAC,26.75,50.5,8.4365,statline_mc+recal_10_4b,9.72841929398374,45.17019909295902,36.317,296.3836779269385,1.5965,10.57225,52.317752107312295,0.37975,0.0,0.0,0.0,0.0,70.95742223591007,5.5016351916374
00-0035228,Kyler Murray,QB,ARI,7900,1537,23.0263,23.0263,1.193838407261404,0.9340252038547072,25.67605216259069,CLE,22.5,48.0,8.361,statline_mc+recal_10_4b,10.008027301999226,44.147969669254,32.50675,318.05545371505826,1.9365,6.3405,27.583340139883614,0.36,0.0,0.0,0.0,0.0,55.79611949491839,2.0022906287356186
00-0033908,Cooper Kupp,WR,LA,7900,5552,20.774,20.774,1.0134118505112173,1.1830985915492958,24.90731316498252,NYG,28.5,49.5,10.5979,statline_mc+recal_10_4b,6.295806899782922,50.82122585020613,0.0,0.0,0.0,0.123,0.8368726683059661,0.00275,11.2475,7.1305,117.33625898151924,0.81925,85.6253385087561,17.10072507539816
00-0034753,Mark Andrews,TE,BAL,5200,4721,14.3287,14.3287,1.5149376617266526,1.1104521868050408,24.10460717809214,LAC,26.75,50.5,9.1516,statline_mc+recal_10_4b,5.6646487545705,48.85284831368487,0.0,0.0,0.0,0.0,0.0,0.0,8.48025,6.0125,124.01107178092144,0.759,83.88904943224316,11.388342282048052
00-0036355,Justin Herbert,QB,LAC,7300,1552,24.134,24.134,0.9763143074833538,0.9859154929577464,23.23053720312518,BAL,23.75,50.5,8.2041,statline_mc+recal_10_4b,9.123305902553518,39.320570421365375,41.43525,299.8454299029324,2.229,3.64525,13.377200070078818,0.1345,0.0,0.0,0.0,0.0,53.85548198336927,1.75930000490752
