team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
DEN,rush,0.9753,recent,32.63,28.18,0.8636,4.45
LAC,rush,0.9256,recent,26.39,22.8,0.8638,3.59
MIN,rush,0.6993,recent,22.72,19.67,0.866,3.04
BUF,recv,0.8736,recent,34.04,29.54,0.868,4.49
DEN,pass,1.0,exclusive,37.53,32.61,0.869,4.91
GB,recv,0.8757,recent,34.32,29.9,0.8713,4.42
WAS,recv,0.8121,recent,26.83,23.43,0.8731,3.41
LA,recv,0.8154,recent,32.27,28.25,0.8755,4.02
MIN,recv,0.7283,recent,28.64,25.08,0.8756,3.56
IND,pass,1.0,exclusive,29.18,32.56,1.116,3.38
NO,recv,0.7453,recent,26.0,23.1,0.8886,2.9
PIT,recv,0.9353,recent,35.16,31.37,0.8923,3.79
BAL,recv,0.871,recent,32.36,28.89,0.8928,3.47
SF,pass,1.0,exclusive,31.21,34.47,1.1044,3.26
CHI,recv,0.8363,recent,31.37,28.13,0.8967,3.24
MIA,pass,1.0,exclusive,37.14,33.32,0.8973,3.81
DET,recv,0.6757,recent,24.45,21.98,0.8988,2.48
BUF,pass,1.0,exclusive,38.44,34.55,0.8989,3.89
CAR,recv,0.8442,recent,28.24,25.49,0.9027,2.75
JAX,pass,1.0,exclusive,35.2,31.85,0.9049,3.35
ATL,pass,1.0,exclusive,30.89,33.75,1.0925,2.86
HOU,rush,0.7903,recent,22.99,20.95,0.9115,2.03
CIN,rush,0.9533,recent,28.14,25.76,0.9155,2.38
IND,recv,0.9252,recent,26.97,29.09,1.0784,2.12
NYG,rush,0.7895,recent,21.09,19.45,0.9219,1.65
CIN,recv,0.9515,recent,33.07,30.55,0.9239,2.52
PIT,pass,1.0,exclusive,32.02,34.43,1.0754,2.41
JAX,recv,0.8424,recent,28.03,26.13,0.9321,1.9
DEN,recv,0.9789,recent,28.64,30.54,1.0663,1.9
SEA,recv,0.6604,recent,20.0,21.23,1.0615,1.23
SEA,pass,1.0,exclusive,31.57,33.33,1.0557,1.76
LAC,recv,0.9945,recent,38.27,36.32,0.9491,1.95
CLE,rush,0.8,recent,20.71,21.72,1.0487,1.01
LAC,pass,1.0,exclusive,36.04,37.78,1.0484,1.74
DAL,rush,0.9697,recent,27.41,28.67,1.0459,1.26
MIA,rush,0.7569,recent,21.8,22.79,1.0453,0.99
SEA,rush,0.5049,recent,12.87,12.39,0.9629,0.48
ARI,recv,0.8712,recent,31.62,30.58,0.9668,1.05
LA,pass,1.0,exclusive,36.36,35.38,0.973,0.98
NYG,pass,1.0,exclusive,31.76,32.62,1.0269,0.86
MIN,pass,1.0,exclusive,34.41,35.31,1.0262,0.9
KC,rush,0.7692,recent,20.31,19.8,0.9749,0.51
SF,recv,0.8333,recent,28.36,27.66,0.9754,0.7
NYJ,rush,0.7407,recent,18.67,18.26,0.978,0.41
ARI,pass,1.0,exclusive,36.48,35.72,0.9792,0.76
GB,pass,1.0,exclusive,34.47,35.15,1.0199,0.69
GB,rush,0.8864,recent,25.71,25.25,0.9822,0.46
ATL,recv,0.9281,recent,30.48,29.99,0.9838,0.49
TEN,pass,1.0,exclusive,31.9,32.41,1.0159,0.51
CLE,recv,0.5035,recent,15.18,14.97,0.9864,0.21
CIN,pass,1.0,exclusive,33.38,33.24,0.9957,0.14
