team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
WAS,pass,1.0,exclusive,12.34,29.94,2.4259,17.6
CLE,pass,1.0,exclusive,12.78,31.0,2.4259,18.22
BAL,pass,1.0,exclusive,20.11,34.3,1.7061,14.2
NE,pass,1.0,exclusive,18.45,29.92,1.6218,11.47
JAX,rush,0.7723,recent,14.09,21.24,1.5075,7.15
CAR,pass,1.0,exclusive,20.85,31.39,1.5055,10.54
DET,rush,0.2868,recent,13.43,6.75,0.5027,6.68
SF,rush,0.4798,recent,23.27,13.86,0.5955,9.41
NE,recv,0.9712,recent,19.85,27.8,1.4003,7.95
CHI,pass,1.0,exclusive,25.9,34.96,1.3498,9.06
PHI,rush,0.7723,recent,36.53,25.19,0.6897,11.33
NYJ,recv,0.5333,recent,24.08,16.63,0.6908,7.45
NYJ,pass,1.0,exclusive,25.18,32.55,1.2928,7.37
WAS,rush,0.7588,recent,29.11,20.76,0.7132,8.35
PHI,pass,1.0,exclusive,22.87,29.24,1.2786,6.37
CAR,rush,0.552,recent,18.68,13.49,0.7221,5.19
MIA,recv,0.6444,recent,28.99,21.14,0.7293,7.85
NO,rush,0.5652,recent,19.49,14.57,0.7475,4.92
LV,rush,0.8,recent,17.2,21.41,1.2445,4.21
ARI,rush,0.8255,recent,31.53,24.02,0.7617,7.51
DAL,recv,0.8109,recent,36.69,28.07,0.765,8.62
DET,pass,1.0,exclusive,27.7,34.06,1.2298,6.37
PHI,recv,0.9107,recent,20.87,25.54,1.2235,4.67
NE,rush,0.6474,recent,23.9,18.58,0.7774,5.32
LV,recv,0.8182,recent,33.68,26.39,0.7834,7.29
TEN,rush,0.7647,recent,27.28,21.52,0.789,5.76
BUF,rush,0.8142,recent,19.73,23.74,1.2032,4.01
IND,rush,0.9123,recent,32.71,26.1,0.7979,6.61
CHI,rush,0.936,recent,29.17,23.27,0.798,5.89
NYG,recv,0.8333,recent,32.02,25.68,0.8017,6.35
BAL,rush,0.7162,recent,22.43,18.38,0.8197,4.04
HOU,pass,1.0,exclusive,26.65,31.37,1.1769,4.72
TEN,recv,0.7161,recent,27.27,22.48,0.8241,4.8
HOU,recv,0.7607,recent,28.01,23.12,0.8254,4.89
TB,recv,0.9289,recent,41.11,33.95,0.8258,7.16
ATL,rush,0.8125,recent,24.25,20.31,0.8372,3.95
TB,pass,1.0,exclusive,43.89,36.87,0.8401,7.02
PIT,rush,0.9115,recent,20.9,24.2,1.158,3.3
KC,pass,1.0,exclusive,32.01,37.03,1.1569,5.02
KC,recv,0.8735,recent,26.59,30.73,1.1556,4.14
TB,rush,0.9558,recent,23.59,27.2,1.1528,3.61
LV,pass,1.0,exclusive,39.09,33.18,0.8487,5.91
DAL,pass,1.0,exclusive,40.69,34.96,0.8591,5.73
LA,rush,0.9697,recent,22.89,26.02,1.1365,3.13
