team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYG,pass,1.0,exclusive,7.45,30.14,4.0431,22.69
PHI,pass,1.0,exclusive,7.78,30.81,3.96,23.03
NYJ,pass,1.0,exclusive,15.6,33.75,2.1642,18.16
CHI,pass,1.0,exclusive,22.22,32.37,1.4572,10.16
PHI,rush,0.4831,recent,26.13,14.87,0.569,11.26
DET,pass,1.0,exclusive,23.58,32.24,1.3672,8.66
DET,rush,0.3701,recent,14.43,9.2,0.6379,5.22
BAL,rush,0.8284,recent,38.52,24.58,0.6381,13.94
NYJ,rush,0.4672,recent,18.83,12.2,0.6479,6.63
LA,rush,0.3069,recent,6.48,8.4,1.2961,1.92
SEA,pass,1.0,exclusive,24.97,32.03,1.2825,7.05
ATL,pass,1.0,exclusive,27.11,34.32,1.266,7.21
WAS,rush,0.8647,recent,33.39,24.54,0.7351,8.84
NYJ,recv,0.7415,recent,32.79,24.14,0.7361,8.65
DAL,recv,0.8416,recent,40.54,30.01,0.7403,10.53
ARI,pass,1.0,exclusive,26.36,33.2,1.2595,6.84
SF,rush,0.6111,recent,24.34,18.07,0.7424,6.27
SF,pass,1.0,exclusive,25.44,31.11,1.2228,5.67
DEN,pass,1.0,exclusive,26.66,32.41,1.2158,5.75
ARI,rush,0.7047,recent,25.86,20.62,0.7975,5.24
PIT,recv,0.9175,recent,38.94,31.1,0.7987,7.84
DAL,rush,0.9646,recent,21.74,26.06,1.199,4.32
BUF,rush,0.9623,recent,22.39,26.76,1.195,4.37
HOU,rush,0.4862,recent,14.9,12.01,0.8061,2.89
LA,recv,0.798,recent,36.35,29.39,0.8085,6.96
JAX,recv,0.6592,recent,26.64,21.84,0.8197,4.81
JAX,pass,1.0,exclusive,41.99,34.53,0.8224,7.46
CIN,rush,0.9496,recent,31.36,26.07,0.8315,5.28
PHI,recv,0.9245,recent,23.39,27.28,1.1663,3.89
TB,rush,0.9018,recent,21.02,24.38,1.1598,3.36
ARI,recv,0.8671,recent,33.46,28.19,0.8424,5.27
BAL,recv,0.9634,recent,37.99,32.07,0.8441,5.92
NYG,recv,0.7067,recent,23.98,20.44,0.8526,3.53
MIN,rush,0.2734,recent,8.8,7.5,0.8526,1.3
MIA,recv,0.8971,recent,32.6,27.85,0.8545,4.74
CHI,recv,0.7134,recent,25.95,22.24,0.8571,3.71
KC,recv,0.875,recent,36.22,31.08,0.858,5.14
CIN,pass,1.0,exclusive,30.77,34.91,1.1345,4.14
NO,rush,0.456,recent,13.3,11.51,0.8655,1.79
DEN,recv,0.8623,recent,23.32,26.38,1.1316,3.07
NO,recv,0.7557,recent,28.25,24.59,0.8704,3.66
PIT,pass,1.0,exclusive,30.9,34.86,1.1282,3.96
DEN,rush,0.4882,recent,14.1,12.43,0.8816,1.67
SF,recv,0.6183,recent,20.85,18.51,0.888,2.33
BUF,recv,0.9274,recent,31.94,28.38,0.8886,3.56
KC,pass,1.0,exclusive,41.41,36.86,0.8901,4.55
ATL,rush,0.7719,recent,20.04,17.94,0.8951,2.1
WAS,recv,0.6541,recent,23.79,21.32,0.896,2.47
IND,pass,1.0,exclusive,38.33,34.36,0.8965,3.97
PIT,rush,0.9062,recent,21.12,23.27,1.1015,2.14
LAC,rush,0.844,recent,18.84,20.74,1.1009,1.9
CHI,rush,0.7429,recent,21.53,19.36,0.8995,2.16
HOU,recv,0.5897,recent,20.22,18.22,0.9014,1.99
LAC,recv,0.963,recent,37.88,34.54,0.9119,3.34
NYG,rush,0.6393,recent,18.44,16.83,0.9129,1.61
NE,rush,0.9157,recent,28.31,25.88,0.9141,2.43
DET,recv,0.75,recent,21.26,23.06,1.0847,1.8
NE,pass,1.0,exclusive,27.26,29.5,1.082,2.24
CIN,recv,0.9325,recent,29.03,31.34,1.0795,2.31
TB,recv,0.9124,recent,36.65,33.8,0.9223,2.85
MIA,pass,1.0,exclusive,29.49,31.78,1.0775,2.29
LAC,pass,1.0,exclusive,39.81,36.83,0.9252,2.98
LA,pass,1.0,exclusive,40.27,37.29,0.926,2.98
ATL,recv,0.8811,recent,26.89,28.86,1.0732,1.97
LV,recv,0.7288,recent,26.53,24.7,0.931,1.83
WAS,pass,1.0,exclusive,31.79,33.91,1.0667,2.12
SEA,rush,0.4,recent,10.54,9.91,0.9405,0.63
JAX,rush,0.9561,recent,23.59,22.26,0.9439,1.32
LV,rush,0.9138,recent,25.36,23.96,0.945,1.39
DAL,pass,1.0,exclusive,38.42,36.32,0.9452,2.1
SEA,recv,0.9704,recent,28.39,29.83,1.0506,1.44
BUF,pass,1.0,exclusive,33.15,31.52,0.9509,1.63
HOU,pass,1.0,exclusive,34.0,32.44,0.9543,1.55
IND,recv,0.9827,recent,34.44,32.94,0.9563,1.5
MIN,pass,1.0,exclusive,33.51,34.85,1.04,1.34
KC,rush,0.7586,recent,21.85,21.11,0.9664,0.73
MIA,rush,0.8521,recent,26.27,25.63,0.9756,0.64
NE,recv,0.6222,recent,17.39,17.78,1.0225,0.39
LV,pass,1.0,exclusive,35.64,35.02,0.9826,0.62
BAL,pass,1.0,exclusive,33.76,34.01,1.0072,0.24
IND,rush,1.0,recent,29.36,29.18,0.9939,0.18
MIN,recv,0.7963,recent,26.99,26.87,0.9956,0.12
TB,pass,1.0,exclusive,37.88,37.84,0.9989,0.04
