team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
MIN,pass,1.0,exclusive,18.5,35.5,1.9189,17.0
IND,pass,1.0,exclusive,22.83,30.33,1.3285,7.5
HOU,pass,1.0,exclusive,23.58,29.0,1.2297,5.42
CLE,pass,1.0,exclusive,30.58,37.0,1.2098,6.42
WAS,rush,0.6071,recent,16.92,18.11,1.0707,1.2
LA,pass,1.0,exclusive,26.08,27.08,1.0383,1.0
ARI,recv,0.759,recent,31.92,30.8,0.9651,1.11
IND,rush,0.6604,recent,18.42,17.78,0.9652,0.64
TB,pass,1.0,exclusive,30.0,31.0,1.0333,1.0
HOU,recv,0.9333,recent,28.0,27.07,0.9667,0.93
LA,rush,0.8,recent,22.0,21.27,0.9667,0.73
CLE,recv,0.7361,recent,26.42,27.24,1.031,0.82
MIA,pass,1.0,exclusive,33.0,34.0,1.0303,1.0
NYJ,rush,1.0,recent,20.33,20.83,1.0246,0.5
LAC,recv,0.8889,recent,31.67,32.44,1.0246,0.78
NYG,recv,0.9429,recent,31.92,32.53,1.0192,0.61
BAL,rush,0.973,recent,34.58,35.19,1.0175,0.61
DET,rush,0.8305,recent,25.25,24.85,0.984,0.4
BUF,rush,0.7692,recent,24.17,23.78,0.9841,0.38
LA,recv,0.8909,recent,23.75,24.13,1.0159,0.38
ARI,rush,0.7209,recent,16.17,15.92,0.9848,0.25
TEN,rush,0.9649,recent,28.33,28.71,1.0132,0.37
SF,recv,0.9344,recent,28.17,27.8,0.987,0.37
PIT,rush,0.898,recent,23.42,23.12,0.9874,0.29
SEA,rush,0.8182,recent,24.08,23.8,0.988,0.29
TEN,recv,0.7969,recent,24.58,24.3,0.9887,0.28
GB,recv,0.7033,recent,32.75,32.41,0.9896,0.34
CIN,recv,0.8833,recent,26.92,26.65,0.99,0.27
BAL,recv,0.84,recent,22.33,22.12,0.9904,0.21
JAX,recv,0.9273,recent,26.75,26.5,0.9908,0.25
NO,recv,1.0,recent,40.75,41.08,1.0082,0.33
KC,recv,0.9344,recent,28.17,27.95,0.9925,0.21
KC,rush,0.9783,recent,22.0,21.85,0.9931,0.15
NYJ,recv,0.8548,recent,25.33,25.5,1.0067,0.17
BUF,recv,0.9231,recent,24.0,23.85,0.9936,0.15
LAC,rush,0.9722,recent,16.75,16.85,1.0061,0.1
LV,recv,1.0,recent,29.5,29.67,1.0056,0.17
DET,recv,0.9333,recent,26.75,26.6,0.9944,0.15
GB,rush,0.9767,recent,19.83,19.94,1.0055,0.11
SF,rush,0.9706,recent,16.92,16.82,0.9945,0.09
MIN,recv,0.9706,recent,33.17,33.32,1.0047,0.16
CHI,rush,0.9714,recent,16.83,16.76,0.9955,0.08
NO,rush,0.9737,recent,18.25,18.18,0.9959,0.07
NE,recv,0.84,recent,31.83,31.71,0.9961,0.12
WAS,recv,0.7612,recent,24.58,24.68,1.0037,0.09
CIN,rush,0.9783,recent,22.58,22.66,1.0035,0.08
CHI,recv,0.7412,recent,31.92,31.81,0.9966,0.11
DEN,recv,0.9483,recent,27.75,27.66,0.9967,0.09
CLE,rush,0.913,recent,20.75,20.7,0.9974,0.05
CAR,rush,1.0,recent,32.25,32.17,0.9974,0.08
IND,recv,0.9474,recent,28.25,28.18,0.9977,0.07
PIT,recv,1.0,recent,35.5,35.42,0.9977,0.08
DAL,rush,0.9111,recent,19.25,19.21,0.9979,0.04
SEA,recv,0.9394,recent,32.0,31.94,0.9981,0.06
MIN,rush,0.94,recent,22.75,22.72,0.9985,0.03
PHI,recv,0.9398,recent,39.5,39.55,1.0012,0.05
NE,rush,0.9091,recent,29.67,29.7,1.001,0.03
CAR,recv,0.8909,recent,25.0,25.02,1.0008,0.02
ATL,recv,0.9298,recent,26.25,26.27,1.0007,0.02
JAX,rush,0.9844,recent,30.33,30.35,1.0006,0.02
TB,recv,1.0,recent,31.0,31.0,1.0,0.0
MIA,recv,1.0,recent,34.0,34.0,1.0,0.0
DAL,recv,1.0,recent,44.42,44.42,1.0,0.0
HOU,rush,1.0,recent,30.0,30.0,1.0,0.0
TB,rush,0.6471,recent,22.0,22.0,1.0,0.0
PHI,rush,1.0,recent,19.92,19.92,1.0,0.0
MIA,rush,1.0,recent,32.0,32.0,1.0,0.0
NYG,rush,1.0,recent,15.5,15.5,1.0,0.0
LV,rush,1.0,recent,27.83,27.83,1.0,0.0
ATL,rush,1.0,recent,25.33,25.33,1.0,0.0
DEN,rush,1.0,recent,37.75,37.75,1.0,0.0
ARI,pass,1.0,exclusive,41.0,41.0,1.0,0.0
CIN,pass,1.0,exclusive,33.33,33.33,1.0,0.0
CHI,pass,1.0,exclusive,42.92,42.92,1.0,0.0
DAL,pass,1.0,exclusive,45.42,45.42,1.0,0.0
DEN,pass,1.0,exclusive,30.33,30.33,1.0,0.0
BUF,pass,1.0,exclusive,26.25,26.25,1.0,0.0
CAR,pass,1.0,exclusive,29.08,29.08,1.0,0.0
BAL,pass,1.0,exclusive,26.92,26.92,1.0,0.0
ATL,pass,1.0,exclusive,28.83,28.83,1.0,0.0
KC,pass,1.0,exclusive,30.92,30.92,1.0,0.0
JAX,pass,1.0,exclusive,28.58,28.58,1.0,0.0
DET,pass,1.0,exclusive,29.33,29.33,1.0,0.0
GB,pass,1.0,exclusive,46.67,46.67,1.0,0.0
LV,pass,1.0,exclusive,29.67,29.67,1.0,0.0
NE,pass,1.0,exclusive,37.75,37.75,1.0,0.0
NO,pass,1.0,exclusive,41.67,41.67,1.0,0.0
LAC,pass,1.0,exclusive,36.5,36.5,1.0,0.0
NYG,pass,1.0,exclusive,34.5,34.5,1.0,0.0
NYJ,pass,1.0,exclusive,30.25,30.25,1.0,0.0
PIT,pass,1.0,exclusive,35.42,35.42,1.0,0.0
PHI,pass,1.0,exclusive,43.08,43.08,1.0,0.0
SEA,pass,1.0,exclusive,34.0,34.0,1.0,0.0
SF,pass,1.0,exclusive,30.33,30.33,1.0,0.0
TEN,pass,1.0,exclusive,32.83,32.83,1.0,0.0
WAS,pass,1.0,exclusive,32.42,32.42,1.0,0.0
