team,position,matchup_factor
NO,QB,1.4093297760530359
NYJ,QB,1.3769908642574178
KC,QB,1.3459455089336243
DEN,QB,1.329129274799903
IND,QB,1.2903225806451613
LAC,QB,1.259277225321368
NYG,QB,1.181017058775972
JAX,QB,1.1803702805400598
PHI,QB,1.1745492764168486
GB,QB,1.170021828765462
SF,QB,1.1247473522515967
SEA,QB,1.1195731263642978
CLE,QB,1.073005093378608
LA,QB,1.043253294526639
BUF,QB,0.9928045921254751
ATL,QB,0.976635136227666
CHI,QB,0.9423558897243108
CAR,QB,0.9203654297032905
ARI,QB,0.9087234214568679
PIT,QB,0.8932007437949715
TB,QB,0.892553965559059
DAL,QB,0.8860861831999353
CIN,QB,0.8582747190557037
LV,QB,0.8440455978656319
DET,QB,0.8298164766755599
HOU,QB,0.8149405772495756
BAL,QB,0.8091195731263643
WAS,QB,0.7974775648799417
MIA,QB,0.7418546365914788
TEN,QB,0.6700622524052066
NE,QB,0.6015037593984963
MIN,QB,0.5426469399304714
ATL,RB,1.9711894635752503
JAX,RB,1.5848538894224176
IND,RB,1.5365619426533133
CLE,RB,1.4794896419261903
NE,RB,1.4794896419261903
LV,RB,1.4224173411990675
NO,RB,1.290712031828783
LAC,RB,1.2643709699547263
LA,RB,1.2468102620386885
DEN,RB,1.1655919879270134
PIT,RB,1.1414460145424612
GB,RB,1.0909589792838525
CHI,RB,1.0712031828783097
MIA,RB,1.038276855535739
PHI,RB,1.0316915900672246
NYG,RB,1.0053505281931678
BUF,RB,0.8999862806969406
SEA,RB,0.8516943339278364
TEN,RB,0.814377829606256
CIN,RB,0.7858416792426944
BAL,RB,0.7770613252846755
MIN,RB,0.774866236795171
SF,RB,0.7682809713266566
DET,RB,0.7331595554945809
ARI,RB,0.7177939360680479
HOU,RB,0.7155988475785431
KC,RB,0.65852654685142
CAR,RB,0.6475511044038963
TB,RB,0.6124296885718206
WAS,RB,0.5553573878446976
DAL,RB,0.4807243792015366
NYJ,RB,0.3863355741528331
IND,TE,1.8870043805458834
JAX,TE,1.8259013815567784
DAL,TE,1.8187127934404133
DEN,TE,1.5275749747276197
CLE,TE,1.4988206222621585
ARI,TE,1.4628776816803324
SEA,TE,1.4449062113894193
PIT,TE,1.4305290351566886
TB,TE,1.408963270807593
KC,TE,1.380208918342132
BUF,TE,1.1968999213748173
DET,TE,1.13220262832753
CIN,TE,1.0423452768729642
TEN,TE,1.024373806582051
MIA,TE,0.9201392788947546
CAR,TE,0.9093563967202067
MIN,TE,0.826687633382006
ATL,TE,0.8159047512074582
NE,TE,0.7907446928001797
SF,TE,0.7907446928001797
PHI,TE,0.7548017522183533
NO,TE,0.7368302819274402
HOU,TE,0.7224531056947097
LA,TE,0.650567224531057
WAS,TE,0.6002471077165001
NYG,TE,0.5894642255419521
CHI,TE,0.5714927552510389
BAL,TE,0.5678984611928564
LV,TE,0.5499269909019431
GB,TE,0.4420981691564641
NYJ,TE,0.36302369987644617
LAC,TE,0.3162978771200719
NYJ,WR,1.6079767017128188
NO,WR,1.5463744508613455
SF,WR,1.3189199861789822
CIN,WR,1.3173404412853547
BUF,WR,1.282590453625549
KC,WR,1.249420010859371
NYG,WR,1.2178291129868208
HOU,WR,1.203613208944173
LAC,WR,1.1088405153265215
BAL,WR,1.0914655214966187
PHI,WR,1.0788291623475985
ATL,WR,1.0756700725603434
CLE,WR,1.0282837257515176
DEN,WR,1.0188064563897528
GB,WR,0.9761587442618096
TB,WR,0.9461473912828867
MIA,WR,0.9445678463892592
SEA,WR,0.9398292117083765
ARI,WR,0.9303519423466113
JAX,WR,0.9129769485167086
CAR,WR,0.878226960856903
CHI,WR,0.8640110568142554
WAS,WR,0.8403178834098426
MIN,WR,0.8292610691544499
LV,WR,0.8229428895799398
TEN,WR,0.8039883508564094
PIT,WR,0.8008292610691544
DET,WR,0.7787156325583691
DAL,WR,0.7566020040475837
LA,WR,0.6886815736216003
IND,WR,0.6871020287279728
NE,WR,0.4533293844710993
