team,position,matchup_factor
KC,QB,1.5002434001123386
NO,QB,1.4810709604942893
HOU,QB,1.2593896274105971
BUF,QB,1.2330275229357799
BAL,QB,1.2294326905073956
PIT,QB,1.218248767396867
CHI,QB,1.2074642701117142
NE,QB,1.2062659926355863
LV,QB,1.1994757536041938
JAX,QB,1.1799038881607686
SF,QB,1.147150970479935
DET,QB,1.1383636023216626
NYG,QB,1.1024152780378207
GB,QB,1.0992198714348125
MIA,QB,1.0672658054047306
IND,QB,1.017337577232728
CLE,QB,0.9925731760594145
TB,QB,0.9502340385695563
CIN,QB,0.9494351869188041
MIN,QB,0.928665043999251
PHI,QB,0.9158834175872184
TEN,QB,0.9122885851588342
SEA,QB,0.8999063845721775
WAS,QB,0.8188229420208449
ATL,QB,0.8128315546402045
DAL,QB,0.7852711726892592
CAR,QB,0.7724895462772264
LAC,QB,0.7597079198651938
LA,QB,0.6842164388691258
ARI,QB,0.6654434250764527
NYJ,QB,0.5583973038756787
DEN,QB,0.30755788553953695
ATL,RB,2.0198497356460443
NYG,RB,1.32677859196735
LAC,RB,1.3119376681198405
JAX,RB,1.3074853909655877
SF,RB,1.2956126518875801
LA,RB,1.2911603747333271
DAL,RB,1.2258603098042853
CAR,RB,1.1872739078007606
LV,RB,1.1590761524904925
GB,RB,1.1472034134124849
TB,RB,1.1279102124107225
DEN,RB,1.0952601799462018
IND,RB,1.080419256098692
DET,RB,0.9795009739356275
MIN,RB,0.96762823485762
CLE,RB,0.9631759577033672
ARI,RB,0.961691865318616
NYJ,RB,0.9453668490863556
CHI,RB,0.9052963546980799
CIN,RB,0.8963918003895742
NE,RB,0.8785826917725629
NO,RB,0.8429644745385401
PHI,RB,0.8207030887672757
MIA,RB,0.8192189963825249
TEN,RB,0.8162508116130228
BUF,RB,0.7494666542992301
HOU,RB,0.7435302847602263
BAL,RB,0.6901029589091922
PIT,RB,0.6530006492904182
WAS,RB,0.6144142472868935
KC,RB,0.605509692978388
SEA,RB,0.5713755681291162
LV,TE,2.0814046288906622
NYG,TE,1.5859537110933757
NO,TE,1.5782920989624898
PIT,TE,1.5501995211492419
ATL,TE,1.4301675977653632
BUF,TE,1.358659217877095
DET,TE,1.2718276137270548
SEA,TE,1.2156424581005587
HOU,TE,1.1849960095770151
TEN,TE,1.174780526735834
NE,TE,1.0675179569034317
JAX,TE,1.0624102154828412
DAL,TE,1.059856344772546
MIA,TE,1.0547486033519553
GB,TE,1.0266560255387072
MIN,TE,1.0011173184357542
WAS,TE,0.904070231444533
LA,TE,0.8938547486033519
DEN,TE,0.8708699122106944
LAC,TE,0.858100558659218
CLE,TE,0.8095770151636072
SF,TE,0.7865921787709498
IND,TE,0.7814844373503592
CIN,TE,0.7789305666400638
CHI,TE,0.7559457302474062
KC,TE,0.6716679968076616
NYJ,TE,0.6384676775738228
PHI,TE,0.6256983240223463
ARI,TE,0.6129289704708699
TB,TE,0.5720670391061453
CAR,TE,0.48012769353551477
BAL,TE,0.2553870710295291
KC,WR,1.761023851076207
BAL,WR,1.580453752181501
BUF,WR,1.438976148923793
PHI,WR,1.2686445607911578
CHI,WR,1.2276905177428739
SF,WR,1.2044211751018035
NE,WR,1.196974985456661
DET,WR,1.1625363583478767
CLE,WR,1.1485747527632344
IND,WR,1.145782431646306
TB,WR,1.1057591623036649
MIA,WR,1.095520651541594
NYG,WR,1.0834205933682375
JAX,WR,1.0564281559045958
PIT,WR,1.0294357184409542
CIN,WR,1.0182664339732403
WAS,WR,1.008958696916812
MIN,WR,1.0061663757998838
LV,WR,0.9484584060500292
CAR,WR,0.9270506108202442
LA,WR,0.894473531122746
TEN,WR,0.8702734147760326
GB,WR,0.8069808027923212
HOU,WR,0.7762652705061083
SEA,WR,0.7464805119255381
DAL,WR,0.7418266433973242
NO,WR,0.732518906340896
NYJ,WR,0.6906340895869691
ARI,WR,0.6831878999418267
LAC,WR,0.5938336242001164
ATL,WR,0.5519488074461896
DEN,WR,0.49703315881326354
