player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status,estimated_ownership_pct_heuristic_x,estimated_ownership_pct_heuristic_y
00-0038951,Sean Tucker,RB,TB,4000,44265683,1.3878,1.3878,1.0,0.9261117684945256,1.2852677466438744,MIN,20.61,42.5,0.0,0.0,3.9021,statline_mc+recal_10_4b,0.0,2.4188534181637764,0.0,0.0,0.0,0.71625,2.9113483887986518,0.02075,0.20025,0.154,1.181527981445096,0.00475,0.7140376370243747,0.5712301096194997,0.0,,36.86969333732894,0.23040659424425822,,classic,True,,ACTIVE,0.3239915282584912,0.3567792679178199
00-0039363,Isaac Guerendo,RB,SF,4000,44265669,1.0052,1.0052,1.0,1.2658208888156617,0.0,ARI,28.17,47.89,0.0,0.0,4.0195,statline_mc+recal_10_4b,0.0,2.381738075922833,0.0,0.0,0.0,0.56875,3.0161617051439533,0.0225,0.16275,0.11725,1.2379919396672852,0.00525,0.7069153644811238,0.5655322915848991,0.0,,35.963939666367,0.0,,classic,True,Out,OUT,1.4716224904961357,0.0
00-0039589,Kameron Johnson,WR,TB,3000,44265829,1.3552,1.3552,1.0,0.9261117684945256,1.2550692525540168,MIN,20.61,42.5,2.0,1.0,3.802,statline_mc+recal_10_4b,0.0,2.608149362651986,0.0,0.0,0.0,0.02,0.1132770530326066,0.00125,0.43825,0.2665,3.0668299056008186,0.01725,0.6972606958633426,0.5578085566906742,0.0,,39.352406103286384,0.2887842144438347,,classic,True,,ACTIVE,1.034821580732641,1.2060717093328925
00-0037563,Malik Davis,RB,DAL,4000,44265703,1.1129,1.1129,1.0,1.122028668573911,0.0,BAL,24.97,53.33,0.0,0.0,3.8438,statline_mc+recal_10_4b,0.0,2.527582769070545,0.0,0.0,0.0,0.50675,2.3974886970601865,0.01625,0.227,0.1715,1.4971723433429864,0.0065,0.6937161040403172,0.5549728832322538,0.0,,37.16112276495855,0.0,,classic,True,Injured Reserve,OUT,1.4895715904989286,0.0
00-0037120,Tyler Goodson,RB,DAL,4000,44265701,1.1121,1.1121,1.0,1.122028668573911,1.24779421196468,BAL,24.97,53.33,0.0,0.0,3.8553,statline_mc+recal_10_4b,0.0,2.4189121603667525,0.0,0.0,0.0,0.52025,2.3938095124581062,0.01625,0.23125,0.1705,1.5683805540123377,0.00525,0.6932190066470445,0.5545752053176356,0.0,,54.71431425432025,0.33042472021813984,,classic,True,,ACTIVE,1.3522593100714382,1.80687761241173
00-0029892,Kyle Juszczyk,RB,SF,4000,44265673,0.9812,0.9812,1.0,1.2658208888156617,1.2420608946811382,ARI,28.17,47.89,0.0,0.0,3.9523,statline_mc+recal_10_4b,0.0,2.4265953051426266,0.0,0.0,0.0,0.549,2.900761715945162,0.02125,0.1595,0.121,1.1745765878389385,0.006,0.6900338303784102,0.5520270643027281,5.4,,52.45330136849466,0.4237125356314796,,classic,True,,ACTIVE,1.1010124115278286,1.4711636019514531
00-0036972,Mac Jones,QB,SF,4000,44265603,0.963,0.963,1.0,1.2658208888156617,1.2190330445098492,ARI,28.17,47.89,1.0,0.5,6.286,statline_mc+recal_10_4b,0.0,2.123284064846055,0.0,0.0,0.0,0.8965,4.534905802832494,0.04625,0.0,0.0,0.0,0.0,0.6772405802832495,0.5417924642265997,-0.2,,64.21271217045864,0.40731490181023916,,classic,True,,ACTIVE,3.1580434930958927,3.230365672189413
00-0036331,Devin Duvernay,WR,ARI,3000,44265817,1.3351,1.3351,1.0,0.8861195572397886,1.1830334771389668,SF,19.72,47.89,2.0,1.0,3.7877,statline_mc+recal_10_4b,0.0,2.4389863774507674,0.0,0.0,0.0,0.02125,0.1868722130266525,0.0005,0.41475,0.24925,2.7055359933009404,0.019,0.6572408206327593,0.5257926565062074,0.0,,41.46214788732394,0.29607576926341256,,classic,True,,ACTIVE,1.171554481886612,1.3654322086569024
00-0040981,Joe Fagnano,QB,BAL,4000,44265611,0.9094,0.9094,1.0,1.2743585518925156,1.158919902712655,DAL,28.36,53.33,0.0,0.0,6.2857,statline_mc+recal_10_4b,0.0,2.1094493680547077,0.0,0.0,0.0,0.80775,4.285943903959194,0.0445,0.0,0.0,0.0,0.0,0.6438443903959195,0.5150755123167357,0.0,,68.60418923799205,0.4427373752277766,,classic,True,,ACTIVE,4.321616929608423,4.420586039514611
00-0037327,Skylar Thompson,QB,BAL,4000,44265612,0.8875,0.8875,1.0,1.2743585518925156,0.0,DAL,28.36,53.33,0.0,0.0,6.2605,statline_mc+recal_10_4b,0.0,1.9910209480874208,0.0,0.0,0.0,0.7915,4.2683808130714205,0.042,0.0,0.0,0.0,0.0,0.6283380813071421,0.5026704650457138,0.0,,39.75803539183821,0.0,,classic,True,Injured Reserve,OUT,3.766955005020552,0.0
