team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
CIN,pass,1.0,exclusive,0.24,37.18,152.7036,36.94
PHI,pass,1.0,exclusive,3.08,27.03,8.7665,23.95
NYG,pass,1.0,exclusive,5.97,30.01,5.0296,24.04
CAR,pass,1.0,exclusive,11.43,34.63,3.0292,23.2
CHI,pass,1.0,exclusive,13.26,36.39,2.7452,23.13
DEN,pass,1.0,exclusive,11.5,28.3,2.4604,16.8
BAL,pass,1.0,exclusive,20.4,37.2,1.8235,16.8
CIN,rush,0.0256,recent,1.36,0.57,0.4201,0.79
WAS,pass,1.0,exclusive,23.6,33.28,1.4102,9.68
PHI,rush,0.1117,recent,2.81,3.93,1.3997,1.12
MIN,pass,1.0,exclusive,26.29,34.95,1.3295,8.66
CAR,rush,0.5789,recent,15.85,13.44,0.8476,2.42
SF,rush,0.9203,recent,23.45,27.02,1.152,3.57
SF,pass,1.0,exclusive,25.5,28.92,1.1339,3.42
NO,recv,0.8828,recent,23.68,20.61,0.8707,3.06
MIA,rush,0.8816,recent,21.72,24.35,1.1211,2.63
JAX,rush,0.5472,recent,13.38,11.85,0.8856,1.53
WAS,rush,0.9138,recent,22.69,20.16,0.8886,2.53
PHI,recv,0.6,recent,14.33,15.55,1.0849,1.22
NE,recv,0.9371,recent,26.85,29.07,1.0827,2.22
DET,pass,1.0,exclusive,32.26,34.86,1.0808,2.6
NYJ,rush,0.7417,recent,18.08,19.51,1.0791,1.43
CLE,recv,0.753,recent,23.69,25.48,1.0758,1.8
DET,rush,0.927,recent,23.86,25.43,1.0656,1.56
CIN,recv,0.2655,recent,10.21,9.59,0.9398,0.61
JAX,recv,0.642,recent,21.57,20.37,0.9444,1.2
GB,rush,0.635,recent,16.64,17.55,1.0548,0.91
ARI,pass,1.0,exclusive,39.33,41.48,1.0547,2.15
PIT,pass,1.0,exclusive,37.13,39.13,1.0539,2.0
SEA,rush,0.85,recent,26.68,25.32,0.9491,1.36
HOU,recv,0.5901,recent,19.29,18.35,0.9508,0.95
KC,rush,0.5833,recent,16.15,15.35,0.9509,0.79
NE,pass,1.0,exclusive,30.42,31.82,1.046,1.4
LV,rush,0.825,recent,21.45,22.42,1.045,0.97
IND,recv,0.907,recent,22.66,21.66,0.956,1.0
LAC,recv,0.8916,recent,30.55,29.24,0.9571,1.31
DEN,rush,0.9252,recent,24.33,25.36,1.0422,1.03
CLE,rush,0.8174,recent,19.53,18.71,0.958,0.82
MIN,rush,0.9845,recent,21.19,22.08,1.0419,0.89
NYJ,recv,0.5369,recent,15.57,14.94,0.9599,0.62
TEN,recv,0.8473,recent,20.81,21.59,1.0377,0.78
HOU,pass,1.0,exclusive,30.95,31.99,1.0336,1.04
DAL,pass,1.0,exclusive,40.78,39.43,0.9669,1.35
LAC,rush,0.8247,recent,26.84,25.98,0.9679,0.86
SEA,recv,0.8243,recent,24.19,23.47,0.9701,0.72
SF,recv,0.9128,recent,25.26,25.96,1.0275,0.69
ATL,rush,1.0,recent,23.57,22.96,0.974,0.61
CHI,rush,0.8296,recent,23.39,22.79,0.9743,0.6
DAL,rush,0.7761,recent,19.05,19.46,1.0212,0.4
GB,recv,0.8763,recent,33.23,32.53,0.9789,0.7
MIN,recv,0.9217,recent,29.88,30.51,1.0211,0.63
BAL,recv,0.9396,recent,33.55,32.85,0.979,0.7
HOU,rush,0.9173,recent,26.38,25.84,0.9794,0.54
TB,recv,0.5426,recent,24.15,23.66,0.9796,0.49
TEN,rush,0.838,recent,30.44,29.83,0.9801,0.61
ARI,rush,0.6412,recent,17.04,16.73,0.9819,0.31
NYG,recv,0.75,recent,20.96,21.32,1.017,0.36
DAL,recv,0.7128,recent,28.16,27.68,0.9831,0.48
LA,recv,0.9464,recent,31.52,32.05,1.0167,0.53
WAS,recv,0.7771,recent,25.06,24.68,0.9847,0.38
IND,rush,0.9398,recent,31.02,30.55,0.9848,0.47
KC,recv,0.8535,recent,27.72,28.12,1.0146,0.4
ARI,recv,0.766,recent,30.6,30.16,0.9858,0.43
MIA,pass,1.0,exclusive,32.6,32.95,1.0107,0.35
CAR,recv,0.8521,recent,27.86,28.14,1.0103,0.29
TB,rush,0.2773,recent,6.76,6.69,0.9899,0.07
TEN,pass,1.0,exclusive,25.35,25.6,1.0099,0.25
GB,pass,1.0,exclusive,37.79,37.44,0.9907,0.35
PIT,rush,0.9836,recent,24.78,24.96,1.0074,0.18
ATL,recv,0.9424,recent,23.67,23.5,0.9929,0.17
BUF,rush,0.965,recent,31.17,30.96,0.9933,0.21
NYJ,pass,1.0,exclusive,29.73,29.93,1.0067,0.2
LV,pass,1.0,exclusive,33.28,33.49,1.0063,0.21
BAL,rush,0.8689,recent,22.0,21.86,0.9937,0.14
DET,recv,0.7701,recent,26.73,26.57,0.9939,0.16
LAC,pass,1.0,exclusive,33.72,33.92,1.0059,0.2
LA,rush,0.9231,recent,23.87,23.75,0.995,0.12
BUF,recv,0.9162,recent,31.18,31.03,0.9952,0.15
MIA,recv,0.8086,recent,26.32,26.2,0.9956,0.12
PIT,recv,0.8901,recent,34.58,34.43,0.9956,0.15
NE,rush,0.9539,recent,29.28,29.18,0.9967,0.1
TB,pass,1.0,exclusive,44.56,44.45,0.9975,0.11
LV,recv,0.843,recent,27.62,27.56,0.9978,0.06
NYG,rush,0.9478,recent,28.5,28.46,0.9985,0.04
CHI,recv,0.9261,recent,32.02,31.99,0.999,0.03
DEN,recv,0.9155,recent,24.95,24.93,0.9992,0.02
NO,rush,0.5197,recent,15.13,15.13,1.0,0.0
IND,pass,1.0,exclusive,25.01,25.01,1.0,0.0
ATL,pass,1.0,exclusive,27.09,27.09,1.0,0.0
BUF,pass,1.0,exclusive,36.53,36.53,1.0,0.0
JAX,pass,1.0,exclusive,33.84,33.84,1.0,0.0
KC,pass,1.0,exclusive,34.35,34.35,1.0,0.0
LA,pass,1.0,exclusive,33.94,33.94,1.0,0.0
SEA,pass,1.0,exclusive,29.42,29.42,1.0,0.0
