team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NE,pass,1.0,exclusive,15.07,33.04,2.1922,17.97
ATL,pass,1.0,exclusive,25.04,35.86,1.432,10.82
SEA,pass,1.0,exclusive,25.07,35.83,1.4292,10.76
CAR,pass,1.0,exclusive,24.96,33.55,1.3441,8.59
DET,pass,1.0,exclusive,25.1,33.74,1.3441,8.64
IND,pass,1.0,exclusive,26.46,35.57,1.3441,9.11
NYJ,pass,1.0,exclusive,24.73,33.24,1.3441,8.51
DEN,pass,1.0,exclusive,26.87,31.99,1.1906,5.12
NYG,pass,1.0,exclusive,29.0,31.73,1.0941,2.73
HOU,pass,1.0,exclusive,31.09,33.75,1.0858,2.67
JAX,pass,1.0,exclusive,31.37,34.06,1.0858,2.69
PIT,pass,1.0,exclusive,32.88,34.9,1.0615,2.02
CLE,pass,1.0,exclusive,36.05,38.27,1.0615,2.22
CIN,pass,1.0,exclusive,32.78,34.54,1.0537,1.76
MIN,pass,1.0,exclusive,33.04,34.81,1.0537,1.77
LA,pass,1.0,exclusive,33.05,34.59,1.0466,1.54
DAL,pass,1.0,exclusive,35.49,37.05,1.0439,1.56
PHI,pass,1.0,exclusive,34.05,35.54,1.0439,1.49
LAC,pass,1.0,exclusive,32.38,33.8,1.0439,1.42
TEN,pass,1.0,exclusive,36.8,38.37,1.0426,1.57
TB,pass,1.0,exclusive,36.43,37.94,1.0412,1.5
BUF,pass,1.0,exclusive,34.2,35.48,1.0372,1.27
ARI,pass,1.0,exclusive,37.08,38.15,1.0289,1.07
BAL,pass,1.0,exclusive,35.81,36.6,1.022,0.79
KC,pass,1.0,exclusive,38.18,38.76,1.0152,0.58
ARI,recv,0.9474,price,34.71,34.71,1.0,0.0
BAL,recv,0.8751,price,30.91,30.91,1.0,0.0
ATL,recv,0.7325,price,25.37,25.37,1.0,0.0
CAR,recv,0.8907,price,28.94,28.94,1.0,0.0
CHI,recv,0.9093,price,29.43,29.43,1.0,0.0
CIN,recv,0.8119,price,27.01,27.01,1.0,0.0
BUF,recv,0.8674,price,29.79,29.79,1.0,0.0
WAS,recv,0.8272,price,27.21,27.21,1.0,0.0
TEN,recv,0.9055,price,33.46,33.46,1.0,0.0
TB,recv,0.7997,price,29.36,29.36,1.0,0.0
SF,recv,0.9113,price,30.61,30.61,1.0,0.0
SEA,recv,1.0,price,34.6,34.6,1.0,0.0
PIT,recv,0.979,price,32.81,32.81,1.0,0.0
PHI,recv,0.8358,price,28.57,28.57,1.0,0.0
NYJ,recv,0.8142,price,26.09,26.09,1.0,0.0
NYG,recv,0.9678,price,29.65,29.65,1.0,0.0
NO,recv,0.704,price,24.04,24.04,1.0,0.0
NE,recv,0.9104,price,29.14,29.14,1.0,0.0
MIN,recv,1.0,price,33.65,33.65,1.0,0.0
MIA,recv,0.8863,price,27.97,27.97,1.0,0.0
LV,recv,0.8026,price,28.04,28.04,1.0,0.0
LAC,recv,1.0,price,32.58,32.58,1.0,0.0
LA,recv,0.9534,price,32.02,32.02,1.0,0.0
KC,recv,0.9335,price,34.9,34.9,1.0,0.0
JAX,recv,0.961,price,31.68,31.68,1.0,0.0
IND,recv,0.7953,price,27.21,27.21,1.0,0.0
HOU,recv,0.8523,price,27.71,27.71,1.0,0.0
GB,recv,0.9618,price,33.34,33.34,1.0,0.0
DET,recv,0.7651,price,24.77,24.77,1.0,0.0
DEN,recv,0.9746,price,30.24,30.24,1.0,0.0
DAL,recv,0.9638,price,34.16,34.16,1.0,0.0
CLE,recv,0.8761,price,32.14,32.14,1.0,0.0
ARI,rush,0.9835,price,24.17,24.17,1.0,0.0
BAL,rush,0.7262,price,19.13,19.13,1.0,0.0
ATL,rush,0.7676,price,20.53,20.53,1.0,0.0
CAR,rush,0.9009,price,24.96,24.96,1.0,0.0
CHI,rush,1.0,price,24.98,24.98,1.0,0.0
CIN,rush,0.8364,price,21.72,21.72,1.0,0.0
BUF,rush,0.602,price,16.56,16.56,1.0,0.0
WAS,rush,1.0,price,27.31,27.31,1.0,0.0
TEN,rush,0.9905,price,25.26,25.26,1.0,0.0
TB,rush,0.9965,price,27.11,27.11,1.0,0.0
SF,rush,0.8113,price,23.12,23.12,1.0,0.0
SEA,rush,0.934,price,24.89,24.89,1.0,0.0
PIT,rush,0.7918,price,19.88,19.88,1.0,0.0
PHI,rush,0.8143,price,20.73,20.73,1.0,0.0
NYJ,rush,0.7553,price,19.95,19.95,1.0,0.0
NYG,rush,0.9487,price,25.75,25.75,1.0,0.0
NO,rush,0.9387,price,23.81,23.81,1.0,0.0
NE,rush,0.7357,price,20.54,20.54,1.0,0.0
MIN,rush,1.0,price,27.08,27.08,1.0,0.0
MIA,rush,0.9641,price,25.67,25.67,1.0,0.0
LV,rush,1.0,price,25.23,25.23,1.0,0.0
LAC,rush,0.9516,price,25.1,25.1,1.0,0.0
LA,rush,0.8828,price,25.16,25.16,1.0,0.0
KC,rush,0.9048,price,23.48,23.48,1.0,0.0
JAX,rush,0.7175,price,19.73,19.73,1.0,0.0
IND,rush,0.9259,price,23.65,23.65,1.0,0.0
HOU,rush,0.9067,price,23.75,23.75,1.0,0.0
GB,rush,1.0,price,26.84,26.84,1.0,0.0
DET,rush,0.711,price,17.76,17.76,1.0,0.0
DEN,rush,0.8071,price,22.8,22.8,1.0,0.0
DAL,rush,1.0,price,23.51,23.51,1.0,0.0
CLE,rush,0.9357,price,22.37,22.37,1.0,0.0
CHI,pass,1.0,exclusive,33.74,33.74,1.0,0.0
GB,pass,1.0,exclusive,35.88,35.88,1.0,0.0
LV,pass,1.0,exclusive,36.33,36.33,1.0,0.0
NO,pass,1.0,exclusive,35.52,35.52,1.0,0.0
MIA,pass,1.0,exclusive,32.73,32.73,1.0,0.0
SF,pass,1.0,exclusive,34.59,34.59,1.0,0.0
WAS,pass,1.0,exclusive,34.02,34.02,1.0,0.0
