player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct
00-0034857,Josh Allen,QB,BUF,8100,1529,27.6137,27.6137,1.0849227433277908,1.3651482284887926,40.89803842378178,NYJ,29.5,43.0,21.621974595120225,statline_mc,16.62389652186758,68.2828002323147,36.45775,374.5204495808842,2.92475,10.551,88.55470440546405,0.729,0.0,0.0,0.0,0.0,89.65277777777777,17.13237476040647
00-0035228,Kyler Murray,QB,ARI,7400,1537,26.7582,26.7582,1.005449715285425,1.237888647866956,33.30414379934493,SEA,26.75,48.0,16.606447244906533,statline_mc,14.186408753266747,55.29298196828943,41.03725,403.21128251279276,2.57625,6.5065,35.9844249883322,0.414,0.0,0.0,0.0,0.0,81.48958333333334,9.941888289892045
00-0036223,Jonathan Taylor,RB,IND,9300,5820,23.3602,23.3602,1.0335645798755806,1.3188720173535793,31.84323173081218,JAX,28.5,43.0,33.30069012301198,statline_mc,4.261654353102387,69.36383945595577,0.0,0.0,0.0,24.375,174.9218407813532,1.64575,1.56075,1.20625,13.867976526768617,0.06775,88.5818631131131,18.53494615810402
00-0035250,Devin Singletary,RB,BUF,6000,5717,14.7934,14.7934,1.4249381229285467,1.3651482284887926,28.7768303109267,NYJ,29.5,43.0,27.97152789486059,statline_mc,5.062407960115526,60.4825931430795,0.0,0.0,0.0,16.56875,148.97416259031354,1.10525,2.88825,2.24925,28.691640518953484,0.10975,83.16629129129129,12.917975748497685
00-0019596,Tom Brady,QB,TB,7500,1131,24.3961,24.3961,0.9138110329877585,1.2494577006507592,27.854696707700064,CAR,27.0,43.0,14.663039375133406,statline_mc,10.916397858898762,47.475135724556395,44.268,366.40112694161206,2.85175,1.34725,5.701516300355812,0.0725,0.0,0.0,0.0,0.0,82.93518518518519,10.947711382122744
00-0033908,Cooper Kupp,WR,LA,9700,5552,23.0361,23.0361,1.0389671852886702,1.1453362255965294,27.412155307989106,SF,24.75,46.5,25.3879370464186,statline_mc,7.074316724047577,55.68839927936343,0.0,0.0,0.0,0.43525,3.1765119539424176,0.01975,11.0615,8.00525,124.46004112594865,0.90725,82.28537640901772,12.32221555088629
00-0023459,Aaron Rodgers,QB,GB,7800,1252,22.1705,22.1705,1.0463899157821934,1.1337671728127259,26.302248506670992,DET,24.5,45.0,13.925598968989739,statline_mc,10.243563713600357,44.70662214765629,35.2655,326.08405392052197,2.68225,2.152,9.681363498501144,0.12825,0.0,0.0,0.0,0.0,73.14236111111111,5.698913199729822
00-0036322,Justin Jefferson,WR,MIN,8100,5835,23.1549,23.1549,0.9802092387223604,1.1337671728127259,25.73268127076259,CHI,24.5,45.5,23.846843019227208,statline_mc,6.595315120044941,53.012607787482246,0.0,0.0,0.0,0.2115,1.296570534748446,0.0075,12.01475,7.61875,125.47024217287748,0.7215,81.86906918564527,11.98492920283931
00-0031381,Davante Adams,WR,GB,9400,5263,22.3786,22.3786,1.0031444966757528,1.1337671728127259,25.451926411689588,DET,24.5,45.0,23.41329806232971,statline_mc,6.653211367687025,52.02371501557966,0.0,0.0,0.0,0.0,0.0,0.0,11.6775,8.145,115.97176411689587,0.78225,80.09888285024155,10.65082696419766
00-0033077,Dak Prescott,QB,DAL,6800,1501,21.467,21.467,0.9538100794501184,1.2147505422993492,24.87256122282634,PHI,26.25,46.0,13.28373998805095,statline_mc,9.874693073326451,42.193242960033615,37.0365,312.41575364474545,2.3105,4.276,16.91681077036525,0.17675,0.0,0.0,0.0,0.0,73.91898148148148,6.001744526028303
00-0036355,Justin Herbert,QB,LAC,7100,1552,21.0378,21.0378,0.9870229099801644,1.1916124367317427,24.743582631784978,LV,25.75,48.0,13.339973789882578,statline_mc,9.619993835946392,42.41696156892532,33.9445,302.4392727620212,2.245,3.86,21.2501172130413,0.2045,0.0,0.0,0.0,0.0,71.97453703703704,5.272056697899284
00-0026498,Matthew Stafford,QB,LA,6700,1340,20.884,20.884,1.0323469069003617,1.1453362255965294,24.692927461124267,SF,24.75,46.5,13.457359192385484,statline_mc,9.18492439063232,42.58513208019639,33.90675,322.46298035988207,2.56375,1.79925,6.281582467289831,0.07325,0.0,0.0,0.0,0.0,72.74189814814815,5.548779308113932
00-0029604,Kirk Cousins,QB,MIN,6100,1415,19.6706,19.6706,1.0150346261095324,1.1337671728127259,22.63714607541631,CHI,24.5,45.5,12.375261135455496,statline_mc,8.691772192323086,39.19476870518365,35.039,295.4236797737582,2.1785,2.14125,10.45448884465986,0.099,0.0,0.0,0.0,0.0,69.76736111111111,4.550674619286161
00-0033873,Patrick Mahomes II,QB,KC,7500,1523,19.3783,19.3783,0.8642766101241549,1.2957339117859725,21.70126693552188,DEN,28.0,44.5,12.242635015877251,statline_mc,8.094698870382263,37.94346905896797,34.33125,284.21509639501255,2.10925,1.97775,11.239130797213766,0.09025,0.0,0.0,0.0,0.0,84.00462962962963,11.756740368680118
00-0034383,Dalton Schultz,TE,DAL,5300,4742,12.8899,12.8899,1.3737810629826068,1.2147505422993492,21.51070140293203,PHI,26.25,46.0,19.039210741976966,statline_mc,5.332859357406826,44.123752170108204,0.0,0.0,0.0,0.0,0.0,0.0,7.9885,5.73025,103.0170140293203,0.7555,82.13489057239057,8.657514457449276
00-0030061,Zach Ertz,TE,ARI,5300,4569,14.1763,14.1763,1.2252121368094333,1.237888647866956,21.50078924220088,SEA,26.75,48.0,17.698093952540127,statline_mc,5.532554777954033,42.74961959144214,0.0,0.0,0.0,0.0,0.0,0.0,9.442,6.17675,98.52539242200878,0.7595,82.69412878787878,8.986381052919308
