team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
WAS,pass,1.0,exclusive,11.97,38.28,3.1989,26.31
DAL,pass,1.0,exclusive,16.39,49.51,3.0212,33.12
DEN,pass,1.0,exclusive,12.19,31.27,2.5657,19.08
SF,pass,1.0,exclusive,14.97,35.78,2.3895,20.81
NYJ,pass,1.0,exclusive,21.23,38.49,1.8131,17.26
CHI,pass,1.0,exclusive,31.33,40.91,1.3058,9.58
LAC,pass,1.0,exclusive,27.75,34.31,1.2365,6.56
NE,pass,1.0,exclusive,25.93,31.1,1.1994,5.17
CLE,pass,1.0,exclusive,26.15,30.1,1.1511,3.95
CAR,rush,0.7721,recent,24.49,21.88,0.8935,2.61
NYG,rush,0.9279,recent,20.83,22.35,1.0733,1.53
CLE,rush,0.7006,recent,23.56,21.85,0.9275,1.71
PHI,rush,0.4194,recent,10.07,9.35,0.929,0.71
NYJ,recv,0.4152,recent,13.85,14.81,1.0694,0.96
CIN,rush,0.2647,recent,8.23,7.7,0.9357,0.53
LAC,rush,0.6522,recent,20.8,19.53,0.9392,1.26
SF,recv,0.7824,recent,25.49,27.0,1.0591,1.51
DEN,recv,0.925,recent,29.52,27.86,0.9439,1.65
NE,recv,0.9539,recent,27.8,29.08,1.0459,1.28
NO,recv,0.7069,recent,24.71,25.83,1.0452,1.12
GB,rush,0.4214,recent,11.38,10.88,0.9557,0.5
WAS,rush,0.8952,recent,19.45,18.6,0.9566,0.84
CHI,rush,0.8929,recent,19.57,18.76,0.9586,0.81
PHI,recv,0.5538,recent,21.02,20.16,0.9591,0.86
PIT,recv,1.0,recent,32.26,30.95,0.9593,1.31
DET,rush,0.8188,recent,25.07,24.07,0.9598,1.01
SEA,rush,1.0,recent,23.41,22.5,0.9611,0.91
BUF,pass,1.0,exclusive,33.26,34.51,1.0376,1.25
CHI,recv,0.9289,recent,38.2,36.8,0.9635,1.4
SF,rush,0.5786,recent,15.82,16.33,1.0321,0.51
PIT,rush,0.9811,recent,31.94,32.96,1.0318,1.02
LAC,recv,0.8537,recent,27.34,28.15,1.0294,0.8
DET,recv,0.8773,recent,26.79,27.57,1.0293,0.79
CLE,recv,0.7143,recent,19.52,20.09,1.0288,0.56
GB,recv,0.6606,recent,21.73,21.13,0.9721,0.61
HOU,rush,0.9907,recent,22.49,23.09,1.027,0.61
WAS,recv,0.7293,recent,27.54,26.81,0.9736,0.73
NYJ,rush,0.8182,recent,20.18,20.7,1.0256,0.52
HOU,recv,0.7866,recent,27.24,26.63,0.9779,0.6
DEN,rush,0.9037,recent,26.69,26.16,0.9801,0.53
DAL,rush,0.8492,recent,21.91,21.48,0.9805,0.43
CAR,recv,0.8963,recent,28.87,28.32,0.9809,0.55
BUF,recv,0.8166,recent,27.47,26.98,0.9823,0.49
NYG,recv,0.8733,recent,24.24,23.89,0.9854,0.35
BUF,rush,0.9115,recent,20.99,20.7,0.9864,0.28
TEN,recv,0.9217,recent,31.77,31.37,0.9873,0.4
JAX,rush,0.94,recent,17.9,17.67,0.9873,0.23
LA,rush,0.9122,recent,24.29,24.59,1.0126,0.31
LV,recv,0.8155,recent,27.65,27.99,1.0123,0.34
NO,pass,1.0,exclusive,36.86,37.29,1.0117,0.43
PIT,pass,1.0,exclusive,30.88,31.23,1.0113,0.35
TB,recv,0.75,recent,27.17,26.86,0.9888,0.31
JAX,recv,0.7952,recent,33.16,33.53,1.0111,0.37
CIN,recv,0.8284,recent,31.54,31.2,0.9892,0.34
HOU,pass,1.0,exclusive,34.42,34.77,1.0102,0.35
TB,pass,1.0,exclusive,36.26,36.61,1.0097,0.35
ATL,recv,0.9351,recent,34.27,34.54,1.008,0.28
DAL,recv,0.878,recent,42.88,42.61,0.9936,0.27
ARI,recv,0.9355,recent,27.61,27.44,0.9937,0.17
SEA,recv,1.0,recent,32.33,32.15,0.9943,0.18
KC,rush,0.8611,recent,27.06,27.19,1.0049,0.13
NO,rush,0.8786,recent,24.73,24.82,1.0037,0.09
TEN,rush,0.9509,recent,30.09,30.0,0.9971,0.09
ATL,rush,0.9862,recent,29.34,29.26,0.9973,0.08
ATL,pass,1.0,exclusive,38.49,38.57,1.0021,0.08
NE,rush,0.7212,recent,22.73,22.69,0.998,0.04
TB,rush,0.8682,recent,23.83,23.8,0.9984,0.04
PHI,pass,1.0,exclusive,37.65,37.68,1.0009,0.03
LV,rush,0.9795,recent,28.46,28.48,1.0007,0.02
LA,recv,0.8903,recent,28.86,28.85,0.9995,0.02
ARI,rush,1.0,recent,30.17,30.15,0.9995,0.02
KC,recv,0.7978,recent,27.06,27.06,1.0,0.0
ARI,pass,1.0,exclusive,31.09,31.09,1.0,0.0
DET,pass,1.0,exclusive,32.12,32.12,1.0,0.0
CIN,pass,1.0,exclusive,38.51,38.51,1.0,0.0
CAR,pass,1.0,exclusive,33.27,33.27,1.0,0.0
GB,pass,1.0,exclusive,34.02,34.02,1.0,0.0
NYG,pass,1.0,exclusive,29.14,29.14,1.0,0.0
KC,pass,1.0,exclusive,34.45,34.45,1.0,0.0
LA,pass,1.0,exclusive,33.2,33.2,1.0,0.0
JAX,pass,1.0,exclusive,44.29,44.29,1.0,0.0
LV,pass,1.0,exclusive,35.21,35.21,1.0,0.0
SEA,pass,1.0,exclusive,33.86,33.86,1.0,0.0
TEN,pass,1.0,exclusive,35.07,35.07,1.0,0.0
