player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0019596,Tom Brady,QB,TB,8500,1131,25.0423,25.0423,1.0431020083811655,1.2675469075747046,33.110477018926794,NO,28.5,45.5,16.34320883525466,statline_mc,14.750119798866773,54.09146332863607,44.163,433.98753304381586,3.59825,3.286,15.422256971741561,0.197,0.0,0.0,0.0,0.0,91.08485684718868,12.438720489779257,,classic,True
00-0033553,James Conner,RB,ARI,8000,5537,18.6734,18.6734,1.2472747177303385,1.3564975677553857,31.59401469474208,DET,30.5,48.0,29.00333567385465,statline_mc,5.843099216376194,67.5362278425088,0.0,0.0,0.0,15.607,100.55731271706819,1.55225,6.05875,5.01325,77.14658423035262,0.37275,95.96884588151995,18.803634090932402,,classic,True
00-0023459,Aaron Rodgers,QB,GB,7600,1252,21.2618,21.2618,1.055876144477638,1.2230715774843641,27.457740612481487,BAL,27.5,45.5,13.917324110380301,statline_mc,11.726696456110824,46.78994667532904,38.01975,380.28550769892246,2.9855,1.2905,5.9557030452459,0.085,0.0,0.0,0.0,0.0,82.9895366218236,7.250904447589676,,classic,True
00-0034857,Josh Allen,QB,BUF,8700,1529,23.7699,23.7699,0.8706065062672641,1.2675469075747046,26.23087711943117,CAR,28.5,43.0,14.500639267739121,statline_mc,10.495392496477518,43.57362670105573,38.83925,307.7170175514006,2.324,7.1915,44.81946417375148,0.3315,0.0,0.0,0.0,0.0,80.76075083362078,6.249743939718135,,classic,True
00-0026498,Matthew Stafford,QB,LA,7700,1340,21.2444,21.2444,0.9937920564563218,1.211952744961779,25.587358777139524,SEA,27.25,47.0,13.395520168055311,statline_mc,10.499518310277553,43.37537579329538,36.797,363.45027474319625,2.88925,0.62975,2.420977874116728,0.0225,0.0,0.0,0.0,0.0,82.05228814533747,6.811708574645511,,classic,True
00-0036223,Jonathan Taylor,RB,IND,10200,5820,26.9439,26.9439,0.944826370527058,1.0006949270326615,25.474969639331693,NE,22.5,46.0,27.857132695490012,statline_mc,3.3346096652499453,57.14984222153676,0.0,0.0,0.0,26.49425,138.9112649538573,1.3645,3.02875,2.3915,19.710931439459586,0.092,86.37882542679567,9.921612484053705,,classic,True
00-0029604,Kirk Cousins,QB,MIN,7300,1415,18.3772,18.3772,1.125285261589239,1.2230715774843641,25.29259606685993,CHI,27.5,48.0,13.352168751927508,statline_mc,10.617401297218946,42.85986488428936,34.998,357.99791411990344,2.56675,1.8085,10.004295020637896,0.08975,0.0,0.0,0.0,0.0,80.10434632631942,5.9821509431346005,,classic,True
00-0036355,Justin Herbert,QB,LAC,8200,1552,20.5335,20.5335,1.0735634098419842,1.134120917303683,25.000540639965344,KC,25.5,54.0,13.233242188659139,statline_mc,10.269878460354398,42.15161895803593,35.826,327.84160778964053,2.4715,3.834,22.92126328379719,0.17575,0.0,0.0,0.0,0.0,82.64732091525813,7.087352319201086,,classic,True
00-0031345,Jimmy Garoppolo,QB,SF,6700,1452,16.486,16.486,1.1855827571495103,1.2786657400972898,24.99220020352165,ATL,28.75,48.0,13.206928058885627,statline_mc,10.456718012779177,42.345347280748115,31.11075,390.3222183509609,2.214,1.64575,7.618114694832119,0.12,0.0,0.0,0.0,0.0,80.42974588938715,6.113341395733974,,classic,True
00-0033077,Dak Prescott,QB,DAL,7500,1501,21.5696,21.5696,0.946715345107784,1.211952744961779,24.748368416951276,NYG,27.25,43.0,13.01213624608197,statline_mc,9.96007344234793,41.92434465712071,41.378,352.8180478054857,2.43725,3.56025,14.416465047318457,0.1465,0.0,0.0,0.0,0.0,72.68210302403128,3.6472154010914517,,classic,True
00-0036322,Justin Jefferson,WR,MIN,8600,5835,17.9983,17.9983,1.096674666909712,1.2230715774843641,24.141388050889855,CHI,27.5,48.0,25.320218981471026,statline_mc,4.407308429566073,53.58304940077277,0.0,0.0,0.0,0.8045,5.545081895053428,0.02625,11.65025,7.53525,147.39754861384512,0.83725,94.32579154776464,15.695411076698976,,classic,True
00-0036389,Jalen Hurts,QB,PHI,7800,1554,17.5728,17.5728,1.2415924308032735,1.1007644197359276,24.01680758793903,WAS,24.75,39.5,15.250898947831715,statline_mc,8.556887375065195,43.54903721071828,25.426,245.84805191847107,1.39625,9.27425,65.79385511200188,0.6425,0.0,0.0,0.0,0.0,68.89962055881337,2.834309868574034,,classic,True
00-0033921,Chris Godwin,WR,TB,8000,5579,16.9636,16.9636,1.0783112398351342,1.2675469075747046,23.186087569001728,NO,28.5,45.5,24.24862396468074,statline_mc,4.936902841641554,48.811180922894565,0.0,0.0,0.0,0.58875,4.286989381597223,0.023,12.00575,8.671,140.06388630842008,0.7325,91.62331838565022,13.107747977666813,,classic,True
00-0033908,Cooper Kupp,WR,LA,9000,5552,19.6432,19.6432,0.9211419081086007,1.211952744961779,21.929313074503526,SEA,27.25,47.0,22.216719275761193,statline_mc,4.517423659676634,46.098177151744956,0.0,0.0,0.0,0.0,0.0,0.0,11.886,8.48125,126.31188074503525,0.858,91.36231145536078,12.88164000341043,,classic,True
00-0033873,Patrick Mahomes II,QB,KC,8300,1523,17.7368,17.7368,0.9414448973477012,1.2675469075747046,21.16580696540801,LAC,28.5,54.0,11.670091294888996,statline_mc,8.164538489365514,36.04519229144701,31.772,274.8984650561904,1.94075,4.6705,26.50368363160392,0.201,0.0,0.0,0.0,0.0,97.90775554789009,19.602833867897935,,classic,True
00-0035311,Myles Gaskin,RB,MIA,6600,5789,11.3005,11.3005,1.5244881108111368,1.1674774148714384,20.112759610581033,NYJ,26.25,42.0,20.835709334512917,statline_mc,3.103773811828002,44.63352506673015,0.0,0.0,0.0,18.071,114.42717094273837,0.7215,2.636,2.05625,23.21417516307196,0.2025,78.79730154983872,5.985144795315319,,classic,True
00-0031381,Davante Adams,WR,GB,8500,5263,15.5778,15.5778,0.9986463723792454,1.2230715774843641,19.02694790499968,BAL,27.5,45.5,20.188010997285737,statline_mc,3.733398092085549,40.03610933178013,0.0,0.0,0.0,0.0,0.0,0.0,10.51175,7.0975,114.90697904999679,0.67725,89.83802147030846,11.636930557166922,,classic,True
00-0035216,Diontae Johnson,WR,PIT,7200,5754,15.1552,15.1552,1.2346704203672012,1.0006949270326615,18.724643093630117,TEN,22.5,44.0,19.16024738138378,statline_mc,3.8514743601809256,40.757077077586395,0.0,0.0,0.0,0.344,2.68727042766568,0.0125,11.86925,7.2835,108.64666050863548,0.65975,81.04375594510125,6.474681008942557,,classic,True
00-0033288,George Kittle,TE,SF,7800,4703,14.0734,14.0734,1.0296728807597606,1.2786657400972898,18.52920049327405,ATL,28.75,48.0,17.943725737132688,statline_mc,3.7034877668421355,37.979578781929334,0.0,0.0,0.0,0.0,0.0,0.0,9.32125,6.6635,107.5745049327405,0.75725,97.09641255605382,12.725395234075956,,classic,True
00-0033856,Leonard Fournette,RB,TB,7800,5534,18.2413,18.2413,0.7878501117945578,1.2675469075747046,18.21641294720644,NO,28.5,45.5,16.169708333969233,statline_mc,4.088074428354754,37.1475501805488,0.0,0.0,0.0,15.16025,65.62322339784198,0.578,7.605,5.948,42.77590607422241,0.19625,88.89524821021162,11.733840011211383,,classic,True
00-0022924,Ben Roethlisberger,QB,PIT,6600,1232,16.9799,16.9799,1.0586453627922578,1.0006949270326615,17.988213977232057,TEN,22.5,44.0,9.882194433922757,statline_mc,6.9204796002483135,31.235966946079074,39.4695,284.822942311264,1.77075,0.6065,2.187962847814967,0.02375,0.0,0.0,0.0,0.0,60.16729906864437,1.5835096941147198,,classic,True
00-0031280,Derek Carr,QB,LV,7500,1441,17.9422,17.9422,1.0103180367209887,0.9784572619874913,17.736770626624306,CLE,22.0,41.0,9.622484874659422,statline_mc,6.882257155678757,30.82479787455076,39.28525,305.4334111647389,1.4885,1.0315,3.6943418003475244,0.031,0.0,0.0,0.0,0.0,57.79320455329424,1.3517103834404303,,classic,True
00-0033699,Austin Ekeler,RB,LAC,8900,5575,16.0549,16.0549,0.9722879382485828,1.134120917303683,17.703620683752934,KC,25.5,54.0,16.398488615875113,statline_mc,3.3494497730696366,36.79681040300719,0.0,0.0,0.0,12.8725,63.368846750581724,0.623,5.30775,4.039,40.002360086947604,0.30175,90.15744237274801,12.763930370830428,,classic,True
