position,ecr,exp_pts
RB,64.73,3.91
RB,64.81,3.91
RB,64.83,3.91
RB,64.88,3.91
RB,64.89,3.91
RB,64.9,3.91
RB,64.91,3.91
RB,64.94,3.91
RB,65.09,3.91
RB,65.14,3.91
RB,65.24,3.91
RB,65.35,3.91
RB,65.52,3.91
RB,65.54,3.91
RB,65.64,3.91
RB,65.84,3.91
RB,65.88,3.91
RB,65.9,3.91
RB,65.97,3.91
RB,66.0,3.91
RB,66.03,3.91
RB,66.05,3.91
RB,66.08,3.91
RB,66.13,3.91
RB,66.16,3.91
RB,66.17,3.91
RB,66.39,3.91
RB,66.49,3.91
RB,66.56,3.91
RB,66.59,3.91
RB,66.6,3.91
RB,66.67,3.91
RB,66.73,3.91
RB,66.76,3.91
RB,66.82,3.91
RB,66.84,3.91
RB,66.87,3.91
RB,66.94,3.91
RB,66.97,3.91
RB,67.0,3.91
RB,67.03,3.91
RB,67.06,3.91
RB,67.14,3.91
RB,67.26,3.91
RB,67.36,3.91
RB,67.43,3.91
RB,67.47,3.91
RB,67.68,3.91
RB,67.82,3.91
RB,67.84,3.91
RB,67.99,3.91
RB,68.04,3.91
RB,68.05,3.91
RB,68.16,3.91
RB,68.18,3.91
RB,68.22,3.91
RB,68.37,3.91
RB,68.39,3.91
RB,68.4,3.91
RB,68.43,3.91
RB,68.45,3.91
RB,68.46,3.91
RB,68.48,3.91
RB,68.55,3.91
RB,68.57,3.91
RB,68.63,3.91
RB,68.66,3.91
RB,68.74,3.91
RB,68.82,3.91
RB,69.0,3.91
RB,69.02,3.91
RB,69.21,3.91
RB,69.46,3.91
RB,69.47,3.91
RB,69.59,3.91
RB,69.79,3.91
RB,69.8,3.91
RB,69.81,3.91
RB,69.93,3.91
RB,70.03,3.91
RB,70.04,3.91
RB,70.06,3.91
RB,70.15,3.91
RB,70.16,3.91
RB,70.17,3.91
RB,70.28,3.91
RB,70.33,3.91
RB,70.35,3.91
RB,70.37,3.91
RB,70.42,3.91
RB,70.43,3.91
RB,70.55,3.91
RB,70.62,3.91
RB,70.67,3.91
RB,70.68,3.91
RB,70.69,3.91
RB,70.72,3.91
RB,70.89,3.91
RB,70.9,3.91
RB,70.97,3.91
RB,70.98,3.91
RB,71.0,3.91
RB,71.02,3.91
RB,71.18,3.91
RB,71.22,3.91
RB,71.24,3.91
RB,71.26,3.91
RB,71.27,3.91
RB,71.31,3.91
RB,71.42,3.91
RB,71.44,3.91
RB,71.47,3.91
RB,71.54,3.91
RB,71.56,3.91
RB,71.57,3.91
RB,71.62,3.91
RB,71.77,3.91
RB,71.91,3.91
RB,71.97,3.91
RB,72.0,3.91
RB,72.11,3.91
RB,72.21,3.91
RB,72.25,3.91
RB,72.47,3.91
RB,72.55,3.91
RB,72.57,3.91
RB,72.87,3.91
RB,72.91,3.91
RB,72.97,3.91
RB,73.02,3.91
RB,73.08,3.91
RB,73.11,3.91
RB,73.17,3.91
RB,73.28,3.91
RB,73.38,3.91
RB,73.44,3.91
RB,73.52,3.91
RB,73.69,3.91
RB,73.71,3.91
RB,73.74,3.91
RB,73.81,3.91
RB,73.85,3.91
RB,73.87,3.91
RB,73.88,3.91
RB,73.92,3.91
RB,73.94,3.91
RB,74.0,3.91
RB,74.03,3.91
RB,74.09,3.91
RB,74.12,3.91
RB,74.43,3.91
RB,74.58,3.91
RB,74.6,3.91
RB,74.61,3.91
RB,74.68,3.91
RB,74.7,3.91
RB,74.75,3.91
RB,74.8,3.91
RB,74.82,3.91
RB,74.85,3.91
RB,74.86,3.91
RB,74.9,3.91
RB,74.93,3.91
RB,75.0,3.91
RB,75.03,3.91
RB,75.04,3.91
RB,75.11,3.91
RB,75.14,3.91
RB,75.17,3.91
RB,75.32,3.91
RB,75.33,3.91
RB,75.38,3.91
RB,75.41,3.91
RB,75.42,3.91
RB,75.5,3.91
RB,75.55,3.91
RB,75.56,3.91
RB,75.62,3.91
RB,75.74,3.91
RB,75.76,3.91
RB,75.77,3.91
RB,75.88,3.91
RB,75.97,3.91
RB,76.05,3.91
RB,76.08,3.91
RB,76.16,3.91
RB,76.21,3.91
RB,76.22,3.909
RB,76.24,3.909
RB,76.3,3.909
RB,76.34,3.909
RB,76.35,3.909
RB,76.36,3.909
RB,76.44,3.909
RB,76.47,3.909
RB,76.49,3.909
RB,76.52,3.909
RB,76.65,3.909
RB,76.66,3.909
RB,76.69,3.909
RB,76.7,3.909
RB,76.72,3.909
RB,76.74,3.909
RB,76.75,3.909
RB,76.9,3.909
RB,77.0,3.909
RB,77.1,3.909
RB,77.11,3.909
RB,77.14,3.909
RB,77.18,3.909
RB,77.26,3.909
RB,77.34,3.909
RB,77.4,3.909
RB,77.5,3.909
RB,77.59,3.909
RB,77.63,3.909
RB,77.69,3.439
RB,77.83,2.969
RB,77.84,2.969
RB,77.86,2.969
RB,77.9,2.969
RB,77.93,2.969
RB,78.0,2.969
RB,78.15,2.969
RB,78.18,2.969
RB,78.32,2.969
RB,78.35,2.969
RB,78.41,2.969
RB,78.42,2.969
RB,78.44,2.969
RB,78.61,2.969
RB,78.63,2.969
RB,78.7,2.969
RB,78.74,2.969
RB,78.89,2.969
RB,78.9,2.969
RB,78.94,2.969
RB,79.0,2.969
RB,79.21,2.969
RB,79.23,2.969
RB,79.24,2.969
RB,79.29,2.969
RB,79.32,2.969
RB,79.34,2.969
RB,79.39,2.969
RB,79.45,2.969
RB,79.5,2.969
RB,79.52,2.969
RB,79.62,2.969
RB,79.63,2.969
RB,79.7,2.969
RB,79.71,2.969
RB,79.75,2.969
RB,79.77,2.512
RB,79.81,2.512
RB,79.82,2.512
RB,79.88,2.512
RB,80.04,2.512
RB,80.09,2.512
RB,80.15,2.512
RB,80.23,2.512
RB,80.27,2.358
RB,80.36,2.358
RB,80.37,2.358
RB,80.43,2.358
RB,80.45,2.358
RB,80.5,2.358
RB,80.52,2.358
RB,80.55,2.358
RB,80.56,2.358
RB,80.61,2.358
RB,80.64,2.358
RB,80.78,2.358
RB,80.8,2.358
RB,80.94,2.358
RB,80.96,2.358
RB,81.07,2.358
RB,81.1,2.358
RB,81.2,2.358
RB,81.36,2.358
RB,81.41,2.358
RB,81.43,2.358
RB,81.46,2.358
RB,81.48,2.358
RB,81.5,2.358
RB,81.69,2.358
RB,81.7,2.358
RB,81.73,2.358
RB,81.77,2.358
RB,81.78,2.358
RB,81.82,2.358
RB,81.93,2.358
RB,81.95,2.358
RB,81.96,2.358
RB,82.09,2.358
RB,82.11,2.358
RB,82.22,2.358
RB,82.27,2.358
RB,82.31,2.358
RB,82.37,2.358
RB,82.45,2.358
RB,82.63,2.358
RB,82.66,2.358
RB,82.73,2.358
RB,82.77,2.358
RB,82.81,2.358
RB,82.82,2.358
RB,82.88,2.358
RB,83.19,2.358
RB,83.22,2.358
RB,83.27,2.358
RB,83.31,2.358
RB,83.35,2.358
RB,83.36,2.358
RB,83.45,2.358
RB,83.56,2.358
RB,83.62,2.358
RB,83.67,2.358
RB,83.7,2.358
RB,83.82,2.358
RB,83.83,2.358
RB,83.97,2.358
RB,84.0,2.358
RB,84.05,2.358
RB,84.09,2.358
RB,84.11,2.358
RB,84.13,2.358
RB,84.16,2.358
RB,84.23,2.358
RB,84.39,2.358
RB,84.42,2.358
RB,84.44,2.358
RB,84.51,2.358
RB,84.67,2.358
RB,84.69,2.358
RB,84.72,2.358
RB,84.74,2.358
RB,84.79,2.358
RB,84.83,2.358
RB,84.91,2.358
RB,84.94,2.358
RB,84.97,2.358
RB,85.0,2.358
RB,85.25,2.358
RB,85.71,2.358
RB,85.72,2.358
RB,85.96,2.358
RB,86.04,2.358
RB,86.17,2.358
RB,86.2,2.358
RB,86.33,2.358
RB,86.41,2.358
RB,86.43,2.358
RB,86.54,2.358
RB,86.6,2.358
RB,86.63,2.358
RB,86.67,2.358
RB,86.74,2.358
RB,86.78,2.358
RB,86.85,2.358
RB,86.88,2.358
RB,87.0,2.358
RB,87.01,2.358
RB,87.03,2.358
RB,87.04,2.358
RB,87.06,2.358
RB,87.15,2.358
RB,87.27,2.358
RB,87.29,2.358
RB,87.31,2.358
RB,87.33,2.358
RB,87.4,2.358
RB,87.51,2.358
RB,87.53,2.358
RB,87.54,2.358
RB,87.6,2.358
RB,87.64,2.358
RB,87.65,2.358
RB,87.67,2.358
RB,87.74,2.358
RB,87.75,2.358
RB,87.78,2.1
RB,87.79,1.945
RB,87.8,1.945
RB,87.81,1.945
RB,87.88,1.945
RB,87.96,1.945
RB,88.0,1.945
RB,88.12,1.945
RB,88.16,1.945
RB,88.2,1.945
RB,88.42,1.945
RB,88.44,1.945
RB,88.45,1.945
RB,88.46,1.945
RB,88.5,1.945
RB,88.54,1.945
RB,88.57,1.945
RB,88.59,1.945
RB,88.6,1.945
RB,88.65,1.945
RB,88.82,1.945
RB,89.0,1.945
RB,89.14,1.945
RB,89.21,1.945
RB,89.35,1.945
RB,89.5,1.945
RB,89.54,1.945
RB,89.57,1.945
RB,89.58,1.945
RB,89.6,1.945
RB,89.62,1.945
RB,89.67,1.945
RB,89.68,1.945
RB,89.86,1.945
RB,89.91,1.945
RB,90.0,1.945
RB,90.03,1.945
RB,90.4,1.945
RB,90.42,1.945
RB,90.49,1.945
RB,90.53,1.945
RB,90.56,1.945
RB,90.57,1.945
RB,90.71,1.945
RB,90.77,1.945
RB,90.83,1.945
RB,90.85,1.945
RB,90.86,1.945
RB,91.07,1.945
RB,91.08,1.945
RB,91.1,1.945
RB,91.11,1.945
RB,91.13,1.945
RB,91.17,1.945
RB,91.31,1.945
RB,91.35,1.945
RB,91.38,1.945
RB,91.43,1.945
RB,91.45,1.945
RB,91.49,1.945
RB,91.72,1.945
RB,91.76,1.945
RB,92.19,1.945
RB,92.38,1.945
RB,92.5,1.945
RB,92.6,1.945
RB,92.67,1.945
RB,92.7,1.945
RB,92.87,1.945
RB,92.93,1.945
RB,92.98,1.945
RB,93.0,1.945
RB,93.05,1.945
RB,93.08,1.945
RB,93.4,1.945
RB,93.42,1.945
RB,93.5,1.945
RB,93.67,1.945
RB,93.8,1.945
RB,93.83,1.945
RB,93.97,1.945
RB,94.09,1.945
RB,94.1,1.945
RB,94.2,1.945
RB,94.38,1.945
RB,94.5,1.945
RB,94.52,1.945
RB,94.53,1.945
RB,94.72,1.945
RB,94.75,1.945
RB,94.76,1.945
RB,95.0,1.945
RB,95.17,1.945
RB,95.2,1.945
RB,95.25,1.945
RB,95.31,1.945
RB,95.33,1.945
RB,95.39,1.945
RB,95.41,1.945
RB,95.45,1.881
RB,95.5,1.881
RB,95.75,1.881
RB,95.78,1.881
RB,96.0,1.881
RB,96.03,1.881
RB,96.2,1.881
RB,96.22,1.881
RB,96.33,1.881
RB,96.37,1.881
RB,96.46,1.881
RB,96.5,1.881
RB,96.64,1.881
RB,96.85,1.881
RB,97.0,1.881
RB,97.07,1.881
RB,97.13,1.881
RB,97.33,1.881
RB,97.41,1.881
RB,97.5,1.881
RB,97.52,1.881
RB,97.55,1.881
RB,97.6,1.881
RB,97.71,1.881
RB,98.0,1.881
RB,98.22,1.881
RB,98.25,1.881
RB,98.33,1.881
RB,98.93,1.881
RB,98.95,1.881
RB,99.18,1.881
RB,99.2,1.881
RB,99.33,1.881
RB,99.4,1.881
RB,99.43,1.881
RB,99.5,1.881
RB,99.6,1.881
RB,99.68,1.881
RB,99.69,1.881
RB,99.75,1.881
RB,100.0,1.881
RB,100.06,1.881
RB,100.07,1.881
RB,100.17,1.881
RB,100.42,1.881
RB,100.69,1.881
RB,100.83,1.881
RB,101.0,1.881
RB,101.1,1.881
RB,101.13,1.881
RB,101.4,1.881
RB,101.61,1.881
RB,101.67,1.881
RB,101.88,1.881
RB,102.0,1.881
RB,102.09,1.881
RB,102.2,1.881
RB,102.4,1.881
RB,102.5,1.881
RB,102.75,1.881
RB,102.8,1.881
RB,103.17,1.881
RB,103.43,1.881
RB,103.46,1.881
RB,103.78,1.881
RB,104.0,1.881
RB,104.17,1.881
RB,104.5,1.881
RB,105.0,1.617
RB,105.33,1.09
RB,105.6,1.09
RB,105.63,1.09
RB,105.73,1.09
RB,106.5,1.09
RB,106.6,1.09
RB,107.33,1.09
RB,107.5,1.09
RB,107.86,1.09
RB,108.43,1.09
RB,108.5,1.09
RB,108.6,1.09
RB,109.0,1.09
RB,109.25,1.09
RB,109.82,1.09
RB,109.83,1.09
RB,110.67,1.09
RB,111.0,1.09
RB,111.2,1.09
RB,111.25,1.09
RB,111.38,1.09
RB,111.8,1.09
RB,112.17,1.09
RB,112.2,1.09
RB,112.5,1.09
RB,112.67,1.09
RB,113.0,1.09
RB,116.0,1.09
RB,117.33,1.09
RB,118.8,1.09
RB,119.33,1.09
RB,120.4,1.09
RB,120.6,1.09
RB,123.0,1.09
RB,123.2,1.09
RB,127.6,1.09
RB,129.0,1.09
RB,132.5,1.09
TE,1.0,20.741
TE,1.03,15.859
TE,1.04,15.859
TE,1.05,15.859
TE,1.06,15.859
TE,1.09,15.859
TE,1.11,15.859
TE,1.31,15.859
TE,1.59,15.859
TE,1.75,15.859
TE,1.76,15.859
TE,1.98,15.859
TE,2.0,15.859
TE,2.02,15.859
TE,2.03,15.859
TE,2.05,15.859
TE,2.09,15.859
TE,2.1,15.859
TE,2.12,15.859
TE,2.14,15.859
TE,2.15,15.859
TE,2.18,15.859
TE,2.19,15.859
TE,2.21,15.859
TE,2.25,15.859
TE,2.26,15.859
TE,2.3,15.859
TE,2.42,15.859
TE,2.5,15.859
TE,2.59,15.859
TE,2.6,15.859
TE,2.61,13.9
TE,2.73,13.9
TE,2.74,13.9
TE,2.84,13.288
TE,2.89,13.288
TE,2.93,13.288
TE,3.08,13.288
TE,3.18,13.288
TE,3.21,13.288
TE,3.22,13.288
TE,3.24,13.288
TE,3.29,13.288
TE,3.31,13.288
TE,3.37,13.288
TE,3.44,13.288
TE,3.5,13.288
TE,3.59,13.288
TE,3.67,13.288
TE,3.71,13.288
TE,3.76,13.288
TE,3.77,13.288
TE,3.79,13.288
TE,3.87,13.288
TE,3.88,13.288
TE,3.9,13.288
TE,3.91,13.288
TE,3.99,13.288
TE,4.0,13.288
TE,4.02,13.288
TE,4.06,13.288
TE,4.08,13.288
TE,4.11,13.288
TE,4.17,13.288
TE,4.24,13.288
TE,4.25,13.288
TE,4.42,13.288
TE,4.44,13.288
TE,4.53,13.288
TE,4.54,13.288
TE,4.63,13.288
TE,4.69,11.613
TE,4.83,11.613
TE,4.87,11.613
TE,4.94,11.613
TE,4.96,11.613
TE,5.03,11.613
TE,5.18,11.613
TE,5.29,11.613
TE,5.32,11.613
TE,5.35,11.613
TE,5.36,11.613
TE,5.37,11.613
TE,5.39,11.613
TE,5.42,11.613
TE,5.48,11.613
TE,5.52,11.125
TE,5.53,11.125
TE,5.57,11.125
TE,5.61,11.125
TE,5.67,10.566
TE,5.69,10.566
TE,5.74,10.566
TE,5.76,10.566
TE,5.77,10.566
TE,5.81,10.566
TE,5.89,10.566
TE,5.91,10.566
TE,5.93,10.566
TE,5.98,10.566
TE,6.02,10.566
TE,6.06,10.566
TE,6.11,10.566
TE,6.17,10.566
TE,6.21,10.566
TE,6.23,10.566
TE,6.24,10.566
TE,6.26,10.566
TE,6.39,10.566
TE,6.4,10.566
TE,6.47,10.566
TE,6.48,10.566
TE,6.49,10.566
TE,6.53,10.566
TE,6.56,10.566
TE,6.61,10.566
TE,6.68,10.566
TE,6.77,10.566
TE,6.79,10.566
TE,6.8,10.566
TE,6.81,10.566
TE,6.85,10.566
TE,6.89,10.566
TE,6.94,10.566
TE,7.0,10.566
TE,7.07,10.566
TE,7.37,10.566
TE,7.5,10.566
TE,7.52,10.566
TE,7.53,10.566
TE,7.58,10.264
TE,7.65,10.264
TE,7.68,10.264
TE,7.71,10.264
TE,7.72,10.264
TE,7.75,10.264
TE,7.76,10.264
TE,7.77,10.264
TE,7.79,10.264
TE,7.8,10.264
TE,7.92,10.264
TE,8.03,10.264
TE,8.09,10.264
TE,8.11,10.264
TE,8.14,10.264
TE,8.15,10.264
TE,8.16,10.264
TE,8.18,10.264
TE,8.21,10.264
TE,8.32,10.264
TE,8.33,10.264
TE,8.37,10.264
TE,8.4,10.264
TE,8.41,10.264
TE,8.42,10.264
TE,8.47,10.264
TE,8.49,10.264
TE,8.57,10.264
TE,8.7,10.264
TE,8.71,10.264
TE,8.88,10.264
TE,8.92,10.264
TE,8.95,10.264
TE,9.02,10.264
TE,9.03,10.264
TE,9.27,10.264
TE,9.31,10.264
TE,9.32,10.264
TE,9.35,10.264
TE,9.44,10.264
TE,9.47,10.264
TE,9.5,10.264
TE,9.57,10.264
TE,9.61,10.264
TE,9.63,10.264
TE,9.65,10.264
TE,9.66,10.264
TE,9.7,10.264
TE,9.71,10.264
TE,9.77,10.264
TE,9.78,10.264
TE,9.79,10.264
TE,9.83,10.237
TE,9.86,10.237
TE,9.89,10.237
TE,9.95,10.237
TE,9.97,10.237
TE,10.0,10.237
TE,10.06,10.237
TE,10.09,10.237
TE,10.14,10.237
TE,10.23,10.237
TE,10.24,10.237
TE,10.26,10.237
TE,10.27,10.237
TE,10.29,10.237
TE,10.34,10.237
TE,10.37,10.237
TE,10.4,10.237
TE,10.41,10.237
TE,10.42,10.237
TE,10.47,10.237
TE,10.49,10.237
TE,10.56,10.237
TE,10.68,10.237
TE,10.71,10.237
TE,10.84,10.237
TE,10.94,10.237
TE,11.03,10.237
TE,11.33,10.237
TE,11.37,10.237
TE,11.38,10.237
TE,11.39,10.237
TE,11.43,10.237
TE,11.45,10.237
TE,11.5,10.237
TE,11.53,10.237
TE,11.59,10.237
TE,11.94,10.237
TE,12.0,10.237
TE,12.05,10.237
TE,12.1,10.237
TE,12.17,10.237
TE,12.21,10.237
TE,12.3,10.237
TE,12.33,10.21
TE,12.37,10.197
TE,12.42,10.197
TE,12.44,10.197
TE,12.45,10.197
TE,12.5,10.197
TE,12.51,10.197
TE,12.54,10.197
TE,12.59,10.197
TE,12.63,10.197
TE,12.7,10.197
TE,12.76,10.197
TE,12.77,10.197
TE,12.78,10.197
TE,12.82,10.197
TE,12.88,10.197
TE,12.91,10.197
TE,12.93,10.197
TE,12.94,10.197
TE,13.03,10.197
TE,13.1,10.197
TE,13.17,10.197
TE,13.21,10.197
TE,13.27,10.197
TE,13.28,10.197
TE,13.29,10.197
TE,13.32,8.68
TE,13.34,8.68
TE,13.36,8.68
TE,13.4,8.68
TE,13.42,8.68
TE,13.5,8.68
TE,13.53,8.68
TE,13.54,8.68
TE,13.63,8.68
TE,13.74,8.68
TE,13.78,8.68
TE,13.79,8.68
TE,13.83,8.68
TE,13.84,8.68
TE,14.05,8.68
TE,14.09,8.68
TE,14.21,8.68
TE,14.24,8.68
TE,14.26,8.68
TE,14.32,8.68
TE,14.4,8.68
TE,14.41,8.68
TE,14.42,8.68
TE,14.47,8.68
TE,14.56,8.68
TE,14.58,8.68
TE,14.63,8.68
TE,14.67,8.68
TE,14.71,8.68
TE,14.79,8.68
TE,14.82,8.68
TE,14.83,8.68
TE,14.85,8.68
TE,14.87,8.68
TE,14.9,8.68
TE,14.91,8.68
TE,14.94,8.68
TE,14.95,8.68
TE,14.99,8.68
TE,15.0,8.68
TE,15.06,8.68
TE,15.07,8.68
TE,15.12,8.68
TE,15.13,8.68
TE,15.15,8.68
TE,15.23,8.68
TE,15.24,8.68
TE,15.26,8.68
TE,15.37,8.68
TE,15.38,8.68
TE,15.42,8.68
TE,15.44,8.68
TE,15.45,8.68
TE,15.47,8.68
TE,15.5,8.68
TE,15.57,8.68
TE,15.8,8.68
TE,15.84,8.68
TE,15.85,8.68
TE,15.87,8.68
TE,15.88,8.68
TE,15.89,8.68
TE,16.0,8.68
TE,16.09,8.68
TE,16.11,8.68
TE,16.14,8.68
TE,16.23,8.68
TE,16.24,8.68
TE,16.26,8.68
TE,16.31,8.68
TE,16.32,8.68
TE,16.36,8.68
TE,16.39,8.68
TE,16.47,8.68
TE,16.52,8.68
TE,16.53,8.68
TE,16.56,8.68
TE,16.59,8.68
TE,16.62,8.68
TE,16.63,8.68
TE,16.76,8.68
TE,16.79,8.68
TE,16.82,8.68
TE,16.93,8.68
TE,16.95,8.68
TE,17.02,8.68
TE,17.05,8.68
TE,17.14,8.68
TE,17.2,8.68
TE,17.22,8.68
TE,17.24,8.68
TE,17.27,8.68
TE,17.29,8.68
TE,17.39,8.68
TE,17.42,8.68
TE,17.43,8.68
TE,17.51,8.68
TE,17.53,8.68
TE,17.54,8.68
TE,17.62,8.68
TE,17.71,8.68
TE,17.79,8.68
TE,17.81,8.68
TE,17.82,8.68
TE,17.83,8.68
TE,17.88,8.68
TE,17.89,8.68
TE,17.93,8.68
TE,17.97,8.68
TE,18.0,8.68
TE,18.02,8.68
TE,18.13,8.68
TE,18.15,8.68
TE,18.16,8.68
TE,18.21,8.68
TE,18.23,8.68
TE,18.29,8.68
TE,18.3,8.68
TE,18.38,8.68
TE,18.4,8.68
TE,18.45,8.68
TE,18.59,8.68
TE,18.66,8.68
TE,18.67,8.68
TE,18.71,8.68
TE,18.73,8.68
TE,18.75,8.68
TE,18.77,8.68
TE,18.8,6.952
TE,18.84,6.952
TE,18.95,6.952
TE,18.97,6.952
TE,19.02,6.952
TE,19.18,6.952
TE,19.29,6.952
TE,19.3,6.952
TE,19.33,6.952
TE,19.42,6.952
TE,19.5,6.952
TE,19.57,6.952
TE,19.62,6.952
TE,19.73,6.952
TE,19.77,6.952
TE,19.79,6.952
TE,19.84,6.952
TE,19.89,6.952
TE,19.91,6.952
TE,19.94,6.952
TE,19.97,6.952
TE,20.26,6.952
TE,20.29,6.952
TE,20.39,6.952
TE,20.47,6.952
TE,20.5,6.952
TE,20.54,6.952
TE,20.76,6.952
TE,20.86,6.952
TE,20.88,6.952
TE,20.92,6.952
TE,21.0,6.952
TE,21.04,6.952
TE,21.06,6.952
TE,21.1,6.952
TE,21.16,6.952
TE,21.18,6.952
TE,21.24,6.952
TE,21.27,6.952
TE,21.3,6.952
TE,21.4,6.952
TE,21.41,6.952
TE,21.47,6.343
TE,21.57,6.343
TE,21.58,6.343
TE,21.67,6.343
TE,21.72,6.343
TE,21.74,6.343
TE,21.76,6.343
TE,21.79,6.159
TE,21.8,6.159
TE,21.84,6.159
TE,21.86,6.159
TE,21.91,6.159
TE,21.96,6.159
TE,22.03,6.159
TE,22.05,6.159
TE,22.06,6.159
TE,22.12,6.159
TE,22.13,6.159
TE,22.2,6.159
TE,22.24,6.159
TE,22.27,6.159
TE,22.28,6.159
TE,22.31,6.159
TE,22.36,6.159
TE,22.37,6.159
TE,22.47,6.159
TE,22.5,6.159
TE,22.6,6.159
TE,22.65,6.159
TE,22.71,6.159
TE,22.89,6.159
TE,22.92,6.159
TE,22.93,6.159
TE,23.0,6.159
TE,23.03,6.159
TE,23.05,6.159
TE,23.06,6.159
TE,23.12,6.159
TE,23.23,6.159
TE,23.24,6.159
TE,23.26,6.159
TE,23.31,6.159
TE,23.34,6.159
TE,23.46,6.159
TE,23.54,6.159
TE,23.61,6.159
TE,23.64,6.159
TE,23.67,6.159
TE,23.7,6.159
TE,23.71,6.159
TE,23.74,6.159
TE,23.77,6.159
TE,23.81,6.159
TE,23.86,6.159
TE,23.92,6.159
TE,23.96,6.159
TE,24.06,6.159
TE,24.09,6.159
TE,24.15,6.159
TE,24.18,6.159
TE,24.2,6.159
TE,24.25,6.159
TE,24.34,6.159
TE,24.35,6.159
TE,24.41,6.109
TE,24.53,6.109
TE,24.56,6.109
TE,24.67,6.109
TE,24.73,6.109
TE,24.78,6.109
TE,24.82,6.109
TE,24.86,6.109
TE,24.88,6.109
TE,24.9,6.109
TE,24.91,6.109
TE,24.99,6.109
TE,25.03,6.109
TE,25.06,6.109
TE,25.11,6.109
TE,25.14,6.109
TE,25.24,6.109
TE,25.26,6.109
TE,25.33,6.109
TE,25.36,6.109
TE,25.49,6.109
TE,25.55,6.109
TE,25.7,6.109
TE,25.8,6.109
TE,25.81,6.109
TE,25.83,6.109
TE,25.89,6.109
TE,25.92,6.109
TE,25.97,6.109
TE,26.07,6.109
TE,26.08,6.109
TE,26.1,6.109
TE,26.11,6.109
TE,26.14,6.109
TE,26.18,6.109
TE,26.19,6.109
TE,26.2,6.109
TE,26.31,6.109
TE,26.46,6.109
TE,26.47,6.109
TE,26.48,6.109
TE,26.5,6.109
TE,26.58,6.109
TE,26.67,6.109
TE,26.7,6.109
TE,26.78,6.109
TE,26.8,6.109
TE,26.83,6.109
TE,26.88,6.109
TE,26.89,6.109
TE,26.9,6.109
TE,27.03,6.109
TE,27.04,5.9
TE,27.05,5.9
TE,27.06,5.474
TE,27.1,5.474
TE,27.17,5.474
TE,27.19,5.474
TE,27.28,5.474
TE,27.29,5.474
TE,27.31,5.474
TE,27.41,5.474
TE,27.43,5.474
TE,27.49,5.474
TE,27.58,5.474
TE,27.64,5.474
TE,27.67,5.474
TE,27.68,5.474
TE,27.75,5.474
TE,27.77,5.474
TE,27.86,5.474
TE,27.88,5.474
TE,27.89,5.474
TE,27.92,5.374
TE,27.94,5.374
TE,27.97,5.374
TE,28.05,5.374
TE,28.13,5.374
TE,28.14,5.374
TE,28.18,5.374
TE,28.19,5.374
TE,28.24,5.374
TE,28.26,5.374
TE,28.37,5.374
TE,28.38,5.374
TE,28.39,5.374
TE,28.41,5.374
TE,28.5,5.374
TE,28.59,5.374
TE,28.6,5.374
TE,28.61,5.374
TE,28.67,5.374
TE,28.68,5.374
TE,28.71,5.374
TE,28.76,5.374
TE,28.79,5.374
TE,28.87,5.374
TE,28.92,5.374
TE,29.0,5.374
TE,29.03,5.374
TE,29.07,5.374
TE,29.13,5.374
TE,29.14,5.374
TE,29.25,5.374
TE,29.29,5.374
TE,29.34,5.374
TE,29.41,5.374
TE,29.48,5.374
TE,29.58,5.374
TE,29.7,5.374
TE,29.73,5.374
TE,29.74,5.374
TE,29.78,5.374
TE,29.83,5.374
TE,29.84,5.374
TE,29.85,5.374
TE,29.86,5.374
TE,29.93,5.374
TE,29.97,5.374
TE,30.03,5.374
TE,30.19,5.374
TE,30.21,5.374
TE,30.32,5.374
TE,30.35,5.374
TE,30.45,5.374
TE,30.47,5.374
TE,30.59,5.374
TE,30.78,5.374
TE,30.79,5.374
TE,30.85,5.374
TE,30.87,5.374
TE,30.96,5.374
TE,30.97,5.374
TE,31.0,5.374
TE,31.06,5.374
TE,31.1,5.374
TE,31.15,5.374
TE,31.17,5.374
TE,31.18,5.374
TE,31.19,5.374
TE,31.31,5.374
TE,31.34,5.374
TE,31.41,5.374
TE,31.47,5.374
TE,31.56,5.374
TE,31.61,5.374
TE,31.63,5.374
TE,31.65,5.374
TE,31.72,5.374
TE,31.74,5.374
TE,31.82,5.374
TE,31.83,5.374
TE,31.84,5.374
TE,31.85,5.374
TE,31.9,5.374
TE,31.92,5.374
TE,31.93,5.374
TE,31.94,5.374
TE,31.95,5.374
TE,31.96,5.374
TE,31.97,5.374
TE,31.98,5.374
TE,31.99,5.374
TE,32.01,5.374
TE,32.05,5.374
TE,32.12,5.374
TE,32.16,5.374
TE,32.19,5.374
TE,32.26,5.374
TE,32.27,5.374
TE,32.28,5.374
TE,32.29,5.374
TE,32.38,5.374
TE,32.44,5.374
TE,32.46,5.374
TE,32.52,5.374
TE,32.6,5.374
TE,32.63,5.374
TE,32.72,5.374
TE,32.83,5.374
TE,32.86,5.374
TE,32.88,5.374
TE,32.89,5.374
TE,33.01,5.374
TE,33.21,5.374
TE,33.22,5.374
TE,33.29,5.374
TE,33.36,5.374
TE,33.37,5.374
TE,33.39,5.374
TE,33.41,5.374
TE,33.43,5.374
TE,33.45,5.374
TE,33.48,5.374
TE,33.53,5.374
TE,33.56,5.374
TE,33.59,5.374
TE,33.6,5.374
TE,33.61,5.374
