player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0036355,Justin Herbert,QB,LAC,6100,44095904,17.1054,17.1054,1.0,1.2686768676867688,21.7012780305104,ARI,28.19,47.17,16.0,1.0,8.3852,statline_mc+recal_10_4b,5.565893977480975,39.84948790129616,35.3455,329.96990216996386,2.2655,5.5405,38.40351718536526,0.236,0.0,0.0,0.0,0.0,28.09539780533508,-6.394119774824677,19.1,35.1,94.91892610313663,29.547424787058496,38.19802764403295,,classic,True
00-0036389,Jalen Hurts,QB,PHI,6600,44095902,18.1539,18.1539,1.0,1.1264626462646266,20.449666558198068,WAS,25.03,44.17,16.0,1.0,8.1421,statline_mc+recal_10_4b,7.156682785103177,36.54787564300662,33.41425,267.65844071936084,2.0025,3.91625,17.869072593630015,0.26075,0.0,0.0,0.0,0.0,22.260744888137438,-1.8110783299393702,19.1,38.9,85.4806840333156,28.834818029391922,19.46511198280964,,classic,True
00-0036322,Justin Jefferson,WR,MIN,7300,44096027,17.675,17.675,1.0,1.0724572457245725,18.955631104523114,GB,23.83,46.06,17.0,1.0,9.3888,statline_mc+recal_10_4b,6.130368999404367,37.22562053590439,0.0,0.0,0.0,0.261,1.8000252457784722,0.013,10.23175,6.11,83.71658918567974,0.327,17.43466144314582,1.5209696613772934,12.4,47.4,90.27870813397129,62.87873793022821,35.07102775354847,,classic,True
00-0040666,Omarion Hampton,RB,LAC,6800,44095933,14.1304,14.1304,1.0,1.2686768676867688,17.926916563484845,ARI,28.19,47.17,9.0,1.0,9.5299,statline_mc+recal_10_4b,2.0755133519021767,40.812659529974454,0.0,0.0,0.0,13.94775,76.93081494339631,0.5215,5.75875,4.7615,43.328246170809834,0.209,22.162156111420614,-4.23523954793577,13.9,36.5,95.94114832535884,66.54801368449768,91.75351786421213,,classic,True
00-0037744,Trey McBride,TE,ARI,6800,44096177,20.45,20.45,1.0,0.8537353735373537,17.458906053812484,LAC,18.97,47.17,17.0,1.0,7.8851,statline_mc+recal_10_4b,4.560116769159353,34.82275547136541,0.0,0.0,0.0,0.0,0.0,0.0,11.1845,8.203,71.4812293986483,0.6025,19.560622939864828,-2.101716886052344,19.1,25.3,79.27877849704474,36.51671112304295,10.745788885949542,,classic,True
00-0039910,Jayden Daniels,QB,WAS,6500,44095903,19.5671,19.5671,1.0,0.8613861386138615,16.854851870926105,PHI,19.14,44.17,7.0,1.0,7.8233,statline_mc+recal_10_4b,7.3322285212421825,28.207301084326037,30.75975,180.24593462179314,1.13525,6.07075,24.179156704824358,0.207,0.0,0.0,0.0,0.0,14.743753055354162,2.1110988155719426,17.0,3.5,67.0933014354067,6.164849907070967,5.234332153337299,,classic,True
00-0034844,Saquon Barkley,RB,PHI,6900,44095931,14.7755,14.7755,1.0,1.1264626462646266,16.644041603853164,WAS,25.03,44.17,16.0,1.0,8.7933,statline_mc+recal_10_4b,4.91404060987629,33.472999536917314,0.0,0.0,0.0,15.12875,71.27065852359927,0.448,2.376,1.77675,14.842985137820895,0.07875,14.185864366142017,2.4581772377111477,15.4,72.3,85.03253588516745,54.285075042859866,34.03582982176013,,classic,True
00-0036264,Jordan Love,QB,GB,5700,44095905,16.2157,16.2157,1.0,1.0,16.215684475782936,MIN,22.22,46.06,15.0,1.0,7.9805,statline_mc+recal_10_4b,4.943619127208939,29.91694337311117,31.08875,237.31476480874738,1.59125,3.77475,16.206938305700948,0.11425,0.0,0.0,0.0,0.0,18.11303442291999,-1.8973499471370552,17.6,0.7,77.31924508240297,5.798412272814531,10.866273401621305,,classic,True
00-0040122,Ashton Jeanty,RB,LV,6600,44095935,16.4729,16.4729,1.0,0.9761476147614763,16.07998232019855,MIA,21.69,40.39,17.0,1.0,8.637,statline_mc+recal_10_4b,4.466816329167063,31.80077222524965,0.0,0.0,0.0,16.1155,56.68656642825693,0.33825,4.82925,3.614,24.62093872605434,0.2015,15.50025051543113,0.5797318047674196,14.8,61.1,72.88086124401913,43.6766772146441,11.27644563773314,,classic,True
00-0039040,De'Von Achane,RB,MIA,7000,44095929,18.4713,18.4713,1.0,0.8411341134113413,15.536852500353705,LV,18.69,40.39,16.0,1.0,8.3345,statline_mc+recal_10_4b,4.846713017926658,30.818020027266964,0.0,0.0,0.0,10.848,51.555144438812206,0.2925,5.304,4.12325,24.944665202926423,0.15675,14.95773096417386,0.5791215361798443,20.9,72.3,64.48181818181818,46.64957440213173,5.254930212785214,,classic,True
