player_id,player_name,team,hist_team,position,salary,games_played,_no_usage_history,rush_mu,recv_mu,pass_mu,rush_price_share,recv_price_share,volume_prior_weight,absent_player_factor
00-0036322,Justin Jefferson,MIN,MIN,WR,7300,17,False,0.2587633909118482,10.21228634114509,0.0,0.004578065724829859,0.17346782568426306,0.0,1.0
00-0039040,De'Von Achane,MIA,MIA,RB,7000,16,False,10.931005541054363,5.373036558543223,0.0,0.3841217380597544,0.11831197610294118,0.0,1.0
00-0034844,Saquon Barkley,PHI,PHI,RB,6900,16,False,14.987060517812903,2.384853191957905,0.0,0.2971118447847779,0.0790021168681934,0.0,1.0
00-0039338,Brock Bowers,LV,LV,TE,6900,12,False,0.0,4.652681192766913,0.0,0.0,0.14644629369594245,0.0,1.0
00-0040666,Omarion Hampton,LAC,LAC,RB,6800,9,False,13.975167784509363,5.815337150709943,0.0,0.3167324120304436,0.0810753590707969,0.0,1.0
00-0037744,Trey McBride,ARI,ARI,TE,6800,17,False,0.0,11.2326680570247,0.0,0.0,0.14457905235922863,0.0,1.0
00-0036389,Jalen Hurts,PHI,PHI,QB,6600,16,False,3.9162360561945144,0.0,33.578644680000004,0.06148337251127928,0.0,0.0,1.0
00-0040122,Ashton Jeanty,LV,LV,RB,6600,17,False,15.973272859084636,4.803103411296399,0.0,0.3547634967008854,0.0694574446312684,0.0,1.0
00-0036912,DeVonta Smith,PHI,PHI,WR,6600,17,False,0.0,6.910630116192873,0.0,0.004142960553773428,0.16146304128077962,0.0,1.0
00-0039910,Jayden Daniels,WAS,WAS,QB,6500,7,False,6.120895730951353,0.0,30.75339633,0.05674962450018114,0.0,0.0,1.0
00-0041027,Jeremiyah Love,ARI,,RB,6400,0,False,12.716513890690479,2.6864525444183727,0.0,0.24942575532143121,0.06734366284920588,1.0,1.0
00-0035700,Josh Jacobs,GB,GB,RB,6300,15,False,9.113337687925522,1.6563617913878386,0.0,0.2925893735184914,0.06645505799468954,0.0,1.0
00-0036355,Justin Herbert,LAC,LAC,QB,6100,16,False,5.563413031754138,0.0,35.09917499,0.06505429638701496,0.0,0.0,1.0
00-0039915,Ladd McConkey,LAC,LAC,WR,5900,16,False,0.0,6.661575206513918,0.0,0.004336000118975603,0.15411891311826129,0.0,1.0
00-0038124,Christian Watson,GB,GB,WR,5900,10,False,0.0900532873745009,6.410732106341629,0.0,0.004201400371294868,0.13586740779936585,0.0,1.0
00-0038994,Jordan Addison,MIN,MIN,WR,5800,14,False,0.18483099350846302,4.104784947888001,0.0,0.00442459700740695,0.14772162878023115,0.0,1.0
00-0036264,Jordan Love,GB,GB,QB,5700,15,False,3.7561386642987755,0.0,31.0557739,0.06303485643337661,0.0,0.0,1.0
00-0035659,Terry McLaurin,WAS,WAS,WR,5700,10,False,0.0,7.761193732871351,0.0,0.003683199875771598,0.10804934800997,0.0,1.0
00-0035228,Kyler Murray,MIN,ARI,QB,5500,5,False,3.893112500210882,0.0,31.7624809,0.06681026027425185,0.0,0.0,1.0
00-0037525,Jordan Mason,MIN,MIN,RB,5400,16,False,5.704761618658763,0.3552376426377584,0.0,0.2563416660153077,0.06128676112455192,0.0,1.0
00-0038128,Malik Willis,MIA,GB,QB,5300,4,False,4.664869320567983,0.0,30.66165022,0.07243863681440413,0.0,0.0,1.0
00-0040242,Jacory Croskey-Merritt,WAS,WAS,RB,5300,17,False,10.75857273482584,0.0,0.0,0.208026595926191,0.044784583878673664,0.0,1.0
00-0033293,Aaron Jones Sr.,MIN,MIN,RB,5300,12,False,11.981124270601274,4.276967285228598,0.0,0.24708383334386833,0.060451239522186714,0.0,1.0
00-0038559,Michael Wilson,ARI,ARI,WR,5300,17,False,0.0,9.871937500132844,0.0,0.0033256682327052946,0.12512628931126368,0.0,1.0
00-0037256,Rachaad White,WAS,TB,RB,5200,17,False,4.589191928106682,2.2412846642329316,0.0,0.20173791734866667,0.04419454745604762,0.0,1.0
00-0031588,Stefon Diggs,WAS,NE,WR,5200,17,False,0.0,7.740146729893063,0.0,0.0035152873790125078,0.10134786684601886,0.0,1.0
00-0033119,Jacoby Brissett,ARI,ARI,QB,5100,14,False,4.655647947130529,0.0,35.23144773999999,0.0446163697414838,0.0,0.0,1.0
00-0040867,Makai Lemon,PHI,,WR,5100,0,False,0.08440958830611127,5.483352443369024,0.0,0.003778462165523226,0.13356310347970468,1.0,1.0
00-0029604,Kirk Cousins,LV,ATL,QB,5000,10,False,2.20460096738902,0.0,31.066488370000005,0.05164183898590374,0.0,0.0,1.0
00-0041562,Fernando Mendoza,LV,,QB,5000,0,False,1.1862869078369849,0.0,0.0,0.05164183898590374,0.0,1.0,1.0
00-0039849,Marvin Harrison Jr.,ARI,ARI,WR,5000,12,False,0.0,3.3274823155841684,0.0,0.0033256682327052946,0.12092243155196591,0.0,1.0
00-0037263,Tyler Allgeier,ARI,ATL,RB,4900,17,False,16.58176111867233,1.375951816267482,0.0,0.1789331796597098,0.05194439078000428,0.0,1.0
