player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0034796,Lamar Jackson,QB,BAL,7300,44157228,19.7593,19.7593,1.0,1.2171313252111517,24.049624256660486,NO,27.14,45.67,1.0,1.0,8.2879,statline_mc+recal_10_4b,8.566829148540469,41.350081933290205,32.01375,368.3492971373943,1.71075,4.14425,22.71289028690511,0.23925,0.0,0.0,0.0,0.0,26.179760914186282,-2.130136657525796,29.0,6.7,96.52573529411764,16.644841521240902,16.836029147682144,,classic,True
00-0038542,Bijan Robinson,RB,ATL,8200,44157285,24.4362,24.4362,1.0,0.9193512220644292,22.465477161484387,CAR,20.5,43.5,1.0,1.0,9.3729,statline_mc+recal_10_4b,7.423583732868535,42.4991621755689,0.0,0.0,0.0,14.8905,56.230986262903386,0.34375,7.81725,5.948,47.81622109168168,0.24675,20.650220735458507,1.8152564260258792,31.3,91.2,77.08946078431373,51.52076677433622,7.754151366272608,,classic,True
00-0039918,Caleb Williams,QB,CHI,6800,44157229,18.6779,18.6779,1.0,1.1660064279841542,21.778498745945306,MIN,26.0,47.5,1.0,1.0,8.2328,statline_mc+recal_10_4b,7.255757554416789,38.38613570976372,33.37175,299.419256295632,1.82275,4.83875,26.23834775168307,0.30275,0.0,0.0,0.0,0.0,24.058605026993586,-2.2801062810482797,37.3,6.0,95.82075593395253,15.97784872387368,16.009231323698483,,classic,True
00-0036389,Jalen Hurts,QB,PHI,6700,44157230,18.8879,18.8879,1.0,1.0462665371103967,19.761828575919758,TEN,23.33,39.5,1.0,1.0,8.1179,statline_mc+recal_10_4b,7.37064505147331,35.02625579677961,30.347,241.3157980570798,1.83625,4.418,20.968395506323322,0.1845,0.0,0.0,0.0,0.0,20.105721472915523,-0.3438928969957651,24.7,11.6,73.07146542827657,10.193890783025308,3.152564320810649,,classic,True
00-0036322,Justin Jefferson,WR,MIN,7800,44157465,20.2485,20.2485,1.0,0.9641976231407429,19.523588967303834,CHI,21.5,47.5,1.0,1.0,8.9493,statline_mc+recal_10_4b,7.772247567267157,38.273796039219874,0.0,0.0,0.0,0.06475,0.38971212139836625,0.0015,8.6665,5.7615,65.41338428891407,0.48475,15.806809641031245,3.7167793262725883,31.2,16.1,89.03310294117647,37.42285285200058,12.181797398374227,,classic,True
00-0032764,Derrick Henry,RB,BAL,7200,44157287,15.7864,15.7864,1.0,1.2171313252111517,19.21411681910582,NO,27.14,45.67,1.0,1.0,9.8476,statline_mc+recal_10_4b,3.5452079742795837,41.889718120193734,0.0,0.0,0.0,15.2895,91.51853182195805,0.83875,2.14725,1.636,16.07380152579722,0.0775,18.756733334775525,0.4573834843302933,38.3,30.5,96.0905530690537,42.69578988842576,43.623691508585495,,classic,True
00-0036442,Joe Burrow,QB,CIN,6600,44157231,18.915,18.915,1.0,0.9641976231407429,18.237782317856116,HOU,21.5,45.5,1.0,1.0,7.9275,statline_mc+recal_10_4b,7.387347814042281,31.257898612484727,34.81325,246.15362103174127,1.42725,3.0445,12.267432551491869,0.11125,0.0,0.0,0.0,0.0,17.265388096418835,0.9723942214372805,15.2,4.6,76.55508255933952,3.9039381691528847,4.043238528584169,,classic,True
00-0036264,Jordan Love,QB,GB,5900,44157233,16.8336,16.8336,1.0,1.0686897376485536,17.989916264571427,NYJ,23.83,44.39,1.0,1.0,8.0995,statline_mc+recal_10_4b,5.156651509524359,32.97772435137995,36.66975,315.0112748377664,1.77225,1.1395,5.053415630657042,0.04675,0.0,0.0,0.0,0.0,20.916792556576357,-2.9268762920049305,24.5,13.0,82.1452528379773,9.932314795283844,6.027569514407761,,classic,True
00-0037239,Chris Olave,WR,NO,7200,44157469,20.6831,20.6831,1.0,0.8310038119440915,17.187753602434825,BAL,18.53,45.67,1.0,1.0,8.7909,statline_mc+recal_10_4b,6.599259571591779,32.91625890858233,0.0,0.0,0.0,0.06175,0.3687710263362937,0.00225,8.51175,5.54325,66.01712097051876,0.31575,14.637589199685506,2.550164402749319,31.2,14.4,80.22769607843136,27.1139788584939,7.257081214834903,,classic,True
00-0039150,Bryce Young,QB,CAR,5400,44157236,16.5143,16.5143,1.0,1.0314672247552132,17.033937501321358,ATL,23.0,43.5,1.0,1.0,8.1471,statline_mc+recal_10_4b,3.737657628067156,32.717268738919955,35.016,304.57770915351307,1.93225,2.04375,9.241779689601831,0.09425,0.0,0.0,0.0,0.0,21.765786335100707,-4.731848833779349,35.4,12.3,75.18801599587204,13.196410495174227,3.6670897915227956,,classic,True
00-0039851,Drake Maye,QB,NE,6100,44157232,16.0162,16.0162,1.0,1.050302713207265,16.82189313629486,PIT,23.42,41.5,1.0,1.0,7.9654,statline_mc+recal_10_4b,5.876406799421779,30.553380243895962,33.211,223.0605449430403,1.45425,3.9405,18.585406071874,0.16325,0.0,0.0,0.0,0.0,17.075712404909012,-0.2538192686141514,12.8,9.8,72.56643446852425,3.3349890797460007,3.040866634040795,,classic,True
