player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available,act,slate_id,week,sub,eng,tier,pw
00-0036223,Jonathan Taylor,RB,IND,7300,44069778,17.71,17.71,1.0,1.0048609760839975,17.796055531205937,BAL,22.61,48.17,17.0,1.0,8.9902,statline_mc+recal_10_4b,4.9692207917528,36.69037511882912,0.0,0.0,0.0,12.8985,63.650769966062136,0.6545,3.139,2.501,20.20231241001896,0.10275,16.02430823760811,1.7717472935978265,22.3,29.8,83.56979857414153,21.834104948943384,15.81643051615869,,classic,True,26.1,dk_classic_wk1_early_13Sep2026,1,early,16.02430823760811,6-7.5k,00-0036223_1
00-0040743,Tyler Shough,QB,NO,5600,44069726,18.3707,18.3707,1.0,0.9528624204883198,17.504776400320267,DET,21.44,49.83,11.0,1.0,8.2275,statline_mc+recal_10_4b,4.307070011134792,33.82599210755994,35.88775,250.31990929218097,1.183,10.67225,42.44893542393179,0.4875,0.0,0.0,0.0,0.0,21.625939914080416,-4.121163513760148,15.6,4.9,74.93355481727575,6.3440019491519255,4.417556833754607,,classic,True,29.2,dk_classic_wk1_early_13Sep2026,1,early,21.625939914080416,5-6k,00-0040743_1
00-0032764,Derrick Henry,RB,BAL,6700,44069784,15.393,15.393,1.0,1.1359684453209633,17.485984539206058,IND,25.56,48.17,17.0,1.0,10.0573,statline_mc+recal_10_4b,1.3932322796993484,40.07763320787764,0.0,0.0,0.0,17.44325,101.85480413691508,0.93975,1.089,0.804,7.345740921324403,0.03175,18.475804505823948,-0.9898199666178904,18.0,19.6,89.71224432614177,23.606566394231088,27.645237340918406,,classic,True,38.3,dk_classic_wk1_early_13Sep2026,1,early,18.475804505823948,6-7.5k,00-0032764_1
00-0039064,Zay Flowers,WR,BAL,6400,44069954,15.1518,15.1518,1.0,1.1359684453209633,17.21200198503326,IND,25.56,48.17,17.0,1.0,9.5621,statline_mc+recal_10_4b,4.093269537617338,36.33541922882559,0.0,0.0,0.0,0.211,1.5538247832053007,0.00775,7.59475,5.3235,85.3218455378475,0.39675,17.189067032105278,0.0229349529279829,15.0,15.4,90.64020315423684,31.511553153060323,18.62694135894964,,classic,True,29.0,dk_classic_wk1_early_13Sep2026,1,early,17.189067032105278,6-7.5k,00-0039064_1
00-0034855,Baker Mayfield,QB,TB,5900,44069724,16.528,16.528,1.0,1.0395266798144496,17.181278757407,CIN,23.39,50.44,17.0,1.0,8.0268,statline_mc+recal_10_4b,5.538540492294287,30.898459431853755,34.471,243.0532265077018,1.703,3.17575,19.1667286858168,0.12375,0.0,0.0,0.0,0.0,19.09055192888975,-1.9092731714827489,17.2,7.7,82.42443014027315,6.843654653912404,7.543221261469291,,classic,True,14.64,dk_classic_wk1_early_13Sep2026,1,early,19.09055192888975,5-6k,00-0034855_1
00-0037239,Chris Olave,WR,NO,6700,44069950,17.8036,17.8036,1.0,0.9528624204883198,16.964378692323592,DET,21.44,49.83,16.0,1.0,9.2333,statline_mc+recal_10_4b,4.72492447428273,35.15353322129625,0.0,0.0,0.0,0.0,0.0,0.0,9.937,6.326,70.82237724784373,0.5015,17.009987724784374,-0.0456090324607814,17.4,9.5,81.1355252606255,22.70692154678624,10.649471784724762,,classic,True,31.2,dk_classic_wk1_early_13Sep2026,1,early,17.009987724784374,6-7.5k,00-0037239_1
00-0038597,Chase Brown,RB,CIN,7100,44069782,13.9008,13.9008,1.0,1.202633260187217,16.717510223059794,TB,27.06,50.44,17.0,1.0,8.7184,statline_mc+recal_10_4b,4.761523192339529,33.73604725942414,0.0,0.0,0.0,11.737,60.75691613673793,0.4015,3.638,2.81325,22.85958010386894,0.17825,15.250149624060686,1.4673605989991074,17.2,9.5,93.32604682295072,18.893037899762334,38.39706271126146,,classic,True,18.8,dk_classic_wk1_early_13Sep2026,1,early,15.250149624060686,6-7.5k,00-0038597_1
00-0035710,Daniel Jones,QB,IND,5400,44069727,15.9819,15.9819,1.0,1.0048609760839975,16.05957392606175,BAL,22.61,48.17,13.0,1.0,8.0239,statline_mc+recal_10_4b,4.081138114047119,30.04987646838234,35.03725,279.8758108431799,1.712,1.7055,6.74734717546858,0.1095,0.0,0.0,0.0,0.0,19.565267151274057,-3.5056932252123083,18.7,,74.09306939830196,1.5353369221926292,4.160154104498101,,classic,True,10.04,dk_classic_wk1_early_13Sep2026,1,early,19.565267151274057,5-6k,00-0035710_1
00-0037248,James Cook III,RB,BUF,7200,44069780,15.2237,15.2237,1.0,1.0137496180661647,15.43299348321462,HOU,22.81,44.5,17.0,1.0,8.2717,statline_mc+recal_10_4b,5.576163965665382,30.141418388125157,0.0,0.0,0.0,10.1575,53.7648759467506,0.366,2.42,1.894,16.679733287883383,0.088,12.127960923463398,3.305032559751222,18.8,,75.54419227296783,2.298403957482682,7.625125130812384,,classic,True,9.9,dk_classic_wk1_early_13Sep2026,1,early,12.127960923463398,6-7.5k,00-0037248_1
00-0023459,Aaron Rodgers,QB,PIT,5300,44069728,14.326,14.326,1.0,1.0493041859948335,15.032381931640655,ATL,23.61,40.78,16.0,1.0,7.9871,statline_mc+recal_10_4b,3.496798423624762,29.074336086841527,35.1,246.6530177473068,1.74575,1.388,5.636671402762505,0.0645,0.0,0.0,0.0,0.0,17.847037850168523,-2.8146559185278672,14.1,,70.06275378368402,1.2091801701801863,3.119499059815358,,classic,True,12.54,dk_classic_wk1_early_13Sep2026,1,early,17.847037850168523,5-6k,00-0023459_1
00-0039150,Bryce Young,QB,CAR,5200,44069729,14.8685,14.8685,1.0,0.9777506180383878,14.537670454994128,CHI,22.0,46.94,16.0,1.0,7.9658,statline_mc+recal_10_4b,3.57352413090298,28.026850185593418,33.3675,207.7215065697106,1.577,5.065,19.782612967654643,0.2085,0.0,0.0,0.0,0.0,17.33137155955389,-2.793701104559762,15.4,10.5,67.12601513473606,5.171499477022763,2.529205912323966,,classic,True,35.44,dk_classic_wk1_early_13Sep2026,1,early,17.33137155955389,5-6k,00-0039150_1
00-0036554,Nico Collins,WR,HOU,7000,44069948,15.0569,15.0569,1.0,0.9639732229660288,14.514411646715564,BUF,21.69,44.5,15.0,1.0,7.9285,statline_mc+recal_10_4b,6.129603570710845,27.49350464552217,0.0,0.0,0.0,0.084,0.6254528965214449,0.003,5.78375,3.464,49.84286785052802,0.285,10.628332074704948,3.886079572010619,15.1,,72.84611957587097,4.220729867904922,6.53974513249875,,classic,True,21.2,dk_classic_wk1_early_13Sep2026,1,early,10.628332074704948,6-7.5k,00-0036554_1
00-0039163,C.J. Stroud,QB,HOU,5200,44069730,14.8591,14.8591,1.0,0.9639732229660288,14.323801804810104,BUF,21.69,44.5,14.0,1.0,7.9077,statline_mc+recal_10_4b,3.692073696959616,26.945385406928462,33.3885,232.80793466799756,1.449,3.20375,12.830495947701303,0.113,0.0,0.0,0.0,0.0,16.848366981490035,-2.524565176679932,15.0,6.0,63.05486341823551,1.9163531060362824,1.891005756157489,,classic,True,18.46,dk_classic_wk1_early_13Sep2026,1,early,16.848366981490035,5-6k,00-0039163_1
00-0038117,Wan'Dale Robinson,WR,TEN,4800,44069992,15.8771,15.8771,1.0,0.8915307908113663,14.15493130926939,NYJ,20.06,39.22,16.0,0.8,8.3338,statline_mc+recal_10_4b,4.242987147079735,28.224644527748872,0.0,0.0,0.0,0.2735,1.3330380176306824,0.0065,8.7755,5.7055,57.55245662668054,0.289,13.812549464431122,0.3423818448382683,14.2,11.2,56.19736434108527,22.62654399587771,2.456062974209878,,classic,True,8.8,dk_classic_wk1_early_13Sep2026,1,early,13.812549464431122,4-5k,00-0038117_1
00-0040126,Colston Loveland,TE,CHI,5300,44070238,12.6789,12.6789,1.0,1.1084136551762451,14.053495135755584,CAR,24.94,46.94,16.0,1.0,7.6715,statline_mc+recal_10_4b,2.716417064588244,29.96036643468714,0.0,0.0,0.0,0.0,0.0,0.0,7.1805,4.9685,65.18704739805153,0.4955,15.005954739805151,-0.9524596040495704,11.4,7.0,90.11059431524548,23.65807937773801,10.661808922979048,,classic,True,0.0,dk_classic_wk1_early_13Sep2026,1,early,15.005954739805151,5-6k,00-0040126_1
00-0037238,Drake London,WR,ATL,6500,44069952,17.8627,17.8627,1.0,0.7630899141690509,13.630826579113773,PIT,17.17,40.78,12.0,1.0,7.6562,statline_mc+recal_10_4b,5.922478049602802,24.811311424132285,0.0,0.0,0.0,0.0,0.0,0.0,6.83975,4.181,42.95178262267419,0.27875,10.44467826226742,3.186148316846351,18.2,17.2,66.07618283881315,12.18059976349629,4.391481410822711,,classic,True,5.5,dk_classic_wk1_early_13Sep2026,1,early,10.44467826226742,6-7.5k,00-0037238_1
00-0037240,Jameson Williams,WR,DET,6000,44069962,10.7064,10.7064,1.0,1.2617427293686287,13.508724283636116,NO,28.39,49.83,17.0,1.0,9.346,statline_mc+recal_10_4b,1.1672628332789103,31.61100347810225,0.0,0.0,0.0,0.11375,0.7709612527935332,0.0055,6.17725,3.90075,77.64376087242103,0.44475,15.136222212521456,-1.6274979288853402,13.6,,91.66666666666666,6.261937182123602,19.7862885331046,,classic,True,8.5,dk_classic_wk1_early_13Sep2026,1,early,15.136222212521456,6-7.5k,00-0037240_1
00-0039361,Bucky Irving,RB,TB,5700,44069796,12.8869,12.8869,1.0,1.0395266798144496,13.396313134826675,CIN,23.39,50.44,10.0,1.0,8.2415,statline_mc+recal_10_4b,3.28471787902393,28.039549401951334,0.0,0.0,0.0,16.41725,60.22172128871511,0.2535,2.78625,2.239,19.616541261119163,0.1245,13.018326254983428,0.3779868798432471,14.3,16.1,83.28188723887799,14.969901446997683,15.407825782484569,,classic,True,21.3,dk_classic_wk1_early_13Sep2026,1,early,13.018326254983428,5-6k,00-0039361_1
00-0038606,Parker Washington,WR,JAX,5600,44069968,12.2092,12.2092,1.0,1.0853031860226106,13.250676439803652,CLE,24.42,40.11,16.0,1.0,8.6638,statline_mc+recal_10_4b,2.638910615884286,30.02845259163128,0.0,0.0,0.0,0.3615,1.9686804086722625,0.0145,6.84525,4.18325,64.32221403655367,0.37,13.684839444522591,-0.4341630047189397,12.8,,77.43767263654993,6.378081926872993,8.567616312207349,,classic,True,19.3,dk_classic_wk1_early_13Sep2026,1,early,13.684839444522591,5-6k,00-0038606_1
00-0035640,DK Metcalf,WR,PIT,5400,44069978,12.5346,12.5346,1.0,1.0493041859948335,13.15262590471928,ATL,23.61,40.78,15.0,1.0,8.9504,statline_mc+recal_10_4b,1.5485093236878056,30.610696508833747,0.0,0.0,0.0,0.1645,1.1000397461140643,0.00775,8.415,5.06225,70.7077834796156,0.46875,15.706782322572966,-2.554156417853685,12.5,6.7,77.60955181324066,17.2310374217269,8.654678921307266,,classic,True,8.0,dk_classic_wk1_early_13Sep2026,1,early,15.706782322572966,5-6k,00-0035640_1
00-0035261,Tony Pollard,RB,TEN,5600,44069798,14.6752,14.6752,1.0,0.8915307908113663,13.083363266829387,NYJ,20.06,39.22,17.0,1.0,8.69,statline_mc+recal_10_4b,2.3446921872227127,28.682535567837064,0.0,0.0,0.0,17.587,70.57300196693288,0.3785,2.3215,1.80625,11.46741633707047,0.04525,13.130541830400334,-0.0471785635709451,11.6,,61.44593879393544,2.8043542375588024,2.116554066246132,,classic,True,4.4,dk_classic_wk1_early_13Sep2026,1,early,13.130541830400334,5-6k,00-0035261_1
00-0037740,Garrett Wilson,WR,NYJ,5800,44069964,15.2606,15.2606,1.0,0.8519763339907226,13.001638523219048,TEN,19.17,39.22,7.0,1.0,7.1629,statline_mc+recal_10_4b,6.57176225523884,22.801437950876423,0.0,0.0,0.0,0.0,0.0,0.0,5.43675,3.3095,33.20943540846427,0.266,8.416443540846426,4.58519498237262,14.2,37.5,63.25946716564198,15.135611142943386,3.7209442403614745,,classic,True,13.9,dk_classic_wk1_early_13Sep2026,1,early,8.416443540846426,5-6k,00-0037740_1
00-0040124,Tetairoa McMillan,WR,CAR,6100,44069960,13.062,13.062,1.0,0.9777506180383878,12.771417112678463,CHI,22.0,46.94,17.0,1.0,8.0701,statline_mc+recal_10_4b,4.053538065708965,26.08822008875371,0.0,0.0,0.0,0.0,0.0,0.0,6.14475,3.567,50.092218600391256,0.3275,10.921221860039124,1.8501952526393384,12.9,24.6,74.54165552882472,14.396109883954072,7.225638495266355,,classic,True,11.5,dk_classic_wk1_early_13Sep2026,1,early,10.921221860039124,6-7.5k,00-0040124_1
00-0036275,D'Andre Swift,RB,CHI,6100,44069788,11.4349,11.4349,1.0,1.1084136551762451,12.674633381063185,CAR,24.94,46.94,16.0,1.0,8.262,statline_mc+recal_10_4b,2.7682066696909757,27.8011325627246,0.0,0.0,0.0,10.94675,56.61913723697479,0.4375,1.97825,1.43925,13.00483706346965,0.0625,11.847147430044442,0.8274859510187422,14.7,,80.03377852495251,2.960258016558592,11.468371450658504,,classic,True,35.4,dk_classic_wk1_early_13Sep2026,1,early,11.847147430044442,6-7.5k,00-0036275_1
00-0038120,Breece Hall,RB,NYJ,6200,44069786,14.848,14.848,1.0,0.8519763339907226,12.650149013549427,TEN,19.17,39.22,16.0,1.0,7.5175,statline_mc+recal_10_4b,4.831655359788082,24.77677593045908,0.0,0.0,0.0,12.7375,47.811644292649405,0.23175,1.98475,1.49575,11.363422032470558,0.04925,9.444256632511998,3.2058923810374296,13.9,11.6,59.56025652999595,5.34872438228458,1.7831182641307963,,classic,True,22.8,dk_classic_wk1_early_13Sep2026,1,early,9.444256632511998,6-7.5k,00-0038120_1
00-0036410,Tee Higgins,WR,CIN,6300,44069956,10.4631,10.4631,1.0,1.202633260187217,12.583266821910597,TB,27.06,50.44,15.0,0.8,8.0286,statline_mc+recal_10_4b,4.280087625607774,25.589407485473096,0.0,0.0,0.0,0.0,0.0,0.0,4.38675,2.65175,44.42973813843782,0.3945,9.796223813843785,2.7870430080668136,14.3,11.6,77.08135658914728,9.441430485797625,8.389909914376673,,classic,True,8.9,dk_classic_wk1_early_13Sep2026,1,early,9.796223813843785,6-7.5k,00-0036410_1
00-0037228,Jaylen Warren,RB,PIT,5400,44069804,11.9664,11.9664,1.0,1.0493041859948335,12.556342749710272,ATL,23.61,40.78,16.0,1.0,8.5656,statline_mc+recal_10_4b,1.2800236220511685,28.73075700428847,0.0,0.0,0.0,13.06825,60.68149057132559,0.39275,3.045,2.5015,21.190838670901822,0.11575,14.329482924222743,-1.7731401745124715,13.5,9.1,71.71507736371844,11.247328056132472,5.383546606761356,,classic,True,11.3,dk_classic_wk1_early_13Sep2026,1,early,14.329482924222743,5-6k,00-0037228_1
00-0039919,Rome Odunze,WR,CHI,5400,44069976,11.0659,11.0659,1.0,1.1084136551762451,12.26557056407756,CAR,24.94,46.94,12.0,1.0,8.0048,statline_mc+recal_10_4b,3.711215827049233,25.411194588839244,0.0,0.0,0.0,0.0,0.0,0.0,5.9915,3.155,48.87395218032594,0.36175,10.600395218032594,1.6651753460449663,11.8,,83.83422792479728,5.670889334402015,12.481624325845893,,classic,True,7.2,dk_classic_wk1_early_13Sep2026,1,early,10.600395218032594,5-6k,00-0039919_1
00-0036970,Kyle Pitts Sr.,TE,ATL,4700,44070242,15.9737,15.9737,1.0,0.7630899141690509,12.189352674828672,PIT,17.17,40.78,17.0,1.0,6.9982,statline_mc+recal_10_4b,3.6524233889963535,24.26474243182496,0.0,0.0,0.0,0.0,0.0,0.0,7.7495,5.6135,47.01674978442153,0.30275,12.443924978442151,-0.2545723036134806,12.6,,69.96124031007751,4.288909591562303,3.258972556474837,,classic,True,0.0,dk_classic_wk1_early_13Sep2026,1,early,12.443924978442151,4-5k,00-0036970_1
00-0036139,Rico Dowdle,RB,PIT,5200,44069806,11.5591,11.5591,1.0,1.0493041859948335,12.12900176630097,ATL,23.61,40.78,17.0,1.0,8.0682,statline_mc+recal_10_4b,2.4792640657604768,26.3381304754218,0.0,0.0,0.0,10.003,46.24211896863934,0.27925,3.64825,2.81325,23.15934391667154,0.105,12.47314628853109,-0.3441445222301205,12.7,7.0,71.41387254444133,11.916478240033308,5.238132916918102,,classic,True,4.1,dk_classic_wk1_early_13Sep2026,1,early,12.47314628853109,5-6k,00-0036139_1
00-0040735,Luther Burden III,WR,CHI,5500,44069972,10.6649,10.6649,1.0,1.1084136551762451,11.821138005508496,CAR,24.94,46.94,15.0,0.8,7.9431,statline_mc+recal_10_4b,4.121117741382392,23.21552147361521,0.0,0.0,0.0,0.42075,2.786659459552784,0.01475,4.13875,2.96325,44.45353401902057,0.2035,9.328519347857336,2.4926186576511604,8.6,,70.83806201550387,3.968311542434042,5.811142302022034,,classic,True,10.5,dk_classic_wk1_early_13Sep2026,1,early,9.328519347857336,5-6k,00-0040735_1
00-0040676,Cam Ward,QB,TEN,5100,44069731,13.0664,13.0664,1.0,0.8915307908113663,11.649115999977596,NYJ,20.06,39.22,17.0,1.0,7.5714,statline_mc+recal_10_4b,4.204748313956733,20.82922871361751,32.5935,172.00490926465096,0.88975,2.44675,8.884634140742776,0.09075,0.0,0.0,0.0,0.0,11.409409784660316,0.2397062153172804,11.8,7.0,53.038021410114425,1.498300692329559,0.9246131166621672,,classic,True,11.7,dk_classic_wk1_early_13Sep2026,1,early,11.409409784660316,5-6k,00-0040676_1
00-0040128,Tyler Warren,TE,IND,4900,44070240,11.54,11.54,1.0,1.0048609760839975,11.59614246200173,BAL,22.61,48.17,17.0,1.0,7.025,statline_mc+recal_10_4b,2.985520282336439,23.95814896882517,0.0,0.0,0.0,0.0,0.0,0.0,6.7475,4.586,48.60920482831357,0.3095,11.656170482831357,-0.0600280208296268,11.1,17.5,81.79319255101132,13.99972855452384,6.536547818600996,,classic,True,10.3,dk_classic_wk1_early_13Sep2026,1,early,11.656170482831357,4-5k,00-0040128_1
00-0037664,Alec Pierce,WR,IND,5700,44069966,11.5328,11.5328,1.0,1.0048609760839975,11.588840857483325,BAL,22.61,48.17,15.0,1.0,8.6895,statline_mc+recal_10_4b,1.5500722957261748,27.061535888502974,0.0,0.0,0.0,0.0,0.0,0.0,5.91525,3.41325,62.77736158390559,0.34,12.25673615839056,-0.6678953009072348,12.6,,75.27595117170097,3.2058009792814923,7.544580300427511,,classic,True,10.1,dk_classic_wk1_early_13Sep2026,1,early,12.25673615839056,5-6k,00-0037664_1
00-0034827,DJ Moore,WR,BUF,5600,44069970,11.3175,11.3175,1.0,1.0137496180661647,11.47309463386632,HOU,22.81,44.5,17.0,1.0,8.0086,statline_mc+recal_10_4b,2.972820205688366,24.350557369027136,0.0,0.0,0.0,0.14125,0.7683814012697119,0.00725,5.8395,3.498,47.17040105237113,0.338,10.727378245364084,0.7457163885022364,10.8,,72.79969705069946,2.9150021544454825,6.521911170977141,,classic,True,24.0,dk_classic_wk1_early_13Sep2026,1,early,10.727378245364084,5-6k,00-0034827_1
00-0040129,Emeka Egbuka,WR,TB,6200,44069958,10.9816,10.9816,1.0,1.0395266798144496,11.415617174945703,CIN,23.39,50.44,17.0,1.0,7.1936,statline_mc+recal_10_4b,4.748216986507307,21.540238593115117,0.0,0.0,0.0,0.0,0.0,0.0,4.938,2.5935,37.38024171380516,0.2455,8.052274171380516,3.363343003565189,12.0,,79.88055778312393,1.4146123135252884,9.89162734831702,,classic,True,11.3,dk_classic_wk1_early_13Sep2026,1,early,8.052274171380516,6-7.5k,00-0040129_1
00-0034960,Jakobi Meyers,WR,JAX,5000,44069988,10.413,10.413,1.0,1.0853031860226106,11.301211693426696,CLE,24.42,40.11,16.0,1.0,7.7895,statline_mc+recal_10_4b,3.4881729554655734,22.80832070703444,0.0,0.0,0.0,0.59525,3.715941563268719,0.023,5.21425,3.4595,43.503612280615975,0.2175,9.958955384388467,1.342256309038229,10.5,,73.71353470551546,4.342121155964919,6.882091573597945,,classic,True,12.2,dk_classic_wk1_early_13Sep2026,1,early,9.958955384388467,5-6k,00-0034960_1
00-0036919,Kenny Gainwell,RB,TB,5200,44069808,10.8537,10.8537,1.0,1.0395266798144496,11.28266846424668,CIN,23.39,50.44,17.0,1.0,8.0015,statline_mc+recal_10_4b,2.4681353496814094,23.547333973771103,0.0,0.0,0.0,6.51525,29.693706600538544,0.24325,4.53325,3.73275,27.059613430315768,0.13825,11.972832003085433,-0.6901635388387515,12.8,,78.52285109429967,2.8499962203991123,9.996508665000349,,classic,True,2.8,dk_classic_wk1_early_13Sep2026,1,early,11.972832003085433,5-6k,00-0036919_1
00-0035685,David Montgomery,RB,HOU,6000,44069790,11.4214,11.4214,1.0,0.9639732229660288,11.009923916291704,BUF,21.69,44.5,17.0,1.0,8.1915,statline_mc+recal_10_4b,1.5746383135223545,24.607960309920458,0.0,0.0,0.0,12.64325,54.41843309950619,0.505,1.2675,1.00325,7.388801777401407,0.03575,10.81772348769076,0.1922004286009428,10.1,,65.489243796893,1.4916533764022877,3.0567813251760225,,classic,True,28.9,dk_classic_wk1_early_13Sep2026,1,early,10.81772348769076,6-7.5k,00-0035685_1
00-0040784,Quinshon Judkins,RB,CLE,5500,44069802,15.6893,15.6893,1.0,0.6973139635010138,10.940360011211924,JAX,15.69,40.11,14.0,1.0,6.811,statline_mc+recal_10_4b,5.044619085894745,19.11220100557977,0.0,0.0,0.0,9.7625,24.766799228549107,0.20475,3.272,2.4325,12.188117183446986,0.05175,7.734491641199609,3.2058683700123147,12.3,,54.929796706204655,1.3499129212523018,1.170478655417215,,classic,True,7.0,dk_classic_wk1_early_13Sep2026,1,early,7.734491641199609,5-6k,00-0040784_1
DST_JAX,Jaguars,DST,JAX,3400,44070412,10.932849890999998,10.932849890999998,1.5313063187145597,1.4522439481943792,10.932849890999998,CLE,24.42,40.11,,,6.0179,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.932849890999998,0.0,8.2,,80.11224160206719,27.653917758893986,23.896228259295075,,classic,True,13.0,dk_classic_wk1_early_13Sep2026,1,early,10.932849890999998,<4k,DST_JAX_1
00-0040663,Harold Fannin Jr.,TE,CLE,4200,44070248,15.6704,15.6704,1.0,0.6973139635010138,10.927190010412044,JAX,15.69,40.11,16.0,1.0,6.0375,statline_mc+recal_10_4b,5.251530059643047,18.40838443035048,0.0,0.0,0.0,0.0,0.0,0.0,5.60325,3.73775,26.64765649554424,0.2155,7.782765649554424,3.14442436085762,11.9,28.4,65.78009444889958,12.153532224321566,2.548391109100406,,classic,True,4.1,dk_classic_wk1_early_13Sep2026,1,early,7.782765649554424,4-5k,00-0040663_1
00-0038997,Josh Downs,WR,IND,5200,44069982,10.8723,10.8723,1.0,1.0048609760839975,10.925174089208737,BAL,22.61,48.17,16.0,1.0,7.4589,statline_mc+recal_10_4b,3.558448621839657,21.96399684883336,0.0,0.0,0.0,0.41975,2.1153078788056168,0.012,5.578,3.59525,38.108610393550855,0.26875,9.572141827235647,1.3530322619730892,8.6,,75.03457186135614,2.267483655505643,7.438213369694936,,classic,True,5.7,dk_classic_wk1_early_13Sep2026,1,early,9.572141827235647,5-6k,00-0038997_1
00-0039893,Brian Thomas Jr.,WR,JAX,5500,44069974,9.9581,9.9581,1.0,1.0853031860226106,10.807550387265366,CLE,24.42,40.11,14.0,1.0,7.3671,statline_mc+recal_10_4b,4.087239345235643,21.132237615723056,0.0,0.0,0.0,0.1565,1.021782453025871,0.006,4.6315,2.5825,39.62313471038858,0.1865,8.088241716341445,2.7193086709239207,9.9,,70.2307760848258,2.199563305516591,5.607216671197367,,classic,True,7.0,dk_classic_wk1_early_13Sep2026,1,early,8.088241716341445,5-6k,00-0039893_1
00-0030279,Keenan Allen,WR,IND,4700,44069996,10.5835,10.5835,1.0,1.0048609760839975,10.634969788326387,BAL,22.61,48.17,17.0,1.0,7.4701,statline_mc+recal_10_4b,3.2773566365035265,21.76213797559925,0.0,0.0,0.0,0.0,0.0,0.0,6.04075,3.95625,39.63468700090016,0.2345,9.609968700090016,1.0250010882363707,10.6,,75.41388220618371,4.819423694001306,7.6060429378497885,,classic,True,9.2,dk_classic_wk1_early_13Sep2026,1,early,9.609968700090016,4-5k,00-0030279_1
00-0037261,Khalil Shakir,WR,BUF,4800,44069994,10.4504,10.4504,1.0,1.0137496180661647,10.59413823900484,HOU,22.81,44.5,16.0,0.8,7.6567,statline_mc+recal_10_4b,3.431908968739241,20.808188899658944,0.0,0.0,0.0,0.0,0.0,0.0,5.098,3.653,39.47811096157972,0.22125,9.204561096157974,1.389577142846866,11.4,,62.73573643410852,4.577613107436343,3.608058348469596,,classic,True,9.0,dk_classic_wk1_early_13Sep2026,1,early,9.204561096157974,4-5k,00-0037261_1
00-0030565,Geno Smith,QB,NYJ,4600,44069737,12.2994,12.2994,1.0,0.8519763339907226,10.47879699871878,TEN,19.17,39.22,15.0,1.0,7.634,statline_mc+recal_10_4b,2.4182582074453185,20.625730274791444,31.824,185.2047759225168,1.15025,1.1,3.2939290629789504,0.033,0.0,0.0,0.0,0.0,11.774333943198569,-1.2955369444797853,13.0,,47.50023071244002,0.4642197862942852,0.6225468704239279,,classic,True,9.3,dk_classic_wk1_early_13Sep2026,1,early,11.774333943198569,4-5k,00-0030565_1
00-0033921,Chris Godwin Jr.,WR,TB,5200,44069984,9.9756,9.9756,1.0,1.0395266798144496,10.369943459729583,CIN,23.39,50.44,9.0,1.0,7.5114,statline_mc+recal_10_4b,3.255838323785541,21.1331202768944,0.0,0.0,0.0,0.0,0.0,0.0,5.19525,3.27625,39.58293561816028,0.243,8.951543561816026,1.4183998979135597,9.6,,78.12193709346876,3.0649849763744004,8.919504547627204,,classic,True,8.3,dk_classic_wk1_early_13Sep2026,1,early,8.951543561816026,5-6k,00-0033921_1
00-0039065,Sam LaPorta,TE,DET,4400,44070246,8.044,8.044,1.0,1.2617427293686287,10.149459928640283,NO,28.39,49.83,9.0,1.0,7.2678,statline_mc+recal_10_4b,0.9525323930572288,24.015700611850804,0.0,0.0,0.0,0.0,0.0,0.0,4.8855,3.67,54.9128564739254,0.343,11.66128564739254,-1.5118257187522577,11.9,36.8,90.57471264367815,12.20058259132591,10.956897592505568,,classic,True,9.8,dk_classic_wk1_early_13Sep2026,1,early,11.66128564739254,4-5k,00-0039065_1
00-0036555,Chuba Hubbard,RB,CAR,5500,44069800,10.1862,10.1862,1.0,0.9777506180383878,9.959606191490204,CHI,22.0,46.94,15.0,1.0,6.8511,statline_mc+recal_10_4b,3.924336201843732,18.633207202767714,0.0,0.0,0.0,8.0805,30.76020559581598,0.14525,2.10075,1.60875,11.959064533596663,0.08125,7.384927012941264,2.57467917854894,9.1,,65.89645403318701,1.484346305498508,3.1720612724575243,,classic,True,23.7,dk_classic_wk1_early_13Sep2026,1,early,7.384927012941264,5-6k,00-0036555_1
00-0033537,Deshaun Watson,QB,CLE,4700,44069735,14.2644,14.2644,1.0,0.6973139635010138,9.946753965640784,JAX,15.69,40.11,0.0,0.0,7.4654,statline_mc+recal_10_4b,3.1475464424012367,18.36776113852006,31.3325,157.8647089096391,0.97325,0.8875,2.488221207922819,0.0235,0.0,0.0,0.0,0.0,9.971160477177849,-0.0244065115370624,0.0,,16.073320413436686,0.1999307828997234,0.0659594139212937,,classic,True,15.0,dk_classic_wk1_early_13Sep2026,1,early,9.971160477177849,4-5k,00-0033537_1
